T_supply_degC,T_return_degC,room_rise_K,RTI_pct,hottest_inlet_degC,hottest_rack,spread_K
15.850000000000023,19.240176630571966,3.3901766305719434,28.252015411948605,15.850453401748837,rack 1,0.00043846944430470103
