rack,T_inlet_degC,T_outlet_degC,RCI_high_pct,capture_index_pct,recirculation_pct,dT_rack_K
rack 1,15.850453401748837,27.850000000000023,100.0,99.99622165209321,0.0037783479067835892,11.999546598251186
rack 2,15.85001508333346,27.85000000000008,100.0,99.99987430555468,0.00012569444531133377,11.99998491666662
rack 3,15.850014932304532,27.849999999999966,100.0,99.99987556412908,0.0001244358709110814,11.999985067695434
rack 4,15.850439969648676,27.850000000000023,100.0,99.99633358626123,0.0036664137387750393,11.999560030351347
