time_s,DP_module_m2_s2
16.4657,27.980687773
16.4716,27.980836565
16.4775,27.980695819
16.4835,27.980751984
16.4894,27.98064488
16.4953,27.980671002
16.5012,27.98050312
16.5071,27.98055476
16.513,27.980320607
16.5189,27.980370763
16.5248,27.980176405
16.5307,27.980185304
16.5366,27.980026466
16.5426,27.980240969
16.5485,27.980082874
16.5544,27.980211252
16.5603,27.980216407
16.5662,27.980326928
16.5721,27.980264095
16.578,27.980488893
16.5839,27.980361722
16.5898,27.980477811
16.5957,27.980388924
16.6017,27.980485194
16.6076,27.980440691
16.6135,27.980664992
16.6194,27.98053408
16.6253,27.980658209
16.6312,27.980598832
16.6371,27.980726813
16.643,27.980680249
16.6489,27.980788654
16.6548,27.980660285
16.6608,27.980782767
16.6667,27.980728899
16.6726,27.980779605
16.6785,27.980711274
16.6844,27.980926613
16.6903,27.98081105
16.6962,27.980884583
16.7021,27.980793919
16.708,27.980877445
16.7139,27.980814151
16.7199,27.980929696
16.7258,27.980736036
16.7317,27.980804378
16.7376,27.980731887
16.7435,27.980751658
16.7494,27.980624781
16.7553,27.980778876
16.7612,27.980642246
16.7671,27.980705652
16.773,27.980570596
16.779,27.98059727
16.7849,27.980461849
16.7908,27.980521937
16.7967,27.980288525
16.8026,27.980334994
16.8085,27.980271631
16.8144,27.980273402
16.8203,27.980188558
16.8262,27.9803548
16.8322,27.980244855
16.8381,27.980343975
16.844,27.980269567
16.8499,27.980385839
16.8558,27.980323122
16.8617,27.980464474
16.8676,27.980350961
16.8735,27.980528855
16.8794,27.980476323
16.8853,27.980630799
16.8913,27.980550375
16.8972,27.980736344
16.9031,27.980662406
16.909,27.980678656
16.9149,27.980627067
16.9208,27.980713954
16.9267,27.980607548
16.9326,27.980721784
16.9385,27.980573979
16.9444,27.980673707
16.9504,27.98060876
16.9563,27.980642737
16.9622,27.980575876
16.9681,27.98075548
16.974,27.980610952
16.9799,27.980698735
16.9858,27.980662849
16.9917,27.980781469
16.9976,27.980654868
17.0035,27.980815709
17.0095,27.980713815
17.0154,27.98077743
17.0213,27.980688763
17.0272,27.980780409
17.0331,27.980633696
17.039,27.980742356
17.0449,27.980496105
17.0508,27.980540528
17.0567,27.980409749
17.0626,27.980439526
17.0686,27.98033657
17.0745,27.980455342
17.0804,27.980321594
17.0863,27.980467686
17.0922,27.980415278
17.0981,27.980531389
17.104,27.980450756
17.1099,27.980668895
17.1158,27.980513533
17.1217,27.980590458
17.1277,27.980506723
17.1336,27.980513094
17.1395,27.980453389
17.1454,27.980553009
17.1513,27.980455054
17.1572,27.980567255
17.1631,27.980462465
17.169,27.980545202
17.1749,27.980445698
17.1809,27.980675314
17.1868,27.98056595
17.1927,27.980554075
17.1986,27.980561383
17.2045,27.980705254
17.2104,27.980484868
17.2163,27.980639398
17.2222,27.980525346
17.2281,27.980657822
17.234,27.980545349
17.24,27.980667487
17.2459,27.980502831
17.2518,27.980654348
17.2577,27.980480989
17.2636,27.980536566
17.2695,27.980535904
17.2754,27.980616772
17.2813,27.980526379
17.2872,27.98069001
17.2931,27.980438736
17.2991,27.980571439
17.305,27.980447875
17.3109,27.980471731
17.3168,27.980360195
17.3227,27.980508037
17.3286,27.980344048
17.3345,27.980454947
17.3404,27.980424444
17.3463,27.980556196
17.3522,27.980476915
17.3582,27.980652199
17.3641,27.980536224
17.37,27.980675628
17.3759,27.980638495
17.3818,27.980758154
17.3877,27.98057708
17.3936,27.980811366
17.3995,27.980663682
17.4054,27.980738811
17.4113,27.980739812
17.4173,27.980827315
17.4232,27.980675222
17.4291,27.980895528
17.435,27.980689276
17.4409,27.980736867
17.4468,27.980704811
17.4527,27.980712048
17.4586,27.980571859
17.4645,27.98075037
17.4704,27.98057299
17.4764,27.980715856
17.4823,27.980587901
17.4882,27.980654786
17.4941,27.980455268
17.5,27.980687319
17.5059,27.980452435
17.5118,27.98050247
17.5177,27.980440855
17.5236,27.980587973
17.5296,27.980457449
17.5355,27.980697217
17.5414,27.98049083
17.5473,27.980598424
17.5532,27.98048481
17.5591,27.980523529
17.565,27.980350961
17.5709,27.980428729
17.5768,27.980313103
17.5827,27.980328163
17.5887,27.980253317
17.5946,27.980301197
17.6005,27.980151837
17.6064,27.980396082
17.6123,27.980257405
17.6182,27.980397237
17.6241,27.980401362
17.63,27.98048123
17.6359,27.980405129
17.6418,27.98067151
17.6478,27.980472923
17.6537,27.98058865
17.6596,27.980590322
17.6655,27.980673506
17.6714,27.980587247
17.6773,27.980742221
17.6832,27.980655061
17.6891,27.980670156
17.695,27.98061813
17.7009,27.98072799
17.7069,27.980570883
17.7128,27.980763056
17.7187,27.980608173
17.7246,27.98065654
17.7305,27.980651322
17.7364,27.980725326
17.7423,27.980542338
17.7482,27.980719217
17.7541,27.980551006
17.76,27.980595789
17.766,27.9805973
17.7719,27.980660108
17.7778,27.980492206
17.7837,27.980700212
17.7896,27.980559705
17.7955,27.980594776
17.8014,27.980552656
17.8073,27.980563294
17.8132,27.980388611
17.8191,27.980562379
17.8251,27.980326048
17.831,27.980341372
17.8369,27.980232321
17.8428,27.980310641
17.8487,27.980135522
17.8546,27.980376197
17.8605,27.9802491
17.8664,27.980365135
17.8723,27.980361915
17.8783,27.980455163
17.8842,27.980366906
17.8901,27.980569703
17.896,27.980445904
17.9019,27.980512405
17.9078,27.980488747
17.9137,27.980609814
17.9196,27.980488135
17.9255,27.980677929
17.9314,27.980588635
17.9374,27.980615675
17.9433,27.980600189
17.9492,27.980664063
17.9551,27.980569733
17.961,27.980729553
17.9669,27.980635436
17.9728,27.980677658
17.9787,27.980651041
17.9846,27.980689764
17.9905,27.980596221
17.9965,27.98077396
18.0024,27.980639615
18.0083,27.98067106
18.0142,27.980590218
18.0201,27.980653308
18.026,27.980507594
18.0319,27.980635867
18.0378,27.980547274
18.0437,27.980639361
18.0496,27.980564227
18.0556,27.980612434
18.0615,27.980511014
18.0674,27.980584655
18.0733,27.980441761
18.0792,27.980432931
18.0851,27.980351043
18.091,27.980331585
18.0969,27.980169676
18.1028,27.980325671
18.1087,27.980223656
18.1147,27.98027163
18.1206,27.98026653
18.1265,27.980389901
18.1324,27.980331391
18.1383,27.980499591
18.1442,27.98039196
18.1501,27.980478252
18.156,27.980479735
18.1619,27.980568322
18.1678,27.980457137
18.1738,27.980665552
18.1797,27.980576863
18.1856,27.980653777
18.1915,27.980569947
18.1974,27.980706991
18.2033,27.980559898
18.2092,27.980747448
18.2151,27.98059192
18.221,27.980632714
18.227,27.980612167
18.2329,27.980677482
18.2388,27.980560329
18.2447,27.980717585
18.2506,27.980665392
18.2565,27.980692925
18.2624,27.980605947
18.2683,27.980644741
18.2742,27.98053869
