time_s,Ux,Uy,Uz,T,p_rgh
15.7676,0.0119541213,0.006936540588,0.006195685321,0.004591203027,0.02547310853
15.854,0.01184965901,0.006814277267,0.006119006548,0.004511672554,0.02512667332
15.9403,0.01192247976,0.006800546362,0.006124228922,0.004520513376,0.02505467072
16.0267,0.01200447053,0.006785529893,0.006131574948,0.004527462544,0.02507106834
16.1131,0.01209598881,0.006777825349,0.006141753039,0.004532903337,0.02514001643
16.2014,0.01242300187,0.006893394979,0.006250027929,0.004633531869,0.02568485336
16.2898,0.01254266094,0.006889620903,0.00626423729,0.004645224554,0.02588146236
16.3781,0.01265809247,0.006887285768,0.006267919478,0.004657034538,0.0260379744
16.4665,0.01277078184,0.006887722432,0.0062769357,0.004670569781,0.02621958931
16.5548,0.01288632535,0.006885408465,0.006279323669,0.004686282202,0.02641680652
16.6431,0.01300221275,0.006885057971,0.006283125392,0.00469953986,0.02659210676
16.7315,0.01311896352,0.006886836639,0.006286454212,0.004718212954,0.02679184593
16.8198,0.01322342593,0.006887782706,0.006288562012,0.004733052053,0.02715943808
16.9081,0.01332238546,0.006891225721,0.006290234935,0.004754988215,0.02750429175
16.9965,0.0134119352,0.006888737369,0.00629131676,0.004766002397,0.02770784432
17.0848,0.01348675393,0.006885392164,0.006292372707,0.004785048209,0.02798312558
17.1732,0.01356890121,0.006883093505,0.006291587759,0.004798527482,0.02835840594
17.2615,0.01364362364,0.006880066749,0.006291063065,0.004815966256,0.02885330345
17.3498,0.0137197415,0.006880995764,0.006288474477,0.0048292844,0.02927372085
17.4382,0.01378786142,0.006881728346,0.006284127653,0.004842184155,0.02950610224
17.5236,0.01347481793,0.006706954932,0.006124704905,0.004711559294,0.02904011225
17.609,0.0135338018,0.006707736676,0.006121682584,0.004715070229,0.02901804501
17.6944,0.01356989646,0.006700127141,0.006124143614,0.004721036622,0.0294311988
17.7798,0.01359840765,0.006696683949,0.006127822765,0.0047287355,0.02975784783
17.8651,0.01362285396,0.006689674377,0.006137931011,0.004734337585,0.02998797271
17.9505,0.01363790598,0.006684794649,0.006152410401,0.004740222578,0.03007000429
18.0359,0.0136433511,0.00667348001,0.006173683556,0.004745385153,0.03016237563
18.1213,0.01363634055,0.006656889303,0.006196042937,0.004749574116,0.03058097457
18.2067,0.01361080077,0.006638911291,0.006219839603,0.004749183427,0.03100777908
18.2921,0.01357467214,0.00662073334,0.006243734849,0.004751565771,0.03132936059
18.3775,0.01353141743,0.006602049707,0.006261606637,0.004751294922,0.03152428669
18.4629,0.01686946523,0.008400250638,0.007079492727,0.004755838901,0.0393893085
18.5483,0.01754257832,0.008799538636,0.008134133922,0.004754648943,0.03455618087
18.6337,0.01347072141,0.006781594757,0.00646795647,0.00475108181,0.03293978435
18.7191,0.01338273296,0.006777188224,0.006575171191,0.004740454956,0.03321554071
18.8045,0.01332479817,0.006620006492,0.006448743848,0.004739917523,0.03323614212
18.8899,0.01328319915,0.0065359345,0.00639958125,0.004728803345,0.03337243681
18.9753,0.01324533236,0.006495934902,0.006389147029,0.004713849071,0.03352761358
19.0607,0.01321558261,0.006470648161,0.006386296716,0.004704566128,0.03387428999
19.1461,0.01630102567,0.008018521852,0.007238487952,0.004693170203,0.04024298421
19.2315,0.01595909959,0.00802787544,0.007562883377,0.004683335968,0.03632242666
19.3168,0.01313355423,0.006610081679,0.006499740493,0.004673226686,0.03485877936
19.4022,0.01306585016,0.006575420328,0.006533689954,0.004661154076,0.03491728713
19.4876,0.01300799348,0.006481715724,0.006439613823,0.004638195188,0.03491893225
19.573,0.01296455575,0.00643375501,0.006400887228,0.004630369462,0.03503270646
19.6584,0.01437789006,0.007086665959,0.006828663424,0.004609187116,0.03719029048
19.7438,0.0137514829,0.00684935614,0.006628077542,0.004585030977,0.03583183976
19.8292,0.01283940865,0.006464065748,0.006401920989,0.004562950448,0.03539743593
19.9146,0.01279342029,0.006446318831,0.006391207398,0.004534305284,0.03539587363
20.0,0.01273307086,0.006425810239,0.006365977195,0.004506613742,0.03532750093
20.0855,0.01267962551,0.00642779084,0.006361861129,0.00447966082,0.03537738068
20.1709,0.01261529165,0.006427853942,0.006354350252,0.004446692938,0.03548806372
20.2564,0.01254889983,0.006439017436,0.006358457953,0.004414912091,0.03564751393
20.3419,0.01248193141,0.006445728832,0.006361978607,0.00438492587,0.03565635435
20.4274,0.01241140323,0.006456448067,0.006364744819,0.004348502872,0.03568801387
20.5128,0.01233523932,0.006463136969,0.006365729095,0.004315207986,0.0357335873
20.5987,0.01230765957,0.006492823882,0.006391127247,0.004298058777,0.03581186275
20.6845,0.01222911788,0.006499313985,0.006396079936,0.004261041485,0.0357635938
20.7704,0.01215291145,0.00650528431,0.006398813244,0.004232587853,0.03589808226
20.8558,0.01203755443,0.006497553856,0.006377926515,0.004179178871,0.03570092824
20.9413,0.01196369449,0.006505516623,0.006379466834,0.004148206326,0.03556898774
21.0271,0.01193567567,0.006531070038,0.006398341644,0.004119657522,0.03551209373
21.113,0.01185388891,0.006537378439,0.006395931967,0.004089174637,0.03542245959
21.1988,0.01178271238,0.006542493458,0.006395272887,0.004061242482,0.03536079338
21.2843,0.01166980528,0.006521551711,0.006365910355,0.004008523195,0.03510086994
21.3694,0.01156969705,0.006508800088,0.006334794634,0.003961912777,0.03478160145
21.4537,0.01143280856,0.006467953619,0.006284324409,0.003904118297,0.03444198533
21.538,0.01137531028,0.006464535358,0.006272425415,0.003868304656,0.03415278869
21.6219,0.01129513302,0.00644209691,0.006251538915,0.003829645232,0.03384892954
21.7054,0.01121010471,0.006409167069,0.006218891429,0.003787527531,0.03353248718
21.7886,0.01115070447,0.006386368964,0.006199100549,0.003744233042,0.03324621665
21.8717,0.01114980873,0.006386355912,0.006205499866,0.003722452073,0.03299852493
21.9545,0.01108382674,0.006361178601,0.00618340747,0.003684313751,0.03256485027
22.0373,0.0110622116,0.006355879266,0.006186338892,0.003660126433,0.03217968649
22.1201,0.0110322344,0.006350424801,0.006195552062,0.003644592317,0.03189332085
22.2029,0.01100575942,0.006348711889,0.006206782587,0.003626589001,0.03161380114
22.286,0.01101809067,0.006373743826,0.006242906363,0.003629344334,0.03141095497
22.3692,0.01097415615,0.006381147556,0.006256907331,0.003622036558,0.03123715795
22.4527,0.010979825,0.006413725002,0.006302919545,0.003630219449,0.03119004712
22.5363,0.01093140201,0.006418483567,0.006327130137,0.003631657798,0.03109181921
22.6203,0.01092570657,0.006453970751,0.006382189986,0.00364470197,0.03117631963
22.7042,0.01085938526,0.006460966761,0.006407202854,0.003651936457,0.03113661398
22.7886,0.01085052022,0.006492919292,0.006461476033,0.003667383016,0.03110154103
22.873,0.0107883127,0.006510177006,0.006496577828,0.003678110456,0.0309504006
22.9577,0.01077517034,0.006560875227,0.006566021035,0.003706281464,0.03098953672
23.0425,0.01072294496,0.006578384707,0.006604466462,0.003725284841,0.03095086058
23.1277,0.01071373165,0.006625009122,0.006666860372,0.003761479055,0.03096457475
23.213,0.01066654227,0.006644779082,0.006698896631,0.003784064039,0.03104591744
23.2986,0.01066362491,0.006698247387,0.006751873634,0.003834100073,0.03138039441
23.3843,0.01062682237,0.006730280483,0.006778759251,0.003859063392,0.03158262563
23.4703,0.01064303775,0.006774051735,0.006821856576,0.003912274862,0.03184454037
23.5564,0.01061567342,0.006782967374,0.006829617096,0.003938616446,0.03192951808
23.643,0.01063761502,0.006821130087,0.006853579042,0.003990362892,0.03214156209
23.7295,0.01062469246,0.006820745966,0.00684781455,0.004011005254,0.03221987426
23.8165,0.01065961026,0.006842201991,0.006853493603,0.004053027345,0.03244987901
23.9035,0.01065944871,0.006830206826,0.006827535344,0.004066900277,0.03250213254
23.9906,0.01065489803,0.006799684611,0.006779131919,0.004081624536,0.03241335252
24.078,0.01070247408,0.006788538165,0.006751000988,0.004103914803,0.03244302258
24.1655,0.01069192602,0.00674119765,0.006675404113,0.004119913445,0.0324197723
24.2535,0.01073531623,0.006708563818,0.006629315201,0.004143331437,0.03258940407
24.3415,0.01071969489,0.006653170859,0.006548461276,0.004155148043,0.03258902165
24.4294,0.01070485422,0.006603348664,0.006474326323,0.004159976003,0.03270440377
24.5179,0.01073843801,0.006574842503,0.006423621746,0.004193439418,0.03304293283
24.6064,0.01070997765,0.006516754718,0.006343478112,0.004192844012,0.03325387266
24.6948,0.01066878855,0.006462314778,0.006264681848,0.004201640855,0.03338326491
24.7833,0.01062206877,0.00640207402,0.006192714998,0.004194209453,0.03348261558
