# F28 duct inner/outer surfaces and the O-band boundary C'.
# Actuator-disk representation; no rotor.
x_m,r_inner_m,r_outer_m,r_cprime_inner_m,r_cprime_outer_m
0.0197,0.125911795714,0.148890241841,0.123411974842,0.151391503797
0.0198,0.125893618465,0.148908333177,0.123393696235,0.151408898157
0.0199,0.125875641607,0.148926343036,0.123375660588,0.151426485309
0.02,0.125857864376,0.14894427191,0.123357864376,0.15144427191
0.0201,0.12584028602,0.148962120285,0.12334028602,0.151462120285
0.0202,0.125822905798,0.148979888641,0.123322905798,0.151479888641
0.0203,0.125805722984,0.148997577452,0.123305722984,0.151497577452
0.0204,0.125788736861,0.149015187186,0.123288736861,0.151515187186
0.0205,0.125771946725,0.149032718306,0.123271946725,0.151532718306
0.0206,0.125755351882,0.149050171269,0.123255351882,0.151550171269
0.0207,0.125738951651,0.149067546526,0.123238951651,0.151567546526
0.0208,0.125722745362,0.149084844523,0.123222745362,0.151584844523
0.0209,0.125706732354,0.1491020657,0.123206732354,0.1516020657
0.021,0.125690911979,0.149119210492,0.123190911979,0.151619210492
0.0211,0.125675283598,0.14913627933,0.123175283598,0.15163627933
0.0212,0.125659846584,0.149153272639,0.123159846584,0.151653272639
0.0213,0.125644600319,0.149170190838,0.123144600319,0.151670190838
0.0214,0.125629544197,0.149187034342,0.123129544197,0.151687034342
0.0215,0.125614677619,0.149203803562,0.123114677619,0.151703803562
0.0216,0.1256,0.149220498902,0.1231,0.151720498902
0.0217,0.125585510762,0.149237120764,0.123085510762,0.151737120764
0.0218,0.125571209337,0.149253669542,0.123071209337,0.151753669542
0.0219,0.125557095168,0.14927014563,0.123057095168,0.15177014563
0.022,0.125543167705,0.149286549413,0.123043167705,0.151786549413
0.0221,0.125529426411,0.149302881274,0.123029426411,0.151802881274
0.0222,0.125515870755,0.149319141591,0.123015870755,0.151819141591
0.0223,0.125502500216,0.149335330739,0.123002500216,0.151835330739
0.0224,0.125489314282,0.149351449086,0.122989314282,0.151851449086
0.0225,0.125476312452,0.149367496998,0.122976312452,0.151867496998
0.0226,0.12546349423,0.149383474836,0.12296349423,0.151883474836
0.0227,0.125450859132,0.149399382958,0.122950859132,0.151899382958
0.0228,0.125438406681,0.149415221718,0.122938406681,0.151915221718
0.0229,0.125426136408,0.149430991464,0.122926136408,0.151930991464
0.023,0.125414047854,0.149446692543,0.122914047854,0.151946692543
0.0231,0.125402140568,0.149462325296,0.122902140568,0.151962325296
0.0232,0.125390414106,0.149477890061,0.122890414106,0.151977890061
0.0233,0.125378868033,0.149493387172,0.122878868033,0.151993387172
0.0234,0.125367501922,0.149508816961,0.122867501922,0.152008816961
0.0235,0.125356315354,0.149524179755,0.122856315354,0.152024179755
0.0236,0.125345307919,0.149539475877,0.122845307919,0.152039475877
0.0237,0.125334479211,0.149554705647,0.122834479211,0.152054705647
0.0238,0.125323828837,0.149569869383,0.122823828837,0.152069869383
0.0239,0.125313356408,0.149584967397,0.122813356408,0.152084967397
0.024,0.125303061543,0.1496,0.122803061543,0.1521
0.0241,0.12529294387,0.149614967499,0.12279294387,0.152114967499
0.0242,0.125283003024,0.149629870196,0.122783003024,0.152129870196
0.0243,0.125273238645,0.149644708394,0.122773238645,0.152144708394
0.0244,0.125263650384,0.149659482388,0.122763650384,0.152159482388
0.0245,0.125254237897,0.149674192473,0.122754237897,0.152174192473
0.0246,0.125245000847,0.14968883894,0.122745000847,0.15218883894
0.0247,0.125235938906,0.149703422077,0.122735938906,0.152203422077
0.0248,0.12522705175,0.149717942169,0.12272705175,0.152217942169
0.0249,0.125218339065,0.149732399499,0.122718339065,0.152232399499
