# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# liftDir       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# yawAxis       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 4.00000000e+01
# lRef          : 1.04400000e+00
# Aref          : 4.01696000e-01
# CofR          : (5.22000000e-01 0.00000000e+00 1.44000000e-01)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
46              	4.39890449e-02	2.19699105e-02	2.20191344e-02	3.57570069e-02	1.05329944e-02	2.52240125e-02	-7.34550903e-03	-2.46119452e-05	-8.34574776e-05	-7.66582764e-04	-4.66748860e-04	-2.99833905e-04
47              	4.46305961e-02	2.22603745e-02	2.23702216e-02	3.45721985e-02	1.03119074e-02	2.42602911e-02	-6.97419189e-03	-5.49235465e-05	-1.61487661e-04	-8.89124672e-04	-6.06049997e-04	-2.83074675e-04
48              	4.50628014e-02	2.24595262e-02	2.26032752e-02	3.49959178e-02	1.04844976e-02	2.45114202e-02	-7.01346127e-03	-7.18744733e-05	-2.66427533e-04	-1.03788875e-03	-7.85371909e-04	-2.52516842e-04
49              	4.55060587e-02	2.26884641e-02	2.28175946e-02	3.73546211e-02	1.11062292e-02	2.62483918e-02	-7.57108131e-03	-6.45652137e-05	-3.32665491e-04	-1.05185559e-03	-8.58593286e-04	-1.93262304e-04
50              	4.59685164e-02	2.29515965e-02	2.30169199e-02	4.16212168e-02	1.21505275e-02	2.94706893e-02	-8.66008090e-03	-3.26616783e-05	-3.00511955e-04	-8.03606536e-04	-7.02315223e-04	-1.01291313e-04
51              	4.63915698e-02	2.32131122e-02	2.31784576e-02	4.74807295e-02	1.35390852e-02	3.39416443e-02	-1.02012795e-02	1.73273334e-05	-1.67754983e-04	-2.96459192e-04	-3.15984579e-04	1.95253864e-05
52              	4.67662815e-02	2.34537198e-02	2.33125617e-02	5.43753932e-02	1.51556753e-02	3.92197179e-02	-1.20320213e-02	7.05790814e-05	6.08639318e-06	3.01587895e-04	1.56880341e-04	1.44707554e-04
53              	4.71381945e-02	2.36802591e-02	2.34579354e-02	6.16451012e-02	1.68640748e-02	4.47810264e-02	-1.39584758e-02	1.11161835e-04	1.42410099e-04	7.90465035e-04	5.37642616e-04	2.52822419e-04
54              	4.75934556e-02	2.39261785e-02	2.36672771e-02	6.86303443e-02	1.85260357e-02	5.01043085e-02	-1.57891364e-02	1.29450680e-04	1.97872781e-04	1.06103453e-03	7.28390046e-04	3.32644484e-04
55              	4.82205079e-02	2.42355789e-02	2.39849290e-02	7.47813669e-02	2.00255624e-02	5.47558045e-02	-1.73651210e-02	1.25324947e-04	1.80213296e-04	1.12584914e-03	7.43137865e-04	3.82711272e-04
56              	4.90210205e-02	2.46155454e-02	2.44054751e-02	7.96735151e-02	2.12630629e-02	5.84104522e-02	-1.85736947e-02	1.05035155e-04	1.26339912e-04	1.06789923e-03	6.60289527e-04	4.07609702e-04
57              	4.99712539e-02	2.50656236e-02	2.49056302e-02	8.31892103e-02	2.22037337e-02	6.09854765e-02	-1.93908714e-02	7.99966919e-05	7.20858026e-05	9.68200302e-04	5.56185954e-04	4.12014348e-04
58              	5.10024464e-02	2.55619093e-02	2.54405371e-02	8.53599532e-02	2.28470581e-02	6.25128951e-02	-1.98329185e-02	6.06861039e-05	3.33736014e-05	8.57651624e-04	4.62199413e-04	3.95452211e-04
59              	5.22120456e-02	2.61628198e-02	2.60492258e-02	8.64493640e-02	2.32334824e-02	6.32158816e-02	-1.99911996e-02	5.67970172e-05	1.51924090e-05	7.55301592e-04	3.92843205e-04	3.62458387e-04
60              	5.34954640e-02	2.68153000e-02	2.66801640e-02	8.67134067e-02	2.34081557e-02	6.33052509e-02	-1.99485476e-02	6.75680222e-05	1.03655563e-05	6.65317700e-04	3.43024406e-04	3.22293294e-04
61              	5.48117423e-02	2.74938445e-02	2.73178978e-02	8.65601569e-02	2.34558451e-02	6.31043117e-02	-1.98242333e-02	8.79733192e-05	1.16755435e-05	5.86565008e-04	3.04958047e-04	2.81606960e-04
62              	5.61357163e-02	2.81777849e-02	2.79579314e-02	8.63858249e-02	2.34655775e-02	6.29202473e-02	-1.97273349e-02	1.09926729e-04	1.35945785e-05	5.14700250e-04	2.70944703e-04	2.43755546e-04
63              	5.73468606e-02	2.87973698e-02	2.85494908e-02	8.64877161e-02	2.35137586e-02	6.29739575e-02	-1.97300995e-02	1.23939525e-04	1.55839896e-05	4.50113956e-04	2.40640968e-04	2.09472988e-04
64              	5.84818847e-02	2.93643517e-02	2.91175330e-02	8.70912538e-02	2.36650158e-02	6.34262380e-02	-1.98806111e-02	1.23409388e-04	1.69868727e-05	3.81511706e-04	2.07742726e-04	1.73768980e-04
65              	5.94042102e-02	2.98064634e-02	2.95977468e-02	8.82031048e-02	2.39396491e-02	6.42634558e-02	-2.01619033e-02	1.04358289e-04	2.16805374e-05	3.18502187e-04	1.80931631e-04	1.37570556e-04
66              	6.01444263e-02	3.01410404e-02	3.00033859e-02	8.97554124e-02	2.43337467e-02	6.54216658e-02	-2.05439596e-02	6.88272260e-05	2.92666712e-05	2.55944151e-04	1.57238747e-04	9.87054042e-05
67              	6.06869775e-02	3.03665834e-02	3.03203942e-02	9.15737637e-02	2.48185134e-02	6.67552504e-02	-2.09683685e-02	2.30945970e-05	3.87363643e-05	1.94969160e-04	1.36220945e-04	5.87482159e-05
68              	6.10420449e-02	3.04971439e-02	3.05449010e-02	9.34469937e-02	2.53502461e-02	6.80967476e-02	-2.13732508e-02	-2.38785859e-05	4.75124569e-05	1.36225882e-04	1.15625398e-04	2.06004843e-05
69              	6.12462541e-02	3.05599307e-02	3.06863234e-02	9.52169411e-02	2.58912255e-02	6.93257156e-02	-2.17172451e-02	-6.31963179e-05	5.13576293e-05	7.49279491e-05	8.88216038e-05	-1.38936547e-05
70              	6.13344051e-02	3.05795458e-02	3.07548592e-02	9.68106976e-02	2.64201847e-02	7.03905129e-02	-2.19851641e-02	-8.76567097e-05	4.78385015e-05	6.01558943e-06	5.08462962e-05	-4.48307068e-05
71              	6.13427596e-02	3.05785377e-02	3.07642219e-02	9.82129536e-02	2.69210529e-02	7.12919007e-02	-2.21854239e-02	-9.28421172e-05	3.76212438e-05	-6.94848016e-05	2.87884301e-06	-7.23636447e-05
72              	6.13226512e-02	3.05827821e-02	3.07398691e-02	9.94787661e-02	2.73893010e-02	7.20894650e-02	-2.23500820e-02	-7.85435269e-05	2.31157236e-05	-1.46369133e-04	-5.00688428e-05	-9.63002901e-05
73              	6.13201417e-02	3.06110902e-02	3.07090516e-02	1.00731433e-01	2.78371285e-02	7.28943049e-02	-2.25285882e-02	-4.89807020e-05	6.41053874e-06	-2.19799150e-04	-1.03489036e-04	-1.16310113e-04
74              	6.13856174e-02	3.06815304e-02	3.07040870e-02	1.02128268e-01	2.82856935e-02	7.38425743e-02	-2.27784404e-02	-1.12783068e-05	-1.14804421e-05	-2.83098158e-04	-1.53029521e-04	-1.30068637e-04
75              	6.15688379e-02	3.08106546e-02	3.07581833e-02	1.03827267e-01	2.87611121e-02	7.50661544e-02	-2.31525212e-02	2.62356567e-05	-2.92656884e-05	-3.30332570e-04	-1.94431973e-04	-1.35900596e-04
76              	6.19001684e-02	3.10067890e-02	3.08933794e-02	1.05958320e-01	2.92905591e-02	7.66677607e-02	-2.36886008e-02	5.67048153e-05	-4.43092595e-05	-3.55963872e-04	-2.22291195e-04	-1.33672676e-04
77              	6.23692524e-02	3.12609064e-02	3.11083460e-02	1.08588796e-01	2.98959067e-02	7.86928895e-02	-2.43984914e-02	7.62801826e-05	-5.31563736e-05	-3.53697030e-04	-2.30004889e-04	-1.23692141e-04
78              	6.29427243e-02	3.15554037e-02	3.13873205e-02	1.11690138e-01	3.05829907e-02	8.11071474e-02	-2.52620784e-02	8.40415827e-05	-5.29922690e-05	-3.18387650e-04	-2.12186094e-04	-1.06201556e-04
79              	6.35881979e-02	3.18753443e-02	3.17128537e-02	1.15162085e-01	3.13450665e-02	8.38170185e-02	-2.62359760e-02	8.12453020e-05	-4.26397165e-05	-2.50317933e-04	-1.67798683e-04	-8.25192501e-05
80              	6.42723769e-02	3.22064652e-02	3.20659117e-02	1.18773870e-01	3.21437927e-02	8.66300772e-02	-2.72431422e-02	7.02767293e-05	-2.30421654e-05	-1.55361379e-04	-1.00722855e-04	-5.46385243e-05
81              	6.49660501e-02	3.25369183e-02	3.24291319e-02	1.22274959e-01	3.29358130e-02	8.93391457e-02	-2.82016664e-02	5.38931992e-05	2.60424750e-06	-4.66274894e-05	-2.07094972e-05	-2.59179922e-05
82              	6.56397928e-02	3.28546499e-02	3.27851429e-02	1.25386406e-01	3.36681003e-02	9.17183057e-02	-2.90251027e-02	3.47534918e-05	3.00888866e-05	6.07611071e-05	6.04694401e-05	2.91667008e-07
83              	6.62920358e-02	3.31620263e-02	3.31300095e-02	1.27823162e-01	3.42771485e-02	9.35460133e-02	-2.96344324e-02	1.60084319e-05	5.46925612e-05	1.52125346e-04	1.30755234e-04	2.13701118e-05
84              	6.68800347e-02	3.34396478e-02	3.34403869e-02	1.29509711e-01	3.47453135e-02	9.47643977e-02	-3.00095421e-02	-3.69535560e-07	7.28490189e-05	2.18414830e-04	1.82056434e-04	3.63583959e-05
85              	6.74076334e-02	3.36909937e-02	3.37166397e-02	1.30456215e-01	3.50665952e-02	9.53896201e-02	-3.01615125e-02	-1.28229800e-05	8.32282297e-05	2.54854679e-04	2.10655569e-04	4.41991099e-05
86              	6.79080159e-02	3.39343215e-02	3.39736944e-02	1.30752476e-01	3.52429301e-02	9.55095459e-02	-3.01333079e-02	-1.96864286e-05	8.56694528e-05	2.60392358e-04	2.15865632e-04	4.45267261e-05
87              	6.83542768e-02	3.41561484e-02	3.41981285e-02	1.30663727e-01	3.53181136e-02	9.53456131e-02	-3.00137498e-02	-2.09900549e-05	8.12433759e-05	2.38636100e-04	2.00561426e-04	3.80746742e-05
88              	6.87494873e-02	3.43570123e-02	3.43924751e-02	1.30539691e-01	3.53556347e-02	9.51840567e-02	-2.99142110e-02	-1.77314104e-05	7.21965828e-05	1.97219311e-04	1.70806238e-04	2.64130729e-05
89              	6.91376228e-02	3.45572452e-02	3.45803776e-02	1.30724297e-01	3.54213477e-02	9.53029496e-02	-2.99408009e-02	-1.15662053e-05	6.05039031e-05	1.45150590e-04	1.33079198e-04	1.20713919e-05
90              	6.95351678e-02	3.47627052e-02	3.47724627e-02	1.31492593e-01	3.55759070e-02	9.59166862e-02	-3.01703896e-02	-4.87874709e-06	4.82905520e-05	8.95598445e-05	9.30704743e-05	-3.51062980e-06
91              	6.99654002e-02	3.49833391e-02	3.49820611e-02	1.32970787e-01	3.58527647e-02	9.71180218e-02	-3.06326285e-02	6.38957364e-07	3.65901126e-05	3.62460456e-05	5.47131354e-05	-1.84670897e-05
92              	7.04457367e-02	3.52266906e-02	3.52190461e-02	1.35173917e-01	3.62661978e-02	9.89077188e-02	-3.13207605e-02	3.82228278e-06	2.65051877e-05	-1.04006979e-05	2.13048387e-05	-3.17055367e-05
93              	7.09955577e-02	3.55021250e-02	3.54934326e-02	1.37869411e-01	3.67793968e-02	1.01090014e-01	-3.21553086e-02	4.34617887e-06	1.82296782e-05	-4.75232586e-05	-5.53195105e-06	-4.19913075e-05
94              	7.16198978e-02	3.58123992e-02	3.58074986e-02	1.40705017e-01	3.73315323e-02	1.03373485e-01	-3.30209764e-02	2.45029568e-06	1.21860106e-05	-7.36140966e-05	-2.46210377e-05	-4.89930589e-05
95              	7.22834407e-02	3.61405948e-02	3.61428459e-02	1.43253153e-01	3.78441375e-02	1.05409015e-01	-3.37824390e-02	-1.12556779e-06	8.47160232e-06	-8.79601863e-05	-3.55084908e-05	-5.24516955e-05
96              	7.29471741e-02	3.64681828e-02	3.64789913e-02	1.45133694e-01	3.82449322e-02	1.06888761e-01	-3.43219147e-02	-5.40424238e-06	7.12444420e-06	-9.02356999e-05	-3.79934058e-05	-5.22422942e-05
97              	7.35377434e-02	3.67593699e-02	3.67783735e-02	1.46038619e-01	3.84705739e-02	1.07568045e-01	-3.45487354e-02	-9.50178076e-06	7.65326973e-06	-8.21981395e-05	-3.34458000e-05	-4.87523395e-05
98              	7.40016031e-02	3.69880531e-02	3.70135500e-02	1.45844540e-01	3.84909518e-02	1.07353588e-01	-3.44313181e-02	-1.27484530e-05	9.53009691e-06	-6.69361021e-05	-2.39379541e-05	-4.29981480e-05
99              	7.43109119e-02	3.71407553e-02	3.71701566e-02	1.44639473e-01	3.83139362e-02	1.06325537e-01	-3.40058002e-02	-1.47006209e-05	1.19781251e-05	-4.72612289e-05	-1.16524894e-05	-3.56087395e-05
100             	7.44362193e-02	3.72029708e-02	3.72332485e-02	1.42742763e-01	3.79918183e-02	1.04750945e-01	-3.33795633e-02	-1.51388138e-05	1.46249969e-05	-2.62124583e-05	1.51876775e-06	-2.77312261e-05
101             	7.43850255e-02	3.71784651e-02	3.72065604e-02	1.40647653e-01	3.76116511e-02	1.03036002e-01	-3.27121756e-02	-1.40476424e-05	1.72079913e-05	-5.39610361e-06	1.45099395e-05	-1.99060431e-05
102             	7.42314761e-02	3.71040541e-02	3.71274220e-02	1.38917246e-01	3.72749280e-02	1.01642318e-01	-3.21836951e-02	-1.16839321e-05	1.96234341e-05	1.41539384e-05	2.67004033e-05	-1.25464649e-05
103             	7.40796403e-02	3.70312907e-02	3.70483496e-02	1.38035117e-01	3.70728269e-02	1.00962290e-01	-3.19447316e-02	-8.52947654e-06	2.19139404e-05	3.10268979e-05	3.74273894e-05	-6.40049150e-06
104             	7.40099026e-02	3.69997615e-02	3.70101410e-02	1.38297601e-01	3.70698624e-02	1.01227738e-01	-3.20789381e-02	-5.18976604e-06	2.39119013e-05	4.43052655e-05	4.60645341e-05	-1.75926853e-06
105             	7.40589995e-02	3.70271938e-02	3.70318057e-02	1.39739391e-01	3.72865636e-02	1.02452827e-01	-3.25831319e-02	-2.30595685e-06	2.52829760e-05	5.34185925e-05	5.19922722e-05	1.42632026e-06
106             	7.42298972e-02	3.71145995e-02	3.71152977e-02	1.42134054e-01	3.76967862e-02	1.04437267e-01	-3.33702406e-02	-3.49148322e-07	2.58581186e-05	5.80448238e-05	5.48805305e-05	3.16429333e-06
107             	7.45297405e-02	3.72652687e-02	3.72644717e-02	1.45059146e-01	3.82313150e-02	1.06827831e-01	-3.42982582e-02	3.98496227e-07	2.55316525e-05	5.85894114e-05	5.48263582e-05	3.76305323e-06
108             	7.49679300e-02	3.74838939e-02	3.74840361e-02	1.47981184e-01	3.87915472e-02	1.09189637e-01	-3.51990450e-02	-7.11120381e-08	2.43843449e-05	5.55075824e-05	5.21381361e-05	3.36944633e-06
