# Region            : cellZone slabA
# Cells             : 26
# Volume            : 7.139798445863e-09
# Time              	volAverage(p)
437                 	8.472929667088e+03
438                 	8.472929667057e+03
439                 	8.472929667016e+03
440                 	8.472929667127e+03
441                 	8.472929666978e+03
442                 	8.472929667303e+03
443                 	8.472929667298e+03
444                 	8.472929666857e+03
445                 	8.472929666948e+03
446                 	8.472929667128e+03
447                 	8.472929666988e+03
448                 	8.472929667112e+03
449                 	8.472929667024e+03
450                 	8.472929667079e+03
451                 	8.472929667300e+03
452                 	8.472929667049e+03
453                 	8.472929666920e+03
454                 	8.472929667161e+03
455                 	8.472929666922e+03
456                 	8.472929667121e+03
457                 	8.472929667131e+03
458                 	8.472929666962e+03
459                 	8.472929667036e+03
460                 	8.472929666989e+03
461                 	8.472929667419e+03
462                 	8.472929667192e+03
463                 	8.472929667061e+03
464                 	8.472929666996e+03
465                 	8.472929666867e+03
466                 	8.472929667045e+03
467                 	8.472929667397e+03
468                 	8.472929667030e+03
469                 	8.472929666933e+03
470                 	8.472929666984e+03
471                 	8.472929667011e+03
472                 	8.472929667212e+03
473                 	8.472929666934e+03
474                 	8.472929666950e+03
475                 	8.472929667082e+03
476                 	8.472929667112e+03
477                 	8.472929667199e+03
478                 	8.472929667037e+03
479                 	8.472929667118e+03
480                 	8.472929667131e+03
481                 	8.472929666913e+03
482                 	8.472929667058e+03
483                 	8.472929667319e+03
484                 	8.472929667154e+03
485                 	8.472929666968e+03
486                 	8.472929667008e+03
487                 	8.472929666933e+03
488                 	8.472929667020e+03
489                 	8.472929667254e+03
490                 	8.472929667189e+03
491                 	8.472929666947e+03
492                 	8.472929666918e+03
493                 	8.472929667059e+03
494                 	8.472929667240e+03
495                 	8.472929667211e+03
496                 	8.472929667030e+03
497                 	8.472929666812e+03
498                 	8.472929667031e+03
499                 	8.472929667093e+03
500                 	8.472929667186e+03
501                 	8.472929667271e+03
502                 	8.472929667090e+03
503                 	8.472929666988e+03
504                 	8.472929666965e+03
505                 	8.472929667064e+03
506                 	8.472929667156e+03
507                 	8.472929666903e+03
508                 	8.472929666954e+03
509                 	8.472929667079e+03
510                 	8.472929667205e+03
511                 	8.472929667287e+03
512                 	8.472929667097e+03
513                 	8.472929667001e+03
514                 	8.472929666852e+03
515                 	8.472929666985e+03
516                 	8.472929667024e+03
517                 	8.472929667050e+03
518                 	8.472929667072e+03
519                 	8.472929667394e+03
520                 	8.472929667116e+03
521                 	8.472929666936e+03
522                 	8.472929666928e+03
523                 	8.472929666948e+03
524                 	8.472929667344e+03
525                 	8.472929667112e+03
526                 	8.472929666944e+03
527                 	8.472929666819e+03
528                 	8.472929667097e+03
529                 	8.472929667283e+03
530                 	8.472929667241e+03
531                 	8.472929666928e+03
532                 	8.472929667083e+03
533                 	8.472929666964e+03
534                 	8.472929667036e+03
535                 	8.472929667256e+03
536                 	8.472929666885e+03
537                 	8.472929667191e+03
538                 	8.472929667129e+03
539                 	8.472929667129e+03
540                 	8.472929667095e+03
541                 	8.472929666875e+03
542                 	8.472929666985e+03
543                 	8.472929667106e+03
544                 	8.472929667004e+03
545                 	8.472929667140e+03
546                 	8.472929667160e+03
547                 	8.472929667229e+03
548                 	8.472929667098e+03
549                 	8.472929666924e+03
550                 	8.472929666840e+03
551                 	8.472929667160e+03
552                 	8.472929667218e+03
553                 	8.472929667058e+03
554                 	8.472929667238e+03
555                 	8.472929666977e+03
556                 	8.472929666968e+03
557                 	8.472929667069e+03
558                 	8.472929667204e+03
559                 	8.472929666945e+03
560                 	8.472929666895e+03
561                 	8.472929667365e+03
562                 	8.472929667162e+03
563                 	8.472929666883e+03
564                 	8.472929666810e+03
565                 	8.472929667116e+03
566                 	8.472929667106e+03
567                 	8.472929667106e+03
568                 	8.472929667238e+03
569                 	8.472929667071e+03
570                 	8.472929666946e+03
571                 	8.472929667053e+03
572                 	8.472929667032e+03
573                 	8.472929667269e+03
574                 	8.472929667107e+03
575                 	8.472929667016e+03
576                 	8.472929667050e+03
577                 	8.472929666934e+03
578                 	8.472929666991e+03
579                 	8.472929667133e+03
580                 	8.472929667032e+03
581                 	8.472929666843e+03
582                 	8.472929667114e+03
583                 	8.472929667139e+03
584                 	8.472929667236e+03
585                 	8.472929667222e+03
586                 	8.472929667100e+03
587                 	8.472929666929e+03
588                 	8.472929666837e+03
589                 	8.472929667115e+03
590                 	8.472929667303e+03
591                 	8.472929667277e+03
592                 	8.472929666939e+03
593                 	8.472929666877e+03
594                 	8.472929667156e+03
595                 	8.472929667145e+03
596                 	8.472929666984e+03
597                 	8.472929666798e+03
598                 	8.472929667138e+03
599                 	8.472929667175e+03
600                 	8.472929667094e+03
601                 	8.472929667126e+03
602                 	8.472929667080e+03
603                 	8.472929666928e+03
604                 	8.472929666992e+03
605                 	8.472929667106e+03
606                 	8.472929667100e+03
607                 	8.472929667217e+03
608                 	8.472929667164e+03
609                 	8.472929666886e+03
610                 	8.472929667003e+03
611                 	8.472929667207e+03
612                 	8.472929667109e+03
613                 	8.472929666960e+03
