# y+ ()           
# Time            	patch             	min               	max               	average           
300               	defaultFaces	1.0000000000e+300	-1.0000000000e+300	0.0000000000e+00
300               	auto3	1.9710282499e-01	7.7442250620e-01	4.2818188111e-01
