iteration,$U_x$,$U_y$,$U_z$,$e$,$p$
2137.0,2.011583187e-06,5.62979151e-06,1.379926467e-05,1.941164932e-05,0.0005766360555
2138.0,2.014024951e-06,5.788188882e-06,1.385138503e-05,1.935218972e-05,0.0005656746989
2139.0,1.930081027e-06,5.661288548e-06,1.342096271e-05,1.904669846e-05,0.0005357386105
2140.0,1.870573753e-06,5.455865396e-06,1.324738472e-05,1.91506566e-05,0.0005109117592
2141.0,1.945601284e-06,5.516830494e-06,1.348650568e-05,1.9653058e-05,0.0005070788111
2142.0,2.008346469e-06,5.670340281e-06,1.369150932e-05,1.980921344e-05,0.000501790825
2143.0,1.978507536e-06,5.758350215e-06,1.348380107e-05,1.955762158e-05,0.0005045536621
2144.0,1.899254974e-06,5.566423562e-06,1.32530814e-05,1.932128718e-05,0.0005149017963
2145.0,1.902839096e-06,5.497570464e-06,1.343049675e-05,1.933204325e-05,0.0005503544251
2146.0,2.004766911e-06,5.605096144e-06,1.375170646e-05,1.955415214e-05,0.0005743661243
2147.0,2.01629913e-06,5.769377837e-06,1.383109155e-05,1.959986766e-05,0.0005686695267
2148.0,1.929580062e-06,5.670971796e-06,1.341298862e-05,1.927721231e-05,0.000536272599
2149.0,1.86725042e-06,5.470166372e-06,1.323607997e-05,1.911602383e-05,0.0005133182442
2150.0,1.931157e-06,5.489503771e-06,1.340846223e-05,1.945737661e-05,0.0005043457152
2151.0,2.006012592e-06,5.648890303e-06,1.368839819e-05,1.967633168e-05,0.0005050564622
2152.0,1.978114644e-06,5.76298541e-06,1.354421311e-05,1.935709994e-05,0.0005029699956
2153.0,1.900921755e-06,5.577497112e-06,1.325263304e-05,1.898832552e-05,0.000517617962
2154.0,1.897952722e-06,5.505161872e-06,1.341278077e-05,1.91534341e-05,0.0005454307877
2155.0,2.00343091e-06,5.61624172e-06,1.376452519e-05,1.957943235e-05,0.0005767664472
2156.0,2.026414334e-06,5.776097064e-06,1.389910233e-05,1.969793623e-05,0.0005704493339
2157.0,1.945285761e-06,5.690195705e-06,1.347706612e-05,1.95317204e-05,0.0005436572557
2158.0,1.868838697e-06,5.468715694e-06,1.324113622e-05,1.945891102e-05,0.0005149567309
2159.0,1.921433707e-06,5.458810397e-06,1.339366532e-05,1.971286148e-05,0.0005082932517
2160.0,2.005588559e-06,5.624115182e-06,1.371546918e-05,1.980898696e-05,0.0005042841292
2161.0,1.98144733e-06,5.762467355e-06,1.3601674e-05,1.942419508e-05,0.0005068179569
2162.0,1.899817844e-06,5.601867676e-06,1.329174241e-05,1.874617818e-05,0.0005132522754
2163.0,1.895935475e-06,5.50874439e-06,1.342946731e-05,1.892427857e-05,0.0005454263977
2164.0,1.999646313e-06,5.624939784e-06,1.381969288e-05,1.945878125e-05,0.0005774374792
2165.0,2.037531868e-06,5.799882011e-06,1.402464124e-05,1.96305265e-05,0.0005781523556
2166.0,1.968502972e-06,5.748664003e-06,1.363058724e-05,1.948663117e-05,0.000548430258
2167.0,1.887312183e-06,5.505167509e-06,1.334191865e-05,1.960152785e-05,0.0005204063388
2168.0,1.921790491e-06,5.498066959e-06,1.347821682e-05,1.996250817e-05,0.000509645627
2169.0,2.01448977e-06,5.636158087e-06,1.374999052e-05,2.028790839e-05,0.0005104158027
2170.0,2.0004071e-06,5.7910811e-06,1.371390902e-05,1.990163426e-05,0.0005072711303
2171.0,1.908587368e-06,5.637025494e-06,1.334070239e-05,1.928183613e-05,0.0005177722906
2172.0,1.887683458e-06,5.514229307e-06,1.344047561e-05,1.900918052e-05,0.0005448336786
2173.0,1.995108956e-06,5.616766694e-06,1.38405406e-05,1.927791519e-05,0.0005812079712
2174.0,2.041867558e-06,5.800073479e-06,1.410255427e-05,1.945881218e-05,0.0005834955924
2175.0,1.978322918e-06,5.782371547e-06,1.372868527e-05,1.912827821e-05,0.0005568387697
2176.0,1.900759495e-06,5.552855368e-06,1.346217798e-05,1.924856632e-05,0.0005235071659
2177.0,1.927039567e-06,5.522853946e-06,1.357166659e-05,1.989497435e-05,0.0005140335035
2178.0,2.021480136e-06,5.668457021e-06,1.381922592e-05,2.03298574e-05,0.0005112588947
2179.0,2.015164756e-06,5.805351306e-06,1.376145009e-05,2.019070527e-05,0.0005134870994
2180.0,1.925194323e-06,5.659116531e-06,1.337575088e-05,1.963702543e-05,0.0005181476828
2181.0,1.881048164e-06,5.507840759e-06,1.338983631e-05,1.928134376e-05,0.0005466969926
2182.0,1.981187651e-06,5.604036576e-06,1.378497274e-05,1.94166624e-05,0.0005799877611
2183.0,2.032107335e-06,5.774134241e-06,1.407976724e-05,1.937525949e-05,0.0005878499901
2184.0,1.974863952e-06,5.796600057e-06,1.373897945e-05,1.909172697e-05,0.0005606888011
2185.0,1.890999797e-06,5.55506602e-06,1.343168705e-05,1.898767213e-05,0.000531166165
2186.0,1.914445789e-06,5.513361998e-06,1.353773685e-05,1.946984838e-05,0.0005165238297
2187.0,2.015144073e-06,5.639985738e-06,1.380597468e-05,2.006078154e-05,0.0005158357331
2188.0,2.021600613e-06,5.792448514e-06,1.38376114e-05,1.988310227e-05,0.0005131253044
2189.0,1.940963026e-06,5.672075412e-06,1.345656146e-05,1.949153486e-05,0.0005223183711
2190.0,1.892989437e-06,5.525068813e-06,1.344273537e-05,1.938875197e-05,0.0005439191301
2191.0,1.971308912e-06,5.596345463e-06,1.379432473e-05,1.967369896e-05,0.0005837287722
2192.0,2.036958056e-06,5.767261611e-06,1.408070348e-05,1.986342084e-05,0.000590174688
2193.0,1.977599021e-06,5.792199275e-06,1.375799243e-05,1.966472458e-05,0.000568308077
2194.0,1.883398244e-06,5.551944802e-06,1.338272079e-05,1.937518172e-05,0.0005336764161
2195.0,1.893662744e-06,5.48262129e-06,1.346929761e-05,1.937436243e-05,0.0005199343388
2196.0,2.003858674e-06,5.607299681e-06,1.380398272e-05,1.965837686e-05,0.0005143275323
2197.0,2.022375921e-06,5.777270825e-06,1.391338779e-05,1.951979495e-05,0.0005166436318
2198.0,1.944893056e-06,5.710446601e-06,1.352435993e-05,1.89063088e-05,0.0005187837896
2199.0,1.894634135e-06,5.536384823e-06,1.347540049e-05,1.886712083e-05,0.0005446748247
2200.0,1.966366645e-06,5.599351667e-06,1.380971079e-05,1.946277489e-05,0.0005804495736
2201.0,2.039486944e-06,5.756089968e-06,1.408317292e-05,1.985948935e-05,0.0005944501802
2202.0,1.995948031e-06,5.810118154e-06,1.384984107e-05,1.968717782e-05,0.0005712012209
2203.0,1.896242581e-06,5.571023961e-06,1.345923712e-05,1.953994069e-05,0.000539628639
2204.0,1.884206747e-06,5.474644214e-06,1.347880981e-05,1.95589261e-05,0.0005219717861
2205.0,1.982009652e-06,5.561033942e-06,1.369660079e-05,1.971530849e-05,0.0005214190811
2206.0,2.003845873e-06,5.737403981e-06,1.384745985e-05,1.951294177e-05,0.000517007046
2207.0,1.935195669e-06,5.696169616e-06,1.345301543e-05,1.893218524e-05,0.0005238274123
2208.0,1.885402816e-06,5.526612657e-06,1.3420166e-05,1.869397292e-05,0.0005434647155
2209.0,1.95453368e-06,5.565772922e-06,1.374350222e-05,1.920478771e-05,0.0005836192135
2210.0,2.036481313e-06,5.732028677e-06,1.410198602e-05,1.962889495e-05,0.000598339659
2211.0,2.005309711e-06,5.813856282e-06,1.39295675e-05,1.957860165e-05,0.000579944193
2212.0,1.914044564e-06,5.589242345e-06,1.354996882e-05,1.944991778e-05,0.0005452269057
2213.0,1.887816366e-06,5.474709109e-06,1.35275042e-05,1.974669905e-05,0.0005282977001
2214.0,1.980073508e-06,5.577449339e-06,1.376201041e-05,2.012223534e-05,0.0005217228928
2215.0,2.00519038e-06,5.744770991e-06,1.387675694e-05,1.987991252e-05,0.0005214042021
2216.0,1.94022135e-06,5.720420056e-06,1.353142777e-05,1.932052479e-05,0.000521898892
2217.0,1.877857837e-06,5.519648481e-06,1.339451605e-05,1.887290151e-05,0.0005454073517
2218.0,1.946291246e-06,5.559489162e-06,1.37665873e-05,1.90919032e-05,0.000581620785
2219.0,2.041294807e-06,5.717072817e-06,1.416677309e-05,1.932588245e-05,0.0006033606415
2220.0,2.021678175e-06,5.835609205e-06,1.408133341e-05,1.928229309e-05,0.0005853612618
2221.0,1.929370717e-06,5.636252973e-06,1.367127316e-05,1.914711421e-05,0.000552871257
2222.0,1.897191033e-06,5.485234073e-06,1.359173986e-05,1.948974968e-05,0.0005303990575
2223.0,1.98144482e-06,5.569769343e-06,1.379371892e-05,2.010497601e-05,0.0005260547254
2224.0,2.020682453e-06,5.748532718e-06,1.39663833e-05,2.012555892e-05,0.000521287369
2225.0,1.961012287e-06,5.754289336e-06,1.364257222e-05,1.960027252e-05,0.0005277337811
2226.0,1.884252805e-06,5.540078404e-06,1.346493321e-05,1.905256079e-05,0.0005432744273
2227.0,1.92935467e-06,5.543865995e-06,1.374236274e-05,1.898421275e-05,0.000583634848
2228.0,2.029076818e-06,5.702368142e-06,1.411613502e-05,1.922385699e-05,0.0006058996688
2229.0,2.01576322e-06,5.829974381e-06,1.407602989e-05,1.910839465e-05,0.0005934807712
2230.0,1.925215274e-06,5.647833434e-06,1.364234455e-05,1.891580767e-05,0.0005570911523
2231.0,1.892996371e-06,5.486975077e-06,1.359828105e-05,1.918807326e-05,0.0005368894215
2232.0,1.983235285e-06,5.556520194e-06,1.383346541e-05,1.97537143e-05,0.0005306737514
2233.0,2.035169228e-06,5.729648151e-06,1.405381474e-05,1.989558432e-05,0.000528916048
2234.0,1.97725364e-06,5.765444944e-06,1.372278317e-05,1.948877849e-05,0.000526997843
2235.0,1.896417599e-06,5.55904409e-06,1.350263127e-05,1.905764801e-05,0.0005457124933
2236.0,1.92395155e-06,5.538832802e-06,1.376066017e-05,1.917647054e-05,0.0005816666174
2237.0,2.022588898e-06,5.673089742e-06,1.409149601e-05,1.941010629e-05,0.0006101040506
2238.0,2.016777906e-06,5.817686401e-06,1.407296324e-05,1.923690204e-05,0.000596237269
2239.0,1.927107078e-06,5.664991712e-06,1.364974826e-05,1.890484416e-05,0.000563307716
2240.0,1.887650557e-06,5.497312152e-06,1.356853023e-05,1.890022368e-05,0.0005386227309
2241.0,1.970054741e-06,5.53173009e-06,1.378957519e-05,1.931252401e-05,0.0005331891417
2242.0,2.030451931e-06,5.708828209e-06,1.405203457e-05,1.944657462e-05,0.0005277098948
2243.0,1.982663855e-06,5.763651736e-06,1.376487512e-05,1.911957917e-05,0.0005301527541
2244.0,1.905066012e-06,5.579321259e-06,1.353719171e-05,1.867817024e-05,0.0005440695597
2245.0,1.922514556e-06,5.529401075e-06,1.374284219e-05,1.890357125e-05,0.0005837536223
2246.0,2.02096724e-06,5.661462086e-06,1.406598391e-05,1.93571089e-05,0.0006087501816
2247.0,2.022437962e-06,5.795144561e-06,1.405428903e-05,1.934686864e-05,0.0006006903297
2248.0,1.934302015e-06,5.664971321e-06,1.362700378e-05,1.90315278e-05,0.0005675885642
2249.0,1.876449e-06,5.47596994e-06,1.350634529e-05,1.89536146e-05,0.0005439569869
2250.0,1.944361318e-06,5.520749996e-06,1.371722057e-05,1.92164885e-05,0.0005337232164
2251.0,2.012947211e-06,5.675241935e-06,1.39685116e-05,1.936340627e-05,0.0005312925741
2252.0,1.975246648e-06,5.77378809e-06,1.374723051e-05,1.893347321e-05,0.0005298225426
2253.0,1.892749184e-06,5.574594971e-06,1.346639644e-05,1.838832735e-05,0.0005451175876
2254.0,1.903060228e-06,5.510021755e-06,1.363865528e-05,1.857241451e-05,0.0005754456623
2255.0,2.011297649e-06,5.630773445e-06,1.39892965e-05,1.910001072e-05,0.000606788379
2256.0,2.026143053e-06,5.785184763e-06,1.4086781e-05,1.912757665e-05,0.0006011841656
2257.0,1.94285807e-06,5.683368381e-06,1.368118131e-05,1.889586128e-05,0.0005716508044
2258.0,1.874924121e-06,5.475976716e-06,1.34876514e-05,1.889568014e-05,0.0005408551508
2259.0,1.93133807e-06,5.496858083e-06,1.365793433e-05,1.930044795e-05,0.0005337776087
2260.0,2.005528312e-06,5.643781713e-06,1.391846072e-05,1.943719324e-05,0.0005282371242
2261.0,1.97304903e-06,5.746095132e-06,1.373074799e-05,1.915630966e-05,0.0005316221172
2262.0,1.887015357e-06,5.573194349e-06,1.342258203e-05,1.855951763e-05,0.0005392933355
2263.0,1.883913805e-06,5.494551768e-06,1.356632187e-05,1.848966589e-05,0.0005733205931
2264.0,1.99651315e-06,5.608241951e-06,1.393705041e-05,1.882574482e-05,0.0006038410799
2265.0,2.025947228e-06,5.769378874e-06,1.410697563e-05,1.897313108e-05,0.0006028288832
2266.0,1.9511499e-06,5.695116883e-06,1.370156e-05,1.870495841e-05,0.0005690225383
2267.0,1.879522258e-06,5.465182641e-06,1.347418793e-05,1.864683229e-05,0.0005403218949
2268.0,1.92526131e-06,5.478588121e-06,1.36442914e-05,1.914670266e-05,0.0005288477589
2269.0,2.005847447e-06,5.619543517e-06,1.389659363e-05,1.941917929e-05,0.0005293611176
2270.0,1.989185045e-06,5.759065419e-06,1.380148905e-05,1.917151016e-05,0.0005255391779
2271.0,1.899148682e-06,5.585263525e-06,1.341553985e-05,1.853960221e-05,0.0005376318032
2272.0,1.877684532e-06,5.484257113e-06,1.351230976e-05,1.839595169e-05,0.0005646598966
2273.0,1.981901728e-06,5.58408918e-06,1.38616801e-05,1.865888847e-05,0.000602051129
2274.0,2.024221827e-06,5.7438337e-06,1.407447253e-05,1.878791087e-05,0.0006023357558
2275.0,1.952806847e-06,5.694701416e-06,1.367810975e-05,1.860225787e-05,0.0005743451115
2276.0,1.877122178e-06,5.4760366e-06,1.344614533e-05,1.842769244e-05,0.0005404847815
2277.0,1.915073868e-06,5.468591971e-06,1.359118662e-05,1.875685971e-05,0.0005302563704
2278.0,2.004159545e-06,5.592573209e-06,1.384476201e-05,1.920183689e-05,0.0005259505884
2279.0,1.992573526e-06,5.735373942e-06,1.377597339e-05,1.901373931e-05,0.0005272164976
2280.0,1.910774408e-06,5.596114855e-06,1.343546814e-05,1.851618522e-05,0.0005338295346
2281.0,1.882755525e-06,5.487346571e-06,1.351250359e-05,1.827816407e-05,0.0005658003929
2282.0,1.97200137e-06,5.57646966e-06,1.384677233e-05,1.867271647e-05,0.0005995161334
2283.0,2.017394523e-06,5.721108285e-06,1.40188017e-05,1.880202861e-05,0.0006041790242
2284.0,1.961367622e-06,5.716235224e-06,1.369265909e-05,1.863184518e-05,0.0005770502058
2285.0,1.879928758e-06,5.489119814e-06,1.3426567e-05,1.845336166e-05,0.0005449230807
2286.0,1.896613805e-06,5.436016126e-06,1.349577987e-05,1.867883321e-05,0.0005300448209
2287.0,1.996910409e-06,5.558965077e-06,1.375632563e-05,1.906634386e-05,0.0005281464736
2288.0,1.99608336e-06,5.725178881e-06,1.377878011e-05,1.89932437e-05,0.0005252273835
2289.0,1.909480302e-06,5.609401604e-06,1.337851295e-05,1.834478718e-05,0.0005344918214
2290.0,1.868725461e-06,5.458592657e-06,1.337246429e-05,1.810271766e-05,0.000557515461
2291.0,1.958081968e-06,5.54125792e-06,1.372086061e-05,1.850383454e-05,0.0005949234793
2292.0,2.016919354e-06,5.700588502e-06,1.400748158e-05,1.873844126e-05,0.0006023746483
2293.0,1.966366889e-06,5.723968135e-06,1.36973117e-05,1.854044999e-05,0.0005773315824
2294.0,1.878263014e-06,5.483222542e-06,1.335516518e-05,1.839183195e-05,0.0005428510055
2295.0,1.88456793e-06,5.426740968e-06,1.342804169e-05,1.863915779e-05,0.0005282485429
2296.0,1.985571662e-06,5.558974826e-06,1.370806428e-05,1.901982966e-05,0.000522603357
2297.0,1.997226057e-06,5.704894734e-06,1.374662422e-05,1.900644074e-05,0.0005265507295
2298.0,1.916168524e-06,5.602807732e-06,1.337006445e-05,1.851813772e-05,0.0005278609312
2299.0,1.865955157e-06,5.440919955e-06,1.334357032e-05,1.827094038e-05,0.0005537864379
2300.0,1.946466257e-06,5.511638963e-06,1.367703545e-05,1.84948526e-05,0.0005875853763
2301.0,2.019822384e-06,5.681617624e-06,1.398904183e-05,1.878527123e-05,0.000603624529
2302.0,1.977123289e-06,5.738019126e-06,1.373798935e-05,1.865696448e-05,0.0005785128274
2303.0,1.885800289e-06,5.507692971e-06,1.336742873e-05,1.835913032e-05,0.0005455971123
2304.0,1.878350073e-06,5.412909228e-06,1.33588936e-05,1.849419486e-05,0.000524371745
2305.0,1.978020702e-06,5.533940233e-06,1.365377872e-05,1.887922501e-05,0.0005263131306
2306.0,2.002424542e-06,5.716508983e-06,1.375789456e-05,1.888880994e-05,0.0005209894272
2307.0,1.930823595e-06,5.638109863e-06,1.337356137e-05,1.848160251e-05,0.0005256191697
2308.0,1.875247671e-06,5.466726861e-06,1.334911928e-05,1.818684493e-05,0.0005442454802
2309.0,1.937826325e-06,5.505705253e-06,1.36529262e-05,1.850109125e-05,0.0005864337658
2310.0,2.019497341e-06,5.679030548e-06,1.396028287e-05,1.873971449e-05,0.0005972472154
2311.0,1.982382546e-06,5.744874319e-06,1.373198649e-05,1.871424972e-05,0.0005763489108
2312.0,1.886506433e-06,5.522141511e-06,1.333946825e-05,1.85171621e-05,0.0005395044389
2313.0,1.87066993e-06,5.408881792e-06,1.331093361e-05,1.857795499e-05,0.0005271665804
2314.0,1.967280177e-06,5.511212032e-06,1.356151671e-05,1.883245057e-05,0.0005200859195
2315.0,1.995105207e-06,5.685371425e-06,1.37109422e-05,1.877174164e-05,0.0005182367171
2316.0,1.927795876e-06,5.649287201e-06,1.335891711e-05,1.825651052e-05,0.0005177534045
2317.0,1.869790412e-06,5.46044817e-06,1.324689226e-05,1.789188287e-05,0.0005428258998
2318.0,1.925279328e-06,5.490703975e-06,1.356343896e-05,1.831395806e-05,0.000577279741
2319.0,2.011538941e-06,5.651848999e-06,1.387571635e-05,1.864136782e-05,0.0005936193626
2320.0,1.987090223e-06,5.751529241e-06,1.372147651e-05,1.859788025e-05,0.0005712437286
2321.0,1.892569556e-06,5.540326386e-06,1.331246196e-05,1.85420847e-05,0.0005417386089
2322.0,1.861687565e-06,5.403501038e-06,1.324820073e-05,1.873490122e-05,0.0005192723026
2323.0,1.956130685e-06,5.485692449e-06,1.343840711e-05,1.895829145e-05,0.0005151818191
2324.0,1.992691461e-06,5.660236029e-06,1.363994406e-05,1.892013682e-05,0.0005082845055
2325.0,1.932131446e-06,5.655431456e-06,1.331458669e-05,1.841203909e-05,0.0005161590347
2326.0,1.860339748e-06,5.470517547e-06,1.316527255e-05,1.797832156e-05,0.0005317875871
2327.0,1.91275184e-06,5.479878597e-06,1.346956461e-05,1.812970819e-05,0.0005681748096
2328.0,2.013033724e-06,5.63986857e-06,1.386909066e-05,1.858742379e-05,0.0005858189388
2329.0,1.997087675e-06,5.757603671e-06,1.379183568e-05,1.859686387e-05,0.0005760848275
2330.0,1.906050202e-06,5.571452346e-06,1.336501766e-05,1.840464937e-05,0.0005398392077
2331.0,1.870304939e-06,5.420033043e-06,1.328283182e-05,1.86292021e-05,0.0005178546787
2332.0,1.958955773e-06,5.497823132e-06,1.350698141e-05,1.917749374e-05,0.0005097252973
2333.0,2.001013029e-06,5.648745471e-06,1.363816806e-05,1.921777772e-05,0.0005133436576
2334.0,1.948061982e-06,5.68670168e-06,1.335016981e-05,1.878303345e-05,0.0005108127454
2335.0,1.862113834e-06,5.45892865e-06,1.310009242e-05,1.823266367e-05,0.0005256905769
2336.0,1.900302796e-06,5.445638179e-06,1.338293026e-05,1.82806401e-05,0.0005592690942
2337.0,2.001162324e-06,5.582386269e-06,1.375228366e-05,1.857750946e-05,0.0005882805825
2338.0,1.996455767e-06,5.737962623e-06,1.377119091e-05,1.854461081e-05,0.0005751393977
2339.0,1.907506479e-06,5.58619682e-06,1.334641586e-05,1.821596781e-05,0.0005389874175
2340.0,1.869345627e-06,5.421712379e-06,1.325216058e-05,1.839392947e-05,0.000513127497
2341.0,1.948870676e-06,5.487916144e-06,1.34766671e-05,1.899903564e-05,0.000513282949
2342.0,2.005498726e-06,5.64941853e-06,1.368074057e-05,1.919919164e-05,0.0005073848953
2343.0,1.963138755e-06,5.716473542e-06,1.339737162e-05,1.887452332e-05,0.0005089371558
2344.0,1.879284111e-06,5.495182195e-06,1.314509252e-05,1.833868313e-05,0.0005181521975
2345.0,1.894957419e-06,5.456300794e-06,1.337112237e-05,1.841785634e-05,0.0005580208923
2346.0,2.004194997e-06,5.610968807e-06,1.376999164e-05,1.872681406e-05,0.0005835466996
2347.0,2.012824601e-06,5.776966206e-06,1.38423102e-05,1.870709289e-05,0.0005741045157
2348.0,1.91638592e-06,5.616116276e-06,1.335850127e-05,1.84370718e-05,0.0005385957664
2349.0,1.861644853e-06,5.426073916e-06,1.321668653e-05,1.837779622e-05,0.0005172027827
2350.0,1.937959616e-06,5.479389602e-06,1.343003086e-05,1.883448193e-05,0.0005093700578
2351.0,2.002803785e-06,5.644905364e-06,1.367857983e-05,1.897139111e-05,0.000505828595
2352.0,1.971111006e-06,5.732845598e-06,1.344310764e-05,1.862918013e-05,0.0005013576591
2353.0,1.888728844e-06,5.531136534e-06,1.316227616e-05,1.81993894e-05,0.0005198021929
2354.0,1.897380036e-06,5.472894281e-06,1.337308013e-05,1.833320933e-05,0.0005514407822
2355.0,2.001402289e-06,5.608814391e-06,1.374014286e-05,1.877030209e-05,0.0005785007494
2356.0,2.019932e-06,5.783005082e-06,1.385900385e-05,1.885918925e-05,0.0005680604005
2357.0,1.933350753e-06,5.662190332e-06,1.342225392e-05,1.859643399e-05,0.0005421860157
2358.0,1.86906995e-06,5.45426792e-06,1.325869831e-05,1.849531215e-05,0.0005143293714
2359.0,1.926466426e-06,5.469213915e-06,1.339117151e-05,1.881821021e-05,0.0005074424174
2360.0,2.002274113e-06,5.63185179e-06,1.365872038e-05,1.896155301e-05,0.0005009390751
2361.0,1.971073669e-06,5.735835878e-06,1.345023188e-05,1.868415574e-05,0.0005055302259
2362.0,1.888590213e-06,5.555359912e-06,1.315658321e-05,1.81196433e-05,0.0005124856702
2363.0,1.891652779e-06,5.476507574e-06,1.331952265e-05,1.819212296e-05,0.0005440778201
2364.0,1.99582897e-06,5.590175729e-06,1.368101985e-05,1.871719787e-05,0.0005708542885
2365.0,2.019247389e-06,5.75306341e-06,1.381344804e-05,1.889276572e-05,0.0005745026753
2366.0,1.938488984e-06,5.663593389e-06,1.340459146e-05,1.867944763e-05,0.000543192954
2367.0,1.869618335e-06,5.446210244e-06,1.321593577e-05,1.86202385e-05,0.0005144567954
2368.0,1.916676834e-06,5.451480115e-06,1.337069472e-05,1.893352067e-05,0.0005046051839
2369.0,1.996589203e-06,5.597814084e-06,1.361664439e-05,1.922702135e-05,0.0005040401051
2370.0,1.975037134e-06,5.738656728e-06,1.350704895e-05,1.883806273e-05,0.0005008530067
2371.0,1.888620502e-06,5.565744427e-06,1.314523971e-05,1.82983191e-05,0.0005102241923
2372.0,1.878761664e-06,5.468986113e-06,1.326533764e-05,1.826485739e-05,0.0005372176473
2373.0,1.986258386e-06,5.584220375e-06,1.365228037e-05,1.873875831e-05,0.0005749814585
2374.0,2.022033319e-06,5.750181772e-06,1.384957243e-05,1.885366584e-05,0.0005729695101
2375.0,1.948121202e-06,5.698439644e-06,1.34466609e-05,1.875988946e-05,0.000543482743
2376.0,1.871025004e-06,5.476729247e-06,1.321277031e-05,1.852051445e-05,0.0005127578854
2377.0,1.905111486e-06,5.456647383e-06,1.335361615e-05,1.890555874e-05,0.0005080088665
2378.0,1.996168794e-06,5.59776472e-06,1.361727681e-05,1.924237363e-05,0.0005027348733
2379.0,1.977916635e-06,5.73254744e-06,1.353260512e-05,1.906082085e-05,0.0005032475552
2380.0,1.896109267e-06,5.590853826e-06,1.319814928e-05,1.847421219e-05,0.0005070699437
2381.0,1.873154844e-06,5.460000414e-06,1.323344314e-05,1.834670773e-05,0.000538188567
2382.0,1.974543418e-06,5.553835606e-06,1.360645074e-05,1.870910358e-05,0.0005701452619
2383.0,2.023881841e-06,5.736882499e-06,1.386970043e-05,1.887322467e-05,0.0005741786236
2384.0,1.959656978e-06,5.714631104e-06,1.350546046e-05,1.876061398e-05,0.0005460592148
2385.0,1.878984943e-06,5.48220261e-06,1.322914869e-05,1.861211061e-05,0.0005174533267
2386.0,1.901989489e-06,5.456123729e-06,1.336979129e-05,1.892727166e-05,0.0005057589198
2387.0,1.996976332e-06,5.589962472e-06,1.362642706e-05,1.92734947e-05,0.0005046035094
2388.0,1.987335527e-06,5.741860352e-06,1.35793243e-05,1.908443608e-05,0.0005020410286
2389.0,1.906384068e-06,5.613204713e-06,1.325286114e-05,1.849877762e-05,0.0005112925798
2390.0,1.87815203e-06,5.489737113e-06,1.333197441e-05,1.825253205e-05,0.0005350066028
2391.0,1.973644837e-06,5.571938732e-06,1.365583126e-05,1.86489997e-05,0.0005711039219
2392.0,2.023614666e-06,5.727218114e-06,1.38870961e-05,1.884936365e-05,0.0005748461662
2393.0,1.97470529e-06,5.757440561e-06,1.36071506e-05,1.872453824e-05,0.0005519828558
2394.0,1.891214455e-06,5.525069429e-06,1.329291245e-05,1.856290683e-05,0.0005195741016
2395.0,1.905531394e-06,5.464261404e-06,1.339286967e-05,1.889796875e-05,0.0005111255264
2396.0,1.997854951e-06,5.591315993e-06,1.365121757e-05,1.932520473e-05,0.0005058325543
2397.0,1.998842257e-06,5.755645573e-06,1.366886572e-05,1.915582423e-05,0.0005069263074
2398.0,1.914992127e-06,5.6491849e-06,1.328244625e-05,1.86226783e-05,0.0005088598722
2399.0,1.868014103e-06,5.483607124e-06,1.328312775e-05,1.83080204e-05,0.0005339363387
2400.0,1.962192721e-06,5.564505659e-06,1.365523623e-05,1.868182977e-05,0.0005684926802
2401.0,2.028094284e-06,5.732302633e-06,1.395185705e-05,1.895774365e-05,0.0005800926836
2402.0,1.979328461e-06,5.770268588e-06,1.367333583e-05,1.871347787e-05,0.0005560322795
2403.0,1.888520883e-06,5.53567683e-06,1.330740672e-05,1.844090762e-05,0.0005261513069
2404.0,1.898575175e-06,5.464070523e-06,1.336456931e-05,1.874731416e-05,0.0005103736806
2405.0,1.999781698e-06,5.583059804e-06,1.363507172e-05,1.934056526e-05,0.0005105702886
2406.0,2.009344969e-06,5.755821249e-06,1.373262949e-05,1.927876751e-05,0.0005060655795
2407.0,1.933697456e-06,5.690039324e-06,1.336575117e-05,1.875804219e-05,0.0005137868495
2408.0,1.877160354e-06,5.508045914e-06,1.331435002e-05,1.850602692e-05,0.000533413982
2409.0,1.948602839e-06,5.549553399e-06,1.363821266e-05,1.874281879e-05,0.0005717397858
2410.0,2.029023287e-06,5.71654561e-06,1.396392407e-05,1.904219203e-05,0.0005839201172
2411.0,1.986184277e-06,5.780699498e-06,1.372405754e-05,1.885363256e-05,0.0005632232523
2412.0,1.89362395e-06,5.55572817e-06,1.335495676e-05,1.859681404e-05,0.0005282787714
2413.0,1.887638234e-06,5.476191241e-06,1.339278539e-05,1.878208085e-05,0.0005160233948
2414.0,1.99705605e-06,5.601096281e-06,1.369716989e-05,1.92980108e-05,0.0005106725982
2415.0,2.020405609e-06,5.77438572e-06,1.382344152e-05,1.924965284e-05,0.0005110918401
2416.0,1.949323503e-06,5.734271367e-06,1.346953898e-05,1.874928921e-05,0.0005126201528
2417.0,1.889461434e-06,5.535723536e-06,1.337192078e-05,1.852420456e-05,0.0005347639153
2418.0,1.94909648e-06,5.574855054e-06,1.366751529e-05,1.889122302e-05,0.0005687639468
2419.0,2.032605394e-06,5.733773555e-06,1.398338839e-05,1.922879312e-05,0.0005857675266
2420.0,1.998884204e-06,5.818629156e-06,1.381544847e-05,1.91884844e-05,0.0005656700076
2421.0,1.900268779e-06,5.589533244e-06,1.338855755e-05,1.885299802e-05,0.0005351689596
