eta,surface,source,x_over_c,Cp
0.44,upper,cfd,0.0018377999076619744,0.3539942502975464
0.44,upper,cfd,0.002988104010000825,0.20657660067081451
0.44,upper,cfd,0.004518582951277494,0.041462887078523636
0.44,upper,cfd,0.006518808659166098,-0.14242583513259888
0.44,upper,cfd,0.009109760634601116,-0.34584254026412964
0.44,upper,cfd,0.012453127652406693,-0.5666983723640442
0.44,upper,cfd,0.016763852909207344,-0.795796275138855
0.44,upper,cfd,0.022325783967971802,-1.0091277360916138
0.44,upper,cfd,0.029511015862226486,-1.1572645902633667
0.44,upper,cfd,0.03880224749445915,-1.1951713562011719
0.44,upper,cfd,0.05081629753112793,-1.1341954469680786
0.44,upper,cfd,0.06632399559020996,-1.0082831382751465
0.44,upper,cfd,0.08625797927379608,-0.8440533876419067
0.44,upper,cfd,0.11169258505105972,-0.6939916014671326
0.44,upper,cfd,0.14377643167972565,-0.6062275171279907
0.44,upper,cfd,0.1835915446281433,-0.5802781581878662
0.44,upper,cfd,0.2319263070821762,-0.5952686071395874
0.44,upper,cfd,0.28897473216056824,-0.6248809099197388
0.44,upper,cfd,0.354031503200531,-0.6358992457389832
0.44,upper,cfd,0.4253067374229431,-0.6106255054473877
0.44,upper,cfd,0.4999999701976776,-0.5242359638214111
0.44,upper,cfd,0.5746932029724121,-0.3766708970069885
0.44,upper,cfd,0.6459684371948242,-0.22929701209068298
0.44,upper,cfd,0.7110251784324646,-0.12857121229171753
0.44,upper,cfd,0.7680736184120178,-0.06692595034837723
0.44,upper,cfd,0.8164085149765015,-0.019919587299227715
0.44,upper,cfd,0.856223464012146,0.024005677551031113
0.44,upper,cfd,0.8883072733879089,0.06559049338102341
0.44,upper,cfd,0.913741946220398,0.10288319736719131
0.44,upper,cfd,0.9336759448051453,0.134543776512146
0.44,upper,cfd,0.9491836428642273,0.16023460030555725
0.44,upper,cfd,0.9611977338790894,0.18046309053897858
0.44,upper,cfd,0.9704889059066772,0.1963733434677124
0.44,upper,cfd,0.9776741862297058,0.2092217206954956
0.44,upper,cfd,0.9832361340522766,0.21979984641075134
0.44,upper,cfd,0.9875468611717224,0.22854524850845337
0.44,upper,cfd,0.9908902645111084,0.23574042320251465
0.44,upper,cfd,0.9934810996055603,0.24164125323295593
0.44,upper,cfd,0.9954813122749329,0.24656866490840912
0.44,upper,cfd,0.9970118999481201,0.25080278515815735
0.44,upper,cfd,0.9981622099876404,0.2544194459915161
0.44,upper,cfd,0.9989974498748779,0.2574692666530609
0.44,upper,cfd,0.9995640516281128,0.2601814568042755
0.44,upper,cfd,0.9998923540115356,0.2610291838645935
0.44,upper,cfd,1.0,0.26128244400024414
0.44,upper,tunnel,0.00031,0.781
0.44,upper,tunnel,0.00109,0.388
0.44,upper,tunnel,0.00789,-0.256
0.44,upper,tunnel,0.01906,-0.842
0.44,upper,tunnel,0.03402,-1.127
0.44,upper,tunnel,0.05911,-1.092
0.44,upper,tunnel,0.09913,-0.889
0.44,upper,tunnel,0.14927,-0.488
0.44,upper,tunnel,0.19909,-0.538
0.44,upper,tunnel,0.2508,-0.561
0.44,upper,tunnel,0.29925,-0.559
0.44,upper,tunnel,0.34927,-0.58
0.44,upper,tunnel,0.39931,-0.614
0.44,upper,tunnel,0.44897,-0.647
0.44,upper,tunnel,0.49927,-0.701
0.44,upper,tunnel,0.54927,-0.374
0.44,upper,tunnel,0.59931,-0.263
0.44,upper,tunnel,0.64917,-0.213
0.44,upper,tunnel,0.70897,-0.151
0.44,upper,tunnel,0.77912,-0.081
0.44,upper,tunnel,0.84903,0.01
0.44,upper,tunnel,0.91929,0.109
