# y+ ()             
# Time              	patch               	min                 	max                 	average             
200                 	walls	2.381247226429e+01	3.778825127562e+01	3.760014164933e+01
400                 	walls	2.381247004664e+01	3.778825101728e+01	3.760014411044e+01
600                 	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
800                 	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
1000                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
1200                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
1400                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
1600                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
1800                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
2000                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
2200                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
2400                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
2600                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
2800                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
3000                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
3200                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
3400                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
3600                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411060e+01
3800                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
4000                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
4200                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
4400                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
4600                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
4800                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
5000                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
5200                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
5400                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
5600                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
5800                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
6000                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
6200                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
6400                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
6600                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
6800                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
7000                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
7200                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
7400                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
7600                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
7800                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
8000                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
8200                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
8400                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
8600                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
8800                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
9000                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
9200                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
9400                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
9600                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411060e+01
9800                	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
10000               	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
10200               	walls	2.381247004664e+01	3.778825101728e+01	3.760014411060e+01
10400               	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
10600               	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
10800               	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
11000               	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
11200               	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
11400               	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
11600               	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
11800               	walls	2.381247004664e+01	3.778825101728e+01	3.760014411059e+01
12000               	walls	2.381247004664e+01	3.778825101727e+01	3.760014411059e+01
