# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# liftDir       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# yawAxis       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 4.00000000e+01
# lRef          : 1.04400000e+00
# Aref          : 4.01696000e-01
# CofR          : (5.22000000e-01 0.00000000e+00 1.44000000e-01)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
1               	4.81542127e-04	2.40763223e-04	2.40778904e-04	1.04684115e-05	6.57963967e-07	9.81044757e-06	-4.57624180e-06	-7.84053794e-09	6.09780816e-08	-1.13646778e-06	-5.07255810e-07	-6.29211974e-07
2               	3.07877706e-03	1.53888276e-03	1.53989430e-03	-2.21097043e-04	-1.59235162e-04	-6.18618816e-05	-4.86866400e-05	-5.05766856e-07	3.83792273e-05	-2.61546066e-04	-9.23938055e-05	-1.69152260e-04
3               	4.84244071e-03	2.41917604e-03	2.42326467e-03	-5.41622307e-04	-3.48852140e-04	-1.92770167e-04	-7.80409864e-05	-2.04431240e-06	1.52678082e-05	-7.15991354e-04	-3.42727869e-04	-3.73263485e-04
4               	3.75475850e-03	1.87972404e-03	1.87503447e-03	4.17777008e-04	1.93824701e-04	2.23952307e-04	-1.50638029e-05	2.34478467e-06	-4.51669511e-05	1.60886030e-05	-3.71226496e-05	5.32112526e-05
5               	2.89345787e-03	1.45389068e-03	1.43956719e-03	1.97246491e-03	1.11005091e-03	8.62414000e-04	1.23818453e-04	7.16174892e-06	-2.46512089e-05	1.44899735e-03	6.99847465e-04	7.49149883e-04
6               	7.09541267e-03	3.55364500e-03	3.54176767e-03	2.30786663e-03	1.40774942e-03	9.00117212e-04	2.53816103e-04	5.93866337e-06	4.46687904e-05	1.96791853e-03	1.02862805e-03	9.39290474e-04
7               	1.91477662e-02	9.57422440e-03	9.57354181e-03	1.16152545e-03	7.94684267e-04	3.66841186e-04	2.13921541e-04	3.41291269e-07	2.13532577e-04	1.37319362e-03	9.00129388e-04	4.73064234e-04
8               	3.76249153e-02	1.88182883e-02	1.88066270e-02	-1.12264046e-03	-4.56291913e-04	-6.66348544e-04	1.05028316e-04	5.83063466e-06	3.90856076e-04	-7.15604418e-04	3.30538669e-05	-7.48658285e-04
9               	5.82922061e-02	2.91495765e-02	2.91426295e-02	-2.76995801e-03	-1.37903559e-03	-1.39092242e-03	5.94341498e-06	3.47348812e-06	1.22873596e-04	-3.40157524e-03	-1.57791402e-03	-1.82366121e-03
10              	7.58374045e-02	3.79048350e-02	3.79325695e-02	-2.92462362e-03	-1.67140647e-03	-1.25321715e-03	-2.09094659e-04	-1.38672619e-05	-3.09065947e-04	-5.10238965e-03	-2.86026077e-03	-2.24212888e-03
11              	8.71637725e-02	4.35623025e-02	4.36014700e-02	-1.53864213e-03	-1.23901694e-03	-2.99625186e-04	-4.69695879e-04	-1.95837076e-05	-7.09942814e-04	-5.18528065e-03	-3.30258314e-03	-1.88269751e-03
12              	9.10496623e-02	4.55074471e-02	4.55422152e-02	7.10093482e-04	-4.03142863e-04	1.11323634e-03	-7.58189604e-04	-1.73840623e-05	-8.80799781e-04	-3.56223678e-03	-2.66191817e-03	-9.00318608e-04
13              	8.95703528e-02	4.47722025e-02	4.47981503e-02	2.93226957e-03	4.86934016e-04	2.44533556e-03	-9.79200771e-04	-1.29739018e-05	-7.73369182e-04	-8.29251022e-04	-1.18799469e-03	3.58743671e-04
14              	8.46321132e-02	4.23234770e-02	4.23086362e-02	4.32622694e-03	1.11490934e-03	3.21131760e-03	-1.04820413e-03	7.42038556e-06	-5.52585758e-04	1.90350290e-03	3.99165691e-04	1.50433721e-03
15              	7.79135656e-02	3.89907915e-02	3.89227741e-02	5.03117279e-03	1.49166991e-03	3.53950288e-03	-1.02391649e-03	3.40087057e-05	-3.57238225e-04	3.90617461e-03	1.59584908e-03	2.31032553e-03
16              	7.06940521e-02	3.53912943e-02	3.53027578e-02	5.47236465e-03	1.73340720e-03	3.73895745e-03	-1.00277513e-03	4.42682475e-05	-1.79888521e-04	5.07600272e-03	2.35811284e-03	2.71788988e-03
17              	6.37701799e-02	3.19282415e-02	3.18419384e-02	5.99625173e-03	2.03363628e-03	3.96261545e-03	-9.64489588e-04	4.31515377e-05	-1.04959148e-04	5.47294093e-03	2.63151132e-03	2.84142961e-03
18              	5.76521966e-02	2.88669575e-02	2.87852391e-02	6.69547644e-03	2.42032734e-03	4.27514910e-03	-9.27410882e-04	4.08591946e-05	-9.97867185e-05	5.14274898e-03	2.47158777e-03	2.67116121e-03
19              	5.26441158e-02	2.63556805e-02	2.62884353e-02	7.72057999e-03	2.94429112e-03	4.77628887e-03	-9.15998872e-04	3.36226109e-05	-1.83027437e-04	4.26741097e-03	1.95067805e-03	2.31673292e-03
20              	4.87368971e-02	2.43920289e-02	2.43448681e-02	8.92883011e-03	3.51462372e-03	5.41420639e-03	-9.49791336e-04	2.35804047e-05	-2.96188004e-04	3.03241749e-03	1.22002074e-03	1.81239675e-03
21              	4.57895451e-02	2.28978512e-02	2.28916939e-02	9.95840596e-03	4.01771882e-03	5.94068714e-03	-9.61484163e-04	3.07865411e-06	-4.12204238e-04	1.72282241e-03	4.49206968e-04	1.27361544e-03
22              	4.37011235e-02	2.18386807e-02	2.18624428e-02	1.05441388e-02	4.37020966e-03	6.17392918e-03	-9.01859759e-04	-1.18810659e-05	-5.09837486e-04	5.78857077e-04	-2.20408947e-04	7.99266024e-04
23              	4.22733440e-02	2.11110649e-02	2.11622791e-02	1.04886677e-02	4.47620603e-03	6.01246171e-03	-7.68127841e-04	-2.56071370e-05	-5.41729335e-04	-2.43462748e-04	-6.63460709e-04	4.19997961e-04
24              	4.13516691e-02	2.06425557e-02	2.07091133e-02	9.86835310e-03	4.33473637e-03	5.53361672e-03	-5.99440174e-04	-3.32788028e-05	-5.18411026e-04	-6.64882603e-04	-8.50852327e-04	1.85969725e-04
25              	4.07394161e-02	2.03355153e-02	2.04039008e-02	9.10666902e-03	4.08374178e-03	5.02292724e-03	-4.69592726e-04	-3.41927830e-05	-4.42809104e-04	-6.76864681e-04	-7.81241444e-04	1.04376763e-04
26              	4.00951114e-02	2.00172673e-02	2.00778441e-02	8.55603057e-03	3.85010023e-03	4.70593034e-03	-4.27915052e-04	-3.02884003e-05	-3.24159956e-04	-4.60220415e-04	-5.54270164e-04	9.40497488e-05
27              	3.93326954e-02	1.96377989e-02	1.96948964e-02	8.47483700e-03	3.73957566e-03	4.73526133e-03	-4.97842834e-04	-2.85487688e-05	-2.01599167e-04	-1.89757904e-04	-2.96478119e-04	1.06720215e-04
28              	3.83032788e-02	1.91196769e-02	1.91836019e-02	9.16343476e-03	3.81850739e-03	5.34492737e-03	-7.63209988e-04	-3.19625163e-05	-9.88709136e-05	6.15383112e-05	-6.81017580e-05	1.29640069e-04
29              	3.72278672e-02	1.85752982e-02	1.86525689e-02	1.07164629e-02	4.13036665e-03	6.58609624e-03	-1.22786480e-03	-3.86353486e-05	-2.89751715e-05	2.00067213e-04	7.10584349e-05	1.29008778e-04
30              	3.63639544e-02	1.81361097e-02	1.82278446e-02	1.29844614e-02	4.63565015e-03	8.34881123e-03	-1.85658054e-03	-4.58674469e-05	9.27032500e-07	1.86088008e-04	9.39710363e-05	9.21169713e-05
31              	3.58498236e-02	1.78796478e-02	1.79701759e-02	1.55959171e-02	5.25626237e-03	1.03396547e-02	-2.54169618e-03	-4.52640550e-05	-5.26449318e-06	5.91105697e-05	2.42907917e-05	3.48197780e-05
32              	3.57022793e-02	1.78195355e-02	1.78827438e-02	1.80677874e-02	5.88646450e-03	1.21813229e-02	-3.14742922e-03	-3.16041685e-05	-2.84945504e-05	-1.02719933e-04	-7.98545170e-05	-2.28654162e-05
33              	3.59319547e-02	1.79525063e-02	1.79794484e-02	2.00186425e-02	6.43086492e-03	1.35877775e-02	-3.57845631e-03	-1.34710456e-05	-5.09125407e-05	-2.42027225e-04	-1.71926153e-04	-7.01010719e-05
34              	3.65275139e-02	1.82686183e-02	1.82588956e-02	2.13741538e-02	6.82818684e-03	1.45459670e-02	-3.85889008e-03	4.86137976e-06	-6.56987244e-05	-3.30988056e-04	-2.31192752e-04	-9.97953034e-05
35              	3.76748917e-02	1.88585016e-02	1.88163901e-02	2.26089484e-02	7.15209551e-03	1.54568529e-02	-4.15237871e-03	2.10557663e-05	-7.37689866e-05	-3.60461088e-04	-2.53999531e-04	-1.06461558e-04
36              	3.87572785e-02	1.94025929e-02	1.93546856e-02	2.38080410e-02	7.46114439e-03	1.63468967e-02	-4.44287613e-03	2.39536262e-05	-6.91951586e-05	-3.64514851e-04	-2.51452584e-04	-1.13062267e-04
37              	3.96945013e-02	1.98568899e-02	1.98376114e-02	2.52629649e-02	7.82028506e-03	1.74426798e-02	-4.81119739e-03	9.63928783e-06	-5.72450856e-05	-3.25139927e-04	-2.19815049e-04	-1.05324878e-04
38              	4.05005899e-02	2.02329408e-02	2.02676492e-02	2.71731460e-02	8.28325344e-03	1.88898926e-02	-5.30331956e-03	-1.73542056e-05	-3.80347154e-05	-2.59507792e-04	-1.67788611e-04	-9.17191806e-05
39              	4.12487112e-02	2.05746095e-02	2.06741017e-02	2.96831328e-02	8.89138767e-03	2.07917452e-02	-5.95017875e-03	-4.97461336e-05	-1.02502925e-05	-1.85300460e-04	-1.02900522e-04	-8.23999375e-05
40              	4.20072244e-02	2.09241500e-02	2.10830744e-02	3.28386385e-02	9.62450318e-03	2.32141354e-02	-6.79481609e-03	-7.94621772e-05	1.73060414e-05	-1.24014900e-04	-4.47014085e-05	-7.93134912e-05
41              	4.29731264e-02	2.13887099e-02	2.15844165e-02	3.64903726e-02	1.04353317e-02	2.60550408e-02	-7.80985456e-03	-9.78533054e-05	4.35725442e-05	-6.64224536e-05	1.03613175e-05	-7.67837710e-05
42              	4.42016168e-02	2.19940710e-02	2.22075458e-02	4.03576611e-02	1.12803290e-02	2.90773321e-02	-8.89850152e-03	-1.06737423e-04	6.89732216e-05	-4.50629947e-06	6.67200719e-05	-7.12263713e-05
43              	4.56476250e-02	2.27129615e-02	2.29346635e-02	4.40757765e-02	1.21122969e-02	3.19634796e-02	-9.92559134e-03	-1.10851013e-04	8.87055925e-05	5.94200453e-05	1.18415615e-04	-5.89955699e-05
44              	4.72308445e-02	2.35017755e-02	2.37290689e-02	4.72318000e-02	1.28248512e-02	3.44069489e-02	-1.07910489e-02	-1.13646694e-04	1.03597885e-04	1.07774412e-04	1.57485091e-04	-4.97106790e-05
45              	4.88489896e-02	2.43045902e-02	2.45443995e-02	4.95440181e-02	1.33787245e-02	3.61652936e-02	-1.13932845e-02	-1.19904647e-04	1.09456288e-04	1.09453676e-04	1.64183126e-04	-5.47294502e-05
46              	5.04092055e-02	2.50751125e-02	2.53340930e-02	5.08631576e-02	1.37418088e-02	3.71213488e-02	-1.16897700e-02	-1.29490231e-04	9.71127934e-05	4.16447954e-05	1.17935191e-04	-7.62903957e-05
47              	5.18239063e-02	2.57721936e-02	2.60517127e-02	5.13356890e-02	1.39526736e-02	3.73830155e-02	-1.17151709e-02	-1.39759598e-04	6.17516819e-05	-9.03716563e-05	1.65658537e-05	-1.06937510e-04
48              	5.30405298e-02	2.63750479e-02	2.66654820e-02	5.12540126e-02	1.40546772e-02	3.71993354e-02	-1.15723291e-02	-1.45217064e-04	1.16227529e-05	-2.57705639e-04	-1.17230067e-04	-1.40475573e-04
49              	5.40426229e-02	2.68765276e-02	2.71660953e-02	5.10204327e-02	1.41204275e-02	3.69000053e-02	-1.13897889e-02	-1.44783832e-04	-4.39855867e-05	-4.35847050e-04	-2.61909112e-04	-1.73937939e-04
50              	5.48672903e-02	2.72963152e-02	2.75709751e-02	5.10423278e-02	1.42378040e-02	3.68045239e-02	-1.12833599e-02	-1.37329968e-04	-9.53503379e-05	-5.96768656e-04	-3.93734666e-04	-2.03033990e-04
51              	5.55879839e-02	2.76723779e-02	2.79156061e-02	5.16413920e-02	1.44698536e-02	3.71715384e-02	-1.13508424e-02	-1.21614103e-04	-1.35907786e-04	-7.14610283e-04	-4.93212928e-04	-2.21397355e-04
52              	5.62644201e-02	2.80302854e-02	2.82341347e-02	5.29761427e-02	1.48424336e-02	3.81337091e-02	-1.16456377e-02	-1.01924661e-04	-1.59875797e-04	-7.71585831e-04	-5.45668713e-04	-2.25917118e-04
53              	5.69240511e-02	2.83792611e-02	2.85447900e-02	5.50744936e-02	1.53716730e-02	3.97028206e-02	-1.21655738e-02	-8.27644662e-05	-1.62683345e-04	-7.60583937e-04	-5.42975314e-04	-2.17608623e-04
54              	5.75597346e-02	2.87108664e-02	2.88488682e-02	5.78616918e-02	1.60459000e-02	4.18157917e-02	-1.28849459e-02	-6.90009218e-05	-1.44529020e-04	-6.83745066e-04	-4.86401553e-04	-1.97343513e-04
55              	5.81327357e-02	2.90026195e-02	2.91301162e-02	6.11899536e-02	1.68426562e-02	4.43472973e-02	-1.37523205e-02	-6.37483693e-05	-1.11109059e-04	-5.60003392e-04	-3.91110755e-04	-1.68892638e-04
