xc,cp
-2.025045238095238176e+00,4.751743484898477386e-04
-2.021295238095238034e+00,1.095736905685863911e-03
-2.015297619047619282e+00,2.566429103374867214e-04
-2.009300000000000086e+00,6.480233486023210675e-05
-2.003302380952380890e+00,-5.030201042613014070e-05
-1.997304761904761916e+00,-1.537291032921289104e-04
-1.991307142857142942e+00,-1.937653973047766287e-04
-1.985307142857142937e+00,-1.987699340563576036e-04
-1.979309523809523963e+00,-1.904290394703972357e-04
-1.973311904761904989e+00,-1.754154292156543380e-04
-1.967314285714285793e+00,-1.570654611265320203e-04
-1.961316666666666597e+00,-1.387154930373859856e-04
-1.955319047619047845e+00,-1.203655249482636814e-04
-1.949321428571428649e+00,-1.036837357763192288e-04
-1.943323809523809675e+00,-9.033830443877788601e-05
-1.937323809523809448e+00,-7.699287310123652966e-05
-1.931326190476190696e+00,-6.531562068087303841e-05
-1.925328571428571500e+00,-5.530654717771110886e-05
-1.919330952380952526e+00,-4.529747367454917253e-05
-1.913333333333333330e+00,-3.695657908858879790e-05
-1.907335714285714356e+00,-2.861568450262841988e-05
-1.901338095238095383e+00,-2.027478991664433510e-05
-1.895340476190476187e+00,-1.193389533068395877e-05
-1.889340476190476181e+00,-1.924821827522023715e-06
-1.883342857142857207e+00,6.416072758438353882e-06
-1.877345238095238233e+00,1.642514626160029021e-05
-1.871347619047619260e+00,2.643421976476222315e-05
-1.865350000000000064e+00,3.811147218512571779e-05
-1.859352380952380868e+00,4.978872460548920903e-05
-1.853354761904762116e+00,6.313415594303055183e-05
-1.847357142857142920e+00,7.814776619777346310e-05
-1.841357142857142914e+00,9.316137645251636081e-05
-1.835359523809523719e+00,1.098431656244608134e-04
-1.829361904761904967e+00,1.281931337135831447e-04
-1.823364285714285771e+00,1.465431018027054354e-04
-1.817366666666666797e+00,1.682294277262308629e-04
-1.811369047619047601e+00,1.899157536497326007e-04
-1.805371428571428627e+00,2.132702584904595832e-04
-1.799373809523809653e+00,2.382929422483644308e-04
-1.793376190476190679e+00,2.633156260062692513e-04
-1.787376190476190452e+00,2.916746675985534918e-04
-1.781378571428571478e+00,3.217018881080392872e-04
-1.775380952380952504e+00,3.517291086175251369e-04
-1.769383333333333530e+00,3.850926869613903523e-04
-1.763385714285714334e+00,4.184562653052555678e-04
-1.757388095238095138e+00,4.551562014835238931e-04
-1.751390476190476386e+00,4.918561376617921642e-04
-1.745392857142857190e+00,5.318924316744399637e-04
-1.739392857142857185e+00,5.719287256870640192e-04
-1.733395238095237989e+00,6.153013775341148201e-04
-1.727397619047619237e+00,6.603422082983435946e-04
-1.721400000000000041e+00,7.070512179797501257e-04
-1.715402380952381067e+00,7.554284065783582660e-04
-1.709404761904761871e+00,8.054737740941679070e-04
-1.703407142857143119e+00,8.588554994443806578e-04
-1.697409523809523924e+00,9.122372247945697730e-04
-1.691409523809523918e+00,9.689553079791382540e-04
-1.685411904761904722e+00,1.027341570080932088e-03
-1.679414285714285970e+00,1.087396011099903571e-03
-1.673416666666666774e+00,1.150786809953254636e-03
-1.667419047619047801e+00,1.215845787723807310e-03
-1.661421428571428605e+00,1.282572944411537741e-03
-1.655423809523809409e+00,1.352636458933671173e-03
-1.649426190476190657e+00,1.424368152373006215e-03
-1.643426190476190651e+00,1.497768024729519230e-03
-1.637428571428571455e+00,1.574504254920435246e-03
-1.631430952380952260e+00,1.652908664028529236e-03
-1.625433333333333508e+00,1.734649430971002592e-03
-1.619435714285714312e+00,1.818058376830677557e-03
-1.613438095238095338e+00,1.904803680524755523e-03
-1.607440476190476142e+00,1.993217163136011463e-03
-1.601442857142857390e+00,2.084967003581670187e-03
-1.595442857142857163e+00,2.178385022944507102e-03
-1.589445238095238189e+00,2.275139400141723382e-03
-1.583447619047618993e+00,2.375230135173342881e-03
-1.577450000000000241e+00,2.476989049122163555e-03
-1.571452380952381045e+00,2.583752499822541786e-03
-1.565454761904762071e+00,2.692184129440121625e-03
-1.559457142857142875e+00,2.802283937974902640e-03
-1.553459523809523679e+00,2.917388283261265064e-03
-1.547461904761904927e+00,3.034160807464828663e-03
-1.541461904761904922e+00,3.155937868419949818e-03
-1.535464285714285726e+00,3.279383108292272583e-03
-1.529466666666666530e+00,3.406164705998998132e-03
-1.523469047619047778e+00,3.537950840457281237e-03
-1.517471428571428582e+00,3.671405153832765951e-03
-1.511473809523809608e+00,3.809864003959831640e-03
-1.505476190476190412e+00,3.949991033004098505e-03
-1.499478571428571660e+00,4.095122598799946778e-03
-1.493478571428571433e+00,4.243590522430173984e-03
-1.487480952380952459e+00,4.397062982811982164e-03
-1.481483333333333263e+00,4.552203622110992387e-03
-1.475485714285714511e+00,4.714016977078761342e-03
-1.469488095238095315e+00,4.877498510963731472e-03
-1.463490476190476342e+00,5.045984581600282577e-03
-1.457492857142857146e+00,5.219475188988415525e-03
-1.451495238095237950e+00,5.397970333128128580e-03
-1.445495238095238166e+00,5.579801835102244853e-03
-1.439497619047619192e+00,5.766637873827918682e-03
-1.433499999999999996e+00,5.958478449305173487e-03
-1.427502380952380800e+00,6.153655382616830642e-03
-1.421504761904762049e+00,6.355505031597270815e-03
-1.415507142857142853e+00,6.562359217329268544e-03
-1.409509523809523879e+00,6.774217939812847249e-03
-1.403511904761904683e+00,6.991081199048030347e-03
-1.397511904761904900e+00,7.214617173951948757e-03
-1.391514285714285704e+00,7.443157685607471562e-03
-1.385516666666666730e+00,7.678370912931777384e-03
-1.379519047619047534e+00,7.918588677007664181e-03
-1.373521428571428782e+00,8.167147335669510885e-03
-1.367523809523809586e+00,8.420710531082937697e-03
-1.361526190476190612e+00,8.680946442165124108e-03
-1.355528571428571416e+00,8.949523247833294712e-03
-1.349528571428571633e+00,9.223104590253047158e-03
-1.343530952380952437e+00,9.506695006175959820e-03
-1.337533333333333463e+00,9.796958137767633815e-03
-1.331535714285714267e+00,1.009389398502811251e-02
-1.325538095238095515e+00,1.040083890579172887e-02
-1.319540476190476319e+00,1.071612472114130514e-02
-1.313542857142857123e+00,1.104141960999406938e-02
-1.307545238095238149e+00,1.137338721451558975e-02
-1.301547619047618953e+00,1.171703207145747584e-02
-1.295547619047619170e+00,1.207068600190249960e-02
-1.289549999999999974e+00,1.243268082693350582e-02
-1.283552380952381000e+00,1.280802108330207981e-02
-1.277554761904761804e+00,1.319170223425661197e-02
-1.271557142857143052e+00,1.358872881654868588e-02
-1.265559523809523856e+00,1.399743265126110123e-02
-1.259561904761904882e+00,1.441781373839390139e-02
-1.253564285714285687e+00,1.485154025686422075e-02
-1.247564285714285903e+00,1.529694402775492665e-02
-1.241566666666666707e+00,1.575736140890035206e-02
-1.235569047619047733e+00,1.623112422138331748e-02
-1.229571428571428537e+00,1.671823246520385067e-02
-1.223573809523809786e+00,1.722035431927912419e-02
-1.217576190476190590e+00,1.773748978360914150e-02
-1.211578571428571394e+00,1.827130703711108209e-02
-1.205580952380952420e+00,1.881846972195058351e-02
-1.199580952380952636e+00,1.938398237487920853e-02
-1.193583333333333441e+00,1.996284045914540131e-02
-1.187585714285714245e+00,2.056004851150068993e-02
-1.181588095238095271e+00,2.117393835302794694e-02
-1.175590476190476297e+00,2.180450998372712376e-02
-1.169592857142857323e+00,2.245009522468104785e-02
-1.163595238095238127e+00,2.311403043372408858e-02
-1.157597619047619153e+00,2.379631561085628066e-02
-1.151597619047619148e+00,2.449361439824318878e-02
-1.145600000000000174e+00,2.520759497480204100e-02
-1.139602380952380978e+00,2.593992551945004110e-02
-1.133604761904762004e+00,2.668893785326996101e-02
-1.127607142857142808e+00,2.745463197626182503e-02
-1.121609523809523834e+00,2.823533970950843283e-02
-1.115611904761904860e+00,2.903272923192696045e-02
-1.109614285714285664e+00,2.984680054351743217e-02
-1.103614285714285659e+00,3.067755364427984799e-02
-1.097616666666666685e+00,3.152165217637980382e-02
-1.091619047619047711e+00,3.238243249765168641e-02
-1.085621428571428515e+00,3.325655825026112983e-02
-1.079623809523809541e+00,3.414736579204249306e-02
-1.073626190476190567e+00,3.504985058624422029e-02
-1.067628571428571593e+00,3.596734899070071906e-02
-1.061630952380952397e+00,3.689819282649473009e-02
-1.055630952380952392e+00,3.784238209362630889e-02
-1.049633333333333418e+00,3.879824861317825169e-02
-1.043635714285714444e+00,3.976746056406770674e-02
-1.037638095238095248e+00,4.074834976737757436e-02
-1.031640476190476274e+00,4.174091622310776434e-02
-1.025642857142857078e+00,4.274515993125831137e-02
-1.019645238095238104e+00,4.375941271291197698e-02
-1.013647619047619131e+00,4.478534274698604822e-02
-1.007650000000000157e+00,4.582128185456328662e-02
-1.001649999999999929e+00,4.686723003564363665e-02
-9.956523809523809554e-01,4.792318729022720242e-02
-9.896547619047619815e-01,4.898915361831392146e-02
-9.836571428571428966e-01,5.006346084098655530e-02
-9.776595238095239226e-01,5.114777713716240487e-02
-9.716619047619048377e-01,5.224043432792420394e-02
-9.656642857142857528e-01,5.334143241327197332e-02
-9.596666666666666679e-01,5.445077139320574772e-02
-9.536666666666667735e-01,5.556845126772542998e-02
-9.476690476190476886e-01,5.669447203683112418e-02
-9.416714285714286037e-01,5.782883370052273320e-02
-9.356738095238096298e-01,5.896986807988319201e-02
-9.296761904761904338e-01,6.011924335382956563e-02
-9.236785714285714599e-01,6.127695952236190263e-02
-9.176809523809523750e-01,6.244134840656304086e-02
-9.116833333333334011e-01,6.361241000643294563e-02
-9.056833333333332847e-01,6.479014432197159612e-02
-8.996857142857143108e-01,6.597621953209625856e-02
-8.936880952380952259e-01,6.716896745788968059e-02
-8.876904761904762520e-01,6.836838809935187611e-02
-8.816928571428571670e-01,6.957614963540001418e-02
-8.756952380952381931e-01,7.078891570819975665e-02
-8.696976190476191082e-01,7.200835449666827259e-02
-8.637000000000001343e-01,7.323613417972278661e-02
-8.577000000000000179e-01,7.446891839952886338e-02
-8.517023809523810440e-01,7.571004351392088272e-02
-8.457047619047619591e-01,7.695784134398167553e-02
-8.397071428571429852e-01,7.821064371079407274e-02
-8.337095238095239003e-01,7.947178697219242638e-02
-8.277119047619047043e-01,8.073793477034234278e-02
-8.217142857142857304e-01,8.201242346307827114e-02
-8.157166666666666455e-01,8.329191669256574837e-02
-8.097166666666667512e-01,8.457975081663918204e-02
-8.037190476190475552e-01,8.587425765638143083e-02
-7.977214285714285813e-01,8.717543721179243921e-02
-7.917238095238094964e-01,8.848328948287219331e-02
-7.857261904761905225e-01,8.979781446962076252e-02
-7.797285714285714375e-01,9.111901217203809134e-02
-7.737309523809524636e-01,9.244855076904139046e-02
-7.677333333333333787e-01,9.378476208171343531e-02
-7.617357142857144048e-01,9.512764611005428139e-02
-7.557357142857142884e-01,9.647887103298109779e-02
-7.497380952380953145e-01,9.783676867157667378e-02
-7.437404761904762296e-01,9.920300720475824785e-02
-7.377428571428572557e-01,1.005775866325257506e-01
-7.317452380952381708e-01,1.019588387759620407e-01
-7.257476190476189748e-01,1.033484318139843011e-01
-7.197500000000000009e-01,1.047463657465925319e-01
-7.137523809523809160e-01,1.061526405737867468e-01
-7.077523809523810217e-01,1.075672562955668904e-01
-7.017547619047620477e-01,1.089902129119330459e-01
-6.957571428571428518e-01,1.104231786018023548e-01
-6.897595238095237669e-01,1.118628170073404232e-01
-6.837619047619047929e-01,1.133141326652988556e-01
-6.777642857142857080e-01,1.147737892178432445e-01
-6.717666666666667341e-01,1.162434548438908005e-01
-6.657690476190476492e-01,1.177231295434415237e-01
-6.597690476190476438e-01,1.192128133164954001e-01
-6.537714285714285589e-01,1.207125061630524437e-01
-6.477738095238095850e-01,1.222222080831125990e-01
-6.417761904761905001e-01,1.237435872555931599e-01
-6.357785714285715262e-01,1.252749755015769018e-01
-6.297809523809524412e-01,1.268197091788981490e-01
-6.237833333333334673e-01,1.283744519297226050e-01
-6.177857142857142714e-01,1.299442082908017770e-01
