0|4(1 34 2179 2146)
15457192|4(4411632 5258245 5258357 4412720)
15457195|4(4411696 5258246 5258358 4412784)
15457198|4(5258246 5258358 5165047 5164599)
15457486|4(5258342 5258454 5165431 5164983)
15457517|4(5258342 4855502 4856526 5258454)
15457563|4(4412784 5258358 5258470 4413872)
15457566|4(5258358 5258470 5165495 5165047)
15457885|4(5258454 4856526 4857550 5258566)
