row,quantity,fine_value,reference,deviation_rel,band_lo,band_hi,coarse,medium,fine,triple,observed_order_p,GCI_percent,verdict,planted_zero_control
G1,"theta_mean, arithmetic mean over the octant's equal-volume cell centres (the midpoint rule; NOT mesh-independent -- its own quadrature error is computed below)",0.6176037116500406,0.6175896495857721,2.2769268037267886e-05,0.6175587701032929,0.6176205290682515,0.617762316344722,0.6176354394025617,0.6176037116500406,CONVERGING,1.999612671718709,0.0021412808868618996,PASS,PASS
G2,"theta at (x*,y*,z*) = (0,0,0), the centre of the full cube, separable linear extrapolation from the nearest cell centres in each direction",0.8591831159109823,0.8591137894248864,8.0695347868099e-05,0.8588990109775302,0.8593285678722427,0.8602570319497803,0.8593978308812478,0.8591831159109823,CONVERGING,2.0005730058394593,0.010407235340856198,PASS,PASS
G3,"theta at (x*,y*,z*) = (1,0,0), the centre of one Robin face on the two symmetry planes, separable linear extrapolation",0.581519262000889,0.5814449853050342,0.0001277450106751473,0.5812705518094426,0.5816194188006257,0.5826172821253102,0.5817372839509841,0.581519262000889,CONVERGING,2.013027140185909,0.015434904851022137,PASS,PASS
