x_baseline,z_baseline,x_deformed,z_deformed
0.5608808879068,-0.00091940385483347,0.5608796082630785,0.0002377798324971798
0.61834109048068,0.00099014831068456,0.6183477194781334,0.002235799010604981
0.56567960911084,-0.0042972079003817,0.5656656434975681,-0.003181416994269823
0.62296852093172,-0.0021350173670583,0.6229622000141508,-0.0009320640390545255
0.57178774764858,-0.0075787345248945,0.5717614475080761,-0.006508611019160803
0.62894507513523,-0.0052116979042851,0.6289259930882679,-0.004056693566313566
0.57941133429389,-0.010933890256041,0.5793724132009789,-0.009915657541301286
0.63652564049405,-0.008391277089945,0.6364933585440247,-0.007291669548404105
0.58891162629586,-0.014513809920703,0.5888592291824428,-0.013556096154086763
0.64611984384232,-0.011814497733848,0.6460733382949952,-0.010780495227156045
0.60080751695887,-0.018472510780221,0.6007402082112813,-0.017586963299739727
0.65830431245555,-0.01562841241539,0.6582419472046876,-0.01467372601293207
0.61558807346329,-0.022915885158479,0.615504017394036,-0.02211672611198553
0.67361184251327,-0.019929559466692,0.6735315780949699,-0.019070841803032007
0.63126674071298,-0.027243203828386,0.6311663657337,-0.02653302016545406
0.6898295626566,-0.024108756322756,0.6897318950947803,-0.023348881158828112
0.64724544480878,-0.031362387870766,0.6471295284285136,-0.030740875864001142
0.7062996468561,-0.028062939477513,0.7061855035554986,-0.027401269681965348
0.66351628621491,-0.035310608549609,0.6633854667649969,-0.0347776910186332
0.72301285049595,-0.031831314206695,0.7228829969785635,-0.031267468193314676
0.68008161088113,-0.039112030094224,0.6799364361640357,-0.038667805348111386
0.73996927425111,-0.035438586564536,0.739824373974447,-0.03497236845077156
0.69694915034752,-0.042779636849537,0.6967901194757614,-0.04242432190018726
0.75717460229225,-0.038895802202291,0.7570152730344248,-0.038527122601448326
0.71412473221363,-0.046318685525965,0.7139523245686809,-0.04605255561587973
0.77463206196977,-0.042211562784858,0.7744588859468637,-0.04194041025164959
0.73162237365599,-0.049733257426346,0.7314370532335761,-0.04955666881039429
0.79235267718705,-0.045389230504151,0.7921662226314636,-0.04521566469124021
0.7494502741973,-0.053023613707361,0.7492525039574061,-0.05293695536653279
0.81034202263527,-0.048430929321907,0.8101428489574979,-0.04835504901336321
0.7676223389691,-0.056189633145669,0.7674125822282316,-0.056193345669245866
0.82861112753396,-0.05133656040263,0.8283997944586843,-0.051358509546402926
0.78615189202584,-0.05922739754466,0.7859306266834954,-0.059321944753925396
0.84717006260994,-0.054101944702711,0.8469471470400313,-0.054221877821471885
0.80505330935648,-0.062129572029677,0.8048210406856877,-0.0623154213832498
0.86602994110514,-0.056722733093995,0.8657960378154006,-0.05694081834866555
0.82434328113318,-0.064890747293902,0.824100534551627,-0.06516839189497041
0.88520355311204,-0.059192889859209,0.8849592817023944,-0.059509303379556906
0.84403926206941,-0.067498885199374,0.8437866079638192,-0.0678688009654315
0.90470460288037,-0.061502396309735,0.904450624222189,-0.06191729612867091
0.86415988251157,-0.069943898315932,0.8638979289226485,-0.07040656186525183
0.92454693301796,-0.063645869915468,0.9242839301003621,-0.06415943131407888
0.88472831498303,-0.072216980504604,0.8844577027742477,-0.07277289512345779
