# case: /home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/MP_R2/mp04
# time_directory: 0.0
# case_type: Reconstructed Case
# patch: patch/wing
# eta: 0.15
# plane_origin: (0.000000, 0.565000, 0.000000)
# plane_normal: (0, 1, 0)
# halfspan_b_over_2_m: 3.766668
# polylines_returned: 1
# points_kept: 137
x,y,z
0.4317443073,0.565000236,-0.004832521547
0.4371100664,0.565000236,-0.008802535012
0.4436507821,0.565000236,-0.0126003474
0.4514633417,0.565000236,-0.01641565189
0.4608103037,0.565000236,-0.02040777542
0.472081989,0.565000236,-0.02472190186
0.4856830239,0.565000236,-0.02946271375
0.5001508594,0.565000236,-0.03413542733
0.5150310397,0.565000236,-0.0386451818
0.5303193331,0.565000236,-0.04301602021
0.5460242033,0.565000236,-0.04726905003
0.5621544123,0.565000236,-0.05141597241
0.5787238479,0.565000236,-0.05546342582
0.5957480073,0.565000236,-0.05941509083
0.6132456064,0.565000236,-0.06327305734
0.6312342286,0.565000236,-0.06703495979
0.6497389078,0.565000236,-0.07069831342
0.6687789559,0.565000236,-0.07425630838
0.688386023,0.565000236,-0.07769916952
0.708583951,0.565000236,-0.0810149312
0.7294071913,0.565000236,-0.08418883383
0.7508881092,0.565000236,-0.08720048517
0.773057282,0.565000236,-0.09003290534
0.7959525585,0.565000236,-0.09266345948
0.819603622,0.565000236,-0.0950685218
0.8440418243,0.565000236,-0.09723351151
0.869301796,0.565000236,-0.09913226217
0.895416379,0.565000236,-0.1007497981
0.9224213958,0.565000236,-0.1020711213
0.9503570795,0.565000236,-0.1030797511
0.9792694449,0.565000236,-0.1037539095
1.009206772,0.565000236,-0.1040793732
1.040224671,0.565000236,-0.1040311381
1.070711017,0.565000236,-0.1036166325
1.101166129,0.565000236,-0.1028569117
1.131596804,0.565000236,-0.1017608196
1.162006617,0.565000236,-0.1003462896
1.192397833,0.565000236,-0.09862288088
1.222770929,0.565000236,-0.09660579264
1.253125787,0.565000236,-0.09431068599
1.283462048,0.565000236,-0.09175518155
1.313779712,0.565000236,-0.08896479011
1.344079375,0.565000236,-0.08596681803
1.374363422,0.565000236,-0.08279877901
1.404634595,0.565000236,-0.07950013131
1.434896111,0.565000236,-0.07611725479
1.465152502,0.565000236,-0.07269582152
1.495408773,0.565000236,-0.06928130984
1.525670528,0.565000236,-0.06591713428
1.5559448,0.565000236,-0.06264842302
1.586238027,0.565000236,-0.05952601507
1.616557121,0.565000236,-0.05662009493
1.646908522,0.565000236,-0.05402814597
1.677297711,0.565000236,-0.05191182718
1.707419872,0.565000236,-0.05048888549
