# case: /home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/MP_R2/mp04
# patch: patch/wing
# eta: 0.50
# plane_origin: (0.000000, 1.883334, 0.000000)
# plane_normal: (0, 1, 0)
# halfspan_b_over_2_m: 3.766668
# profile: optimised section, from the baseline cut (deform_sections.py)
# points: 137
x,y,z
1.43617786,1.883334041,0.06807108057
1.433223159,1.883334041,0.06577654642
1.430574046,1.883334041,0.06240013341
1.429342551,1.883334041,0.05825705822
1.430882777,1.883334041,0.05423011965
1.434296253,1.883334041,0.05150755335
1.437415476,1.883334041,0.04977027999
1.441906968,1.883334041,0.04801114403
1.44808964,1.883334041,0.04618673343
1.456472378,1.883334041,0.04429651512
1.467706726,1.883334041,0.04233011511
1.482172839,1.883334041,0.04032344472
1.497233395,1.883334041,0.03860675613
1.512341338,1.883334041,0.03714328423
1.527460438,1.883334041,0.0358810022
1.542604861,1.883334041,0.03478901693
1.557769484,1.883334041,0.03384795519
1.57295067,1.883334041,0.03304190419
1.588145099,1.883334041,0.03235697578
1.603350831,1.883334041,0.03178220097
1.618566377,1.883334041,0.03130781944
1.633790656,1.883334041,0.03092783195
1.649014728,1.883334041,0.03063578232
1.664246553,1.883334041,0.03042680458
1.679485963,1.883334041,0.03029709833
1.694732223,1.883334041,0.03024129594
1.709984376,1.883334041,0.03025956564
1.725241957,1.883334041,0.03035136199
1.740503837,1.883334041,0.03051952965
1.755769013,1.883334041,0.03077321936
1.771036459,1.883334041,0.03112263489
1.786305006,1.883334041,0.03158583549
1.80157306,1.883334041,0.0321778508
1.816839368,1.883334041,0.03292121316
1.832102735,1.883334041,0.03383529501
1.84736134,1.883334041,0.03493466306
1.862613838,1.883334041,0.03623382417
1.877859057,1.883334041,0.03773806039
1.893241366,1.883334041,0.03946133835
1.908607849,1.883334041,0.04138133143
1.92395765,1.883334041,0.04348001919
1.939290031,1.883334041,0.0457329461
1.954604755,1.883334041,0.04811457117
1.969902216,1.883334041,0.05059717145
1.985183152,1.883334041,0.05315404052
2.000448762,1.883334041,0.05576555809
2.015700676,1.883334041,0.05841464624
2.030942313,1.883334041,0.06109063815
2.046176293,1.883334041,0.06379361682
2.06140727,1.883334041,0.06651697753
2.076639574,1.883334041,0.06925872379
2.091877857,1.883334041,0.07201235933
2.107127128,1.883334041,0.07476487546
2.122392537,1.883334041,0.07749606888
2.137704906,1.883334041,0.08017690315
2.153044772,1.883334041,0.08275129696
2.168420098,1.883334041,0.08515030309
2.183835289,1.883334041,0.08729094301
2.199296396,1.883334041,0.08906617546
2.214791817,1.883334041,0.09035613951
2.230301304,1.883334041,0.09101900107
2.245189953,1.883334041,0.0909205276
2.256825605,1.883334041,0.09021650419
2.264386808,1.883334041,0.08937819402
2.269180113,1.883334041,0.08863450021
2.272218286,1.883334041,0.08804798443
2.274142888,1.883334041,0.08761319497
2.275362699,1.883334041,0.08730119883
2.276136726,1.883334041,0.08708433386
2.276629462,1.883334041,0.0869393182
2.276613111,1.883334041,0.0874074926
2.276596521,1.883334041,0.08787563839
2.276579694,1.883334041,0.08834377794
2.276563342,1.883334041,0.08881194484
2.276058337,1.883334041,0.08901395703
2.27506881,1.883334041,0.0893936263
2.273054285,1.883334041,0.09009857703
2.268819525,1.883334041,0.09137605152
2.261373121,1.883334041,0.09322032306
2.253024242,1.883334041,0.09491874029
2.243350459,1.883334041,0.09655418679
2.231646815,1.883334041,0.09818164429
2.217254832,1.883334041,0.09980593544
2.202322522,1.883334041,0.101211434
2.187378662,1.883334041,0.1024687899
2.172432256,1.883334041,0.1036708437
2.157485813,1.883334041,0.1048749782
2.142538837,1.883334041,0.1061076216
2.127588396,1.883334041,0.1073726936
2.112630841,1.883334041,0.1086612186
2.097661757,1.883334041,0.1099542093
2.082679444,1.883334041,0.1112276747
2.067683936,1.883334041,0.1124542502
2.052673898,1.883334041,0.1136031333
2.037649861,1.883334041,0.1146458446
2.022612561,1.883334041,0.1155556612
2.00756289,1.883334041,0.1163103022
1.992502842,1.883334041,0.1168987147
1.977433793,1.883334041,0.1173174847
1.962356444,1.883334041,0.1175737369
1.947272114,1.883334041,0.1176862884
1.932181474,1.883334041,0.1176767857
1.917085316,1.883334041,0.1175729586
1.901984067,1.883334041,0.1174032673
1.886878614,1.883334041,0.117190456
1.871769426,1.883334041,0.1169540339
1.856645668,1.883334041,0.1167062028
1.841520292,1.883334041,0.1164491281
1.826394185,1.883334041,0.1161801405
1.811267784,1.883334041,0.1158885385
1.796142322,1.883334041,0.1155592971
1.781018362,1.883334041,0.115175071
1.765896856,1.883334041,0.1147166432
1.750778563,1.883334041,0.114168993
1.735663869,1.883334041,0.1135176793
1.720553567,1.883334041,0.1127522466
1.705448693,1.883334041,0.1118681942
1.69034954,1.883334041,0.1108626998
1.675256324,1.883334041,0.1097368445
1.660169925,1.883334041,0.1084946681
1.645090514,1.883334041,0.1071397765
1.630018368,1.883334041,0.1056764809
1.614938919,1.883334041,0.1041060017
1.599868006,1.883334041,0.1024293335
1.584806758,1.883334041,0.1006433951
1.569757123,1.883334041,0.09873971399
1.554721244,1.883334041,0.09670564086
1.539703645,1.883334041,0.09452225895
1.52470981,1.883334041,0.0921640777
1.509748143,1.883334041,0.0895959923
1.494794714,1.883334041,0.08675842142
1.479911886,1.883334041,0.08356795189
1.465621598,1.883334041,0.07998230723
1.454551772,1.883334041,0.07661112219
1.446362989,1.883334041,0.0735167658
1.440407012,1.883334041,0.07067277727
1.43617786,1.883334041,0.06807108057
