# case: /home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/MP_R2/mp04
# patch: patch/wing
# eta: 0.55
# plane_origin: (0.000000, 2.071667, 0.000000)
# plane_normal: (0, 1, 0)
# halfspan_b_over_2_m: 3.766668
# profile: optimised section, from the baseline cut (deform_sections.py)
# shape_share_pct: 70.0
# twist_share_pct: 22.0
# twist_deg: 0.2173
# points: 139
x,y,z
1.95960492,2.071667433,0.123283088
1.955028101,2.071667433,0.1233415975
1.945451873,2.071667433,0.1235190682
1.931298079,2.071667433,0.1238262184
1.917144293,2.071667433,0.1241628199
1.902991166,2.071667433,0.1244829924
1.888838871,2.071667433,0.1247406406
1.874688273,2.071667433,0.1248967859
1.860539497,2.071667433,0.1249180909
1.846393707,2.071667433,0.1247809844
1.832251185,2.071667433,0.1244735535
1.81811243,2.071667433,0.1239901555
1.803978263,2.071667433,0.1233340024
1.789849012,2.071667433,0.1225136453
1.775724994,2.071667433,0.1215391437
1.761607,2.071667433,0.1204225546
1.74747628,2.071667433,0.1191719926
1.733352593,2.071667433,0.1177960179
1.719237238,2.071667433,0.1162974187
1.705131657,2.071667433,0.1146736001
1.69103779,2.071667433,0.112916024
1.67696022,2.071667433,0.1110101568
1.662902965,2.071667433,0.1089340716
1.648874134,2.071667433,0.1066558723
1.634839967,2.071667433,0.1041186533
1.620869057,2.071667433,0.1012470778
1.607338733,2.071667433,0.09797097576
1.596763189,2.071667433,0.09484214984
1.588937043,2.071667433,0.09195024861
1.583250593,2.071667433,0.08928025209
1.579223181,2.071667433,0.08683306224
1.576459315,2.071667433,0.08465864133
1.57388576,2.071667433,0.08146493503
1.572711837,2.071667433,0.07752058625
1.57415868,2.071667433,0.07368838848
1.577335208,2.071667433,0.07103389775
1.580275919,2.071667433,0.06939012814
1.584496986,2.071667433,0.06767335992
1.590335442,2.071667433,0.06587645992
1.598279568,2.071667433,0.06400046948
1.608944521,2.071667433,0.06203722862
1.62263054,2.071667433,0.06003112013
1.636826167,2.071667433,0.05831191346
1.651074397,2.071667433,0.05683595959
1.665332271,2.071667433,0.05555188387
1.67961827,2.071667433,0.05442719448
1.693926989,2.071667433,0.05344095574
1.708254447,2.071667433,0.05257458435
1.722596774,2.071667433,0.05181121849
1.736952119,2.071667433,0.05113547892
1.751318634,2.071667433,0.05053232804
1.76569541,2.071667433,0.04998919875
1.780071058,2.071667433,0.04949224633
1.794455522,2.071667433,0.04902837584
1.808848607,2.071667433,0.04858565876
1.823249169,2.071667433,0.04815206273
1.837656508,2.071667433,0.04772300227
1.852070272,2.071667433,0.04729717435
1.866489122,2.071667433,0.04688195348
1.880912272,2.071667433,0.04649601698
1.895338784,2.071667433,0.04616639492
1.909767674,2.071667433,0.04593286137
1.924197946,2.071667433,0.0458376026
1.938628097,2.071667433,0.04593176725
1.953057228,2.071667433,0.04626333909
1.967484353,2.071667433,0.04687214295
1.981908157,2.071667433,0.04779086035
1.996327034,2.071667433,0.04903459393
2.010828099,2.071667433,0.0506099965
2.025317635,2.071667433,0.0524909201
2.039794472,2.071667433,0.05463955399
2.05425785,2.071667433,0.05700519354
2.068707025,2.071667433,0.05953284578
2.083142212,2.071667433,0.06216480545
2.097563852,2.071667433,0.0648487126
2.11197186,2.071667433,0.0675436317
2.126368019,2.071667433,0.07021958859
2.140755011,2.071667433,0.07286091189
2.15513523,2.071667433,0.07546485786
2.169512714,2.071667433,0.07803581399
2.183890763,2.071667433,0.0805833906
2.198272922,2.071667433,0.08311588439
2.212664201,2.071667433,0.08563274329
2.227068684,2.071667433,0.08812552649
2.24152317,2.071667433,0.09057277476
2.256000419,2.071667433,0.09292701415
2.270506393,2.071667433,0.09512548921
2.285044021,2.071667433,0.09708733036
2.299618216,2.071667433,0.09871155686
2.314216307,2.071667433,0.09988109068
2.328818543,2.071667433,0.1004610558
2.342960506,2.071667433,0.1003185249
2.354511257,2.071667433,0.09956327511
2.362051572,2.071667433,0.09867401909
2.366826288,2.071667433,0.09789050519
2.369849174,2.071667433,0.09727390706
2.371761602,2.071667433,0.09681801079
2.372972586,2.071667433,0.09649131488
2.37373997,2.071667433,0.09626380391
2.374228117,2.071667433,0.09611176581
2.37421633,2.071667433,0.0965792127
2.374204782,2.071667433,0.09704666293
2.374193472,2.071667433,0.09751413884
2.374181686,2.071667433,0.09798157824
2.373675431,2.071667433,0.09819371633
2.372636249,2.071667433,0.09860930511
2.370432371,2.071667433,0.09940561121
2.365637166,2.071667433,0.1008767938
2.357111121,2.071667433,0.1029870857
2.347883453,2.071667433,0.1048329171
2.337673896,2.071667433,0.1065100449
2.325990335,2.071667433,0.1080852868
2.312374605,2.071667433,0.1096000987
2.298367107,2.071667433,0.1109379375
2.284350011,2.071667433,0.1121664426
2.270329703,2.071667433,0.1133612347
2.256308886,2.071667433,0.1145651199
2.242286298,2.071667433,0.1157953987
2.228258615,2.071667433,0.1170492352
2.214222078,2.071667433,0.1183116251
2.20017154,2.071667433,0.119556476
2.186107361,2.071667433,0.1207521874
2.172028249,2.071667433,0.1218616677
2.157933399,2.071667433,0.1228461122
