# case: /home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/MP_R2/mp04
# patch: patch/wing
# eta: 0.75
# plane_origin: (0.000000, 2.825001, 0.000000)
# plane_normal: (0, 1, 0)
# halfspan_b_over_2_m: 3.766668
# profile: optimised section, from the baseline cut (deform_sections.py)
# shape_share_pct: 70.0
# twist_share_pct: 22.0
# twist_deg: 0.2347
# points: 137
x,y,z
2.147351044,2.825001001,0.1618496704
2.149972246,2.825001001,0.1599270767
2.151976117,2.825001001,0.1584847759
2.155157007,2.825001001,0.1571747647
2.159583376,2.825001001,0.1558137409
2.165633073,2.825001001,0.1544135286
2.173768595,2.825001001,0.1529832924
2.184143507,2.825001001,0.1515765165
2.194971163,2.825001001,0.150406358
2.205849973,2.825001001,0.1494369442
2.216728379,2.825001001,0.1486243764
2.227634158,2.825001001,0.1479392073
2.238562377,2.825001001,0.147363557
2.249509277,2.825001001,0.1468839138
2.260471808,2.825001001,0.1464880995
2.271448581,2.825001001,0.1461658113
2.282437497,2.825001001,0.145905443
2.293437172,2.825001001,0.1456963263
2.304432874,2.825001001,0.1455257905
2.315437057,2.825001001,0.1453802143
2.326448339,2.825001001,0.1452475455
2.33746582,2.825001001,0.1451149671
2.348488815,2.825001001,0.1449751862
2.359516142,2.825001001,0.1448251475
2.370547073,2.825001001,0.1446688458
2.381581315,2.825001001,0.144518855
2.392617592,2.825001001,0.1443955758
2.403655542,2.825001001,0.1443297924
2.414694073,2.825001001,0.1443551939
2.425732303,2.825001001,0.1445120695
2.436769353,2.825001001,0.1448408472
2.447804608,2.825001001,0.1453748068
2.458836998,2.825001001,0.1461426562
2.469865504,2.825001001,0.1471601791
2.480882023,2.825001001,0.148426766
2.491891132,2.825001001,0.1499308474
2.502891506,2.825001001,0.151646513
2.513882823,2.825001001,0.1535361717
2.524864063,2.825001001,0.1555578545
2.535835406,2.825001001,0.1576672935
2.546796309,2.825001001,0.1598225932
2.557747149,2.825001001,0.1619900837
2.568687073,2.825001001,0.164144921
2.579618287,2.825001001,0.1662724993
2.590542474,2.825001001,0.1683693772
2.601461773,2.825001001,0.1704374513
2.612379252,2.825001001,0.1724840199
2.623297263,2.825001001,0.1745172172
2.634220085,2.825001001,0.1765400644
2.645150109,2.825001001,0.1785505547
2.656130273,2.825001001,0.1805439063
2.667124939,2.825001001,0.1824888782
2.678138301,2.825001001,0.1843515406
2.689173442,2.825001001,0.1860775951
2.700238484,2.825001001,0.1876049948
2.711326414,2.825001001,0.1888418248
2.722430709,2.825001001,0.1896916312
2.733527537,2.825001001,0.1900362606
2.743929208,2.825001001,0.1897798983
2.75131442,2.825001001,0.1891648387
2.756097187,2.825001001,0.1885121514
2.759115002,2.825001001,0.1879577537
2.761016723,2.825001001,0.187531018
2.762216308,2.825001001,0.1872176896
2.762972777,2.825001001,0.1869944279
2.76345167,2.825001001,0.1868428548
2.763434262,2.825001001,0.1873093811
2.763416615,2.825001001,0.1877759038
2.763398969,2.825001001,0.1882423967
2.763381085,2.825001001,0.1887088858
2.762879997,2.825001001,0.1889238637
2.761808197,2.825001001,0.1893557009
2.759450376,2.825001001,0.1901900697
2.754181968,2.825001001,0.1917107784
2.744744104,2.825001001,0.193802773
2.734764808,2.825001001,0.1954821729
2.724249862,2.825001001,0.1968505601
2.71366117,2.825001001,0.1979462804
2.703055794,2.825001001,0.1988659547
2.69243556,2.825001001,0.1996874888
2.681807407,2.825001001,0.2004637722
2.67117311,2.825001001,0.201226229
2.660531897,2.825001001,0.2019892613
2.649881619,2.825001001,0.2027534469
2.639220646,2.825001001,0.2035094956
2.628547144,2.825001001,0.2042391899
2.617857632,2.825001001,0.204919512
2.607154371,2.825001001,0.2055223317
2.596437719,2.825001001,0.2060182652
2.585708259,2.825001001,0.2063812465
2.574966798,2.825001001,0.2065896071
2.56421481,2.825001001,0.2066320103
2.553453718,2.825001001,0.2065102263
2.542684664,2.825001001,0.2062371744
2.531909679,2.825001001,0.2058402957
2.521129086,2.825001001,0.2053575264
2.510343424,2.825001001,0.2048315005
2.499553698,2.825001001,0.2043084567
2.488759728,2.825001001,0.203831751
2.477962089,2.825001001,0.2034358468
2.467160916,2.825001001,0.2031460735
2.456356639,2.825001001,0.2029741001
2.445800562,2.825001001,0.2029171941
2.435244331,2.825001001,0.2029561878
2.424688522,2.825001001,0.2030668846
2.414133023,2.825001001,0.2032180824
2.403578453,2.825001001,0.2033756783
2.393024955,2.825001001,0.2035040897
2.382472897,2.825001001,0.2035721957
2.371922865,2.825001001,0.2035529998
2.361374468,2.825001001,0.2034256004
2.350828712,2.825001001,0.203177476
2.340285864,2.825001001,0.2028014423
2.329746167,2.825001001,0.2022959475
2.319210327,2.825001001,0.2016644155
2.308678318,2.825001001,0.2009120288
2.298151069,2.825001001,0.2000453315
2.287629027,2.825001001,0.1990717513
2.277089053,2.825001001,0.1979938936
2.266555918,2.825001001,0.1968180381
2.256030807,2.825001001,0.1955458917
2.245514917,2.825001001,0.1941759541
2.235009702,2.825001001,0.192703009
2.224518779,2.825001001,0.1911167689
2.214046029,2.825001001,0.1894013201
2.203598228,2.825001001,0.1875320208
2.193128605,2.825001001,0.1854602153
2.182716049,2.825001001,0.1831353841
2.172597764,2.825001001,0.1805045455
2.164568515,2.825001001,0.1779914006
2.15864405,2.825001001,0.1757096424
2.154371408,2.825001001,0.1736495761
2.15137698,2.825001001,0.171811926
2.149168007,2.825001001,0.1703583015
2.147340539,2.825001001,0.1678487283
2.146344526,2.825001001,0.1648536851
2.147351044,2.825001001,0.1618496704
