# case: /home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/MP_R2/mp04
# patch: patch/wing
# eta: 0.95
# plane_origin: (0.000000, 3.578335, 0.000000)
# plane_normal: (0, 1, 0)
# halfspan_b_over_2_m: 3.766668
# profile: optimised section, from the baseline cut (deform_sections.py)
# shape_share_pct: 70.0
# twist_share_pct: 22.0
# twist_deg: 0.2525
# points: 137
x,y,z
2.720962013,3.57833457,0.2847453046
2.722590076,3.57833457,0.2834724716
2.723914257,3.57833457,0.2827707959
2.725801631,3.57833457,0.2820058181
2.728433547,3.57833457,0.2811968112
2.732045014,3.57833457,0.280361274
2.736927301,3.57833457,0.2795174869
2.743396947,3.57833457,0.2786843647
2.750797869,3.57833457,0.2779586687
2.75824392,3.57833457,0.2773797469
2.765692603,3.57833457,0.2769070068
2.773163814,3.57833457,0.2765161821
2.780653071,3.57833457,0.2761959761
2.788158026,3.57833457,0.2759386559
2.795676797,3.57833457,0.2757382432
2.803208216,3.57833457,0.2755893325
2.810751354,3.57833457,0.2754861671
2.818305047,3.57833457,0.2754223176
2.825863126,3.57833457,0.2753913581
2.833430157,3.57833457,0.2753848901
2.841005695,3.57833457,0.275395645
2.848589058,3.57833457,0.275415989
2.856179802,3.57833457,0.2754387974
2.863777223,3.57833457,0.2754616205
2.871380845,3.57833457,0.2754835792
2.878990411,3.57833457,0.2755093028
2.886604685,3.57833457,0.2755489147
2.894224073,3.57833457,0.2756180494
2.901847286,3.57833457,0.2757392587
2.909474458,3.57833457,0.2759358441
2.91710427,3.57833457,0.2762363735
2.924736368,3.57833457,0.2766679097
2.932370412,3.57833457,0.2772526589
2.940005611,3.57833457,0.2780081953
2.947770831,3.57833457,0.2789617158
2.955525242,3.57833457,0.2800956492
2.963268903,3.57833457,0.2813965691
2.97100192,3.57833457,0.2828408996
2.978725385,3.57833457,0.2843964325
2.986439689,3.57833457,0.2860290774
2.994145469,3.57833457,0.2877028186
3.001844054,3.57833457,0.2893858914
3.009535559,3.57833457,0.2910523088
3.017221971,3.57833457,0.292684374
3.024904519,3.57833457,0.2942734612
3.032584877,3.57833457,0.295818468
3.040265168,3.57833457,0.2973244568
3.047946546,3.57833457,0.2988005338
3.055631351,3.57833457,0.3002561935
3.063321943,3.57833457,0.3016971771
3.071032843,3.57833457,0.3031282345
3.078753835,3.57833457,0.3045418068
3.086486644,3.57833457,0.3059249267
3.094232546,3.57833457,0.3072585554
3.101994285,3.57833457,0.3085151286
3.109769846,3.57833457,0.3096647837
3.117557483,3.57833457,0.3106711555
3.125351639,3.57833457,0.3114966302
3.133009957,3.57833457,0.3120915191
3.140033634,3.57833457,0.3124080762
3.144946998,3.57833457,0.3124652739
3.148080104,3.57833457,0.3124071465
3.150076801,3.57833457,0.3123167479
3.151349165,3.57833457,0.3122285955
3.152159883,3.57833457,0.3121548548
3.152676788,3.57833457,0.3120987168
3.152648501,3.57833457,0.3125665105
3.152619975,3.57833457,0.3130343299
3.152591448,3.57833457,0.3135021192
3.152563399,3.57833457,0.3139699458
3.152051026,3.57833457,0.3140796054
3.151194353,3.57833457,0.3142479135
3.149720503,3.57833457,0.3145030535
3.14710644,3.57833457,0.3148854665
3.14278132,3.57833457,0.3154097949
3.136934581,3.57833457,0.3159921925
3.129386842,3.57833457,0.3165982783
3.121759491,3.57833457,0.3170916975
3.114125816,3.57833457,0.3175052965
3.106487341,3.57833457,0.3178716959
3.098845637,3.57833457,0.3182136601
3.091200862,3.57833457,0.3185490719
3.083552021,3.57833457,0.3188872592
3.075897673,3.57833457,0.3192310603
3.068237347,3.57833457,0.3195783479
3.060570845,3.57833457,0.3199209171
3.05289584,3.57833457,0.3202450575
