# case: /home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/MP_R2/mp04
# time_directory: 0.0
# case_type: Reconstructed Case
# patch: patch/wing
# eta: 0.95
# plane_origin: (0.000000, 3.578335, 0.000000)
# plane_normal: (0, 1, 0)
# halfspan_b_over_2_m: 3.766668
# polylines_returned: 1
# points_kept: 137
x,y,z
2.720952988,3.57833457,0.28521806
2.722575426,3.57833457,0.2839372158
2.723896503,3.57833457,0.2832290232
2.725780487,3.57833457,0.2824547589
2.728408813,3.57833457,0.2816328108
2.732016563,3.57833457,0.2807795405
2.736895084,3.57833457,0.2799118459
2.743360996,3.57833457,0.2790472209
2.750758648,3.57833457,0.2782858908
2.758202076,3.57833457,0.2776718438
2.765648603,3.57833457,0.2771651745
2.773118019,3.57833457,0.2767422795
2.780605793,3.57833457,0.2763930261
2.788109541,3.57833457,0.2761113644
2.795627356,3.57833457,0.2758936882
2.803158045,3.57833457,0.2757378221
2.810700655,3.57833457,0.275642246
2.818253994,3.57833457,0.2756058574
2.825811863,3.57833457,0.2756285667
2.833378792,3.57833457,0.2757092118
2.840954304,3.57833457,0.2758481801
2.848537683,3.57833457,0.276045233
2.856128454,3.57833457,0.2762994468
2.863725901,3.57833457,0.2766122222
2.871329546,3.57833457,0.2769829631
2.878939152,3.57833457,0.2774118781
2.886553526,3.57833457,0.2778990567
2.894173145,3.57833457,0.27844432
2.901796818,3.57833457,0.2790488303
2.909424782,3.57833457,0.2797103226
2.917055845,3.57833457,0.2804294527
2.92468977,3.57833457,0.2812058032
2.932326317,3.57833457,0.2820374072
2.939964771,3.57833457,0.2829238176
2.947734118,3.57833457,0.2838817239
2.95549345,3.57833457,0.2848910987
2.963242769,3.57833457,0.2859503627
2.970982075,3.57833457,0.2870572805
2.97871232,3.57833457,0.2882079482
2.986433744,3.57833457,0.2894002795
2.994146824,3.57833457,0.2906301916
3.001852751,3.57833457,0.2918941379
3.009551525,3.57833457,0.2931877375
3.017245054,3.57833457,0.2945061326
3.02493453,3.57833457,0.2958441675
3.032621622,3.57833457,0.2971953452
3.040308475,3.57833457,0.2985522151
3.047996283,3.57833457,0.2999068797
3.055687428,3.57833457,0.3012503386
3.063384295,3.57833457,0.3025713563
3.071101427,3.57833457,0.3038614392
3.078828573,3.57833457,0.3051057458
3.086567402,3.57833457,0.3062899709
3.094319105,3.57833457,0.3073993325
3.102086306,3.57833457,0.3084146678
3.109866858,3.57833457,0.309316963
3.117658854,3.57833457,0.3100810051
3.125456572,3.57833457,0.3106790185
3.133117437,3.57833457,0.3110719025
3.140142441,3.57833457,0.3112252057
3.145056009,3.57833457,0.311181277
3.148188829,3.57833457,0.3110642135
3.150185108,3.57833457,0.3109384477
3.151457071,3.57833457,0.3108286262
3.152267456,3.57833457,0.3107414246
3.152784109,3.57833457,0.3106768429
3.152757883,3.57833457,0.3111450672
3.152731419,3.57833457,0.3116133213
3.152704954,3.57833457,0.3120815456
3.152678967,3.57833457,0.3125497997
3.152167082,3.57833457,0.3126678467
3.151311159,3.57833457,0.3128504157
3.149838448,3.57833457,0.313130796
3.147226095,3.57833457,0.3135602176
3.142903328,3.57833457,0.3141688108
3.137059212,3.57833457,0.3148783147
3.129514217,3.57833457,0.3156707585
3.121889114,3.57833457,0.3163758218
3.114257336,3.57833457,0.3170196712
3.10662055,3.57833457,0.3176271319
3.098980427,3.57833457,0.3182110786
3.091337204,3.57833457,0.3187787235
3.083689928,3.57833457,0.3193296492
3.076037169,3.57833457,0.3198597431
3.068378448,3.57833457,0.3203644156
3.06071353,3.57833457,0.3208386898
3.053040028,3.57833457,0.3212780952
3.045360327,3.57833457,0.3216791451
3.037674665,3.57833457,0.3220379055
3.029983044,3.57833457,0.3223527968
3.022285938,3.57833457,0.32262218
3.014583826,3.57833457,0.3228437603
3.006876945,3.57833457,0.3230172694
2.999165058,3.57833457,0.3231412172
2.991449356,3.57833457,0.3232150376
2.983730078,3.57833457,0.3232386708
2.9760077,3.57833457,0.3232109845
2.968283176,3.57833457,0.3231316805
2.960557222,3.57833457,0.3230010867
2.952830076,3.57833457,0.3228178918
2.94510293,3.57833457,0.3225822747
2.937376261,3.57833457,0.3222959042
2.929866791,3.57833457,0.3219692111
2.922357082,3.57833457,0.321595341
2.914848328,3.57833457,0.3211743236
2.907340288,3.57833457,0.3207075
2.899833202,3.57833457,0.3201955259
2.892328501,3.57833457,0.3196387291
2.884825468,3.57833457,0.3190387785
2.877324581,3.57833457,0.3183957636
2.869826555,3.57833457,0.3177101314
2.86233139,3.57833457,0.3169824481
2.854839802,3.57833457,0.3162131608
2.847351313,3.57833457,0.3154017925
2.839867115,3.57833457,0.3145484328
2.832386971,3.57833457,0.3136524558
2.824911118,3.57833457,0.3127123415
2.81744051,3.57833457,0.3117271364
2.809965849,3.57833457,0.310693264
2.802497149,3.57833457,0.3096094728
2.795035124,3.57833457,0.3084720969
2.78758049,3.57833457,0.307276547
2.780134439,3.57833457,0.3060165942
2.772699118,3.57833457,0.3046844304
2.76527667,3.57833457,0.3032694459
2.757870674,3.57833457,0.3017571568
2.750462055,3.57833457,0.3001197278
2.743087292,3.57833457,0.2983239889
2.736578465,3.57833457,0.2965371311
2.731621981,3.57833457,0.2949707508
2.727932215,3.57833457,0.2936042547
2.72522521,3.57833457,0.2924056351
2.723276854,3.57833457,0.2913484275
2.721916914,3.57833457,0.2904201448
2.720500469,3.57833457,0.2889790535
2.719994307,3.57833457,0.287029922
2.720952988,3.57833457,0.28521806
