# Solver information
# Time              	U_solver            	Ux_initial          	Ux_final            	Ux_iters            	Uy_initial          	Uy_final            	Uy_iters            	U_converged         	p_solver            	p_initial           	p_final             	p_iters             	p_converged         
52                  	DILUPBiCGStab	3.827737412760e-03	2.424352842680e-05	1	5.834499337240e-03	1.398739478580e-04	1	false	DICPCG	6.795257359420e-03	6.599034169710e-05	27	true
53                  	DILUPBiCGStab	3.780266871430e-03	2.380006109140e-05	1	5.726299285970e-03	1.350235281750e-04	1	false	DICPCG	6.646922323490e-03	6.457466797680e-05	27	true
54                  	DILUPBiCGStab	3.734481922580e-03	2.338155698800e-05	1	5.622584296470e-03	1.304398015110e-04	1	false	DICPCG	6.506520232270e-03	6.318752336240e-05	27	true
55                  	DILUPBiCGStab	3.690055968640e-03	2.298215649830e-05	1	5.522471703820e-03	1.260973800020e-04	1	false	DICPCG	6.370423020880e-03	6.184343786240e-05	27	true
56                  	DILUPBiCGStab	3.647063846160e-03	2.259837896750e-05	1	5.426210601230e-03	1.219855757280e-04	1	false	DICPCG	6.239664007360e-03	6.055199119700e-05	27	true
57                  	DILUPBiCGStab	3.605332689580e-03	2.223615305590e-05	1	5.333211041930e-03	1.180779656600e-04	1	false	DICPCG	6.114631884610e-03	5.931786954260e-05	27	true
58                  	DILUPBiCGStab	3.564978925660e-03	2.188633239640e-05	1	5.243566937860e-03	1.143777185180e-04	1	false	DICPCG	5.993024450350e-03	5.814150056270e-05	27	true
59                  	DILUPBiCGStab	3.525793652380e-03	2.155334749850e-05	1	5.157219943570e-03	1.108562860920e-04	1	false	DICPCG	5.876705793760e-03	5.702099447690e-05	27	true
60                  	DILUPBiCGStab	3.487771818740e-03	2.123398047370e-05	1	5.073400504610e-03	1.075169024440e-04	1	false	DICPCG	5.764936843640e-03	5.595792349770e-05	27	true
61                  	DILUPBiCGStab	3.450739459620e-03	2.092500678600e-05	1	4.992876382380e-03	1.043237188880e-04	1	false	DICPCG	5.655963903810e-03	5.495030773870e-05	27	true
62                  	DILUPBiCGStab	3.414833105330e-03	2.063230377680e-05	1	4.914547920850e-03	1.012974962120e-04	1	false	DICPCG	5.551812517630e-03	5.399968011170e-05	27	true
63                  	DILUPBiCGStab	3.379997340120e-03	2.034881060130e-05	1	4.839085185400e-03	9.840958469070e-05	1	false	DICPCG	5.451469784540e-03	5.310065275610e-05	27	true
64                  	DILUPBiCGStab	3.346024884610e-03	2.007690322920e-05	1	4.765835836690e-03	9.565077698840e-05	1	false	DICPCG	5.353451029090e-03	5.225115135370e-05	27	true
65                  	DILUPBiCGStab	3.312975910480e-03	1.981577648110e-05	1	4.694918298840e-03	9.300888903870e-05	1	false	DICPCG	5.259587784280e-03	5.144935014570e-05	27	true
66                  	DILUPBiCGStab	3.280761393180e-03	1.956246130190e-05	1	4.626263448900e-03	9.047964034610e-05	1	false	DICPCG	5.168901109360e-03	5.069044771340e-05	27	true
67                  	DILUPBiCGStab	3.249464044270e-03	1.932155904530e-05	1	4.559517969610e-03	8.805311541190e-05	1	false	DICPCG	5.080223394090e-03	4.997263785080e-05	27	true
68                  	DILUPBiCGStab	3.218993506360e-03	1.908835758670e-05	1	4.494953615660e-03	8.573437288740e-05	1	false	DICPCG	4.995048995680e-03	4.928806047780e-05	27	true
69                  	DILUPBiCGStab	3.189242337410e-03	1.886263275630e-05	1	4.432074081750e-03	8.351531390530e-05	1	false	DICPCG	4.912676086230e-03	4.863616735810e-05	27	true
70                  	DILUPBiCGStab	3.160206141150e-03	1.864699688670e-05	1	4.371245635390e-03	8.138818940180e-05	1	false	DICPCG	4.832012339760e-03	4.800708966470e-05	27	true
71                  	DILUPBiCGStab	3.131873818440e-03	1.843765308180e-05	1	4.311814391730e-03	7.934427962890e-05	1	false	DICPCG	4.754262446700e-03	4.738986652500e-05	27	true
72                  	DILUPBiCGStab	3.104290788260e-03	1.823602586360e-05	1	4.254395892790e-03	7.738007350770e-05	1	false	DICPCG	4.679161224310e-03	4.678414914100e-05	27	true
73                  	DILUPBiCGStab	3.077388652100e-03	1.804244680250e-05	1	4.198115908890e-03	7.549143412400e-05	1	false	DICPCG	4.605488752000e-03	3.662468628930e-05	28	true
74                  	DILUPBiCGStab	3.051063697270e-03	1.785405702510e-05	1	4.143743245840e-03	7.367004262080e-05	1	false	DICPCG	4.534184330910e-03	3.611128917450e-05	28	true
75                  	DILUPBiCGStab	3.025332883130e-03	1.767176866820e-05	1	4.090547179360e-03	7.192697682510e-05	1	false	DICPCG	4.465335472620e-03	3.561091134950e-05	28	true
76                  	DILUPBiCGStab	3.000169200400e-03	1.749644413330e-05	1	4.038928512530e-03	7.024834420790e-05	1	false	DICPCG	4.397802842380e-03	3.512237599110e-05	28	true
77                  	DILUPBiCGStab	2.975626745860e-03	1.732644945450e-05	1	3.988564918590e-03	6.863452743920e-05	1	false	DICPCG	4.332096760840e-03	3.464232236220e-05	28	true
78                  	DILUPBiCGStab	2.951679672950e-03	1.716178780530e-05	1	3.939458184310e-03	6.708536479810e-05	1	false	DICPCG	4.268726263230e-03	3.417336937260e-05	28	true
79                  	DILUPBiCGStab	2.928185378290e-03	1.700303353040e-05	1	3.891605974450e-03	6.559073766890e-05	1	false	DICPCG	4.206668150700e-03	3.371388926490e-05	28	true
80                  	DILUPBiCGStab	2.905216874970e-03	1.684918807790e-05	1	3.844843559850e-03	6.414971842150e-05	1	false	DICPCG	4.146016960130e-03	3.326330601600e-05	28	true
81                  	DILUPBiCGStab	2.882676814140e-03	1.669954946810e-05	1	3.799349711210e-03	6.276414121490e-05	1	false	DICPCG	4.087487468790e-03	3.282287048000e-05	28	true
82                  	DILUPBiCGStab	2.860657388840e-03	1.655491958600e-05	1	3.754765325230e-03	6.142742314740e-05	1	false	DICPCG	4.030339184010e-03	3.238850173130e-05	28	true
83                  	DILUPBiCGStab	2.839141276090e-03	1.641601973380e-05	1	3.711410736390e-03	6.014299195620e-05	1	false	DICPCG	3.974268324980e-03	3.196296884860e-05	28	true
84                  	DILUPBiCGStab	2.818065539510e-03	1.628137176090e-05	1	3.668986897730e-03	5.890163820030e-05	1	false	DICPCG	3.919764080940e-03	3.154781033290e-05	28	true
85                  	DILUPBiCGStab	2.797385141010e-03	1.615068645480e-05	1	3.627496437930e-03	5.769724982190e-05	1	false	DICPCG	3.866972424700e-03	3.113977642470e-05	28	true
86                  	DILUPBiCGStab	2.777094105330e-03	1.602407999780e-05	1	3.587042733100e-03	5.653674930820e-05	1	false	DICPCG	3.815012660770e-03	3.074025892710e-05	28	true
87                  	DILUPBiCGStab	2.757193206410e-03	1.590181615290e-05	1	3.547337526110e-03	5.541005132980e-05	1	false	DICPCG	3.764129083050e-03	3.034881145530e-05	28	true
88                  	DILUPBiCGStab	2.737720671290e-03	1.578381517010e-05	1	3.508645157960e-03	5.432155303400e-05	1	false	DICPCG	3.714977919260e-03	2.996691595750e-05	28	true
89                  	DILUPBiCGStab	2.718662416870e-03	1.567014963800e-05	1	3.470715070980e-03	5.326694817710e-05	1	false	DICPCG	3.666642603490e-03	2.959319055290e-05	28	true
90                  	DILUPBiCGStab	2.699947893950e-03	1.556064343830e-05	1	3.433560411530e-03	5.224818789500e-05	1	false	DICPCG	3.619199558860e-03	2.922829494790e-05	28	true
91                  	DILUPBiCGStab	2.681572661020e-03	1.545499533600e-05	1	3.397333258860e-03	5.125884017890e-05	1	false	DICPCG	3.572969528170e-03	2.887086969590e-05	28	true
92                  	DILUPBiCGStab	2.663502685740e-03	1.535346088240e-05	1	3.361597679140e-03	5.029947445370e-05	1	false	DICPCG	3.528005032450e-03	2.852182202360e-05	28	true
93                  	DILUPBiCGStab	2.645767467200e-03	1.525608063920e-05	1	3.326847490080e-03	4.936896888490e-05	1	false	DICPCG	3.483707420180e-03	2.818099654330e-05	28	true
94                  	DILUPBiCGStab	2.628388941880e-03	1.516339156890e-05	1	3.292667643700e-03	4.846327796980e-05	1	false	DICPCG	3.440168643890e-03	2.784781844150e-05	28	true
95                  	DILUPBiCGStab	2.611356122830e-03	1.507619438280e-05	1	3.259169467730e-03	4.758616150210e-05	1	false	DICPCG	3.398030727140e-03	2.752224995970e-05	28	true
96                  	DILUPBiCGStab	2.594619379330e-03	1.499683001830e-05	1	3.226413915790e-03	4.673501995990e-05	1	false	DICPCG	3.356610986650e-03	2.720317093940e-05	28	true
97                  	DILUPBiCGStab	2.578152154460e-03	1.492189918340e-05	1	3.194148256630e-03	4.590710701960e-05	1	false	DICPCG	3.315891216870e-03	2.689063035000e-05	28	true
98                  	DILUPBiCGStab	2.561951668620e-03	1.484790080500e-05	1	3.162635048740e-03	4.510584475440e-05	1	false	DICPCG	3.275974471470e-03	2.658484739250e-05	28	true
99                  	DILUPBiCGStab	2.546016552530e-03	1.477469415510e-05	1	3.131660609960e-03	4.432595642990e-05	1	false	DICPCG	3.237216116130e-03	2.628510040440e-05	28	true
100                 	DILUPBiCGStab	2.530382113210e-03	1.470251471960e-05	1	3.101237718350e-03	4.356644657070e-05	1	false	DICPCG	3.198986734560e-03	2.599275962810e-05	28	true
101                 	DILUPBiCGStab	2.515039638200e-03	1.463134165010e-05	1	3.071404181410e-03	4.282747382410e-05	1	false	DICPCG	3.161349153680e-03	2.570696049280e-05	28	true
102                 	DILUPBiCGStab	2.499975870620e-03	1.456112615450e-05	1	3.042133268650e-03	4.210940734120e-05	1	false	DICPCG	3.124697512900e-03	2.542811919300e-05	28	true
103                 	DILUPBiCGStab	2.485112187930e-03	1.449143675000e-05	1	3.013318105840e-03	4.140995389750e-05	1	false	DICPCG	3.088804148040e-03	2.515732309080e-05	28	true
104                 	DILUPBiCGStab	2.470502133920e-03	1.442261035460e-05	1	2.985129738780e-03	4.072939717600e-05	1	false	DICPCG	3.053464922410e-03	2.489384998520e-05	28	true
105                 	DILUPBiCGStab	2.456083171260e-03	1.435430588320e-05	1	2.957319849480e-03	4.006687649950e-05	1	false	DICPCG	3.018575511130e-03	2.463721356350e-05	28	true
106                 	DILUPBiCGStab	2.441917916340e-03	1.428691194180e-05	1	2.930045187620e-03	3.942133852860e-05	1	false	DICPCG	2.984772042250e-03	2.438719262640e-05	28	true
107                 	DILUPBiCGStab	2.428001860020e-03	1.422042466790e-05	1	2.903274689360e-03	3.879338045200e-05	1	false	DICPCG	2.951538966400e-03	2.414366617360e-05	28	true
108                 	DILUPBiCGStab	2.414328245980e-03	1.415482603490e-05	1	2.876874199040e-03	3.818151248280e-05	1	false	DICPCG	2.918795670150e-03	2.390646182290e-05	28	true
109                 	DILUPBiCGStab	2.400867557470e-03	1.408996344810e-05	1	2.851000738280e-03	3.758474544510e-05	1	false	DICPCG	2.886516691730e-03	2.367491554970e-05	28	true
110                 	DILUPBiCGStab	2.387583356950e-03	1.402564219060e-05	1	2.825517049700e-03	3.700267007220e-05	1	false	DICPCG	2.855149231470e-03	2.344900191390e-05	28	true
111                 	DILUPBiCGStab	2.374496157370e-03	1.396200086920e-05	1	2.800409030300e-03	3.643523319270e-05	1	false	DICPCG	2.824245377390e-03	2.322823658210e-05	28	true
112                 	DILUPBiCGStab	2.361580933840e-03	1.389890985760e-05	1	2.775804846870e-03	3.588236244120e-05	1	false	DICPCG	2.793750581310e-03	2.301302732090e-05	28	true
113                 	DILUPBiCGStab	2.348880413570e-03	1.383663745220e-05	1	2.751505394370e-03	3.534185734480e-05	1	false	DICPCG	2.763802437110e-03	2.280324403850e-05	28	true
114                 	DILUPBiCGStab	2.336389079790e-03	1.377516778420e-05	1	2.727674782270e-03	3.481429277390e-05	1	false	DICPCG	2.734582451070e-03	2.259815144830e-05	28	true
115                 	DILUPBiCGStab	2.324101602570e-03	1.371448536270e-05	1	2.704210992790e-03	3.429943704000e-05	1	false	DICPCG	2.705806711670e-03	2.239709646530e-05	28	true
116                 	DILUPBiCGStab	2.311991741260e-03	1.365445051150e-05	1	2.681044260210e-03	3.379673459490e-05	1	false	DICPCG	2.677340778780e-03	2.220087064380e-05	28	true
117                 	DILUPBiCGStab	2.300028191870e-03	1.359489256580e-05	1	2.658307294400e-03	3.330633505960e-05	1	false	DICPCG	2.649455198170e-03	2.200981449650e-05	28	true
118                 	DILUPBiCGStab	2.288231185290e-03	1.353594461040e-05	1	2.635923798140e-03	3.282643133880e-05	1	false	DICPCG	2.622233040170e-03	2.182349566400e-05	28	true
119                 	DILUPBiCGStab	2.276575530010e-03	1.347747072880e-05	1	2.613837552900e-03	3.235799487360e-05	1	false	DICPCG	2.595409714210e-03	2.164130925010e-05	28	true
120                 	DILUPBiCGStab	2.265101858720e-03	1.341972406640e-05	1	2.592083059960e-03	3.190138667850e-05	1	false	DICPCG	2.568851500020e-03	2.146343799350e-05	28	true
121                 	DILUPBiCGStab	2.253805761950e-03	1.336269100050e-05	1	2.570748677640e-03	3.145408521110e-05	1	false	DICPCG	2.542807567720e-03	2.129004116100e-05	28	true
122                 	DILUPBiCGStab	2.242682970960e-03	1.330635823100e-05	1	2.549633083780e-03	3.101651471310e-05	1	false	DICPCG	2.517334642050e-03	2.112162954660e-05	28	true
123                 	DILUPBiCGStab	2.231724727730e-03	1.325068531500e-05	1	2.528849201510e-03	3.058874728300e-05	1	false	DICPCG	2.492233299930e-03	2.095752594880e-05	28	true
124                 	DILUPBiCGStab	2.220878059560e-03	1.319536856730e-05	1	2.508441027040e-03	3.017094291560e-05	1	false	DICPCG	2.467396754470e-03	2.079751608670e-05	28	true
125                 	DILUPBiCGStab	2.210184634560e-03	1.314066576660e-05	1	2.488279300910e-03	2.976351108220e-05	1	false	DICPCG	2.443056952020e-03	2.064241066530e-05	28	true
126                 	DILUPBiCGStab	2.199597419770e-03	1.308630729110e-05	1	2.468385841380e-03	2.936407618610e-05	1	false	DICPCG	2.419209040910e-03	2.049128945200e-05	28	true
127                 	DILUPBiCGStab	2.189162209510e-03	1.303257508020e-05	1	2.448848622650e-03	2.897316046660e-05	1	false	DICPCG	2.395705893340e-03	2.034404004640e-05	28	true
128                 	DILUPBiCGStab	2.178879234810e-03	1.297948003400e-05	1	2.429560213830e-03	2.859186639050e-05	1	false	DICPCG	2.372442972600e-03	2.020063579600e-05	28	true
129                 	DILUPBiCGStab	2.168745030470e-03	1.292701070760e-05	1	2.410539002320e-03	2.821805661240e-05	1	false	DICPCG	2.349644035280e-03	2.006084503910e-05	28	true
130                 	DILUPBiCGStab	2.158756234970e-03	1.287515592090e-05	1	2.391814893220e-03	2.785139604660e-05	1	false	DICPCG	2.327299637240e-03	1.992482373520e-05	28	true
131                 	DILUPBiCGStab	2.148885959620e-03	1.282376375410e-05	1	2.373323344360e-03	2.749256543620e-05	1	false	DICPCG	2.305248489220e-03	1.979375681150e-05	28	true
132                 	DILUPBiCGStab	2.139122534070e-03	1.277277251260e-05	1	2.355137368390e-03	2.714082244300e-05	1	false	DICPCG	2.283413099660e-03	1.966690864190e-05	28	true
133                 	DILUPBiCGStab	2.129473626620e-03	1.272223562580e-05	1	2.337190805850e-03	2.679728323610e-05	1	false	DICPCG	2.262007812900e-03	1.954312871700e-05	28	true
134                 	DILUPBiCGStab	2.119925601250e-03	1.267207903240e-05	1	2.319479452430e-03	2.646062064250e-05	1	false	DICPCG	2.241042173250e-03	1.942240223970e-05	28	true
135                 	DILUPBiCGStab	2.110509237160e-03	1.262249389970e-05	1	2.302068589890e-03	2.613035289630e-05	1	false	DICPCG	2.220364605800e-03	1.930495557600e-05	28	true
136                 	DILUPBiCGStab	2.101221687320e-03	1.257347033920e-05	1	2.284878768830e-03	2.580836786770e-05	1	false	DICPCG	2.199874610130e-03	1.919074950760e-05	28	true
137                 	DILUPBiCGStab	2.092060185440e-03	1.252499868460e-05	1	2.267891269350e-03	2.549285770710e-05	1	false	DICPCG	2.179747353200e-03	1.907993060330e-05	28	true
138                 	DILUPBiCGStab	2.083022043090e-03	1.247706948490e-05	1	2.251203276030e-03	2.518288968170e-05	1	false	DICPCG	2.160043092150e-03	1.897372803530e-05	28	true
139                 	DILUPBiCGStab	2.074077962760e-03	1.242951358640e-05	1	2.234735924440e-03	2.487962541240e-05	1	false	DICPCG	2.140618293220e-03	1.887137909150e-05	28	true
140                 	DILUPBiCGStab	2.065228308360e-03	1.238233914090e-05	1	2.218465912540e-03	2.458241258520e-05	1	false	DICPCG	2.121373088790e-03	1.877200286120e-05	28	true
141                 	DILUPBiCGStab	2.056471250090e-03	1.233554096300e-05	1	2.202442734460e-03	2.429145046290e-05	1	false	DICPCG	2.102435050780e-03	1.867533111450e-05	28	true
142                 	DILUPBiCGStab	2.047802178930e-03	1.228909699080e-05	1	2.186681406030e-03	2.400548680690e-05	1	false	DICPCG	2.083873810420e-03	1.858122536760e-05	28	true
143                 	DILUPBiCGStab	2.039245504650e-03	1.224315916760e-05	1	2.171102850690e-03	2.372485840090e-05	1	false	DICPCG	2.065591608300e-03	1.849029735100e-05	28	true
144                 	DILUPBiCGStab	2.030798926280e-03	1.219771909140e-05	1	2.155709122860e-03	2.345040058830e-05	1	false	DICPCG	2.047492991860e-03	1.840188378640e-05	28	true
145                 	DILUPBiCGStab	2.022460204440e-03	1.215276854140e-05	1	2.140615710880e-03	2.318149661220e-05	1	false	DICPCG	2.029663624900e-03	1.831604329310e-05	28	true
146                 	DILUPBiCGStab	2.014227159300e-03	1.210829947330e-05	1	2.125670528200e-03	2.291798186120e-05	1	false	DICPCG	2.012194830630e-03	1.823323274800e-05	28	true
147                 	DILUPBiCGStab	2.006082665740e-03	1.206421378950e-05	1	2.110944686940e-03	2.265934155880e-05	1	false	DICPCG	1.994954689730e-03	1.815249128860e-05	28	true
148                 	DILUPBiCGStab	1.998008729990e-03	1.202040785620e-05	1	2.096468545960e-03	2.240568495350e-05	1	false	DICPCG	1.977902384560e-03	1.807296635770e-05	28	true
149                 	DILUPBiCGStab	1.990023131910e-03	1.197699303840e-05	1	2.082163597490e-03	2.215765945160e-05	1	false	DICPCG	1.961104558750e-03	1.799587012340e-05	28	true
150                 	DILUPBiCGStab	1.982102453010e-03	1.193383268860e-05	1	2.068063575630e-03	2.191392970750e-05	1	false	DICPCG	1.944655699260e-03	1.792069074980e-05	28	true
151                 	DILUPBiCGStab	1.974278001030e-03	1.189111943900e-05	1	2.054180073990e-03	2.167430686460e-05	1	false	DICPCG	1.928405096520e-03	1.784681316160e-05	28	true
