[mega-batch] resuming: 24076 indices already in ledger
[mega-batch] #111793 vspaero-wing ok 5.226s (session 49089)
[mega-batch] #111803 reduced-order ok 0.0s (session 49090)
[mega-batch] #111804 openfoam-cylinder ok 1.089s (session 49091)
[mega-batch] #111796 vspaero-wing ok 5.227s (session 49092)
[mega-batch] #111806 reduced-order ok 0.0s (session 49093)
[mega-batch] #111807 openfoam-cylinder ok 0.735s (session 49094)
[mega-batch] #111799 vspaero-wing ok 5.225s (session 49095)
[mega-batch] #111809 reduced-order ok 0.0s (session 49096)
[mega-batch] #111802 vspaero-wing ok 5.225s (session 49097)
[mega-batch] #111810 openfoam-cylinder ok 1.441s (session 49098)
[mega-batch] #111812 reduced-order ok 0.0s (session 49099)
[mega-batch] #111813 openfoam-cylinder ok 0.736s (session 49100)
[mega-batch] #111805 vspaero-wing ok 5.228s (session 49101)
[mega-batch] #111815 reduced-order ok 0.0s (session 49102)
[mega-batch] #111808 vspaero-wing ok 5.228s (session 49103)
[mega-batch] #111811 vspaero-wing ok 5.227s (session 49104)
[mega-batch] #111818 reduced-order ok 0.0s (session 49105)
[mega-batch] #111816 openfoam-cylinder ok 2.95s (session 49106)
[mega-batch] #111814 vspaero-wing ok 5.227s (session 49107)
[mega-batch] #111821 reduced-order ok 0.0s (session 49108)
[mega-batch] #111819 openfoam-cylinder ok 1.592s (session 49109)
[mega-batch] #111822 openfoam-cylinder ok 2.146s (session 49110)
[mega-batch] #111824 reduced-order ok 0.0s (session 49111)
[mega-batch] #111817 vspaero-wing ok 5.226s (session 49112)
[mega-batch] #111820 vspaero-wing ok 5.227s (session 49113)
[mega-batch] #111827 reduced-order ok 0.0s (session 49114)
[mega-batch] #111823 vspaero-wing ok 5.224s (session 49115)
[mega-batch] #111825 openfoam-cylinder ok 4.508s (session 49116)
[mega-batch] #111830 reduced-order ok 0.0s (session 49117)
[mega-batch] #111828 openfoam-cylinder ok 3.6s (session 49118)
[mega-batch] #111826 vspaero-wing ok 5.226s (session 49119)
[mega-batch] #111833 reduced-order ok 0.0s (session 49120)
[mega-batch] #111831 openfoam-cylinder ok 2.713s (session 49121)
[mega-batch] #111834 openfoam-cylinder ok 1.298s (session 49122)
[mega-batch] #111836 reduced-order ok 0.0s (session 49123)
[mega-batch] #111837 openfoam-cylinder ok 0.988s (session 49124)
[mega-batch] #111829 vspaero-wing ok 5.225s (session 49125)
[mega-batch] #111839 reduced-order ok 0.0s (session 49126)
[mega-batch] #111840 openfoam-cylinder ok 0.786s (session 49127)
[mega-batch] #111832 vspaero-wing ok 5.226s (session 49128)
[mega-batch] #111842 reduced-order ok 0.0s (session 49129)
[mega-batch] #111835 vspaero-wing ok 5.226s (session 49130)
[mega-batch] #111843 openfoam-cylinder ok 2.444s (session 49131)
[mega-batch] #111845 reduced-order ok 0.0s (session 49132)
[mega-batch] #111838 vspaero-wing ok 5.226s (session 49133)
[mega-batch] #111841 vspaero-wing ok 5.179s (session 49134)
[mega-batch] #111848 reduced-order ok 0.0s (session 49135)
[mega-batch] #111846 openfoam-cylinder ok 3.299s (session 49136)
[mega-batch] #111844 vspaero-wing ok 5.232s (session 49137)
[mega-batch] #111851 reduced-order ok 0.0s (session 49138)
[mega-batch] #111849 openfoam-cylinder ok 3.248s (session 49139)
[mega-batch] #111847 vspaero-wing ok 5.18s (session 49140)
[mega-batch] #111854 reduced-order ok 0.0s (session 49141)
[mega-batch] #111855 openfoam-cylinder ok 2.947s (session 49142)
[mega-batch] #111852 openfoam-cylinder ok 4.064s (session 49143)
[mega-batch] #111857 reduced-order ok 0.0s (session 49144)
[mega-batch] #111850 vspaero-wing ok 5.23s (session 49145)
[mega-batch] #111858 openfoam-cylinder ok 1.393s (session 49146)
[mega-batch] #111860 reduced-order ok 0.0s (session 49147)
[mega-batch] #111853 vspaero-wing ok 5.226s (session 49148)
[mega-batch] #111861 openfoam-cylinder ok 1.39s (session 49149)
[mega-batch] #111863 reduced-order ok 0.0s (session 49150)
[mega-batch] #111864 openfoam-cylinder ok 2.195s (session 49151)
[mega-batch] #111856 vspaero-wing ok 5.228s (session 49152)
[mega-batch] #111866 reduced-order ok 0.0s (session 49153)
[mega-batch] #111859 vspaero-wing ok 5.181s (session 49154)
[mega-batch] #111867 openfoam-cylinder ok 0.938s (session 49155)
[mega-batch] #111869 reduced-order ok 0.0s (session 49156)
[mega-batch] #111862 vspaero-wing ok 5.225s (session 49157)
[mega-batch] #111870 openfoam-cylinder ok 3.198s (session 49158)
[mega-batch] #111872 reduced-order ok 0.0s (session 49159)
[mega-batch] #111865 vspaero-wing ok 5.23s (session 49160)
[mega-batch] #111868 vspaero-wing ok 5.224s (session 49161)
[mega-batch] #111875 reduced-order ok 0.0s (session 49162)
[mega-batch] #111873 openfoam-cylinder ok 2.697s (session 49163)
[mega-batch] #111871 vspaero-wing ok 5.228s (session 49164)
[mega-batch] #111878 reduced-order ok 0.0s (session 49165)
[mega-batch] #111879 openfoam-cylinder ok 1.04s (session 49166)
[mega-batch] #111876 openfoam-cylinder ok 2.848s (session 49167)
[mega-batch] #111881 reduced-order ok 0.0s (session 49168)
[mega-batch] #111882 openfoam-cylinder ok 1.39s (session 49169)
[mega-batch] #111874 vspaero-wing ok 5.192s (session 49170)
[mega-batch] #111884 reduced-order ok 0.0s (session 49171)
[mega-batch] #111885 openfoam-cylinder ok 1.139s (session 49172)
[mega-batch] #111877 vspaero-wing ok 5.234s (session 49173)
[mega-batch] #111887 reduced-order ok 0.0s (session 49174)
[mega-batch] #111888 openfoam-cylinder ok 1.088s (session 49175)
[mega-batch] #111880 vspaero-wing ok 5.224s (session 49176)
[mega-batch] #111890 reduced-order ok 0.0s (session 49177)
[mega-batch] #111891 openfoam-cylinder ok 1.088s (session 49178)
[mega-batch] #111883 vspaero-wing ok 5.226s (session 49179)
[mega-batch] #111893 reduced-order ok 0.0s (session 49180)
[mega-batch] #111886 vspaero-wing ok 5.226s (session 49181)
[mega-batch] #111894 openfoam-cylinder ok 2.444s (session 49182)
[mega-batch] #111896 reduced-order ok 0.0s (session 49183)
[mega-batch] #111897 openfoam-cylinder ok 0.937s (session 49184)
[mega-batch] #111889 vspaero-wing ok 5.225s (session 49185)
[mega-batch] #111899 reduced-order ok 0.0s (session 49186)
[mega-batch] #111900 openfoam-cylinder ok 0.736s (session 49187)
[mega-batch] #111892 vspaero-wing ok 5.226s (session 49188)
[mega-batch] #111902 reduced-order ok 0.0s (session 49189)
[mega-batch] #111903 openfoam-cylinder ok 2.395s (session 49190)
[mega-batch] #111895 vspaero-wing ok 5.231s (session 49191)
[mega-batch] #111905 reduced-order ok 0.0s (session 49192)
[mega-batch] #111898 vspaero-wing ok 5.23s (session 49193)
[mega-batch] #111901 vspaero-wing ok 5.226s (session 49194)
[mega-batch] #111908 reduced-order ok 0.0s (session 49195)
[mega-batch] #111909 openfoam-cylinder ok 0.938s (session 49196)
[mega-batch] #111906 openfoam-cylinder ok 4.805s (session 49197)
[mega-batch] #111911 reduced-order ok 0.0s (session 49198)
[mega-batch] #111904 vspaero-wing ok 5.224s (session 49199)
[mega-batch] #111907 vspaero-wing ok 5.226s (session 49200)
[mega-batch] #111914 reduced-order ok 0.0s (session 49201)
[mega-batch] #111915 openfoam-cylinder ok 0.735s (session 49202)
[mega-batch] #111910 vspaero-wing ok 5.225s (session 49203)
[mega-batch] #111917 reduced-order ok 0.0s (session 49204)
[mega-batch] #111912 openfoam-cylinder ok 4.155s (session 49205)
[mega-batch] #111918 openfoam-cylinder ok 1.391s (session 49206)
[mega-batch] #111920 reduced-order ok 0.0s (session 49207)
[mega-batch] #111913 vspaero-wing ok 5.23s (session 49208)
[mega-batch] #111921 openfoam-cylinder ok 0.939s (session 49209)
[mega-batch] #111923 reduced-order ok 0.0s (session 49210)
[mega-batch] #111924 openfoam-cylinder ok 0.937s (session 49211)
[mega-batch] #111916 vspaero-wing ok 5.226s (session 49212)
[mega-batch] #111926 reduced-order ok 0.0s (session 49213)
[mega-batch] #111927 openfoam-cylinder ok 0.988s (session 49214)
[mega-batch] #111919 vspaero-wing ok 5.226s (session 49215)
[mega-batch] #111929 reduced-order ok 0.0s (session 49216)
[mega-batch] #111922 vspaero-wing ok 5.226s (session 49217)
[mega-batch] #111925 vspaero-wing ok 5.224s (session 49218)
[mega-batch] #111932 reduced-order ok 0.0s (session 49219)
[mega-batch] #111930 openfoam-cylinder ok 3.751s (session 49220)
[mega-batch] #111928 vspaero-wing ok 5.225s (session 49221)
[mega-batch] #111935 reduced-order ok 0.0s (session 49222)
[mega-batch] #111931 vspaero-wing ok 5.224s (session 49223)
[mega-batch] #111933 openfoam-cylinder ok 3.801s (session 49224)
[mega-batch] #111938 reduced-order ok 0.0s (session 49225)
[mega-batch] #111936 openfoam-cylinder ok 2.595s (session 49226)
[mega-batch] #111939 openfoam-cylinder ok 0.894s (session 49227)
[mega-batch] #111941 reduced-order ok 0.0s (session 49228)
[mega-batch] #111942 openfoam-cylinder ok 1.34s (session 49229)
[mega-batch] #111934 vspaero-wing ok 5.226s (session 49230)
[mega-batch] #111944 reduced-order ok 0.0s (session 49231)
[mega-batch] #111945 openfoam-cylinder ok 2.698s (session 49232)
[mega-batch] #111937 vspaero-wing ok 5.237s (session 49233)
[mega-batch] #111947 reduced-order ok 0.0s (session 49234)
[mega-batch] #111948 openfoam-cylinder ok 0.736s (session 49235)
[mega-batch] #111940 vspaero-wing ok 5.225s (session 49236)
[mega-batch] #111950 reduced-order ok 0.0s (session 49237)
[mega-batch] #111951 openfoam-cylinder ok 0.887s (session 49238)
[mega-batch] #111943 vspaero-wing ok 5.226s (session 49239)
[mega-batch] #111953 reduced-order ok 0.0s (session 49240)
[mega-batch] #111954 openfoam-cylinder ok 0.937s (session 49241)
[mega-batch] #111946 vspaero-wing ok 5.227s (session 49242)
[mega-batch] #111956 reduced-order ok 0.0s (session 49243)
[mega-batch] #111957 openfoam-cylinder ok 0.685s (session 49244)
[mega-batch] #111949 vspaero-wing ok 5.175s (session 49245)
[mega-batch] #111959 reduced-order ok 0.0s (session 49246)
[mega-batch] #111952 vspaero-wing ok 5.225s (session 49247)
[mega-batch] #111960 openfoam-cylinder ok 1.389s (session 49248)
[mega-batch] #111962 reduced-order ok 0.0s (session 49249)
[mega-batch] #111955 vspaero-wing ok 5.225s (session 49250)
[mega-batch] #111963 openfoam-cylinder ok 2.746s (session 49251)
[mega-batch] #111965 reduced-order ok 0.0s (session 49252)
[mega-batch] #111958 vspaero-wing ok 5.176s (session 49253)
[mega-batch] #111961 vspaero-wing ok 5.225s (session 49254)
[mega-batch] #111968 reduced-order ok 0.0s (session 49255)
[mega-batch] #111966 openfoam-cylinder ok 2.143s (session 49256)
[mega-batch] #111969 openfoam-cylinder ok 1.239s (session 49257)
[mega-batch] #111971 reduced-order ok 0.0s (session 49258)
[mega-batch] #111964 vspaero-wing ok 5.178s (session 49259)
[mega-batch] #111967 vspaero-wing ok 5.226s (session 49260)
[mega-batch] #111974 reduced-order ok 0.0s (session 49261)
[mega-batch] #111972 openfoam-cylinder ok 3.147s (session 49262)
[mega-batch] #111970 vspaero-wing ok 5.226s (session 49263)
[mega-batch] #111977 reduced-order ok 0.0s (session 49264)
[mega-batch] #111973 vspaero-wing ok 5.275s (session 49265)
[mega-batch] #111975 openfoam-cylinder ok 3.149s (session 49266)
[mega-batch] #111980 reduced-order ok 0.0s (session 49267)
[mega-batch] #111978 openfoam-cylinder ok 3.599s (session 49268)
[mega-batch] #111981 openfoam-cylinder ok 1.795s (session 49269)
[mega-batch] #111983 reduced-order ok 0.0s (session 49270)
[mega-batch] #111976 vspaero-wing ok 5.232s (session 49271)
[mega-batch] #111984 openfoam-cylinder ok 0.846s (session 49272)
[mega-batch] #111986 reduced-order ok 0.0s (session 49273)
[mega-batch] #111987 openfoam-cylinder ok 1.139s (session 49274)
[mega-batch] #111979 vspaero-wing ok 5.228s (session 49275)
[mega-batch] #111989 reduced-order ok 0.0s (session 49276)
[mega-batch] #111982 vspaero-wing ok 5.227s (session 49277)
[mega-batch] #111985 vspaero-wing ok 5.224s (session 49278)
[mega-batch] #111992 reduced-order ok 0.0s (session 49279)
[mega-batch] #111990 openfoam-cylinder ok 3.0s (session 49280)
[mega-batch] #111988 vspaero-wing ok 5.226s (session 49281)
[mega-batch] #111995 reduced-order ok 0.0s (session 49282)
[mega-batch] #111993 openfoam-cylinder ok 1.592s (session 49283)
[mega-batch] #111996 openfoam-cylinder ok 3.052s (session 49284)
[mega-batch] #111998 reduced-order ok 0.0s (session 49285)
[mega-batch] #111991 vspaero-wing ok 5.225s (session 49286)
[mega-batch] #111994 vspaero-wing ok 5.226s (session 49287)
[mega-batch] #112001 reduced-order ok 0.0s (session 49288)
[mega-batch] #111999 openfoam-cylinder ok 1.493s (session 49289)
[mega-batch] #111997 vspaero-wing ok 5.275s (session 49290)
[mega-batch] #112004 reduced-order ok 0.0s (session 49291)
[mega-batch] #112005 openfoam-cylinder ok 0.937s (session 49292)
[mega-batch] #112002 openfoam-cylinder ok 3.259s (session 49293)
[mega-batch] #112007 reduced-order ok 0.0s (session 49294)
[mega-batch] #112008 openfoam-cylinder ok 0.937s (session 49295)
[mega-batch] #112000 vspaero-wing ok 5.275s (session 49296)
[mega-batch] #112010 reduced-order ok 0.0s (session 49297)
[mega-batch] #112011 openfoam-cylinder ok 1.138s (session 49298)
[mega-batch] #112003 vspaero-wing ok 5.281s (session 49299)
[mega-batch] #112013 reduced-order ok 0.0s (session 49300)
[mega-batch] #112006 vspaero-wing ok 5.226s (session 49301)
[mega-batch] #112014 openfoam-cylinder ok 1.943s (session 49302)
[mega-batch] #112016 reduced-order ok 0.0s (session 49303)
[mega-batch] #112009 vspaero-wing ok 5.227s (session 49304)
[mega-batch] #112017 openfoam-cylinder ok 2.194s (session 49305)
[mega-batch] #112019 reduced-order ok 0.0s (session 49306)
[mega-batch] #112012 vspaero-wing ok 5.175s (session 49307)
[mega-batch] #112015 vspaero-wing ok 5.231s (session 49308)
[mega-batch] #112022 reduced-order ok 0.0s (session 49309)
[mega-batch] #112020 openfoam-cylinder ok 3.298s (session 49310)
[mega-batch] #112023 openfoam-cylinder ok 1.542s (session 49311)
[mega-batch] #112025 reduced-order ok 0.0s (session 49312)
[mega-batch] #112018 vspaero-wing ok 5.224s (session 49313)
[mega-batch] #112021 vspaero-wing ok 5.229s (session 49314)
[mega-batch] #112028 reduced-order ok 0.0s (session 49315)
[mega-batch] #112026 openfoam-cylinder ok 1.541s (session 49316)
[mega-batch] #112029 openfoam-cylinder ok 1.295s (session 49317)
[mega-batch] #112031 reduced-order ok 0.0s (session 49318)
[mega-batch] #112032 openfoam-cylinder ok 0.736s (session 49319)
[mega-batch] #112024 vspaero-wing ok 5.23s (session 49320)
[mega-batch] #112034 reduced-order ok 0.0s (session 49321)
[mega-batch] #112027 vspaero-wing ok 5.226s (session 49322)
[mega-batch] #112035 openfoam-cylinder ok 1.693s (session 49323)
[mega-batch] #112037 reduced-order ok 0.0s (session 49324)
[mega-batch] #112030 vspaero-wing ok 5.181s (session 49325)
[mega-batch] #112033 vspaero-wing ok 5.225s (session 49326)
[mega-batch] #112040 reduced-order ok 0.0s (session 49327)
[mega-batch] #112038 openfoam-cylinder ok 3.7s (session 49328)
[mega-batch] #112041 openfoam-cylinder ok 0.989s (session 49329)
[mega-batch] #112043 reduced-order ok 0.0s (session 49330)
[mega-batch] #112036 vspaero-wing ok 5.225s (session 49331)
[mega-batch] #112044 openfoam-cylinder ok 2.043s (session 49332)
[mega-batch] #112046 reduced-order ok 0.0s (session 49333)
[mega-batch] #112039 vspaero-wing ok 5.227s (session 49334)
[mega-batch] #112047 openfoam-cylinder ok 1.491s (session 49335)
[mega-batch] #112049 reduced-order ok 0.0s (session 49336)
[mega-batch] #112050 openfoam-cylinder ok 0.836s (session 49337)
[mega-batch] #112042 vspaero-wing ok 5.231s (session 49338)
[mega-batch] #112052 reduced-order ok 0.0s (session 49339)
[mega-batch] #112053 openfoam-cylinder ok 1.038s (session 49340)
[mega-batch] #112045 vspaero-wing ok 5.229s (session 49341)
[mega-batch] #112055 reduced-order ok 0.0s (session 49342)
[mega-batch] #112048 vspaero-wing ok 5.23s (session 49343)
[mega-batch] #112056 openfoam-cylinder ok 2.196s (session 49344)
[mega-batch] #112058 reduced-order ok 0.0s (session 49345)
[mega-batch] #112051 vspaero-wing ok 5.226s (session 49346)
[mega-batch] #112059 openfoam-cylinder ok 1.39s (session 49347)
[mega-batch] #112061 reduced-order ok 0.0s (session 49348)
[mega-batch] #112062 openfoam-cylinder ok 0.79s (session 49349)
[mega-batch] #112054 vspaero-wing ok 5.226s (session 49350)
[mega-batch] #112064 reduced-order ok 0.0s (session 49351)
[mega-batch] #112057 vspaero-wing ok 5.226s (session 49352)
[mega-batch] #112065 openfoam-cylinder ok 2.194s (session 49353)
[mega-batch] #112067 reduced-order ok 0.0s (session 49354)
[mega-batch] #112068 openfoam-cylinder ok 0.886s (session 49355)
[mega-batch] #112060 vspaero-wing ok 5.226s (session 49356)
[mega-batch] #112070 reduced-order ok 0.0s (session 49357)
[mega-batch] #112063 vspaero-wing ok 5.225s (session 49358)
[mega-batch] #112071 openfoam-cylinder ok 2.746s (session 49359)
[mega-batch] #112073 reduced-order ok 0.0s (session 49360)
[mega-batch] #112066 vspaero-wing ok 5.225s (session 49361)
[mega-batch] #112069 vspaero-wing ok 5.232s (session 49362)
[mega-batch] #112076 reduced-order ok 0.0s (session 49363)
[mega-batch] #112077 openfoam-cylinder ok 1.39s (session 49364)
[mega-batch] #112072 vspaero-wing ok 5.229s (session 49365)
[mega-batch] #112079 reduced-order ok 0.0s (session 49366)
[mega-batch] #112074 openfoam-cylinder ok 3.957s (session 49367)
[mega-batch] #112075 vspaero-wing ok 5.227s (session 49368)
[mega-batch] #112082 reduced-order ok 0.0s (session 49369)
[mega-batch] #112083 openfoam-cylinder ok 1.591s (session 49370)
[mega-batch] #112080 openfoam-cylinder ok 3.852s (session 49371)
[mega-batch] #112085 reduced-order ok 0.0s (session 49372)
[mega-batch] #112078 vspaero-wing ok 5.176s (session 49373)
[mega-batch] #112086 openfoam-cylinder ok 1.442s (session 49374)
[mega-batch] #112088 reduced-order ok 0.0s (session 49375)
[mega-batch] #112081 vspaero-wing ok 5.227s (session 49376)
[mega-batch] #112089 openfoam-cylinder ok 0.638s (session 49377)
[mega-batch] #112091 reduced-order ok 0.0s (session 49378)
[mega-batch] #112092 openfoam-cylinder ok 1.239s (session 49379)
[mega-batch] #112084 vspaero-wing ok 5.234s (session 49380)
[mega-batch] #112094 reduced-order ok 0.0s (session 49381)
[mega-batch] #112095 openfoam-cylinder ok 0.786s (session 49382)
[mega-batch] #112087 vspaero-wing ok 5.228s (session 49383)
[mega-batch] #112097 reduced-order ok 0.0s (session 49384)
[mega-batch] #112090 vspaero-wing ok 5.229s (session 49385)
[mega-batch] #112093 vspaero-wing ok 5.225s (session 49386)
[mega-batch] #112100 reduced-order ok 0.0s (session 49387)
[mega-batch] #112098 openfoam-cylinder ok 3.096s (session 49388)
[mega-batch] #112096 vspaero-wing ok 5.226s (session 49389)
[mega-batch] #112103 reduced-order ok 0.0s (session 49390)
[mega-batch] #112101 openfoam-cylinder ok 3.202s (session 49391)
[mega-batch] #112099 vspaero-wing ok 5.225s (session 49392)
[mega-batch] #112106 reduced-order ok 0.0s (session 49393)
[mega-batch] #112107 openfoam-cylinder ok 0.635s (session 49394)
[mega-batch] #112104 openfoam-cylinder ok 3.4s (session 49395)
[mega-batch] #112109 reduced-order ok 0.0s (session 49396)
[mega-batch] #112102 vspaero-wing ok 5.231s (session 49397)
[mega-batch] #112110 openfoam-cylinder ok 1.692s (session 49398)
[mega-batch] #112112 reduced-order ok 0.0s (session 49399)
[mega-batch] #112105 vspaero-wing ok 5.226s (session 49400)
[mega-batch] #112113 openfoam-cylinder ok 0.786s (session 49401)
[mega-batch] #112115 reduced-order ok 0.0s (session 49402)
[mega-batch] #112108 vspaero-wing ok 5.225s (session 49403)
[mega-batch] #112111 vspaero-wing ok 5.229s (session 49404)
[mega-batch] #112118 reduced-order ok 0.0s (session 49405)
[mega-batch] #112119 openfoam-cylinder ok 1.389s (session 49406)
[mega-batch] #112116 openfoam-cylinder ok 4.405s (session 49407)
[mega-batch] #112121 reduced-order ok 0.0s (session 49408)
[mega-batch] #112122 openfoam-cylinder ok 0.635s (session 49409)
[mega-batch] #112114 vspaero-wing ok 5.228s (session 49410)
[mega-batch] #112124 reduced-order ok 0.0s (session 49411)
[mega-batch] #112125 openfoam-cylinder ok 0.988s (session 49412)
[mega-batch] #112117 vspaero-wing ok 5.232s (session 49413)
[mega-batch] #112127 reduced-order ok 0.0s (session 49414)
[mega-batch] #112128 openfoam-cylinder ok 0.836s (session 49415)
[mega-batch] #112120 vspaero-wing ok 5.234s (session 49416)
[mega-batch] #112130 reduced-order ok 0.0s (session 49417)
[mega-batch] #112123 vspaero-wing ok 5.226s (session 49418)
[mega-batch] #112131 openfoam-cylinder ok 1.744s (session 49419)
[mega-batch] #112133 reduced-order ok 0.0s (session 49420)
[mega-batch] #112126 vspaero-wing ok 5.226s (session 49421)
[mega-batch] #112129 vspaero-wing ok 5.225s (session 49422)
[mega-batch] #112136 reduced-order ok 0.0s (session 49423)
[mega-batch] #112134 openfoam-cylinder ok 1.742s (session 49424)
[mega-batch] #112137 openfoam-cylinder ok 0.736s (session 49425)
[mega-batch] #112139 reduced-order ok 0.0s (session 49426)
[mega-batch] #112140 openfoam-cylinder ok 1.641s (session 49427)
[mega-batch] #112132 vspaero-wing ok 5.226s (session 49428)
[mega-batch] #112142 reduced-order ok 0.0s (session 49429)
[mega-batch] #112135 vspaero-wing ok 5.236s (session 49430)
[mega-batch] #112143 openfoam-cylinder ok 1.24s (session 49431)
[mega-batch] #112145 reduced-order ok 0.0s (session 49432)
[mega-batch] #112138 vspaero-wing ok 5.224s (session 49433)
[mega-batch] #112146 openfoam-cylinder ok 1.793s (session 49434)
[mega-batch] #112148 reduced-order ok 0.0s (session 49435)
[mega-batch] #112149 openfoam-cylinder ok 0.886s (session 49436)
[mega-batch] #112141 vspaero-wing ok 5.182s (session 49437)
[mega-batch] #112151 reduced-order ok 0.0s (session 49438)
[mega-batch] #112144 vspaero-wing ok 5.232s (session 49439)
[mega-batch] #112147 vspaero-wing ok 5.224s (session 49440)
[mega-batch] #112154 reduced-order ok 0.0s (session 49441)
[mega-batch] #112152 openfoam-cylinder ok 3.5s (session 49442)
[mega-batch] #112150 vspaero-wing ok 5.176s (session 49443)
[mega-batch] #112157 reduced-order ok 0.0s (session 49444)
[mega-batch] #112158 openfoam-cylinder ok 0.685s (session 49445)
[mega-batch] #112155 openfoam-cylinder ok 2.494s (session 49446)
[mega-batch] #112160 reduced-order ok 0.0s (session 49447)
[mega-batch] #112153 vspaero-wing ok 5.225s (session 49448)
[mega-batch] #112156 vspaero-wing ok 5.224s (session 49449)
[mega-batch] #112163 reduced-order ok 0.0s (session 49450)
[mega-batch] #112161 openfoam-cylinder ok 4.103s (session 49451)
[mega-batch] #112159 vspaero-wing ok 5.227s (session 49452)
[mega-batch] #112166 reduced-order ok 0.0s (session 49453)
[mega-batch] #112162 vspaero-wing ok 5.224s (session 49454)
[mega-batch] #112167 openfoam-cylinder ok 1.903s (session 49455)
[mega-batch] #112169 reduced-order ok 0.0s (session 49456)
[mega-batch] #112164 openfoam-cylinder ok 4.354s (session 49457)
[mega-batch] #112170 openfoam-cylinder ok 2.447s (session 49458)
[mega-batch] #112172 reduced-order ok 0.0s (session 49459)
[mega-batch] #112165 vspaero-wing ok 5.232s (session 49460)
[mega-batch] #112173 openfoam-cylinder ok 0.686s (session 49461)
[mega-batch] #112175 reduced-order ok 0.0s (session 49462)
[mega-batch] #112176 openfoam-cylinder ok 0.937s (session 49463)
[mega-batch] #112168 vspaero-wing ok 5.235s (session 49464)
[mega-batch] #112178 reduced-order ok 0.0s (session 49465)
[mega-batch] #112171 vspaero-wing ok 5.226s (session 49466)
[mega-batch] #112179 openfoam-cylinder ok 0.997s (session 49467)
[mega-batch] #112181 reduced-order ok 0.0s (session 49468)
[mega-batch] #112182 openfoam-cylinder ok 1.892s (session 49469)
[mega-batch] #112174 vspaero-wing ok 5.178s (session 49470)
[mega-batch] #112184 reduced-order ok 0.0s (session 49471)
[mega-batch] #112185 openfoam-cylinder ok 0.989s (session 49472)
[mega-batch] #112177 vspaero-wing ok 5.226s (session 49473)
[mega-batch] #112187 reduced-order ok 0.0s (session 49474)
[mega-batch] #112180 vspaero-wing ok 5.183s (session 49475)
[mega-batch] #112188 openfoam-cylinder ok 3.85s (session 49476)
[mega-batch] #112190 reduced-order ok 0.0s (session 49477)
[mega-batch] #112183 vspaero-wing ok 5.227s (session 49478)
[mega-batch] #112191 openfoam-cylinder ok 0.84s (session 49479)
[mega-batch] #112193 reduced-order ok 0.0s (session 49480)
[mega-batch] #112186 vspaero-wing ok 5.226s (session 49481)
[mega-batch] #112194 openfoam-cylinder ok 0.887s (session 49482)
[mega-batch] #112196 reduced-order ok 0.0s (session 49483)
[mega-batch] #112197 openfoam-cylinder ok 1.49s (session 49484)
[mega-batch] #112189 vspaero-wing ok 5.225s (session 49485)
[mega-batch] #112199 reduced-order ok 0.0s (session 49486)
[mega-batch] #112200 openfoam-cylinder ok 1.994s (session 49487)
[mega-batch] #112192 vspaero-wing ok 5.225s (session 49488)
[mega-batch] #112202 reduced-order ok 0.0s (session 49489)
[mega-batch] #112203 openfoam-cylinder ok 0.892s (session 49490)
[mega-batch] #112195 vspaero-wing ok 5.227s (session 49491)
[mega-batch] #112205 reduced-order ok 0.0s (session 49492)
[mega-batch] #112206 openfoam-cylinder ok 1.491s (session 49493)
[mega-batch] #112198 vspaero-wing ok 5.226s (session 49494)
[mega-batch] #112208 reduced-order ok 0.0s (session 49495)
[mega-batch] #112209 openfoam-cylinder ok 1.239s (session 49496)
[mega-batch] #112201 vspaero-wing ok 5.225s (session 49497)
[mega-batch] #112211 reduced-order ok 0.0s (session 49498)
[mega-batch] #112212 openfoam-cylinder ok 0.886s (session 49499)
[mega-batch] #112204 vspaero-wing ok 5.225s (session 49500)
[mega-batch] learning refreshed: 113379 ledger rows distilled
[mega-batch] #112214 reduced-order ok 0.0s (session 49501)
[mega-batch] #112207 vspaero-wing ok 5.286s (session 49502)
[mega-batch] #112215 openfoam-cylinder ok 1.29s (session 49503)
[mega-batch] #112217 reduced-order ok 0.0s (session 49504)
[mega-batch] #112210 vspaero-wing ok 5.182s (session 49505)
[mega-batch] #112213 vspaero-wing ok 5.219s (session 49506)
[mega-batch] #112220 reduced-order ok 0.0s (session 49507)
[mega-batch] #112221 openfoam-cylinder ok 0.685s (session 49508)
[mega-batch] #112216 vspaero-wing ok 5.174s (session 49509)
[mega-batch] #112223 reduced-order ok 0.0s (session 49510)
[mega-batch] #112218 openfoam-cylinder ok 4.152s (session 49511)
[mega-batch] #112219 vspaero-wing ok 5.226s (session 49512)
[mega-batch] #112226 reduced-order ok 0.0s (session 49513)
[mega-batch] #112227 openfoam-cylinder ok 0.937s (session 49514)
[mega-batch] #112224 openfoam-cylinder ok 3.906s (session 49515)
[mega-batch] #112229 reduced-order ok 0.0s (session 49516)
[mega-batch] #112222 vspaero-wing ok 5.229s (session 49517)
[mega-batch] #112225 vspaero-wing ok 5.225s (session 49518)
[mega-batch] #112232 reduced-order ok 0.0s (session 49519)
[mega-batch] #112230 openfoam-cylinder ok 2.647s (session 49520)
[mega-batch] #112228 vspaero-wing ok 5.226s (session 49521)
[mega-batch] #112235 reduced-order ok 0.0s (session 49522)
[mega-batch] #112236 openfoam-cylinder ok 0.635s (session 49523)
