[mega-batch] resuming: 24076 indices already in ledger
[mega-batch] #91761 openfoam-cylinder ok 0.634s (session 29048)
[mega-batch] #91753 vspaero-wing ok 5.227s (session 29049)
[mega-batch] #91763 reduced-order ok 0.0s (session 29050)
[mega-batch] #91756 vspaero-wing ok 5.226s (session 29051)
[mega-batch] #91759 vspaero-wing ok 5.225s (session 29052)
[mega-batch] #91766 reduced-order ok 0.0s (session 29053)
[mega-batch] #91764 openfoam-cylinder ok 3.9s (session 29054)
[mega-batch] #91762 vspaero-wing ok 5.228s (session 29055)
[mega-batch] #91769 reduced-order ok 0.0s (session 29056)
[mega-batch] #91767 openfoam-cylinder ok 1.845s (session 29057)
[mega-batch] #91770 openfoam-cylinder ok 0.737s (session 29058)
[mega-batch] #91772 reduced-order ok 0.0s (session 29059)
[mega-batch] #91765 vspaero-wing ok 5.226s (session 29060)
[mega-batch] #91773 openfoam-cylinder ok 2.194s (session 29061)
[mega-batch] #91775 reduced-order ok 0.0s (session 29062)
[mega-batch] #91768 vspaero-wing ok 5.229s (session 29063)
[mega-batch] #91771 vspaero-wing ok 5.224s (session 29064)
[mega-batch] #91778 reduced-order ok 0.0s (session 29065)
[mega-batch] #91776 openfoam-cylinder ok 3.749s (session 29066)
[mega-batch] #91774 vspaero-wing ok 5.224s (session 29067)
[mega-batch] #91781 reduced-order ok 0.0s (session 29068)
[mega-batch] #91779 openfoam-cylinder ok 2.143s (session 29069)
[mega-batch] #91782 openfoam-cylinder ok 1.094s (session 29070)
[mega-batch] #91784 reduced-order ok 0.0s (session 29071)
[mega-batch] #91777 vspaero-wing ok 5.227s (session 29072)
[mega-batch] #91785 openfoam-cylinder ok 3.448s (session 29073)
[mega-batch] #91787 reduced-order ok 0.0s (session 29074)
[mega-batch] #91780 vspaero-wing ok 5.225s (session 29075)
[mega-batch] #91783 vspaero-wing ok 5.225s (session 29076)
[mega-batch] #91790 reduced-order ok 0.0s (session 29077)
[mega-batch] #91788 openfoam-cylinder ok 2.194s (session 29078)
[mega-batch] #91791 openfoam-cylinder ok 1.39s (session 29079)
[mega-batch] #91793 reduced-order ok 0.0s (session 29080)
[mega-batch] #91786 vspaero-wing ok 5.225s (session 29081)
[mega-batch] #91789 vspaero-wing ok 5.225s (session 29082)
[mega-batch] #91796 reduced-order ok 0.0s (session 29083)
[mega-batch] #91797 openfoam-cylinder ok 0.685s (session 29084)
[mega-batch] #91794 openfoam-cylinder ok 3.548s (session 29085)
[mega-batch] #91799 reduced-order ok 0.0s (session 29086)
[mega-batch] #91792 vspaero-wing ok 5.227s (session 29087)
[mega-batch] #91795 vspaero-wing ok 5.225s (session 29088)
[mega-batch] #91802 reduced-order ok 0.0s (session 29089)
[mega-batch] #91800 openfoam-cylinder ok 3.65s (session 29090)
[mega-batch] #91798 vspaero-wing ok 5.225s (session 29091)
[mega-batch] #91805 reduced-order ok 0.0s (session 29092)
[mega-batch] #91803 openfoam-cylinder ok 3.199s (session 29093)
[mega-batch] #91806 openfoam-cylinder ok 1.037s (session 29094)
[mega-batch] #91808 reduced-order ok 0.0s (session 29095)
[mega-batch] #91801 vspaero-wing ok 5.235s (session 29096)
[mega-batch] #91804 vspaero-wing ok 5.23s (session 29097)
[mega-batch] #91811 reduced-order ok 0.0s (session 29098)
[mega-batch] #91809 openfoam-cylinder ok 3.951s (session 29099)
[mega-batch] #91807 vspaero-wing ok 5.23s (session 29100)
[mega-batch] #91814 reduced-order ok 0.0s (session 29101)
[mega-batch] #91810 vspaero-wing ok 5.236s (session 29102)
[mega-batch] #91815 openfoam-cylinder ok 1.439s (session 29103)
[mega-batch] #91817 reduced-order ok 0.0s (session 29104)
[mega-batch] #91812 openfoam-cylinder ok 3.702s (session 29105)
[mega-batch] #91818 openfoam-cylinder ok 1.037s (session 29106)
[mega-batch] #91820 reduced-order ok 0.0s (session 29107)
[mega-batch] #91821 openfoam-cylinder ok 0.685s (session 29108)
[mega-batch] #91813 vspaero-wing ok 5.225s (session 29109)
[mega-batch] #91823 reduced-order ok 0.0s (session 29110)
[mega-batch] #91816 vspaero-wing ok 5.225s (session 29111)
[mega-batch] #91824 openfoam-cylinder ok 2.093s (session 29112)
[mega-batch] #91826 reduced-order ok 0.0s (session 29113)
[mega-batch] #91819 vspaero-wing ok 5.225s (session 29114)
[mega-batch] #91822 vspaero-wing ok 5.224s (session 29115)
[mega-batch] #91829 reduced-order ok 0.0s (session 29116)
[mega-batch] #91827 openfoam-cylinder ok 1.492s (session 29117)
[mega-batch] #91825 vspaero-wing ok 5.224s (session 29118)
[mega-batch] #91832 reduced-order ok 0.0s (session 29119)
[mega-batch] #91828 vspaero-wing ok 5.224s (session 29120)
[mega-batch] #91830 openfoam-cylinder ok 4.476s (session 29121)
[mega-batch] #91835 reduced-order ok 0.0s (session 29122)
[mega-batch] #91833 openfoam-cylinder ok 1.642s (session 29123)
[mega-batch] #91831 vspaero-wing ok 5.229s (session 29124)
[mega-batch] #91838 reduced-order ok 0.0s (session 29125)
[mega-batch] #91836 openfoam-cylinder ok 1.542s (session 29126)
[mega-batch] #91839 openfoam-cylinder ok 0.937s (session 29127)
[mega-batch] #91841 reduced-order ok 0.0s (session 29128)
[mega-batch] #91842 openfoam-cylinder ok 0.736s (session 29129)
[mega-batch] #91834 vspaero-wing ok 5.226s (session 29130)
[mega-batch] #91844 reduced-order ok 0.0s (session 29131)
[mega-batch] #91837 vspaero-wing ok 5.229s (session 29132)
[mega-batch] #91845 openfoam-cylinder ok 1.39s (session 29133)
[mega-batch] #91847 reduced-order ok 0.0s (session 29134)
[mega-batch] #91840 vspaero-wing ok 5.225s (session 29135)
[mega-batch] #91848 openfoam-cylinder ok 1.288s (session 29136)
[mega-batch] #91850 reduced-order ok 0.0s (session 29137)
[mega-batch] #91843 vspaero-wing ok 5.225s (session 29138)
[mega-batch] #91846 vspaero-wing ok 5.279s (session 29139)
[mega-batch] #91853 reduced-order ok 0.0s (session 29140)
[mega-batch] #91851 openfoam-cylinder ok 3.9s (session 29141)
[mega-batch] #91854 openfoam-cylinder ok 1.239s (session 29142)
[mega-batch] #91856 reduced-order ok 0.0s (session 29143)
[mega-batch] #91849 vspaero-wing ok 5.231s (session 29144)
[mega-batch] #91857 openfoam-cylinder ok 0.736s (session 29145)
[mega-batch] #91859 reduced-order ok 0.0s (session 29146)
[mega-batch] #91852 vspaero-wing ok 5.275s (session 29147)
[mega-batch] #91860 openfoam-cylinder ok 3.097s (session 29148)
[mega-batch] #91862 reduced-order ok 0.0s (session 29149)
[mega-batch] #91855 vspaero-wing ok 5.228s (session 29150)
[mega-batch] #91858 vspaero-wing ok 5.275s (session 29151)
[mega-batch] #91865 reduced-order ok 0.0s (session 29152)
[mega-batch] #91863 openfoam-cylinder ok 2.143s (session 29153)
[mega-batch] #91861 vspaero-wing ok 5.275s (session 29154)
[mega-batch] #91868 reduced-order ok 0.0s (session 29155)
[mega-batch] #91866 openfoam-cylinder ok 1.841s (session 29156)
[mega-batch] #91869 openfoam-cylinder ok 2.601s (session 29157)
[mega-batch] #91871 reduced-order ok 0.0s (session 29158)
[mega-batch] #91872 openfoam-cylinder ok 1.088s (session 29159)
[mega-batch] #91864 vspaero-wing ok 5.231s (session 29160)
[mega-batch] #91874 reduced-order ok 0.0s (session 29161)
[mega-batch] #91867 vspaero-wing ok 5.23s (session 29162)
[mega-batch] #91870 vspaero-wing ok 5.227s (session 29163)
[mega-batch] #91877 reduced-order ok 0.0s (session 29164)
[mega-batch] #91875 openfoam-cylinder ok 2.298s (session 29165)
[mega-batch] #91878 openfoam-cylinder ok 1.189s (session 29166)
[mega-batch] #91880 reduced-order ok 0.0s (session 29167)
[mega-batch] #91881 openfoam-cylinder ok 1.44s (session 29168)
[mega-batch] #91873 vspaero-wing ok 5.224s (session 29169)
[mega-batch] #91883 reduced-order ok 0.0s (session 29170)
[mega-batch] #91884 openfoam-cylinder ok 0.634s (session 29171)
[mega-batch] #91876 vspaero-wing ok 5.229s (session 29172)
[mega-batch] #91886 reduced-order ok 0.0s (session 29173)
[mega-batch] #91879 vspaero-wing ok 5.231s (session 29174)
[mega-batch] #91887 openfoam-cylinder ok 3.348s (session 29175)
[mega-batch] #91889 reduced-order ok 0.0s (session 29176)
[mega-batch] #91882 vspaero-wing ok 5.228s (session 29177)
[mega-batch] #91885 vspaero-wing ok 5.226s (session 29178)
[mega-batch] #91892 reduced-order ok 0.0s (session 29179)
[mega-batch] #91888 vspaero-wing ok 5.226s (session 29180)
[mega-batch] #91890 openfoam-cylinder ok 3.799s (session 29181)
[mega-batch] #91895 reduced-order ok 0.0s (session 29182)
[mega-batch] #91893 openfoam-cylinder ok 2.946s (session 29183)
[mega-batch] #91891 vspaero-wing ok 5.276s (session 29184)
[mega-batch] #91898 reduced-order ok 0.0s (session 29185)
[mega-batch] #91899 openfoam-cylinder ok 0.786s (session 29186)
[mega-batch] #91896 openfoam-cylinder ok 4.46s (session 29187)
[mega-batch] #91901 reduced-order ok 0.0s (session 29188)
[mega-batch] #91894 vspaero-wing ok 5.224s (session 29189)
[mega-batch] #91897 vspaero-wing ok 5.225s (session 29190)
[mega-batch] #91904 reduced-order ok 0.0s (session 29191)
[mega-batch] #91902 openfoam-cylinder ok 3.199s (session 29192)
[mega-batch] #91900 vspaero-wing ok 5.224s (session 29193)
[mega-batch] #91907 reduced-order ok 0.0s (session 29194)
[mega-batch] #91905 openfoam-cylinder ok 2.801s (session 29195)
[mega-batch] #91908 openfoam-cylinder ok 0.789s (session 29196)
[mega-batch] #91910 reduced-order ok 0.0s (session 29197)
[mega-batch] #91903 vspaero-wing ok 5.275s (session 29198)
[mega-batch] #91911 openfoam-cylinder ok 4.151s (session 29199)
[mega-batch] #91913 reduced-order ok 0.0s (session 29200)
[mega-batch] #91906 vspaero-wing ok 5.225s (session 29201)
[mega-batch] #91914 openfoam-cylinder ok 0.685s (session 29202)
[mega-batch] #91916 reduced-order ok 0.0s (session 29203)
[mega-batch] #91909 vspaero-wing ok 5.224s (session 29204)
[mega-batch] #91917 openfoam-cylinder ok 0.938s (session 29205)
[mega-batch] #91919 reduced-order ok 0.0s (session 29206)
[mega-batch] #91912 vspaero-wing ok 5.228s (session 29207)
[mega-batch] #91920 openfoam-cylinder ok 0.736s (session 29208)
[mega-batch] #91922 reduced-order ok 0.0s (session 29209)
[mega-batch] #91923 openfoam-cylinder ok 1.39s (session 29210)
[mega-batch] #91915 vspaero-wing ok 5.226s (session 29211)
[mega-batch] #91925 reduced-order ok 0.0s (session 29212)
[mega-batch] #91918 vspaero-wing ok 5.227s (session 29213)
[mega-batch] #91921 vspaero-wing ok 5.226s (session 29214)
[mega-batch] #91928 reduced-order ok 0.0s (session 29215)
[mega-batch] #91926 openfoam-cylinder ok 2.497s (session 29216)
[mega-batch] #91929 openfoam-cylinder ok 1.091s (session 29217)
[mega-batch] #91931 reduced-order ok 0.0s (session 29218)
[mega-batch] #91924 vspaero-wing ok 5.225s (session 29219)
[mega-batch] #91927 vspaero-wing ok 5.225s (session 29220)
[mega-batch] #91934 reduced-order ok 0.0s (session 29221)
[mega-batch] #91932 openfoam-cylinder ok 3.298s (session 29222)
[mega-batch] #91930 vspaero-wing ok 5.277s (session 29223)
[mega-batch] #91937 reduced-order ok 0.0s (session 29224)
[mega-batch] #91935 openfoam-cylinder ok 2.449s (session 29225)
[mega-batch] #91933 vspaero-wing ok 5.227s (session 29226)
[mega-batch] #91940 reduced-order ok 0.0s (session 29227)
[mega-batch] #91941 openfoam-cylinder ok 0.786s (session 29228)
[mega-batch] #91938 openfoam-cylinder ok 2.344s (session 29229)
[mega-batch] #91943 reduced-order ok 0.0s (session 29230)
[mega-batch] #91936 vspaero-wing ok 5.226s (session 29231)
[mega-batch] #91944 openfoam-cylinder ok 1.64s (session 29232)
[mega-batch] #91946 reduced-order ok 0.0s (session 29233)
[mega-batch] #91939 vspaero-wing ok 5.224s (session 29234)
[mega-batch] #91947 openfoam-cylinder ok 2.846s (session 29235)
[mega-batch] #91949 reduced-order ok 0.0s (session 29236)
[mega-batch] #91942 vspaero-wing ok 5.225s (session 29237)
[mega-batch] #91950 openfoam-cylinder ok 0.789s (session 29238)
[mega-batch] #91952 reduced-order ok 0.0s (session 29239)
[mega-batch] #91953 openfoam-cylinder ok 0.988s (session 29240)
[mega-batch] #91945 vspaero-wing ok 5.226s (session 29241)
[mega-batch] #91955 reduced-order ok 0.0s (session 29242)
[mega-batch] #91956 openfoam-cylinder ok 1.037s (session 29243)
[mega-batch] #91948 vspaero-wing ok 5.227s (session 29244)
[mega-batch] #91958 reduced-order ok 0.0s (session 29245)
[mega-batch] #91951 vspaero-wing ok 5.225s (session 29246)
[mega-batch] #91959 openfoam-cylinder ok 2.244s (session 29247)
[mega-batch] #91961 reduced-order ok 0.0s (session 29248)
[mega-batch] #91954 vspaero-wing ok 5.227s (session 29249)
[mega-batch] #91962 openfoam-cylinder ok 1.891s (session 29250)
[mega-batch] #91964 reduced-order ok 0.0s (session 29251)
[mega-batch] #91957 vspaero-wing ok 5.225s (session 29252)
[mega-batch] #91965 openfoam-cylinder ok 1.44s (session 29253)
[mega-batch] #91967 reduced-order ok 0.0s (session 29254)
[mega-batch] #91960 vspaero-wing ok 5.226s (session 29255)
[mega-batch] #91968 openfoam-cylinder ok 1.24s (session 29256)
[mega-batch] #91970 reduced-order ok 0.0s (session 29257)
[mega-batch] #91963 vspaero-wing ok 5.277s (session 29258)
[mega-batch] #91971 openfoam-cylinder ok 1.691s (session 29259)
[mega-batch] #91973 reduced-order ok 0.0s (session 29260)
[mega-batch] #91974 openfoam-cylinder ok 0.886s (session 29261)
[mega-batch] #91966 vspaero-wing ok 5.227s (session 29262)
[mega-batch] #91976 reduced-order ok 0.0s (session 29263)
[mega-batch] #91977 openfoam-cylinder ok 1.441s (session 29264)
[mega-batch] #91969 vspaero-wing ok 5.225s (session 29265)
[mega-batch] #91979 reduced-order ok 0.0s (session 29266)
[mega-batch] #91972 vspaero-wing ok 5.226s (session 29267)
[mega-batch] #91975 vspaero-wing ok 5.225s (session 29268)
[mega-batch] #91982 reduced-order ok 0.0s (session 29269)
[mega-batch] #91980 openfoam-cylinder ok 3.35s (session 29270)
[mega-batch] #91978 vspaero-wing ok 5.229s (session 29271)
[mega-batch] #91985 reduced-order ok 0.0s (session 29272)
[mega-batch] #91986 openfoam-cylinder ok 0.685s (session 29273)
[mega-batch] #91981 vspaero-wing ok 5.226s (session 29274)
[mega-batch] #91988 reduced-order ok 0.0s (session 29275)
[mega-batch] #91983 openfoam-cylinder ok 3.86s (session 29276)
[mega-batch] #91989 openfoam-cylinder ok 1.291s (session 29277)
[mega-batch] #91991 reduced-order ok 0.0s (session 29278)
[mega-batch] #91984 vspaero-wing ok 5.276s (session 29279)
[mega-batch] #91992 openfoam-cylinder ok 1.892s (session 29280)
[mega-batch] #91994 reduced-order ok 0.0s (session 29281)
[mega-batch] #91987 vspaero-wing ok 5.228s (session 29282)
[mega-batch] #91995 openfoam-cylinder ok 0.989s (session 29283)
[mega-batch] #91997 reduced-order ok 0.0s (session 29284)
[mega-batch] #91990 vspaero-wing ok 5.174s (session 29285)
[mega-batch] #91993 vspaero-wing ok 5.227s (session 29286)
[mega-batch] #92000 reduced-order ok 0.0s (session 29287)
[mega-batch] #91998 openfoam-cylinder ok 3.498s (session 29288)
[mega-batch] #92001 openfoam-cylinder ok 1.292s (session 29289)
[mega-batch] #92003 reduced-order ok 0.0s (session 29290)
[mega-batch] #91996 vspaero-wing ok 5.225s (session 29291)
[mega-batch] #92004 openfoam-cylinder ok 2.044s (session 29292)
[mega-batch] #92006 reduced-order ok 0.0s (session 29293)
[mega-batch] #91999 vspaero-wing ok 5.23s (session 29294)
[mega-batch] #92002 vspaero-wing ok 5.23s (session 29295)
[mega-batch] #92009 reduced-order ok 0.0s (session 29296)
[mega-batch] #92007 openfoam-cylinder ok 2.997s (session 29297)
[mega-batch] #92010 openfoam-cylinder ok 0.786s (session 29298)
[mega-batch] #92012 reduced-order ok 0.0s (session 29299)
[mega-batch] #92005 vspaero-wing ok 5.275s (session 29300)
[mega-batch] #92013 openfoam-cylinder ok 1.19s (session 29301)
[mega-batch] #92015 reduced-order ok 0.0s (session 29302)
[mega-batch] #92008 vspaero-wing ok 5.276s (session 29303)
[mega-batch] #92016 openfoam-cylinder ok 1.24s (session 29304)
[mega-batch] #92018 reduced-order ok 0.0s (session 29305)
[mega-batch] #92011 vspaero-wing ok 5.226s (session 29306)
[mega-batch] #92014 vspaero-wing ok 5.225s (session 29307)
[mega-batch] #92021 reduced-order ok 0.0s (session 29308)
[mega-batch] #92019 openfoam-cylinder ok 3.902s (session 29309)
[mega-batch] #92017 vspaero-wing ok 5.226s (session 29310)
[mega-batch] #92024 reduced-order ok 0.0s (session 29311)
[mega-batch] #92022 openfoam-cylinder ok 3.754s (session 29312)
[mega-batch] #92020 vspaero-wing ok 5.231s (session 29313)
[mega-batch] #92027 reduced-order ok 0.0s (session 29314)
[mega-batch] #92025 openfoam-cylinder ok 3.602s (session 29315)
[mega-batch] #92028 openfoam-cylinder ok 1.239s (session 29316)
[mega-batch] #92030 reduced-order ok 0.0s (session 29317)
[mega-batch] #92023 vspaero-wing ok 5.229s (session 29318)
[mega-batch] #92031 openfoam-cylinder ok 2.194s (session 29319)
[mega-batch] #92033 reduced-order ok 0.0s (session 29320)
[mega-batch] #92026 vspaero-wing ok 5.225s (session 29321)
[mega-batch] #92029 vspaero-wing ok 5.231s (session 29322)
[mega-batch] #92036 reduced-order ok 0.0s (session 29323)
[mega-batch] #92032 vspaero-wing ok 5.229s (session 29324)
[mega-batch] #92034 openfoam-cylinder ok 3.302s (session 29325)
[mega-batch] #92039 reduced-order ok 0.0s (session 29326)
[mega-batch] #92037 openfoam-cylinder ok 2.297s (session 29327)
[mega-batch] #92040 openfoam-cylinder ok 1.798s (session 29328)
[mega-batch] #92042 reduced-order ok 0.0s (session 29329)
[mega-batch] #92035 vspaero-wing ok 5.23s (session 29330)
[mega-batch] #92043 openfoam-cylinder ok 3.198s (session 29331)
[mega-batch] #92045 reduced-order ok 0.0s (session 29332)
[mega-batch] #92038 vspaero-wing ok 5.225s (session 29333)
[mega-batch] #92041 vspaero-wing ok 5.226s (session 29334)
[mega-batch] #92048 reduced-order ok 0.0s (session 29335)
[mega-batch] #92044 vspaero-wing ok 5.225s (session 29336)
[mega-batch] #92046 openfoam-cylinder ok 3.654s (session 29337)
[mega-batch] #92051 reduced-order ok 0.0s (session 29338)
[mega-batch] #92052 openfoam-cylinder ok 1.139s (session 29339)
[mega-batch] #92047 vspaero-wing ok 5.285s (session 29340)
[mega-batch] #92054 reduced-order ok 0.001s (session 29341)
[mega-batch] #92049 openfoam-cylinder ok 3.655s (session 29342)
[mega-batch] #92055 openfoam-cylinder ok 1.094s (session 29343)
[mega-batch] #92057 reduced-order ok 0.0s (session 29344)
[mega-batch] #92058 openfoam-cylinder ok 0.937s (session 29345)
[mega-batch] #92050 vspaero-wing ok 5.246s (session 29346)
[mega-batch] #92060 reduced-order ok 0.0s (session 29347)
[mega-batch] #92053 vspaero-wing ok 5.225s (session 29348)
[mega-batch] #92061 openfoam-cylinder ok 1.69s (session 29349)
[mega-batch] #92063 reduced-order ok 0.0s (session 29350)
[mega-batch] #92056 vspaero-wing ok 5.225s (session 29351)
[mega-batch] #92064 openfoam-cylinder ok 1.49s (session 29352)
[mega-batch] #92066 reduced-order ok 0.0s (session 29353)
[mega-batch] #92059 vspaero-wing ok 5.229s (session 29354)
[mega-batch] #92062 vspaero-wing ok 5.226s (session 29355)
[mega-batch] #92069 reduced-order ok 0.0s (session 29356)
[mega-batch] #92067 openfoam-cylinder ok 4.05s (session 29357)
[mega-batch] #92065 vspaero-wing ok 5.275s (session 29358)
[mega-batch] #92072 reduced-order ok 0.0s (session 29359)
[mega-batch] #92070 openfoam-cylinder ok 1.29s (session 29360)
[mega-batch] #92073 openfoam-cylinder ok 1.491s (session 29361)
[mega-batch] #92075 reduced-order ok 0.0s (session 29362)
[mega-batch] #92068 vspaero-wing ok 5.225s (session 29363)
[mega-batch] #92076 openfoam-cylinder ok 0.686s (session 29364)
[mega-batch] #92078 reduced-order ok 0.0s (session 29365)
[mega-batch] #92079 openfoam-cylinder ok 0.786s (session 29366)
[mega-batch] #92071 vspaero-wing ok 5.276s (session 29367)
[mega-batch] #92081 reduced-order ok 0.0s (session 29368)
[mega-batch] #92082 openfoam-cylinder ok 0.837s (session 29369)
[mega-batch] #92074 vspaero-wing ok 5.224s (session 29370)
[mega-batch] #92084 reduced-order ok 0.0s (session 29371)
[mega-batch] #92077 vspaero-wing ok 5.227s (session 29372)
[mega-batch] #92085 openfoam-cylinder ok 1.894s (session 29373)
[mega-batch] #92087 reduced-order ok 0.0s (session 29374)
[mega-batch] #92080 vspaero-wing ok 5.182s (session 29375)
[mega-batch] #92088 openfoam-cylinder ok 1.541s (session 29376)
[mega-batch] #92090 reduced-order ok 0.0s (session 29377)
[mega-batch] #92083 vspaero-wing ok 5.224s (session 29378)
[mega-batch] #92091 openfoam-cylinder ok 2.143s (session 29379)
[mega-batch] #92093 reduced-order ok 0.0s (session 29380)
[mega-batch] #92094 openfoam-cylinder ok 0.634s (session 29381)
[mega-batch] #92086 vspaero-wing ok 5.225s (session 29382)
[mega-batch] #92096 reduced-order ok 0.0s (session 29383)
[mega-batch] #92089 vspaero-wing ok 5.23s (session 29384)
[mega-batch] #92097 openfoam-cylinder ok 3.347s (session 29385)
[mega-batch] #92099 reduced-order ok 0.0s (session 29386)
[mega-batch] #92092 vspaero-wing ok 5.225s (session 29387)
[mega-batch] #92095 vspaero-wing ok 5.225s (session 29388)
[mega-batch] #92102 reduced-order ok 0.0s (session 29389)
[mega-batch] #92103 openfoam-cylinder ok 0.987s (session 29390)
[mega-batch] #92098 vspaero-wing ok 5.231s (session 29391)
[mega-batch] #92105 reduced-order ok 0.0s (session 29392)
[mega-batch] #92100 openfoam-cylinder ok 3.099s (session 29393)
[mega-batch] #92106 openfoam-cylinder ok 0.69s (session 29394)
[mega-batch] #92108 reduced-order ok 0.0s (session 29395)
[mega-batch] #92101 vspaero-wing ok 5.225s (session 29396)
[mega-batch] #92109 openfoam-cylinder ok 2.746s (session 29397)
[mega-batch] #92111 reduced-order ok 0.0s (session 29398)
[mega-batch] #92112 openfoam-cylinder ok 0.635s (session 29399)
[mega-batch] #92104 vspaero-wing ok 5.226s (session 29400)
[mega-batch] #92114 reduced-order ok 0.0s (session 29401)
[mega-batch] #92107 vspaero-wing ok 5.228s (session 29402)
[mega-batch] #92110 vspaero-wing ok 5.225s (session 29403)
[mega-batch] #92117 reduced-order ok 0.0s (session 29404)
[mega-batch] #92115 openfoam-cylinder ok 3.499s (session 29405)
[mega-batch] #92113 vspaero-wing ok 5.225s (session 29406)
[mega-batch] #92120 reduced-order ok 0.0s (session 29407)
[mega-batch] #92118 openfoam-cylinder ok 2.496s (session 29408)
[mega-batch] #92116 vspaero-wing ok 5.232s (session 29409)
[mega-batch] #92123 reduced-order ok 0.0s (session 29410)
[mega-batch] #92124 openfoam-cylinder ok 0.685s (session 29411)
[mega-batch] #92121 openfoam-cylinder ok 2.699s (session 29412)
[mega-batch] #92126 reduced-order ok 0.0s (session 29413)
[mega-batch] #92119 vspaero-wing ok 5.277s (session 29414)
[mega-batch] #92127 openfoam-cylinder ok 2.898s (session 29415)
[mega-batch] #92129 reduced-order ok 0.0s (session 29416)
[mega-batch] #92122 vspaero-wing ok 5.187s (session 29417)
[mega-batch] #92125 vspaero-wing ok 5.225s (session 29418)
[mega-batch] #92132 reduced-order ok 0.0s (session 29419)
[mega-batch] #92130 openfoam-cylinder ok 2.145s (session 29420)
[mega-batch] #92133 openfoam-cylinder ok 0.892s (session 29421)
[mega-batch] #92135 reduced-order ok 0.0s (session 29422)
[mega-batch] #92128 vspaero-wing ok 5.225s (session 29423)
[mega-batch] #92136 openfoam-cylinder ok 2.144s (session 29424)
[mega-batch] #92138 reduced-order ok 0.0s (session 29425)
[mega-batch] #92139 openfoam-cylinder ok 1.088s (session 29426)
[mega-batch] #92131 vspaero-wing ok 5.229s (session 29427)
[mega-batch] #92141 reduced-order ok 0.0s (session 29428)
[mega-batch] #92142 openfoam-cylinder ok 0.937s (session 29429)
[mega-batch] #92134 vspaero-wing ok 5.28s (session 29430)
[mega-batch] #92144 reduced-order ok 0.0s (session 29431)
[mega-batch] #92145 openfoam-cylinder ok 0.787s (session 29432)
[mega-batch] #92137 vspaero-wing ok 5.227s (session 29433)
[mega-batch] #92147 reduced-order ok 0.0s (session 29434)
[mega-batch] #92140 vspaero-wing ok 5.227s (session 29435)
[mega-batch] #92143 vspaero-wing ok 5.228s (session 29436)
[mega-batch] #92150 reduced-order ok 0.0s (session 29437)
[mega-batch] #92148 openfoam-cylinder ok 4.051s (session 29438)
[mega-batch] #92151 openfoam-cylinder ok 1.088s (session 29439)
[mega-batch] #92146 vspaero-wing ok 5.225s (session 29440)
[mega-batch] #92153 reduced-order ok 0.0s (session 29441)
[mega-batch] #92154 openfoam-cylinder ok 0.741s (session 29442)
[mega-batch] #92156 reduced-order ok 0.0s (session 29443)
[mega-batch] #92149 vspaero-wing ok 5.227s (session 29444)
[mega-batch] #92157 openfoam-cylinder ok 3.75s (session 29445)
[mega-batch] #92159 reduced-order ok 0.0s (session 29446)
[mega-batch] #92152 vspaero-wing ok 5.226s (session 29447)
[mega-batch] #92155 vspaero-wing ok 5.335s (session 29448)
[mega-batch] #92162 reduced-order ok 0.0s (session 29449)
[mega-batch] #92163 openfoam-cylinder ok 0.735s (session 29450)
[mega-batch] #92160 openfoam-cylinder ok 2.445s (session 29451)
[mega-batch] #92165 reduced-order ok 0.0s (session 29452)
[mega-batch] #92166 openfoam-cylinder ok 1.038s (session 29453)
[mega-batch] #92158 vspaero-wing ok 5.227s (session 29454)
[mega-batch] #92168 reduced-order ok 0.0s (session 29455)
[mega-batch] #92169 openfoam-cylinder ok 1.041s (session 29456)
[mega-batch] #92161 vspaero-wing ok 5.225s (session 29457)
[mega-batch] #92171 reduced-order ok 0.0s (session 29458)
[mega-batch] #92164 vspaero-wing ok 5.224s (session 29459)
[mega-batch] #92172 openfoam-cylinder ok 1.993s (session 29460)
[mega-batch] #92174 reduced-order ok 0.0s (session 29461)
[mega-batch] #92167 vspaero-wing ok 5.229s (session 29462)
[mega-batch] #92175 openfoam-cylinder ok 1.089s (session 29463)
[mega-batch] #92177 reduced-order ok 0.0s (session 29464)
[mega-batch] #92178 openfoam-cylinder ok 0.836s (session 29465)
[mega-batch] #92170 vspaero-wing ok 5.231s (session 29466)
[mega-batch] #92180 reduced-order ok 0.0s (session 29467)
[mega-batch] #92173 vspaero-wing ok 5.226s (session 29468)
[mega-batch] #92181 openfoam-cylinder ok 3.8s (session 29469)
[mega-batch] #92183 reduced-order ok 0.0s (session 29470)
[mega-batch] #92176 vspaero-wing ok 5.225s (session 29471)
[mega-batch] #92179 vspaero-wing ok 5.224s (session 29472)
[mega-batch] #92186 reduced-order ok 0.0s (session 29473)
[mega-batch] #92182 vspaero-wing ok 5.227s (session 29474)
[mega-batch] #92184 openfoam-cylinder ok 3.851s (session 29475)
[mega-batch] #92189 reduced-order ok 0.0s (session 29476)
[mega-batch] #92187 openfoam-cylinder ok 2.797s (session 29477)
[mega-batch] #92190 openfoam-cylinder ok 1.591s (session 29478)
[mega-batch] #92192 reduced-order ok 0.0s (session 29479)
[mega-batch] #92185 vspaero-wing ok 5.23s (session 29480)
[mega-batch] #92193 openfoam-cylinder ok 1.138s (session 29481)
[mega-batch] #92195 reduced-order ok 0.0s (session 29482)
[mega-batch] #92196 openfoam-cylinder ok 0.937s (session 29483)
