# y+ ()           
# Time            	patch             	min               	max               	average           
50                	airfoil	3.0440231340e-04	1.0409209174e+02	2.6489724497e+00
100               	airfoil	7.3202293108e+00	2.5847262117e+04	3.9644728732e+03
150               	airfoil	2.9519236373e+02	1.2271450494e+06	6.4616509803e+04
