# Region            : cellZone slabA
# Cells             : 100
# Volume            : 6.972459419788e-09
# Time              	volAverage(p)
1                   	6.629612254438e+03
2                   	1.196839229147e+04
3                   	1.197727791614e+04
4                   	8.800968514899e+03
5                   	6.829647908894e+03
6                   	7.781696176163e+03
7                   	9.937315662377e+03
8                   	1.090951506345e+04
9                   	1.015069084016e+04
10                  	8.899965784233e+03
11                  	8.440996688372e+03
12                  	8.869535502837e+03
13                  	9.389297859675e+03
14                  	9.366996938816e+03
15                  	8.889555585112e+03
16                  	8.454904706308e+03
17                  	8.367375790329e+03
18                  	8.509258037147e+03
19                  	8.590232135811e+03
20                  	8.480689137070e+03
21                  	8.282682434077e+03
22                  	8.160111348654e+03
23                  	8.162028065138e+03
24                  	8.212472703517e+03
25                  	8.219900702300e+03
26                  	8.169509258126e+03
27                  	8.112867173892e+03
28                  	8.097204612439e+03
29                  	8.119814570299e+03
30                  	8.145828921977e+03
31                  	8.150944048948e+03
32                  	8.140957330351e+03
33                  	8.135348991325e+03
34                  	8.144719440884e+03
35                  	8.163662628988e+03
36                  	8.179749553265e+03
37                  	8.188675294215e+03
38                  	8.194878619384e+03
39                  	8.204813594549e+03
40                  	8.220537763519e+03
41                  	8.238295570661e+03
42                  	8.254334308005e+03
43                  	8.268514894049e+03
44                  	8.283119561008e+03
45                  	8.299561561264e+03
46                  	8.317699648966e+03
47                  	8.335483831736e+03
48                  	8.351817654313e+03
49                  	8.367173801396e+03
50                  	8.382471249567e+03
51                  	8.397905453254e+03
52                  	8.412842775121e+03
53                  	8.426551378301e+03
54                  	8.438814580260e+03
55                  	8.450027289359e+03
56                  	8.460563652623e+03
57                  	8.470383112687e+03
58                  	8.479224821475e+03
59                  	8.486828954608e+03
60                  	8.493276063827e+03
61                  	8.498971131542e+03
62                  	8.504003043513e+03
63                  	8.508280136878e+03
64                  	8.511623019779e+03
65                  	8.514134063291e+03
66                  	8.516012051215e+03
67                  	8.517370479991e+03
68                  	8.518362603428e+03
69                  	8.518851684002e+03
70                  	8.518847778580e+03
71                  	8.518521496568e+03
72                  	8.517883134902e+03
73                  	8.516951115996e+03
74                  	8.515747672344e+03
75                  	8.514383700872e+03
76                  	8.512875190890e+03
77                  	8.511299076965e+03
78                  	8.509657235871e+03
79                  	8.507924205069e+03
80                  	8.506136416350e+03
81                  	8.504352661677e+03
82                  	8.502583988592e+03
83                  	8.500838414095e+03
84                  	8.499125786434e+03
85                  	8.497472661864e+03
86                  	8.495888111069e+03
87                  	8.494368728036e+03
88                  	8.492920540950e+03
89                  	8.491561585645e+03
90                  	8.490298481194e+03
91                  	8.489119046377e+03
92                  	8.488005909722e+03
93                  	8.486981932199e+03
94                  	8.486063044373e+03
95                  	8.485236329741e+03
96                  	8.484489793002e+03
97                  	8.483815652881e+03
98                  	8.483220343359e+03
99                  	8.482701392923e+03
100                 	8.482259044914e+03
101                 	8.481885692319e+03
102                 	8.481568465502e+03
103                 	8.481290900065e+03
104                 	8.481068834038e+03
105                 	8.480913538600e+03
106                 	8.480807223594e+03
107                 	8.480737526469e+03
108                 	8.480701757005e+03
109                 	8.480693204417e+03
110                 	8.480713129419e+03
111                 	8.480762564281e+03
112                 	8.480833929757e+03
113                 	8.480921140710e+03
114                 	8.481019408607e+03
115                 	8.481135233035e+03
116                 	8.481263948169e+03
117                 	8.481400374123e+03
118                 	8.481539317487e+03
119                 	8.481680105999e+03
120                 	8.481821689167e+03
121                 	8.481962894787e+03
122                 	8.482103922084e+03
123                 	8.482242455539e+03
124                 	8.482375442797e+03
125                 	8.482503484008e+03
126                 	8.482627320174e+03
127                 	8.482745692524e+03
128                 	8.482857218773e+03
129                 	8.482960182642e+03
130                 	8.483055837903e+03
131                 	8.483145213378e+03
132                 	8.483229759111e+03
133                 	8.483307712927e+03
134                 	8.483377549724e+03
135                 	8.483439195769e+03
136                 	8.483494945827e+03
137                 	8.483545176624e+03
138                 	8.483589489510e+03
139                 	8.483628498903e+03
140                 	8.483661581619e+03
141                 	8.483688785411e+03
142                 	8.483711100525e+03
143                 	8.483729691435e+03
144                 	8.483744920620e+03
145                 	8.483756025138e+03
146                 	8.483762751056e+03
147                 	8.483765762315e+03
148                 	8.483766267995e+03
149                 	8.483765535244e+03
150                 	8.483762987173e+03
151                 	8.483758036924e+03
152                 	8.483751075748e+03
153                 	8.483742733979e+03
154                 	8.483733564208e+03
155                 	8.483723902926e+03
156                 	8.483713358407e+03
157                 	8.483701680143e+03
158                 	8.483689680396e+03
159                 	8.483677852295e+03
160                 	8.483666307340e+03
161                 	8.483654884233e+03
162                 	8.483643480914e+03
163                 	8.483632248530e+03
164                 	8.483621377952e+03
165                 	8.483610926747e+03
166                 	8.483600925551e+03
167                 	8.483591526327e+03
168                 	8.483582773582e+03
169                 	8.483574605950e+03
170                 	8.483567046661e+03
171                 	8.483560046903e+03
172                 	8.483553675178e+03
173                 	8.483547761611e+03
174                 	8.483542401302e+03
175                 	8.483537710903e+03
176                 	8.483533582709e+03
177                 	8.483529910569e+03
178                 	8.483526645541e+03
179                 	8.483523780336e+03
180                 	8.483521411437e+03
181                 	8.483519507776e+03
182                 	8.483518001361e+03
183                 	8.483516836642e+03
184                 	8.483515882092e+03
185                 	8.483515169602e+03
186                 	8.483514778822e+03
187                 	8.483514737924e+03
188                 	8.483514927136e+03
189                 	8.483515237105e+03
190                 	8.483515631635e+03
191                 	8.483516097070e+03
192                 	8.483516716988e+03
193                 	8.483517464760e+03
194                 	8.483518328349e+03
195                 	8.483519252024e+03
196                 	8.483520197998e+03
197                 	8.483521145188e+03
198                 	8.483522102537e+03
199                 	8.483523061457e+03
200                 	8.483524019151e+03
201                 	8.483524964219e+03
202                 	8.483525880319e+03
203                 	8.483526764717e+03
204                 	8.483527625379e+03
205                 	8.483528457580e+03
206                 	8.483529245776e+03
207                 	8.483529971502e+03
208                 	8.483530640623e+03
209                 	8.483531267285e+03
210                 	8.483531850407e+03
211                 	8.483532383249e+03
212                 	8.483532868242e+03
213                 	8.483533313051e+03
214                 	8.483533718300e+03
215                 	8.483534080412e+03
216                 	8.483534390937e+03
217                 	8.483534650030e+03
218                 	8.483534871977e+03
219                 	8.483535063036e+03
220                 	8.483535222884e+03
221                 	8.483535365834e+03
222                 	8.483535481001e+03
223                 	8.483535562173e+03
224                 	8.483535613744e+03
225                 	8.483535643658e+03
226                 	8.483535658425e+03
227                 	8.483535656946e+03
228                 	8.483535633239e+03
229                 	8.483535595112e+03
230                 	8.483535552533e+03
231                 	8.483535507342e+03
