figure	artifact	time_dir	sha256
crm_cd_history.png	/home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/P00_20260913T192711Z.log	2000	3214c22649191a0dffe12322f3efb2978830cce5ef132f3daf7c305b847d5346
crm_residuals_f10.png	/home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/P00_20260913T192711Z.log	100	3214c22649191a0dffe12322f3efb2978830cce5ef132f3daf7c305b847d5346
crm_residuals_f25.png	/home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/P00_20260913T192711Z.log	400	3214c22649191a0dffe12322f3efb2978830cce5ef132f3daf7c305b847d5346
crm_residuals_f50.png	/home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/P00_20260913T192711Z.log	900	3214c22649191a0dffe12322f3efb2978830cce5ef132f3daf7c305b847d5346
crm_residuals_f75.png	/home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/P00_20260913T192711Z.log	1500	3214c22649191a0dffe12322f3efb2978830cce5ef132f3daf7c305b847d5346
crm_residuals.png	/home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/P00_20260913T192711Z.log	2000	3214c22649191a0dffe12322f3efb2978830cce5ef132f3daf7c305b847d5346
crm_trim_cd.png	/home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/MP_R1_20260913T215100Z.log	J0	31055321d374107bb5583f96d98288baeab056a764689bee595b578778464f9d
crm_decomposition.png	/home/ubuntu/certonomous-runs/CURRICULUM-D6R3-crm-wing-mach085/DECOMP_SWEEP_ROLLUP.json	-	6c411fb0faa1c1d599b41151dfdb23aee809b70bf4841e1940f7294190bfb5c0
