power_W,airspeed_m_per_s,iteration,solid_peak_temperature_degC,solid_minimum_temperature_degC
230,10,1500,81.794892,77.839525
230,10,1600,81.795349,77.839920
230,10,1700,81.795481,77.840029
230,10,1800,81.795501,77.840045
230,10,1900,81.795522,77.840061
230,10,2000,81.795543,77.840077
230,10,2100,81.795566,77.840095
230,10,2200,81.795590,77.840116
230,10,2300,81.795616,77.840137
230,10,2400,81.795641,77.840159
230,10,2500,81.795665,77.840181
230,10,2600,81.795685,77.840198
230,10,2700,81.795685,77.840198
230,10,2800,81.795685,77.840198
230,10,2900,81.795685,77.840198
230,10,3000,81.795685,77.840198
230,10,3100,81.795685,77.840198
230,10,3200,81.795685,77.840198
230,10,3300,81.795685,77.840198
230,10,3400,81.795685,77.840198
230,10,3500,81.795685,77.840198
230,10,3600,81.795685,77.840198
230,10,3700,81.795685,77.840198
230,10,3800,81.795685,77.840198
230,10,3900,81.795685,77.840198
230,10,4000,81.795685,77.840198
230,10,4100,81.795685,77.840198
230,10,4200,81.795685,77.840198
230,10,4300,81.795685,77.840198
230,10,4400,81.795685,77.840198
230,10,4500,81.795685,77.840198
230,10,4600,81.795685,77.840198
230,10,4700,81.795685,77.840198
230,10,4800,81.795685,77.840198
230,10,4900,81.795685,77.840198
230,10,5000,81.795685,77.840198
230,10,5100,81.795685,77.840198
230,10,5200,81.795685,77.840198
230,10,5300,81.795685,77.840198
230,10,5400,81.795685,77.840198
230,10,5500,81.795685,77.840198
230,10,5600,81.795685,77.840198
230,10,5700,81.795685,77.840198
230,10,5800,81.795685,77.840198
230,10,5900,81.795685,77.840198
230,10,6000,81.795685,77.840198
230,10,6100,81.795685,77.840198
230,10,6200,81.795685,77.840198
230,10,6300,81.795685,77.840198
230,10,6400,81.795685,77.840198
230,10,6500,81.795685,77.840198
230,10,6600,81.795685,77.840198
230,10,6700,81.795685,77.840198
230,10,6800,81.795685,77.840198
230,10,6900,81.795685,77.840198
230,10,7000,81.795685,77.840198
230,10,7100,81.795685,77.840198
230,10,7200,81.795685,77.840198
230,10,7300,81.795685,77.840198
230,10,7400,81.795685,77.840198
230,10,7500,81.795685,77.840198
230,10,7600,81.795685,77.840198
230,10,7700,81.795685,77.840198
230,10,7800,81.795685,77.840198
230,10,7900,81.795685,77.840198
230,10,8000,81.795685,77.840198
230,10,8100,81.795685,77.840198
230,10,8200,81.795685,77.840198
230,10,8300,81.795685,77.840198
230,10,8400,81.795685,77.840198
230,10,8500,81.795685,77.840198
230,10,8600,81.795685,77.840198
230,10,8700,81.795685,77.840198
230,10,8800,81.795685,77.840198
230,10,8900,81.795685,77.840198
230,10,9000,81.795685,77.840198
230,10,9100,81.795685,77.840198
230,10,9200,81.795685,77.840198
230,10,9300,81.795685,77.840198
230,10,9400,81.795685,77.840198
230,10,9500,81.795685,77.840198
230,10,9600,81.795685,77.840198
230,10,9700,81.795685,77.840198
230,10,9800,81.795685,77.840198
230,10,9900,81.795685,77.840198
230,10,10000,81.795685,77.840198
230,20,100,45.823118,44.091760
230,20,200,51.925744,49.318163
230,20,300,54.503205,51.396500
230,20,400,55.227394,51.987205
230,20,500,55.510352,52.217104
230,20,600,55.620122,52.303066
230,20,700,55.670282,52.343080
230,20,800,55.692852,52.361533
230,20,900,55.703047,52.370025
230,20,1000,55.708021,52.374129
230,20,1100,55.710203,52.375933
230,20,1200,55.710806,52.376413
230,20,1300,55.710907,52.376481
230,20,1400,55.711077,52.376605
230,20,1500,55.711086,52.376613
230,20,1600,55.711105,52.376627
230,20,1700,55.711127,52.376645
230,20,1800,55.711151,52.376664
230,20,1900,55.711158,52.376670
230,20,2000,55.711158,52.376670
230,20,2100,55.711158,52.376670
230,20,2200,55.711158,52.376670
230,20,2300,55.711158,52.376670
230,20,2400,55.711158,52.376670
230,20,2500,55.711158,52.376670
230,20,2600,55.711158,52.376670
230,20,2700,55.711158,52.376670
230,20,2800,55.711158,52.376670
230,20,2900,55.711158,52.376670
230,20,3000,55.711158,52.376670
230,20,3100,55.711158,52.376670
230,20,3200,55.711158,52.376670
230,20,3300,55.711158,52.376670
230,20,3400,55.711158,52.376670
230,20,3500,55.711158,52.376670
230,20,3600,55.711158,52.376670
230,20,3700,55.711158,52.376670
230,20,3800,55.711158,52.376670
230,20,3900,55.711158,52.376670
230,20,4000,55.711158,52.376670
230,20,4100,55.711158,52.376670
230,20,4200,55.711158,52.376670
230,20,4300,55.711158,52.376670
230,20,4400,55.711158,52.376670
230,20,4500,55.711158,52.376670
230,20,4600,55.711158,52.376670
230,20,4700,55.711158,52.376670
230,20,4800,55.711158,52.376670
230,20,4900,55.711158,52.376670
230,20,5000,55.711158,52.376670
230,20,5100,55.711158,52.376670
230,20,5200,55.711158,52.376670
230,20,5300,55.711158,52.376670
230,20,5400,55.711158,52.376670
230,20,5500,55.711158,52.376670
230,20,5600,55.711158,52.376670
230,20,5700,55.711158,52.376670
230,20,5800,55.711158,52.376670
230,20,5900,55.711158,52.376670
230,20,6000,55.711158,52.376670
230,20,6100,55.711158,52.376670
230,20,6200,55.711158,52.376670
230,20,6300,55.711158,52.376670
230,20,6400,55.711158,52.376670
230,20,6500,55.711158,52.376670
230,20,6600,55.711158,52.376670
230,20,6700,55.711158,52.376670
230,20,6800,55.711158,52.376670
230,20,6900,55.711158,52.376670
230,20,7000,55.711158,52.376670
230,20,7100,55.711158,52.376670
230,20,7200,55.711158,52.376670
230,20,7300,55.711158,52.376670
230,20,7400,55.711158,52.376670
230,20,7500,55.711158,52.376670
230,20,7600,55.711158,52.376670
230,20,7700,55.711158,52.376670
230,20,7800,55.711158,52.376670
230,20,7900,55.711158,52.376670
230,20,8000,55.711158,52.376670
230,20,8100,55.711158,52.376670
230,20,8200,55.711158,52.376670
230,20,8300,55.711158,52.376670
230,20,8400,55.711158,52.376670
230,20,8500,55.711158,52.376670
230,20,8600,55.711158,52.376670
230,20,8700,55.711158,52.376670
230,20,8800,55.711158,52.376670
230,20,8900,55.711158,52.376670
230,20,9000,55.711158,52.376670
230,20,9100,55.711158,52.376670
230,20,9200,55.711158,52.376670
230,20,9300,55.711158,52.376670
230,20,9400,55.711158,52.376670
230,20,9500,55.711158,52.376670
230,20,9600,55.711158,52.376670
230,20,9700,55.711158,52.376670
230,20,9800,55.711158,52.376670
230,20,9900,55.711158,52.376670
230,20,10000,55.711158,52.376670
230,30,100,39.238097,37.527802
230,30,200,43.152722,40.726759
230,30,300,44.749857,41.923164
230,30,400,45.165974,42.253270
230,30,500,45.336118,42.389084
230,30,600,45.423623,42.454500
230,30,700,45.460228,42.482167
230,30,800,45.475783,42.494032
230,30,900,45.482532,42.499159
230,30,1000,45.484816,42.500966
230,30,1100,45.485830,42.501753
230,30,1200,45.485947,42.501825
230,30,1300,45.485975,42.501842
230,30,1400,45.486003,42.501859
230,30,1500,45.486031,42.501876
230,30,1600,45.486059,42.501896
230,30,1700,45.486089,42.501917
230,30,1800,45.486114,42.501936
230,30,1900,45.486114,42.501936
230,30,2000,45.486114,42.501936
230,30,2100,45.486114,42.501936
230,30,2200,45.486114,42.501936
230,30,2300,45.486114,42.501936
230,30,2400,45.486114,42.501936
230,30,2500,45.486114,42.501936
230,30,2600,45.486114,42.501936
230,30,2700,45.486114,42.501936
230,30,2800,45.486114,42.501936
230,30,2900,45.486114,42.501936
230,30,3000,45.486114,42.501936
230,30,3100,45.486114,42.501936
230,30,3200,45.486114,42.501936
230,30,3300,45.486114,42.501936
230,30,3400,45.486114,42.501936
230,30,3500,45.486114,42.501936
230,30,3600,45.486114,42.501936
230,30,3700,45.486114,42.501936
230,30,3800,45.486114,42.501936
230,30,3900,45.486114,42.501936
230,30,4000,45.486114,42.501936
230,30,4100,45.486114,42.501936
230,30,4200,45.486114,42.501936
230,30,4300,45.486114,42.501936
230,30,4400,45.486114,42.501936
230,30,4500,45.486114,42.501936
230,30,4600,45.486114,42.501936
230,30,4700,45.486114,42.501936
230,30,4800,45.486114,42.501936
230,30,4900,45.486114,42.501936
230,30,5000,45.486114,42.501936
230,30,5100,45.486114,42.501936
230,30,5200,45.486114,42.501936
230,30,5300,45.486114,42.501936
230,30,5400,45.486114,42.501936
230,30,5500,45.486114,42.501936
230,30,5600,45.486114,42.501936
230,30,5700,45.486114,42.501936
230,30,5800,45.486114,42.501936
230,30,5900,45.486114,42.501936
230,30,6000,45.486114,42.501936
230,30,6100,45.486114,42.501936
230,30,6200,45.486114,42.501936
230,30,6300,45.486114,42.501936
230,30,6400,45.486114,42.501936
230,30,6500,45.486114,42.501936
230,30,6600,45.486114,42.501936
230,30,6700,45.486114,42.501936
230,30,6800,45.486114,42.501936
230,30,6900,45.486114,42.501936
230,30,7000,45.486114,42.501936
230,30,7100,45.486114,42.501936
230,30,7200,45.486114,42.501936
230,30,7300,45.486114,42.501936
230,30,7400,45.486114,42.501936
230,30,7500,45.486114,42.501936
230,30,7600,45.486114,42.501936
230,30,7700,45.486114,42.501936
230,30,7800,45.486114,42.501936
230,30,7900,45.486114,42.501936
230,30,8000,45.486114,42.501936
230,30,8100,45.486114,42.501936
230,30,8200,45.486114,42.501936
230,30,8300,45.486114,42.501936
230,30,8400,45.486114,42.501936
230,30,8500,45.486114,42.501936
230,30,8600,45.486114,42.501936
230,30,8700,45.486114,42.501936
230,30,8800,45.486114,42.501936
230,30,8900,45.486114,42.501936
230,30,9000,45.486114,42.501936
230,30,9100,45.486114,42.501936
230,30,9200,45.486114,42.501936
230,30,9300,45.486114,42.501936
230,30,9400,45.486114,42.501936
230,30,9500,45.486114,42.501936
230,30,9600,45.486114,42.501936
230,30,9700,45.486114,42.501936
230,30,9800,45.486114,42.501936
230,30,9900,45.486114,42.501936
230,30,10000,45.486114,42.501936
230,40,100,34.977263,33.366313
230,40,200,37.897521,35.647206
230,40,300,39.115330,36.531122
230,40,400,39.461048,36.798524
230,40,500,39.630359,36.935372
230,40,600,39.714692,36.996670
230,40,700,39.750625,37.021314
230,40,800,39.763696,37.030419
230,40,900,39.767967,37.033646
230,40,1000,39.770283,37.035345
230,40,1100,39.771102,37.035984
230,40,1200,39.771130,37.035999
230,40,1300,39.771162,37.036015
230,40,1400,39.771193,37.036033
230,40,1500,39.771222,37.036050
230,40,1600,39.771253,37.036070
230,40,1700,39.771285,37.036092
230,40,1800,39.771291,37.036095
230,40,1900,39.771291,37.036095
230,40,2000,39.771291,37.036095
230,40,2100,39.771291,37.036095
230,40,2200,39.771291,37.036095
230,40,2300,39.771291,37.036095
230,40,2400,39.771291,37.036095
230,40,2500,39.771291,37.036095
230,40,2600,39.771291,37.036095
230,40,2700,39.771291,37.036095
230,40,2800,39.771291,37.036095
230,40,2900,39.771291,37.036095
230,40,3000,39.771291,37.036095
230,40,3100,39.771291,37.036095
230,40,3200,39.771291,37.036095
230,40,3300,39.771291,37.036095
230,40,3400,39.771291,37.036095
230,40,3500,39.771291,37.036095
230,40,3600,39.771291,37.036095
230,40,3700,39.771291,37.036095
230,40,3800,39.771291,37.036095
230,40,3900,39.771291,37.036095
230,40,4000,39.771291,37.036095
230,40,4100,39.771291,37.036095
230,40,4200,39.771291,37.036095
230,40,4300,39.771291,37.036095
230,40,4400,39.771291,37.036095
230,40,4500,39.771291,37.036095
230,40,4600,39.771291,37.036095
230,40,4700,39.771291,37.036095
230,40,4800,39.771291,37.036095
230,40,4900,39.771291,37.036095
230,40,5000,39.771291,37.036095
230,40,5100,39.771291,37.036095
230,40,5200,39.771291,37.036095
230,40,5300,39.771291,37.036095
230,40,5400,39.771291,37.036095
230,40,5500,39.771291,37.036095
230,40,5600,39.771291,37.036095
230,40,5700,39.771291,37.036095
230,40,5800,39.771291,37.036095
230,40,5900,39.771291,37.036095
230,40,6000,39.771291,37.036095
230,40,6100,39.771291,37.036095
230,40,6200,39.771291,37.036095
230,40,6300,39.771291,37.036095
230,40,6400,39.771291,37.036095
230,40,6500,39.771291,37.036095
230,40,6600,39.771291,37.036095
230,40,6700,39.771291,37.036095
230,40,6800,39.771291,37.036095
230,40,6900,39.771291,37.036095
230,40,7000,39.771291,37.036095
230,40,7100,39.771291,37.036095
230,40,7200,39.771291,37.036095
230,40,7300,39.771291,37.036095
230,40,7400,39.771291,37.036095
230,40,7500,39.771291,37.036095
230,40,7600,39.771291,37.036095
230,40,7700,39.771291,37.036095
230,40,7800,39.771291,37.036095
230,40,7900,39.771291,37.036095
230,40,8000,39.771291,37.036095
230,40,8100,39.771291,37.036095
230,40,8200,39.771291,37.036095
230,40,8300,39.771291,37.036095
230,40,8400,39.771291,37.036095
230,40,8500,39.771291,37.036095
230,40,8600,39.771291,37.036095
230,40,8700,39.771291,37.036095
230,40,8800,39.771291,37.036095
230,40,8900,39.771291,37.036095
230,40,9000,39.771291,37.036095
230,40,9100,39.771291,37.036095
230,40,9200,39.771291,37.036095
230,40,9300,39.771291,37.036095
230,40,9400,39.771291,37.036095
230,40,9500,39.771291,37.036095
230,40,9600,39.771291,37.036095
230,40,9700,39.771291,37.036095
230,40,9800,39.771291,37.036095
230,40,9900,39.771291,37.036095
230,40,10000,39.771291,37.036095
305,10,100,69.125241,67.266946
305,10,200,87.578525,84.100464
305,10,300,96.211972,91.737966
305,10,400,100.010683,95.194013
305,10,500,101.849892,96.822057
305,10,600,102.756454,97.618831
305,10,700,103.206737,98.013468
305,10,800,103.416516,98.195659
305,10,900,103.517232,98.284105
305,10,1000,103.569020,98.329842
305,10,1100,103.594590,98.352460
305,10,1200,103.608762,98.365032
305,10,1300,103.616111,98.371556
305,10,1400,103.619946,98.374963
305,10,1500,103.621700,98.376516
305,10,1600,103.622344,98.377057
305,10,1700,103.622580,98.377251
305,10,1800,103.622606,98.377272
305,10,1900,103.622633,98.377293
305,10,2000,103.622660,98.377315
305,10,2100,103.622690,98.377339
305,10,2200,103.622721,98.377366
305,10,2300,103.622754,98.377395
305,10,2400,103.622787,98.377423
305,10,2500,103.622819,98.377452
305,10,2600,103.622845,98.377475
305,10,2700,103.622845,98.377475
305,10,2800,103.622845,98.377475
305,10,2900,103.622845,98.377475
305,10,3000,103.622845,98.377475
305,10,3100,103.622845,98.377475
305,10,3200,103.622845,98.377475
305,10,3300,103.622845,98.377475
305,10,3400,103.622845,98.377475
305,10,3500,103.622845,98.377475
305,10,3600,103.622845,98.377475
305,10,3700,103.622845,98.377475
305,10,3800,103.622845,98.377475
305,10,3900,103.622845,98.377475
305,10,4000,103.622845,98.377475
305,10,4100,103.622845,98.377475
305,10,4200,103.622845,98.377475
305,10,4300,103.622845,98.377475
305,10,4400,103.622845,98.377475
305,10,4500,103.622845,98.377475
305,10,4600,103.622845,98.377475
305,10,4700,103.622845,98.377475
305,10,4800,103.622845,98.377475
305,10,4900,103.622845,98.377475
305,10,5000,103.622845,98.377475
305,10,5100,103.622845,98.377475
305,10,5200,103.622845,98.377475
305,10,5300,103.622845,98.377475
305,10,5400,103.622845,98.377475
305,10,5500,103.622845,98.377475
305,10,5600,103.622845,98.377475
305,10,5700,103.622845,98.377475
305,10,5800,103.622845,98.377475
305,10,5900,103.622845,98.377475
305,10,6000,103.622845,98.377475
305,10,6100,103.622845,98.377475
305,10,6200,103.622845,98.377475
305,10,6300,103.622845,98.377475
305,10,6400,103.622845,98.377475
305,10,6500,103.622845,98.377475
305,10,6600,103.622845,98.377475
305,10,6700,103.622845,98.377475
305,10,6800,103.622845,98.377475
305,10,6900,103.622845,98.377475
305,10,7000,103.622845,98.377475
305,10,7100,103.622845,98.377475
305,10,7200,103.622845,98.377475
305,10,7300,103.622845,98.377475
305,10,7400,103.622845,98.377475
305,10,7500,103.622845,98.377475
305,10,7600,103.622845,98.377475
305,10,7700,103.622845,98.377475
305,10,7800,103.622845,98.377475
305,10,7900,103.622845,98.377475
305,10,8000,103.622845,98.377475
305,10,8100,103.622845,98.377475
305,10,8200,103.622845,98.377475
305,10,8300,103.622845,98.377475
305,10,8400,103.622845,98.377475
305,10,8500,103.622845,98.377475
305,10,8600,103.622845,98.377475
305,10,8700,103.622845,98.377475
305,10,8800,103.622845,98.377475
305,10,8900,103.622845,98.377475
305,10,9000,103.622845,98.377475
305,10,9100,103.622845,98.377475
305,10,9200,103.622845,98.377475
305,10,9300,103.622845,98.377475
305,10,9400,103.622845,98.377475
305,10,9500,103.622845,98.377475
305,10,9600,103.622845,98.377475
305,10,9700,103.622845,98.377475
305,10,9800,103.622845,98.377475
305,10,9900,103.622845,98.377475
305,10,10000,103.622845,98.377475
305,20,100,55.886834,53.622409
305,20,200,64.028082,60.547252
305,20,300,67.443402,63.314055
305,20,400,68.391231,64.092927
305,20,500,68.762923,64.394712
305,20,600,68.897757,64.500450
305,20,700,68.968766,64.556722
305,20,800,68.999647,64.582079
305,20,900,69.014313,64.594192
305,20,1000,69.020874,64.599604
305,20,1100,69.023792,64.602029
305,20,1200,69.024574,64.602638
305,20,1300,69.024806,64.602812
305,20,1400,69.024835,64.602831
305,20,1500,69.024865,64.602851
305,20,1600,69.024894,64.602871
305,20,1700,69.024924,64.602893
305,20,1800,69.024958,64.602918
305,20,1900,69.024974,64.602932
305,20,2000,69.024974,64.602932
305,20,2100,69.024974,64.602932
305,20,2200,69.024974,64.602932
305,20,2300,69.024974,64.602932
305,20,2400,69.024974,64.602932
305,20,2500,69.024974,64.602932
305,20,2600,69.024974,64.602932
305,20,2700,69.024974,64.602932
305,20,2800,69.024974,64.602932
305,20,2900,69.024974,64.602932
305,20,3000,69.024974,64.602932
305,20,3100,69.024974,64.602932
305,20,3200,69.024974,64.602932
305,20,3300,69.024974,64.602932
305,20,3400,69.024974,64.602932
305,20,3500,69.024974,64.602932
305,20,3600,69.024974,64.602932
305,20,3700,69.024974,64.602932
305,20,3800,69.024974,64.602932
305,20,3900,69.024974,64.602932
305,20,4000,69.024974,64.602932
305,20,4100,69.024974,64.602932
305,20,4200,69.024974,64.602932
305,20,4300,69.024974,64.602932
305,20,4400,69.024974,64.602932
305,20,4500,69.024974,64.602932
305,20,4600,69.024974,64.602932
305,20,4700,69.024974,64.602932
305,20,4800,69.024974,64.602932
305,20,4900,69.024974,64.602932
305,20,5000,69.024974,64.602932
305,20,5100,69.024974,64.602932
305,20,5200,69.024974,64.602932
305,20,5300,69.024974,64.602932
305,20,5400,69.024974,64.602932
305,20,5500,69.024974,64.602932
305,20,5600,69.024974,64.602932
305,20,5700,69.024974,64.602932
305,20,5800,69.024974,64.602932
305,20,5900,69.024974,64.602932
305,20,6000,69.024974,64.602932
305,20,6100,69.024974,64.602932
305,20,6200,69.024974,64.602932
305,20,6300,69.024974,64.602932
305,20,6400,69.024974,64.602932
305,20,6500,69.024974,64.602932
305,20,6600,69.024974,64.602932
305,20,6700,69.024974,64.602932
305,20,6800,69.024974,64.602932
305,20,6900,69.024974,64.602932
305,20,7000,69.024974,64.602932
305,20,7100,69.024974,64.602932
305,20,7200,69.024974,64.602932
305,20,7300,69.024974,64.602932
305,20,7400,69.024974,64.602932
305,20,7500,69.024974,64.602932
305,20,7600,69.024974,64.602932
305,20,7700,69.024974,64.602932
305,20,7800,69.024974,64.602932
305,20,7900,69.024974,64.602932
305,20,8000,69.024974,64.602932
305,20,8100,69.024974,64.602932
305,20,8200,69.024974,64.602932
305,20,8300,69.024974,64.602932
305,20,8400,69.024974,64.602932
305,20,8500,69.024974,64.602932
305,20,8600,69.024974,64.602932
305,20,8700,69.024974,64.602932
305,20,8800,69.024974,64.602932
305,20,8900,69.024974,64.602932
305,20,9000,69.024974,64.602932
305,20,9100,69.024974,64.602932
305,20,9200,69.024974,64.602932
305,20,9300,69.024974,64.602932
305,20,9400,69.024974,64.602932
305,20,9500,69.024974,64.602932
305,20,9600,69.024974,64.602932
305,20,9700,69.024974,64.602932
305,20,9800,69.024974,64.602932
305,20,9900,69.024974,64.602932
305,20,10000,69.024974,64.602932
305,30,100,47.211404,44.939088
305,30,200,52.378891,49.132829
305,30,300,54.499119,50.746013
305,30,400,55.044149,51.181608
305,30,500,55.277504,51.363579
305,30,600,55.377970,51.439171
305,30,700,55.422235,51.471900
305,30,800,55.441542,51.486538
305,30,900,55.449373,51.492639
305,30,1000,55.452462,51.495023
305,30,1100,55.453661,51.495954
305,30,1200,55.453896,51.496114
305,30,1300,55.453930,51.496134
305,30,1400,55.453964,51.496154
305,30,1500,55.453996,51.496175
305,30,1600,55.454030,51.496198
305,30,1700,55.454067,51.496224
305,30,1800,55.454078,51.496232
305,30,1900,55.454078,51.496232
305,30,2000,55.454078,51.496232
305,30,2100,55.454078,51.496232
305,30,2200,55.454078,51.496232
305,30,2300,55.454078,51.496232
305,30,2400,55.454078,51.496232
305,30,2500,55.454078,51.496232
305,30,2600,55.454078,51.496232
305,30,2700,55.454078,51.496232
305,30,2800,55.454078,51.496232
305,30,2900,55.454078,51.496232
305,30,3000,55.454078,51.496232
305,30,3100,55.454078,51.496232
305,30,3200,55.454078,51.496232
305,30,3300,55.454078,51.496232
305,30,3400,55.454078,51.496232
305,30,3500,55.454078,51.496232
305,30,3600,55.454078,51.496232
305,30,3700,55.454078,51.496232
305,30,3800,55.454078,51.496232
305,30,3900,55.454078,51.496232
305,30,4000,55.454078,51.496232
305,30,4100,55.454078,51.496232
305,30,4200,55.454078,51.496232
305,30,4300,55.454078,51.496232
305,30,4400,55.454078,51.496232
305,30,4500,55.454078,51.496232
305,30,4600,55.454078,51.496232
305,30,4700,55.454078,51.496232
305,30,4800,55.454078,51.496232
305,30,4900,55.454078,51.496232
305,30,5000,55.454078,51.496232
305,30,5100,55.454078,51.496232
305,30,5200,55.454078,51.496232
305,30,5300,55.454078,51.496232
305,30,5400,55.454078,51.496232
305,30,5500,55.454078,51.496232
305,30,5600,55.454078,51.496232
305,30,5700,55.454078,51.496232
305,30,5800,55.454078,51.496232
305,30,5900,55.454078,51.496232
305,30,6000,55.454078,51.496232
305,30,6100,55.454078,51.496232
305,30,6200,55.454078,51.496232
305,30,6300,55.454078,51.496232
305,30,6400,55.454078,51.496232
305,30,6500,55.454078,51.496232
305,30,6600,55.454078,51.496232
305,30,6700,55.454078,51.496232
305,30,6800,55.454078,51.496232
305,30,6900,55.454078,51.496232
305,30,7000,55.454078,51.496232
305,30,7100,55.454078,51.496232
305,30,7200,55.454078,51.496232
305,30,7300,55.454078,51.496232
305,30,7400,55.454078,51.496232
305,30,7500,55.454078,51.496232
305,30,7600,55.454078,51.496232
305,30,7700,55.454078,51.496232
305,30,7800,55.454078,51.496232
305,30,7900,55.454078,51.496232
305,30,8000,55.454078,51.496232
305,30,8100,55.454078,51.496232
305,30,8200,55.454078,51.496232
305,30,8300,55.454078,51.496232
305,30,8400,55.454078,51.496232
305,30,8500,55.454078,51.496232
305,30,8600,55.454078,51.496232
305,30,8700,55.454078,51.496232
305,30,8800,55.454078,51.496232
305,30,8900,55.454078,51.496232
305,30,9000,55.454078,51.496232
305,30,9100,55.454078,51.496232
305,30,9200,55.454078,51.496232
305,30,9300,55.454078,51.496232
305,30,9400,55.454078,51.496232
305,30,9500,55.454078,51.496232
305,30,9600,55.454078,51.496232
305,30,9700,55.454078,51.496232
305,30,9800,55.454078,51.496232
305,30,9900,55.454078,51.496232
305,30,10000,55.454078,51.496232
305,40,100,41.541246,39.446747
305,40,200,45.498698,42.517511
305,40,300,47.026025,43.595959
305,40,400,47.500588,43.961807
305,40,500,47.698473,44.117705
305,40,600,47.793135,44.184945
305,40,700,47.832998,44.212501
305,40,800,47.850185,44.224614
305,40,900,47.856101,44.228961
305,40,1000,47.858925,44.231064
305,40,1100,47.859775,44.231711
305,40,1200,47.859937,44.231802
305,40,1300,47.859972,44.231823
305,40,1400,47.859995,44.231837
305,40,1500,47.860028,44.231858
305,40,1600,47.860065,44.231883
305,40,1700,47.860096,44.231905
305,40,1800,47.860096,44.231905
305,40,1900,47.860096,44.231905
305,40,2000,47.860096,44.231905
305,40,2100,47.860096,44.231905
305,40,2200,47.860096,44.231905
305,40,2300,47.860096,44.231905
305,40,2400,47.860096,44.231905
305,40,2500,47.860096,44.231905
305,40,2600,47.860096,44.231905
305,40,2700,47.860096,44.231905
305,40,2800,47.860096,44.231905
305,40,2900,47.860096,44.231905
305,40,3000,47.860096,44.231905
305,40,3100,47.860096,44.231905
305,40,3200,47.860096,44.231905
305,40,3300,47.860096,44.231905
305,40,3400,47.860096,44.231905
305,40,3500,47.860096,44.231905
305,40,3600,47.860096,44.231905
305,40,3700,47.860096,44.231905
305,40,3800,47.860096,44.231905
305,40,3900,47.860096,44.231905
305,40,4000,47.860096,44.231905
305,40,4100,47.860096,44.231905
305,40,4200,47.860096,44.231905
305,40,4300,47.860096,44.231905
305,40,4400,47.860096,44.231905
305,40,4500,47.860096,44.231905
305,40,4600,47.860096,44.231905
305,40,4700,47.860096,44.231905
305,40,4800,47.860096,44.231905
305,40,4900,47.860096,44.231905
305,40,5000,47.860096,44.231905
305,40,5100,47.860096,44.231905
305,40,5200,47.860096,44.231905
305,40,5300,47.860096,44.231905
305,40,5400,47.860096,44.231905
305,40,5500,47.860096,44.231905
305,40,5600,47.860096,44.231905
305,40,5700,47.860096,44.231905
305,40,5800,47.860096,44.231905
305,40,5900,47.860096,44.231905
305,40,6000,47.860096,44.231905
305,40,6100,47.860096,44.231905
305,40,6200,47.860096,44.231905
305,40,6300,47.860096,44.231905
305,40,6400,47.860096,44.231905
305,40,6500,47.860096,44.231905
305,40,6600,47.860096,44.231905
305,40,6700,47.860096,44.231905
305,40,6800,47.860096,44.231905
305,40,6900,47.860096,44.231905
305,40,7000,47.860096,44.231905
305,40,7100,47.860096,44.231905
305,40,7200,47.860096,44.231905
305,40,7300,47.860096,44.231905
305,40,7400,47.860096,44.231905
305,40,7500,47.860096,44.231905
305,40,7600,47.860096,44.231905
305,40,7700,47.860096,44.231905
305,40,7800,47.860096,44.231905
305,40,7900,47.860096,44.231905
305,40,8000,47.860096,44.231905
305,40,8100,47.860096,44.231905
305,40,8200,47.860096,44.231905
305,40,8300,47.860096,44.231905
305,40,8400,47.860096,44.231905
305,40,8500,47.860096,44.231905
305,40,8600,47.860096,44.231905
305,40,8700,47.860096,44.231905
305,40,8800,47.860096,44.231905
305,40,8900,47.860096,44.231905
305,40,9000,47.860096,44.231905
305,40,9100,47.860096,44.231905
305,40,9200,47.860096,44.231905
305,40,9300,47.860096,44.231905
305,40,9400,47.860096,44.231905
305,40,9500,47.860096,44.231905
305,40,9600,47.860096,44.231905
305,40,9700,47.860096,44.231905
305,40,9800,47.860096,44.231905
305,40,9900,47.860096,44.231905
305,40,10000,47.860096,44.231905
