time ASI [ms]	maximum vapor penetration [mm]	standard deviation [mm]	error &plusmn;2sigma/sqrt(N) [mm]
4.275	84.484	2.4231	2.7979
4.28	84.569	2.3968	2.7676
4.285	84.659	2.3667	2.7329
4.29	84.749	2.3386	2.7004
4.295	84.859	2.3165	2.6748
4.3	84.94	2.3479	2.7111
4.305	85.008	2.3963	2.767
4.31	85.075	2.4467	2.8252
4.315	85.142	2.4988	2.8854
4.32	85.167	2.5914	2.9922
4.325	85.189	2.691	3.1073
4.33	85.205	2.7841	3.2147
4.335	85.205	2.8552	3.2969
4.34	85.248	2.8474	3.2879
4.345	85.36	2.7605	3.1875
4.35	85.473	2.6755	3.0894
4.355	85.585	2.5926	2.9937
4.36	85.658	2.5248	2.9153
4.365	85.66	2.522	2.9122
4.37	85.66	2.522	2.9122
4.375	85.66	2.522	2.9122
4.38	85.675	2.5261	2.9168
4.385	85.72	2.518	2.9075
4.39	85.765	2.511	2.8994
4.395	85.843	2.5554	2.9507
4.4	85.948	2.6497	3.0596
4.405	86.006	2.7695	3.1979
4.41	86.052	2.9063	3.3559
4.415	86.078	3.0127	3.4788
4.42	86.057	3.0404	3.5108
4.425	86.054	3.05	3.5218
4.43	86.122	2.9728	3.4327
4.435	86.189	2.896	3.344
4.44	86.236	2.7864	3.2175
4.445	86.298	2.6802	3.0948
4.45	86.305	2.6551	3.0659
4.455	86.305	2.6428	3.0517
4.46	86.32	2.6585	3.0698
4.465	86.327	2.6829	3.0979
4.47	86.321	2.6927	3.1092
4.475	86.321	2.6927	3.1092
4.48	86.343	2.7265	3.1483
4.485	86.394	2.8008	3.2341
4.49	86.481	2.8695	3.3134
4.495	86.569	2.9374	3.3918
4.5	86.65	2.9949	3.4583
4.505	86.714	3.0261	3.4943
4.51	86.751	3.0482	3.5197
4.515	86.818	3.0177	3.4845
4.52	86.884	2.9894	3.4518
4.525	86.912	2.8989	3.3474
4.53	86.991	2.8201	3.2564
4.535	87.083	2.7721	3.2009
4.54	87.173	2.7343	3.1573
4.545	87.293	2.7478	3.1729
4.55	87.381	2.7458	3.1706
4.555	87.426	2.7116	3.1311
4.56	87.471	2.6799	3.0945
4.565	87.505	2.6339	3.0414
4.57	87.541	2.5802	2.9794
4.575	87.566	2.5785	2.9775
4.58	87.587	2.5823	2.9818
4.585	87.609	2.5886	2.9891
4.59	87.63	2.5975	2.9993
4.595	87.654	2.5724	2.9704
4.6	87.676	2.5501	2.9446
