# Region            : all region0
# Cells             : 256
# Volume            : 5.234326483827e-02
# Time              	volAverage(T)
362                 	2.889636901314e+02
363                 	2.889733413804e+02
364                 	2.889829380514e+02
365                 	2.889924803084e+02
366                 	2.890019683146e+02
367                 	2.890114022325e+02
368                 	2.890207822236e+02
369                 	2.890301084490e+02
370                 	2.890393810689e+02
371                 	2.890486002426e+02
372                 	2.890577661291e+02
373                 	2.890668788863e+02
374                 	2.890759386717e+02
375                 	2.890849456419e+02
376                 	2.890938999530e+02
377                 	2.891028017604e+02
378                 	2.891116512189e+02
379                 	2.891204484824e+02
380                 	2.891291937046e+02
381                 	2.891378870383e+02
382                 	2.891465286357e+02
383                 	2.891551186484e+02
384                 	2.891636572276e+02
385                 	2.891721445238e+02
386                 	2.891805806868e+02
387                 	2.891889658660e+02
388                 	2.891973002102e+02
389                 	2.892055838677e+02
390                 	2.892138169861e+02
391                 	2.892219997127e+02
392                 	2.892301321941e+02
393                 	2.892382145765e+02
394                 	2.892462470055e+02
395                 	2.892542296262e+02
396                 	2.892621625833e+02
397                 	2.892700460210e+02
398                 	2.892778800829e+02
399                 	2.892856649123e+02
400                 	2.892934006519e+02
401                 	2.893010874440e+02
402                 	2.893087254304e+02
403                 	2.893163147526e+02
404                 	2.893238555515e+02
405                 	2.893313479676e+02
406                 	2.893387921410e+02
407                 	2.893461882114e+02
408                 	2.893535363181e+02
409                 	2.893608365999e+02
410                 	2.893680891952e+02
411                 	2.893752942421e+02
412                 	2.893824518784e+02
413                 	2.893895622411e+02
414                 	2.893966254672e+02
415                 	2.894036416933e+02
416                 	2.894106110555e+02
417                 	2.894175336895e+02
418                 	2.894244097307e+02
419                 	2.894312393142e+02
420                 	2.894380225747e+02
421                 	2.894447596465e+02
422                 	2.894514506637e+02
423                 	2.894580957598e+02
424                 	2.894646950682e+02
425                 	2.894712487220e+02
426                 	2.894777568536e+02
427                 	2.894842195956e+02
428                 	2.894906370799e+02
429                 	2.894970094381e+02
430                 	2.895033368017e+02
431                 	2.895096193018e+02
432                 	2.895158570692e+02
433                 	2.895220502342e+02
434                 	2.895281989271e+02
435                 	2.895343032777e+02
436                 	2.895403634156e+02
437                 	2.895463794701e+02
438                 	2.895523515702e+02
439                 	2.895582798446e+02
440                 	2.895641644217e+02
441                 	2.895700054298e+02
442                 	2.895758029967e+02
443                 	2.895815572499e+02
444                 	2.895872683169e+02
445                 	2.895929363248e+02
446                 	2.895985614002e+02
447                 	2.896041436699e+02
448                 	2.896096832601e+02
449                 	2.896151802967e+02
450                 	2.896206349057e+02
451                 	2.896260472125e+02
452                 	2.896314173423e+02
453                 	2.896367454203e+02
454                 	2.896420315713e+02
455                 	2.896472759196e+02
456                 	2.896524785898e+02
457                 	2.896576397057e+02
458                 	2.896627593913e+02
459                 	2.896678377701e+02
460                 	2.896728749655e+02
461                 	2.896778711005e+02
462                 	2.896828262982e+02
463                 	2.896877406811e+02
464                 	2.896926143717e+02
465                 	2.896974474922e+02
466                 	2.897022401646e+02
467                 	2.897069925106e+02
468                 	2.897117046517e+02
469                 	2.897163767094e+02
470                 	2.897210088047e+02
471                 	2.897256010585e+02
472                 	2.897301535914e+02
473                 	2.897346665240e+02
474                 	2.897391399764e+02
475                 	2.897435740688e+02
476                 	2.897479689208e+02
477                 	2.897523246522e+02
478                 	2.897566413824e+02
479                 	2.897609192305e+02
480                 	2.897651583155e+02
481                 	2.897693587563e+02
482                 	2.897735206714e+02
483                 	2.897776441791e+02
484                 	2.897817293977e+02
485                 	2.897857764452e+02
486                 	2.897897854393e+02
487                 	2.897937564976e+02
488                 	2.897976897375e+02
489                 	2.898015852761e+02
490                 	2.898054432305e+02
491                 	2.898092637174e+02
492                 	2.898130468534e+02
493                 	2.898167927549e+02
494                 	2.898205015382e+02
495                 	2.898241733191e+02
496                 	2.898278082136e+02
497                 	2.898314063373e+02
498                 	2.898349678056e+02
499                 	2.898384927337e+02
500                 	2.898419812366e+02
501                 	2.898454334293e+02
502                 	2.898488494265e+02
503                 	2.898522293424e+02
504                 	2.898555732916e+02
505                 	2.898588813880e+02
506                 	2.898621537456e+02
507                 	2.898653904781e+02
508                 	2.898685916990e+02
509                 	2.898717575218e+02
510                 	2.898748880594e+02
511                 	2.898779834250e+02
512                 	2.898810437313e+02
513                 	2.898840690909e+02
514                 	2.898870596163e+02
515                 	2.898900154196e+02
516                 	2.898929366129e+02
517                 	2.898958233081e+02
518                 	2.898986756169e+02
519                 	2.899014936507e+02
520                 	2.899042775208e+02
521                 	2.899070273385e+02
522                 	2.899097432145e+02
523                 	2.899124252597e+02
524                 	2.899150735847e+02
525                 	2.899176882997e+02
526                 	2.899202695152e+02
527                 	2.899228173409e+02
528                 	2.899253318869e+02
529                 	2.899278132627e+02
530                 	2.899302615778e+02
531                 	2.899326769416e+02
532                 	2.899350594630e+02
533                 	2.899374092511e+02
534                 	2.899397264146e+02
535                 	2.899420110620e+02
536                 	2.899442633016e+02
537                 	2.899464832418e+02
538                 	2.899486709905e+02
539                 	2.899508266555e+02
540                 	2.899529503444e+02
541                 	2.899550421647e+02
542                 	2.899571022238e+02
543                 	2.899591306286e+02
544                 	2.899611274861e+02
545                 	2.899630929030e+02
546                 	2.899650269858e+02
547                 	2.899669298410e+02
548                 	2.899688015746e+02
549                 	2.899706422927e+02
550                 	2.899724521010e+02
551                 	2.899742311053e+02
552                 	2.899759794108e+02
553                 	2.899776971230e+02
554                 	2.899793843468e+02
555                 	2.899810411871e+02
556                 	2.899826677486e+02
557                 	2.899842641359e+02
558                 	2.899858304533e+02
559                 	2.899873668049e+02
560                 	2.899888732947e+02
561                 	2.899903500265e+02
562                 	2.899917971038e+02
563                 	2.899932146300e+02
564                 	2.899946027085e+02
565                 	2.899959614421e+02
566                 	2.899972909338e+02
567                 	2.899985912862e+02
568                 	2.899998626018e+02
569                 	2.900011049829e+02
570                 	2.900023185316e+02
571                 	2.900035033498e+02
572                 	2.900046595393e+02
573                 	2.900057872015e+02
574                 	2.900068864378e+02
575                 	2.900079573495e+02
576                 	2.900090000374e+02
577                 	2.900100146024e+02
578                 	2.900110011451e+02
579                 	2.900119597658e+02
580                 	2.900128905649e+02
581                 	2.900137936424e+02
582                 	2.900146690980e+02
583                 	2.900155170316e+02
584                 	2.900163375425e+02
585                 	2.900171307300e+02
586                 	2.900178966933e+02
587                 	2.900186355312e+02
588                 	2.900193473425e+02
589                 	2.900200322256e+02
590                 	2.900206902790e+02
591                 	2.900213216007e+02
592                 	2.900219262887e+02
593                 	2.900225044408e+02
594                 	2.900230561546e+02
595                 	2.900235815274e+02
596                 	2.900240806565e+02
597                 	2.900245536387e+02
598                 	2.900250005710e+02
599                 	2.900254215500e+02
600                 	2.900258166720e+02
601                 	2.900261860334e+02
602                 	2.900265297301e+02
603                 	2.900268478580e+02
604                 	2.900271405128e+02
605                 	2.900274077899e+02
606                 	2.900276497846e+02
607                 	2.900278665919e+02
608                 	2.900280583068e+02
609                 	2.900282250240e+02
610                 	2.900283668379e+02
611                 	2.900284838428e+02
612                 	2.900285761329e+02
613                 	2.900286438021e+02
614                 	2.900286869440e+02
615                 	2.900287056522e+02
616                 	2.900287000201e+02
617                 	2.900286701408e+02
618                 	2.900286161072e+02
619                 	2.900285380120e+02
620                 	2.900284359479e+02
621                 	2.900283100071e+02
622                 	2.900281602819e+02
623                 	2.900279868642e+02
624                 	2.900277898457e+02
625                 	2.900275693181e+02
626                 	2.900273253727e+02
627                 	2.900270581007e+02
628                 	2.900267675931e+02
629                 	2.900264539407e+02
630                 	2.900261172340e+02
631                 	2.900257575634e+02
632                 	2.900253750193e+02
633                 	2.900249696914e+02
634                 	2.900245416698e+02
635                 	2.900240910439e+02
636                 	2.900236179031e+02
637                 	2.900231223368e+02
638                 	2.900226044338e+02
639                 	2.900220642831e+02
640                 	2.900215019731e+02
641                 	2.900209175925e+02
642                 	2.900203112293e+02
643                 	2.900196829716e+02
644                 	2.900190329072e+02
645                 	2.900183611238e+02
646                 	2.900176677088e+02
647                 	2.900169527494e+02
648                 	2.900162163326e+02
649                 	2.900154585453e+02
650                 	2.900146794742e+02
651                 	2.900138792056e+02
652                 	2.900130578257e+02
653                 	2.900122154207e+02
654                 	2.900113520764e+02
655                 	2.900104678784e+02
656                 	2.900095629122e+02
657                 	2.900086372629e+02
658                 	2.900076910157e+02
659                 	2.900067242553e+02
660                 	2.900057370665e+02
661                 	2.900047295337e+02
662                 	2.900037017411e+02
663                 	2.900026537728e+02
664                 	2.900015857126e+02
665                 	2.900004976442e+02
666                 	2.899993896509e+02
667                 	2.899982618162e+02
668                 	2.899971142229e+02
669                 	2.899959469540e+02
670                 	2.899947600922e+02
671                 	2.899935537198e+02
672                 	2.899923279191e+02
673                 	2.899910827722e+02
674                 	2.899898183609e+02
675                 	2.899885347669e+02
676                 	2.899872320716e+02
677                 	2.899859103563e+02
678                 	2.899845697021e+02
679                 	2.899832101897e+02
680                 	2.899818318999e+02
681                 	2.899804349130e+02
682                 	2.899790193095e+02
683                 	2.899775851692e+02
684                 	2.899761325721e+02
685                 	2.899746615978e+02
686                 	2.899731723258e+02
687                 	2.899716648353e+02
688                 	2.899701392054e+02
689                 	2.899685955150e+02
690                 	2.899670338427e+02
691                 	2.899654542669e+02
692                 	2.899638568660e+02
693                 	2.899622417180e+02
694                 	2.899606089008e+02
695                 	2.899589584919e+02
696                 	2.899572905690e+02
697                 	2.899556052092e+02
698                 	2.899539024896e+02
699                 	2.899521824871e+02
700                 	2.899504452783e+02
701                 	2.899486909398e+02
702                 	2.899469195478e+02
703                 	2.899451311783e+02
704                 	2.899433259073e+02
705                 	2.899415038104e+02
706                 	2.899396649631e+02
707                 	2.899378094407e+02
708                 	2.899359373182e+02
709                 	2.899340486706e+02
710                 	2.899321435725e+02
711                 	2.899302220984e+02
712                 	2.899282843226e+02
713                 	2.899263303192e+02
714                 	2.899243601622e+02
715                 	2.899223739251e+02
716                 	2.899203716815e+02
717                 	2.899183535046e+02
718                 	2.899163194677e+02
719                 	2.899142696436e+02
720                 	2.899122041050e+02
721                 	2.899101229245e+02
722                 	2.899080261743e+02
723                 	2.899059139266e+02
724                 	2.899037862533e+02
725                 	2.899016432261e+02
726                 	2.898994849166e+02
727                 	2.898973113962e+02
728                 	2.898951227358e+02
729                 	2.898929190066e+02
730                 	2.898907002792e+02
731                 	2.898884666242e+02
732                 	2.898862181120e+02
733                 	2.898839548128e+02
734                 	2.898816767964e+02
735                 	2.898793841327e+02
736                 	2.898770768914e+02
737                 	2.898747551416e+02
738                 	2.898724189527e+02
739                 	2.898700683937e+02
740                 	2.898677035333e+02
741                 	2.898653244402e+02
742                 	2.898629311828e+02
743                 	2.898605238293e+02
744                 	2.898581024478e+02
745                 	2.898556671061e+02
746                 	2.898532178718e+02
747                 	2.898507548124e+02
748                 	2.898482779952e+02
749                 	2.898457874872e+02
750                 	2.898432833554e+02
751                 	2.898407656663e+02
752                 	2.898382344865e+02
753                 	2.898356898824e+02
754                 	2.898331319199e+02
755                 	2.898305606652e+02
756                 	2.898279761837e+02
757                 	2.898253785412e+02
758                 	2.898227678030e+02
759                 	2.898201440342e+02
760                 	2.898175072999e+02
761                 	2.898148576647e+02
762                 	2.898121951933e+02
763                 	2.898095199500e+02
764                 	2.898068319992e+02
765                 	2.898041314048e+02
766                 	2.898014182307e+02
767                 	2.897986925405e+02
768                 	2.897959543977e+02
769                 	2.897932038656e+02
770                 	2.897904410072e+02
771                 	2.897876658854e+02
772                 	2.897848785631e+02
773                 	2.897820791026e+02
774                 	2.897792675663e+02
775                 	2.897764440164e+02
776                 	2.897736085149e+02
777                 	2.897707611235e+02
778                 	2.897679019038e+02
779                 	2.897650309173e+02
780                 	2.897621482251e+02
781                 	2.897592538884e+02
782                 	2.897563479679e+02
783                 	2.897534305244e+02
784                 	2.897505016183e+02
785                 	2.897475613099e+02
786                 	2.897446096594e+02
787                 	2.897416467268e+02
788                 	2.897386725716e+02
789                 	2.897356872537e+02
790                 	2.897326908322e+02
791                 	2.897296833665e+02
792                 	2.897266649155e+02
793                 	2.897236355382e+02
794                 	2.897205952931e+02
795                 	2.897175442388e+02
796                 	2.897144824336e+02
797                 	2.897114099355e+02
798                 	2.897083268026e+02
799                 	2.897052330926e+02
800                 	2.897021288631e+02
801                 	2.896990141715e+02
802                 	2.896958890750e+02
803                 	2.896927536306e+02
804                 	2.896896078953e+02
805                 	2.896864519258e+02
806                 	2.896832857785e+02
807                 	2.896801095097e+02
808                 	2.896769231757e+02
809                 	2.896737268324e+02
810                 	2.896705205357e+02
811                 	2.896673043411e+02
812                 	2.896640783042e+02
813                 	2.896608424801e+02
814                 	2.896575969240e+02
815                 	2.896543416909e+02
816                 	2.896510768355e+02
817                 	2.896478024123e+02
818                 	2.896445184757e+02
819                 	2.896412250801e+02
820                 	2.896379222795e+02
821                 	2.896346101277e+02
822                 	2.896312886784e+02
823                 	2.896279579853e+02
824                 	2.896246181016e+02
825                 	2.896212690806e+02
826                 	2.896179109752e+02
827                 	2.896145438385e+02
828                 	2.896111677229e+02
829                 	2.896077826811e+02
830                 	2.896043887653e+02
831                 	2.896009860279e+02
832                 	2.895975745206e+02
833                 	2.895941542955e+02
834                 	2.895907254041e+02
835                 	2.895872878980e+02
836                 	2.895838418284e+02
837                 	2.895803872466e+02
838                 	2.895769242035e+02
839                 	2.895734527500e+02
840                 	2.895699729367e+02
841                 	2.895664848141e+02
842                 	2.895629884325e+02
843                 	2.895594838421e+02
844                 	2.895559710929e+02
845                 	2.895524502347e+02
846                 	2.895489213172e+02
847                 	2.895453843899e+02
848                 	2.895418395020e+02
849                 	2.895382867028e+02
850                 	2.895347260414e+02
851                 	2.895311575664e+02
852                 	2.895275813267e+02
853                 	2.895239973707e+02
854                 	2.895204057467e+02
855                 	2.895168065031e+02
856                 	2.895131996877e+02
857                 	2.895095853486e+02
858                 	2.895059635333e+02
859                 	2.895023342895e+02
860                 	2.894986976645e+02
861                 	2.894950537055e+02
862                 	2.894914024597e+02
863                 	2.894877439740e+02
864                 	2.894840782950e+02
865                 	2.894804054694e+02
866                 	2.894767255436e+02
867                 	2.894730385640e+02
868                 	2.894693445765e+02
869                 	2.894656436273e+02
870                 	2.894619357620e+02
871                 	2.894582210264e+02
872                 	2.894544994659e+02
873                 	2.894507711258e+02
874                 	2.894470360515e+02
875                 	2.894432942878e+02
876                 	2.894395458797e+02
877                 	2.894357908718e+02
878                 	2.894320293088e+02
879                 	2.894282612351e+02
880                 	2.894244866948e+02
881                 	2.894207057322e+02
882                 	2.894169183911e+02
883                 	2.894131247155e+02
884                 	2.894093247488e+02
885                 	2.894055185346e+02
886                 	2.894017061163e+02
887                 	2.893978875371e+02
888                 	2.893940628400e+02
889                 	2.893902320678e+02
890                 	2.893863952634e+02
891                 	2.893825524694e+02
892                 	2.893787037281e+02
893                 	2.893748490819e+02
894                 	2.893709885729e+02
895                 	2.893671222432e+02
896                 	2.893632501345e+02
897                 	2.893593722886e+02
898                 	2.893554887471e+02
899                 	2.893515995514e+02
900                 	2.893477047427e+02
901                 	2.893438043621e+02
902                 	2.893398984506e+02
903                 	2.893359870491e+02
904                 	2.893320701983e+02
905                 	2.893281479386e+02
906                 	2.893242203105e+02
907                 	2.893202873542e+02
908                 	2.893163491099e+02
909                 	2.893124056175e+02
910                 	2.893084569168e+02
911                 	2.893045030475e+02
912                 	2.893005440492e+02
913                 	2.892965799612e+02
914                 	2.892926108229e+02
915                 	2.892886366732e+02
916                 	2.892846575512e+02
917                 	2.892806734958e+02
918                 	2.892766845456e+02
919                 	2.892726907392e+02
920                 	2.892686921149e+02
921                 	2.892646887112e+02
922                 	2.892606805660e+02
923                 	2.892566677174e+02
924                 	2.892526502034e+02
925                 	2.892486280615e+02
926                 	2.892446013294e+02
927                 	2.892405700445e+02
928                 	2.892365342442e+02
929                 	2.892324939656e+02
930                 	2.892284492458e+02
931                 	2.892244001217e+02
932                 	2.892203466300e+02
933                 	2.892162888074e+02
934                 	2.892122266904e+02
935                 	2.892081603154e+02
936                 	2.892040897186e+02
937                 	2.892000149360e+02
938                 	2.891959360038e+02
939                 	2.891918529576e+02
940                 	2.891877658333e+02
941                 	2.891836746664e+02
942                 	2.891795794922e+02
943                 	2.891754803463e+02
944                 	2.891713772636e+02
945                 	2.891672702794e+02
946                 	2.891631594284e+02
947                 	2.891590447455e+02
948                 	2.891549262653e+02
949                 	2.891508040224e+02
950                 	2.891466780512e+02
951                 	2.891425483859e+02
952                 	2.891384150607e+02
953                 	2.891342781096e+02
954                 	2.891301375665e+02
955                 	2.891259934652e+02
956                 	2.891218458392e+02
957                 	2.891176947222e+02
958                 	2.891135401475e+02
959                 	2.891093821483e+02
960                 	2.891052207578e+02
961                 	2.891010560090e+02
962                 	2.890968879348e+02
963                 	2.890927165679e+02
964                 	2.890885419410e+02
965                 	2.890843640865e+02
966                 	2.890801830369e+02
967                 	2.890759988245e+02
968                 	2.890718114813e+02
969                 	2.890676210395e+02
970                 	2.890634275308e+02
971                 	2.890592309871e+02
972                 	2.890550314401e+02
973                 	2.890508289211e+02
974                 	2.890466234618e+02
975                 	2.890424150934e+02
976                 	2.890382038469e+02
977                 	2.890339897536e+02
978                 	2.890297728443e+02
979                 	2.890255531499e+02
980                 	2.890213307010e+02
981                 	2.890171055282e+02
982                 	2.890128776620e+02
983                 	2.890086471328e+02
984                 	2.890044139706e+02
985                 	2.890001782058e+02
986                 	2.889959398682e+02
987                 	2.889916989877e+02
988                 	2.889874555942e+02
989                 	2.889832097171e+02
990                 	2.889789613861e+02
991                 	2.889747106306e+02
992                 	2.889704574799e+02
993                 	2.889662019631e+02
