iteration,Cd,Cl,Cm
89.0,0.3041685120656,0.1239964319044,-0.5536317343053
90.0,0.3053337099786,0.1318851927513,-0.5672004280745
91.0,0.3063888502486,0.1390174350834,-0.5772148896775
92.0,0.3073576343896,0.1458307604758,-0.5842313228241
93.0,0.3081058123007,0.1513067432439,-0.5873639541948
94.0,0.30865395891,0.1545585335075,-0.5856308816811
95.0,0.3089382096481,0.1561392057244,-0.5808203987244
96.0,0.3089010918817,0.1558251228736,-0.5729903390545
97.0,0.3084975733435,0.1536699663508,-0.5624117543747
98.0,0.3078460277999,0.1502477152646,-0.5500192841166
99.0,0.3071682266864,0.1453989160822,-0.5357050849426
100.0,0.3064169166898,0.139677393307,-0.5207912078783
101.0,0.3055885198161,0.1331178841497,-0.5047709367083
102.0,0.3047161680458,0.1257391250643,-0.4871895729103
103.0,0.3038692066435,0.1181229261924,-0.4686033080521
104.0,0.3031951510996,0.1102814877707,-0.4487426281512
105.0,0.3027923122394,0.1015440235354,-0.4260497436578
106.0,0.3025510997818,0.09214450727814,-0.4016497746571
107.0,0.3023796300046,0.08249253225202,-0.377193243491
108.0,0.3022771930192,0.07288536988521,-0.3532889856632
109.0,0.3023549748983,0.06419773835247,-0.331633108242
110.0,0.3024529153245,0.05640679038756,-0.3126464632706
111.0,0.3024669577338,0.05013657105827,-0.2976404764013
112.0,0.3023109721171,0.04518721633865,-0.2873833633551
113.0,0.3019156666572,0.04183821231404,-0.2823763098755
114.0,0.3013046632561,0.04011044232934,-0.2825485197756
115.0,0.3003105895247,0.03991106472482,-0.2875442168197
116.0,0.2988135036356,0.04056161658075,-0.2962196472841
117.0,0.2969139877829,0.04189222784486,-0.307512994495
118.0,0.2947372669348,0.04351354895797,-0.3197091746138
119.0,0.2925365496581,0.04547506348051,-0.3321751972111
120.0,0.2905713075207,0.04798009075615,-0.3448306053656
121.0,0.2889606929422,0.05092126417883,-0.3568145115297
122.0,0.2878588834622,0.05377868098655,-0.3669401890102
123.0,0.2872730763175,0.05580401875165,-0.3741996617875
124.0,0.2872462152832,0.05612889343496,-0.377167165029
125.0,0.2877768917861,0.05547813879963,-0.3767104037944
126.0,0.2887729619893,0.05344689484963,-0.3726598099965
127.0,0.2899926272738,0.05066849460095,-0.3659841323354
128.0,0.291234459079,0.04745808752125,-0.357202527208
129.0,0.2923570886905,0.0442726543798,-0.3477275227246
130.0,0.2932482964387,0.04161741343562,-0.3386160741465
131.0,0.2939448618843,0.03970340925419,-0.3301921137188
132.0,0.2945407500925,0.03894840907344,-0.3228488145973
133.0,0.2950426977165,0.03931191874502,-0.3173855111023
134.0,0.2954588545506,0.04024987954063,-0.3131459016736
135.0,0.2957780801852,0.04168807166588,-0.3104710343941
136.0,0.2958466106658,0.04321917043297,-0.3091433087117
137.0,0.295861453836,0.0450926195375,-0.3091702502052
138.0,0.2958852992073,0.04692015503384,-0.3101596822451
139.0,0.2958727325166,0.04859336075208,-0.3119679009401
140.0,0.2957432684628,0.04995359955701,-0.3141062180034
141.0,0.2954987823996,0.05049997021537,-0.3158383925384
142.0,0.2949111136872,0.05064756903201,-0.3179109424737
143.0,0.2940485783797,0.05042368563249,-0.319787589867
144.0,0.2929514499452,0.04995226689509,-0.3211898812311
145.0,0.2916581201618,0.0494008429838,-0.3218384581433
146.0,0.2901429778179,0.04888097948339,-0.3222049760974
147.0,0.2884793367632,0.04856435209536,-0.3222273582337
148.0,0.2867327923813,0.04838981360552,-0.3219252200626
149.0,0.2849460046262,0.04850877625785,-0.321895746589
150.0,0.2833259534782,0.04876106334949,-0.3215981204494
151.0,0.2819394624194,0.0485967427259,-0.3210557616102
152.0,0.2808525314528,0.04804886010059,-0.3206859161308
153.0,0.2800490781896,0.04722296394651,-0.320733716469
154.0,0.2796685185897,0.04595943964426,-0.3208093126985
155.0,0.2794381610443,0.0447954278274,-0.3221243541439
156.0,0.2791798523004,0.04381945696559,-0.3247118114473
157.0,0.2788200522966,0.04321571145549,-0.3282689818935
158.0,0.2783057423934,0.04276396746127,-0.3329140289264
159.0,0.2776505752273,0.04244582696293,-0.3386640116659
160.0,0.2768841662907,0.0418769038319,-0.344815194146
161.0,0.2760308844522,0.04111873183343,-0.3510231446072
162.0,0.27519307705,0.03955455589666,-0.3563112989951
163.0,0.2741928974209,0.03796609419404,-0.3618155080276
164.0,0.2729989983272,0.03703382534124,-0.3680376654864
165.0,0.271577920851,0.03667490950039,-0.3750072430187
166.0,0.2700043496388,0.03690356135276,-0.3825383970337
167.0,0.2684973902552,0.03775467938166,-0.3908003954767
168.0,0.2671840554977,0.03899705741952,-0.3998671711845
169.0,0.2662289503593,0.04039383466828,-0.4094765835651
170.0,0.2656404724983,0.04139460273788,-0.4190285164458
171.0,0.2654020229337,0.04160332157232,-0.4278652702774
172.0,0.2654469931887,0.04082103345713,-0.4353452888671
173.0,0.265668261744,0.03918674297018,-0.4420317993536
174.0,0.2660495523001,0.03698192756453,-0.4478651550021
175.0,0.2665460194907,0.03416898346727,-0.4524499350114
176.0,0.267188062129,0.0313351050691,-0.4554995263688
177.0,0.2680128914278,0.02908320894961,-0.4568670768774
178.0,0.2690430006005,0.02753060322621,-0.4563672750935
179.0,0.2702319207776,0.02711220668169,-0.4547383490515
180.0,0.2714596661137,0.02807619175625,-0.4521070717445
181.0,0.2726627329579,0.02989659654997,-0.4479446024959
182.0,0.2738544893819,0.03158309849182,-0.4414228784296
183.0,0.2750557001164,0.03327393558878,-0.4332241839076
184.0,0.2761315567772,0.0342779610581,-0.4235981720594
185.0,0.2770363047915,0.0341174042495,-0.4131377728127
186.0,0.2776518650654,0.03183335522272,-0.4021609373716
187.0,0.2781631413243,0.02870068375557,-0.3912760337271
188.0,0.2784706786996,0.02411474015241,-0.381081975117
189.0,0.2787232313782,0.01863379954134,-0.3721294605516
190.0,0.2789260442699,0.01286715566234,-0.3649106981239
191.0,0.2790457548795,0.006988433298134,-0.3596788761363
192.0,0.2791543758064,0.001031467591098,-0.3565338109242
193.0,0.2792984064025,-0.004801844147316,-0.3556824275199
194.0,0.2793415728541,-0.01041026083877,-0.3566119109895
195.0,0.2792877948823,-0.0155873180937,-0.3590350714336
196.0,0.2790211595105,-0.02025546457297,-0.3624442617587
197.0,0.2785124159799,-0.02460321285156,-0.3664037509182
198.0,0.2778551882318,-0.02830301977746,-0.3707281307089
199.0,0.2773249124552,-0.03127237893375,-0.3755003245504
200.0,0.2769418073247,-0.03332254278993,-0.3808421834107
201.0,0.2765770411972,-0.03451751693947,-0.3870153672745
202.0,0.2762740689598,-0.03461977582056,-0.3940769060143
203.0,0.2761456700495,-0.03373070119603,-0.4016098302176
204.0,0.2761795554502,-0.03194774423263,-0.4092345547364
205.0,0.2763921086064,-0.03004553733419,-0.4164973791709
206.0,0.2768092321318,-0.02870773973946,-0.422309310685
207.0,0.2773823132548,-0.02818451989324,-0.426235145592
208.0,0.2779623327471,-0.02791664913718,-0.4289003578859
209.0,0.2785092095379,-0.02801458725767,-0.4297298724037
210.0,0.2789658312255,-0.02832644110485,-0.4291881015073
211.0,0.2793704073986,-0.02899182130324,-0.4275223644193
212.0,0.2796145015866,-0.02962045798854,-0.4251563001242
213.0,0.2796385420996,-0.03037755070097,-0.4219980967974
214.0,0.2794707720619,-0.03115180835504,-0.4187815518699
215.0,0.2790875306486,-0.03150718023127,-0.4161964773157
216.0,0.2785039267194,-0.03137832480809,-0.4142218181071
217.0,0.2777392934605,-0.03094328657863,-0.4124184185057
218.0,0.276873343021,-0.03002542742259,-0.4108139088688
219.0,0.275958992554,-0.02851384454585,-0.4100505106451
220.0,0.2750566957295,-0.0269315394466,-0.4095163292795
221.0,0.2742732267945,-0.02563468406284,-0.4085097424201
222.0,0.2736840696673,-0.02421310974318,-0.407829326233
223.0,0.2734611908967,-0.02250647092351,-0.4077133411726
224.0,0.2737255449217,-0.02063716668278,-0.407439010474
225.0,0.2744913528151,-0.01823569399056,-0.4071090235393
226.0,0.2757181625011,-0.01660796552997,-0.4054908872236
227.0,0.2771753156015,-0.01597359058985,-0.402503462416
228.0,0.2787066665419,-0.01493374181801,-0.4001761396745
229.0,0.2801022643996,-0.01421659911337,-0.3984156912354
230.0,0.281249210969,-0.01413534579651,-0.3968736841559
231.0,0.2821261188262,-0.01508958827411,-0.3957552674639
232.0,0.2827315588481,-0.01751462244515,-0.3949234168712
233.0,0.283048981072,-0.02126366263027,-0.3949913129891
234.0,0.2832941591759,-0.0264817388458,-0.3946952976139
235.0,0.2835387050887,-0.03234183719414,-0.3947229430049
236.0,0.2839232560701,-0.03774492807293,-0.3967897764317
237.0,0.2845182837893,-0.04209821118295,-0.4010777224894
238.0,0.2853339611596,-0.04535098445977,-0.4066925245258
239.0,0.2862999656932,-0.04659695030809,-0.4158015000387
240.0,0.2872811321447,-0.04557061758211,-0.4287051617976
241.0,0.288393945415,-0.0426153366844,-0.443365578142
242.0,0.2896368890745,-0.0367430555009,-0.4609122890216
243.0,0.2908646191727,-0.02782246825034,-0.4817293222193
244.0,0.2923259957838,-0.01728259285679,-0.5024342713934
245.0,0.2939477546508,-0.005892307452933,-0.5225928538279
246.0,0.295588071091,0.006241226901136,-0.5424464237212
247.0,0.2973766019259,0.01829678424943,-0.5603804951552
248.0,0.2990966763572,0.02990708616463,-0.5770486869022
249.0,0.3004743263056,0.04102980709259,-0.5929375201066
250.0,0.3011496652524,0.05222865776759,-0.6095191368326
251.0,0.3014353114521,0.06218998009559,-0.6243268719931
252.0,0.3012736761481,0.07148137244802,-0.6376890104658
253.0,0.3005663954741,0.08032885844756,-0.6504279673052
254.0,0.299348661491,0.08810123424434,-0.661894829257
255.0,0.2978312322082,0.0937111941837,-0.6708735092655
256.0,0.296206237775,0.09629089440927,-0.6761652874163
257.0,0.2947631550279,0.096353519485,-0.6786103140323
258.0,0.2937195623912,0.09488879755415,-0.6788875716011
259.0,0.2932081303486,0.09151326841204,-0.6757552373746
260.0,0.2932214789241,0.08619591681954,-0.6683866122503
261.0,0.2938028905393,0.07995251341996,-0.65872304029
262.0,0.2947758656275,0.07296686473309,-0.6474255558257
263.0,0.2959893383506,0.06562604074424,-0.6358530804938
264.0,0.2972209694421,0.05901960300255,-0.6245933012695
265.0,0.2984717522234,0.05356320764534,-0.613946677171
266.0,0.2999004051408,0.04882062389548,-0.6037038676749
267.0,0.3015615561583,0.04539069845273,-0.5949875299345
268.0,0.303335982843,0.04327126320487,-0.5882072171055
269.0,0.3050209355566,0.04258837684039,-0.5839974397457
270.0,0.3066417140642,0.04336985190022,-0.5815936409891
271.0,0.30809695842,0.04519461205743,-0.5801918044872
272.0,0.3092369833511,0.04766358886009,-0.5803253172106
273.0,0.3099512087017,0.05128312040058,-0.5821843436722
274.0,0.310280431584,0.0551017435532,-0.5844540457196
275.0,0.3102053124577,0.05850477405112,-0.5860628727499
276.0,0.309772349239,0.06064553451998,-0.5857182805647
277.0,0.3090898817455,0.06112608733013,-0.5830908409296
278.0,0.3080261148796,0.06007226042217,-0.5785982185705
279.0,0.3066630839819,0.05737748917817,-0.5727988861059
280.0,0.3052204893309,0.05272709754975,-0.5650341556794
281.0,0.3037822894712,0.04627973361455,-0.5555471928292
282.0,0.3023049769691,0.03911825552744,-0.5453361552548
283.0,0.3005169487856,0.03289115525754,-0.5368791567065
284.0,0.2982661504523,0.02882988149325,-0.532515903611
285.0,0.2955004243762,0.02691949405159,-0.5320238281318
286.0,0.2924180238651,0.02664047288184,-0.5345460549702
287.0,0.289197035951,0.02806456091958,-0.5401497620248
288.0,0.2860116224227,0.03049864135157,-0.5478633113915
289.0,0.2831323338505,0.03310086357036,-0.5564937207878
290.0,0.2807955902071,0.0347788771335,-0.5643749277132
291.0,0.2791349564752,0.03507016376167,-0.5705100981794
292.0,0.278210575958,0.03398188214609,-0.5744619954391
293.0,0.2780035386017,0.03156555084134,-0.5749278772678
294.0,0.2785747301621,0.02862370950984,-0.5726170328899
295.0,0.279751930424,0.0250084704778,-0.5665275436363
296.0,0.2812553540359,0.02114085335531,-0.5563855392181
297.0,0.2827467301615,0.01724993732797,-0.5435061547912
298.0,0.2841206302893,0.0133837744828,-0.5279667507247
299.0,0.2854611918599,0.008785787837022,-0.5091947320211
300.0,0.2868238536208,0.003201072002533,-0.4880648057155
301.0,0.2881478212857,-0.003332696437882,-0.4655461181425
302.0,0.2893251118567,-0.01145908564408,-0.4419031542774
303.0,0.2904009025977,-0.02144081092963,-0.4172723778103
304.0,0.2912934517802,-0.03365015411984,-0.3916699786559
305.0,0.2918451142726,-0.04755315141056,-0.3656662827735
306.0,0.2917902799055,-0.06179207710071,-0.3404517628249
307.0,0.290960063383,-0.07492749543341,-0.3171765745989
308.0,0.2892540702408,-0.0853663852438,-0.2976252347031
309.0,0.2868283786776,-0.09338318734685,-0.2807263450378
310.0,0.2840728789632,-0.0983015273499,-0.2679238168821
311.0,0.2812229647424,-0.09989586012508,-0.2598404292758
312.0,0.2784339499238,-0.0993679420593,-0.2541941236437
313.0,0.2759605003844,-0.09689363484532,-0.2514171391279
314.0,0.2737978313959,-0.09288599922882,-0.2519692796743
315.0,0.2719399461585,-0.08717813387873,-0.2560072355518
316.0,0.270504512366,-0.08089431177485,-0.2617007467445
317.0,0.2696431862833,-0.07453309647584,-0.269377039893
318.0,0.2694644780355,-0.06719440092178,-0.2801966123176
319.0,0.2699429211997,-0.05934930805202,-0.2927769868784
320.0,0.2710451249611,-0.05147262690874,-0.306125564793
321.0,0.2727088157637,-0.04396531807202,-0.3195064896648
322.0,0.2748486587602,-0.03724755641093,-0.3320133277084
323.0,0.2776492814282,-0.03179557402301,-0.3424452455454
324.0,0.2808763724272,-0.02698542974077,-0.3516325084394
325.0,0.2843046864315,-0.02259735530715,-0.3590063262109
326.0,0.2878522013877,-0.01988848319411,-0.3631904810778
327.0,0.2913371826334,-0.01966693604325,-0.3638075084821
328.0,0.2945399473521,-0.02185675603192,-0.3616847008172
329.0,0.297218133854,-0.0255147571843,-0.3581031096737
330.0,0.2991574302584,-0.02998016042001,-0.3538095935762
331.0,0.3002663498371,-0.03499287644867,-0.348980557105
332.0,0.3005319747462,-0.04107189763131,-0.3425734208694
333.0,0.2998670729094,-0.04686756484332,-0.3364667146796
334.0,0.2983801660582,-0.05240873738616,-0.3303839121394
335.0,0.296250372138,-0.05681355345855,-0.3254337710853
336.0,0.2936054499671,-0.06010419916469,-0.3222627128697
337.0,0.2904576139563,-0.06141027979051,-0.3218788320455
338.0,0.2871359865873,-0.06041743575514,-0.3244992336178
339.0,0.2838006771867,-0.05714039587956,-0.3307224092157
340.0,0.2806175775092,-0.05174575237623,-0.3410192245856
341.0,0.2777433877476,-0.04376900457253,-0.3563765612771
342.0,0.2753262840181,-0.03472828955464,-0.3744314240383
343.0,0.2734508672026,-0.02557517784242,-0.3933892591404
344.0,0.2721567784382,-0.01625031307684,-0.4132232477416
345.0,0.2713866529179,-0.007117306203146,-0.4330066906827
346.0,0.2711352060072,0.00182586660132,-0.4518658128702
347.0,0.2714476699243,0.01098787416173,-0.4689300095258
348.0,0.2720706456443,0.02032417099794,-0.4840182791241
349.0,0.2727163869124,0.0299573981597,-0.497961719193
350.0,0.273377376884,0.03911985045016,-0.5102486674373
351.0,0.2739141092073,0.04685663517802,-0.5204113228128
352.0,0.2744184388995,0.05305687324688,-0.5284791031723
353.0,0.2750166837545,0.05542586644371,-0.5322791456845
354.0,0.2759405472822,0.05369736214052,-0.5312081792256
355.0,0.2770320662807,0.0480527730414,-0.5251843752616
356.0,0.2781355152268,0.04051841706037,-0.516049278623
357.0,0.279042429968,0.03248066065282,-0.5053271738108
358.0,0.2795854634538,0.02427476651249,-0.493617434722
359.0,0.2798077531646,0.01566808177064,-0.4807234812878
360.0,0.279883098726,0.006583257585325,-0.4669951097812
361.0,0.2800548420075,-0.002972536713974,-0.4528300316596
362.0,0.2803581320043,-0.01239884389867,-0.4387890106745
363.0,0.2807875323719,-0.02078770638951,-0.4257517578098
364.0,0.2812443188986,-0.0280542817526,-0.4138440757559
365.0,0.2815310633558,-0.03337257885866,-0.403901983443
366.0,0.2816024135309,-0.03637118522338,-0.3966519045907
367.0,0.2813539109045,-0.03698528930413,-0.392857861748
368.0,0.281001808811,-0.0365708206142,-0.3912823570967
369.0,0.280691639396,-0.03570862969134,-0.3911540111562
370.0,0.280594738839,-0.03373741960271,-0.3925454788329
371.0,0.2806474860362,-0.03100009974415,-0.3939064942346
372.0,0.2807336172658,-0.02758533737775,-0.3945936285754
373.0,0.2807628685838,-0.0236706904698,-0.394251323072
374.0,0.2807530598581,-0.02020538108904,-0.3924984421139
375.0,0.2807122227742,-0.01734784043716,-0.3892581505723
376.0,0.2807220513671,-0.01458380644185,-0.385647921328
377.0,0.280770186565,-0.01330739529924,-0.3799103404946
378.0,0.2808826188005,-0.01448573505997,-0.371714051363
379.0,0.2812384307169,-0.01772347175978,-0.3619222509675
380.0,0.2819611251833,-0.0203088927566,-0.3537232502857
381.0,0.2829899203517,-0.02435285136147,-0.344256551809
382.0,0.2843908261636,-0.0287311787432,-0.3350964602699
383.0,0.2860117859818,-0.03250114898155,-0.3278122240834
384.0,0.2877872416203,-0.03532337872358,-0.3228832527474
385.0,0.2896053466693,-0.03660447634147,-0.3204657935562
386.0,0.2912968759124,-0.03668456846675,-0.3202684078653
387.0,0.2927987883177,-0.03608285624392,-0.3218280016677
388.0,0.2940710608415,-0.03434138682398,-0.3262270515754
389.0,0.2951547543583,-0.03217584037151,-0.332311199611
390.0,0.296198639786,-0.03024098040663,-0.3392465516095
391.0,0.2971372670939,-0.02764553852382,-0.3476298135562
392.0,0.2978651673686,-0.02468010808869,-0.3571443807927
393.0,0.2984592259055,-0.02134894076824,-0.367113700022
394.0,0.2987893839927,-0.01810729414229,-0.3769183403563
395.0,0.2987641415492,-0.0152862587729,-0.3861379601121
396.0,0.2983432095091,-0.01243798808877,-0.3950793549384
397.0,0.297500289988,-0.009904015525323,-0.4032891187656
398.0,0.2962273853773,-0.00760543902085,-0.4105319497298
399.0,0.2946098016177,-0.005796900003765,-0.4161812423404
400.0,0.2927468147112,-0.004501899216867,-0.4197333193263
401.0,0.2907574595017,-0.003974140348185,-0.4215991756338
402.0,0.2888377434761,-0.003830916533668,-0.4222116279313
403.0,0.2871352830657,-0.00393109776515,-0.4214955593797
404.0,0.2858467057865,-0.004479290962569,-0.419674173148
405.0,0.2850573222707,-0.004837067934195,-0.4176232813919
406.0,0.2846510614357,-0.004649572749682,-0.4164584280989
407.0,0.2845858669501,-0.005026681972087,-0.4146582320758
408.0,0.2847373777055,-0.003698767745296,-0.4153335467254
409.0,0.2849213583322,-0.0005949827742624,-0.4184830559506
410.0,0.2851916859398,0.003533177388176,-0.4234014767629
411.0,0.2854708506721,0.008119667485842,-0.4293308353105
412.0,0.285773859186,0.01357795167214,-0.4370165491698
413.0,0.2860938135534,0.020090671118,-0.4461929184683
414.0,0.2864405041963,0.02686733066381,-0.4561463632393
415.0,0.2866006413327,0.03315968614805,-0.465878706523
416.0,0.2866707851347,0.03850009873017,-0.4745574026475
417.0,0.2865020684496,0.04294959184207,-0.4824459767712
418.0,0.2860197844777,0.04604815357097,-0.4887134770511
419.0,0.2852765559484,0.04786052964188,-0.4932044059481
420.0,0.2843370807851,0.04826353636537,-0.4952812186637
421.0,0.2832543226901,0.04631560731068,-0.4942140784455
422.0,0.2822863444444,0.04195647017153,-0.4891348250645
423.0,0.2817111770044,0.03583419055844,-0.4806553441432
424.0,0.2815315438343,0.02816762474216,-0.4693373581236
425.0,0.2816404959299,0.01962443670524,-0.4558444292054
426.0,0.2819435707604,0.01097498271039,-0.4410835292957
427.0,0.2823385449176,0.002784404039206,-0.4259172300046
428.0,0.2828397864275,-0.004346517888268,-0.4109540039941
429.0,0.2832652868834,-0.0096650865564,-0.3974889388249
430.0,0.2836075382131,-0.01297584908454,-0.3864499772153
431.0,0.2838598374015,-0.01455887979296,-0.3780094501775
432.0,0.283999953144,-0.01485026000143,-0.3716117135475
433.0,0.2841414173711,-0.01439243414996,-0.3666011859549
434.0,0.2841603013883,-0.01246750399593,-0.3646474198794
435.0,0.2840359120943,-0.009884706589343,-0.3649779060462
436.0,0.28382575128,-0.006876191402574,-0.3671083789378
437.0,0.2835388769637,-0.003090988862528,-0.3716564150013
438.0,0.2832952624563,0.001245269784282,-0.378338205906
439.0,0.2832365697955,0.005146200817093,-0.3849391826891
440.0,0.2833444035442,0.008410737898503,-0.3914132276811
441.0,0.2835522887537,0.0111554045078,-0.3978390636767
442.0,0.28388107993,0.01368097947171,-0.4045878677028
443.0,0.2842546356741,0.01612239426598,-0.4113870610468
444.0,0.2845544396914,0.01792389633407,-0.4176026525125
445.0,0.2846796680365,0.01920355191063,-0.4233510731084
446.0,0.2845337762619,0.02040724840944,-0.4292557564649
447.0,0.2842719611115,0.02127604439507,-0.4349226077049
448.0,0.2839472740464,0.0214406365034,-0.439527601191
449.0,0.2835535154219,0.02111871101721,-0.4429878669727
450.0,0.2832236177102,0.02042366469633,-0.4446400109738
451.0,0.282987671379,0.01918705580566,-0.4445682891874
452.0,0.2828264346216,0.0172014818934,-0.4429101431163
453.0,0.2827531090878,0.01446078690621,-0.4397348309965
454.0,0.2825936888223,0.01144660914475,-0.4356291829604
455.0,0.2823333146926,0.008803429431971,-0.4306523727735
456.0,0.2819788341445,0.007111401832631,-0.4260991209006
457.0,0.2813466129418,0.006242925334215,-0.4222285945423
458.0,0.280501677407,0.006034845622427,-0.4193392487251
459.0,0.2795342414558,0.00646717948982,-0.4180731466745
460.0,0.278671745237,0.007168625672085,-0.4174973431197
461.0,0.2779048037057,0.008136005881441,-0.4172333041983
462.0,0.2773134188277,0.009530205725893,-0.4171606782637
463.0,0.2768248885725,0.01089708978958,-0.4164814271041
464.0,0.2762642385711,0.01232271853288,-0.4160860522002
465.0,0.2756610665954,0.0135612256646,-0.4159603773968
466.0,0.2752898234694,0.0143922481975,-0.4152260066156
467.0,0.2753424899922,0.01391599180173,-0.4121969688907
468.0,0.2758096429636,0.01234008491313,-0.4069059693391
469.0,0.2765003590861,0.009664014611063,-0.3996168957345
470.0,0.2772313887922,0.006279004528921,-0.3908524819589
471.0,0.2778459092241,0.002679454514815,-0.3812951637563
472.0,0.2782986889717,-0.001287413678829,-0.3710505668494
473.0,0.2786068751745,-0.004880312913169,-0.3612371462034
474.0,0.278500797062,-0.007457574565209,-0.3528296076561
475.0,0.2782375781922,-0.009261550717767,-0.3455749053065
476.0,0.2776215004341,-0.01070226354835,-0.3389543480676
477.0,0.2766820885893,-0.01153393831755,-0.3328498535441
478.0,0.2755044550371,-0.01186156872085,-0.3272690315921
