iteration,Cd
0.0,0.3457342912263
1.0,0.5749585145762
2.0,0.6863133175805
3.0,0.5711209714906
4.0,0.4165631348569
5.0,0.3387950311186
6.0,0.3350833016131
7.0,0.3595126737466
8.0,0.3804396726839
9.0,0.3912078253009
10.0,0.3959478647471
11.0,0.3996841758936
12.0,0.4043140035714
13.0,0.4084310054337
14.0,0.4119220203613
15.0,0.4139790311331
16.0,0.4149715471243
17.0,0.4149035540381
18.0,0.4141362944433
19.0,0.4134931670535
20.0,0.4128374659421
21.0,0.4127196948956
22.0,0.4135471264109
23.0,0.4152168414637
24.0,0.4172372805038
25.0,0.4194815463557
26.0,0.4214486666581
27.0,0.4227168184352
28.0,0.4235645779152
29.0,0.424476223641
30.0,0.4256626411663
31.0,0.4267249403334
32.0,0.4274804051265
33.0,0.4278829668869
34.0,0.4276854859222
35.0,0.4268530458697
36.0,0.4254338816402
37.0,0.42328768537
38.0,0.4203955776556
39.0,0.4169345937297
40.0,0.4131521400517
41.0,0.4089733560846
42.0,0.4047175383964
43.0,0.4006959066194
44.0,0.3974540531135
45.0,0.3949605963535
46.0,0.3933300565133
47.0,0.3924811133075
48.0,0.3924567062293
49.0,0.3927318144895
50.0,0.3931341975555
51.0,0.3934619791141
52.0,0.3933185215604
53.0,0.3928486506577
54.0,0.3919974692507
55.0,0.3906031848051
56.0,0.3885793947554
57.0,0.3861005632172
58.0,0.3832785468876
59.0,0.380341117464
60.0,0.3773164871264
61.0,0.3739486979899
62.0,0.3702290044795
63.0,0.3663565162594
64.0,0.3622165574697
65.0,0.3578268420317
66.0,0.3536076637195
67.0,0.3498808470547
68.0,0.3465942473813
69.0,0.3436883929408
70.0,0.3411425625876
71.0,0.3389544308473
72.0,0.3368072303006
73.0,0.3343732995709
74.0,0.3314721189096
75.0,0.328205406075
76.0,0.3248572871083
77.0,0.3215660343526
78.0,0.3182819117932
79.0,0.3148776985579
80.0,0.311335529501
81.0,0.3079510449012
82.0,0.3048466454705
83.0,0.3025308201884
84.0,0.3010768983158
85.0,0.3004960636948
86.0,0.3007294017825
87.0,0.3016081159331
88.0,0.3029176575419
89.0,0.3041685120656
90.0,0.3053337099786
91.0,0.3063888502486
92.0,0.3073576343896
93.0,0.3081058123007
94.0,0.30865395891
95.0,0.3089382096481
96.0,0.3089010918817
97.0,0.3084975733435
98.0,0.3078460277999
99.0,0.3071682266864
100.0,0.3064169166898
101.0,0.3055885198161
102.0,0.3047161680458
103.0,0.3038692066435
104.0,0.3031951510996
105.0,0.3027923122394
106.0,0.3025510997818
107.0,0.3023796300046
108.0,0.3022771930192
109.0,0.3023549748983
110.0,0.3024529153245
111.0,0.3024669577338
112.0,0.3023109721171
113.0,0.3019156666572
114.0,0.3013046632561
115.0,0.3003105895247
116.0,0.2988135036356
117.0,0.2969139877829
118.0,0.2947372669348
119.0,0.2925365496581
120.0,0.2905713075207
121.0,0.2889606929422
122.0,0.2878588834622
123.0,0.2872730763175
124.0,0.2872462152832
125.0,0.2877768917861
126.0,0.2887729619893
127.0,0.2899926272738
128.0,0.291234459079
129.0,0.2923570886905
130.0,0.2932482964387
131.0,0.2939448618843
132.0,0.2945407500925
133.0,0.2950426977165
134.0,0.2954588545506
135.0,0.2957780801852
136.0,0.2958466106658
137.0,0.295861453836
138.0,0.2958852992073
139.0,0.2958727325166
140.0,0.2957432684628
141.0,0.2954987823996
142.0,0.2949111136872
143.0,0.2940485783797
144.0,0.2929514499452
145.0,0.2916581201618
146.0,0.2901429778179
147.0,0.2884793367632
148.0,0.2867327923813
149.0,0.2849460046262
150.0,0.2833259534782
151.0,0.2819394624194
152.0,0.2808525314528
153.0,0.2800490781896
154.0,0.2796685185897
155.0,0.2794381610443
156.0,0.2791798523004
157.0,0.2788200522966
158.0,0.2783057423934
159.0,0.2776505752273
160.0,0.2768841662907
161.0,0.2760308844522
162.0,0.27519307705
163.0,0.2741928974209
164.0,0.2729989983272
165.0,0.271577920851
166.0,0.2700043496388
167.0,0.2684973902552
168.0,0.2671840554977
169.0,0.2662289503593
170.0,0.2656404724983
171.0,0.2654020229337
172.0,0.2654469931887
173.0,0.265668261744
174.0,0.2660495523001
175.0,0.2665460194907
176.0,0.267188062129
177.0,0.2680128914278
178.0,0.2690430006005
179.0,0.2702319207776
180.0,0.2714596661137
181.0,0.2726627329579
182.0,0.2738544893819
183.0,0.2750557001164
184.0,0.2761315567772
185.0,0.2770363047915
186.0,0.2776518650654
187.0,0.2781631413243
188.0,0.2784706786996
189.0,0.2787232313782
190.0,0.2789260442699
191.0,0.2790457548795
192.0,0.2791543758064
193.0,0.2792984064025
