# Region            : cellZone slabB
# Cells             : 30
# Volume            : 6.972459419800e-09
# Time              	volAverage(p)
480                 	1.654606384899e+03
481                 	1.654606384899e+03
482                 	1.654606384903e+03
483                 	1.654606384916e+03
484                 	1.654606384903e+03
485                 	1.654606384899e+03
486                 	1.654606384888e+03
487                 	1.654606384897e+03
488                 	1.654606384892e+03
489                 	1.654606384905e+03
490                 	1.654606384899e+03
491                 	1.654606384903e+03
492                 	1.654606384888e+03
493                 	1.654606384906e+03
494                 	1.654606384900e+03
495                 	1.654606384897e+03
496                 	1.654606384884e+03
497                 	1.654606384908e+03
498                 	1.654606384895e+03
499                 	1.654606384895e+03
500                 	1.654606384909e+03
501                 	1.654606384902e+03
502                 	1.654606384891e+03
503                 	1.654606384899e+03
504                 	1.654606384898e+03
505                 	1.654606384916e+03
506                 	1.654606384888e+03
507                 	1.654606384887e+03
508                 	1.654606384891e+03
509                 	1.654606384905e+03
510                 	1.654606384899e+03
511                 	1.654606384891e+03
512                 	1.654606384913e+03
513                 	1.654606384896e+03
514                 	1.654606384895e+03
515                 	1.654606384900e+03
516                 	1.654606384895e+03
517                 	1.654606384907e+03
518                 	1.654606384905e+03
519                 	1.654606384895e+03
520                 	1.654606384887e+03
521                 	1.654606384892e+03
522                 	1.654606384906e+03
523                 	1.654606384905e+03
524                 	1.654606384909e+03
525                 	1.654606384889e+03
526                 	1.654606384878e+03
527                 	1.654606384901e+03
528                 	1.654606384918e+03
529                 	1.654606384895e+03
530                 	1.654606384888e+03
531                 	1.654606384904e+03
532                 	1.654606384907e+03
533                 	1.654606384911e+03
534                 	1.654606384894e+03
535                 	1.654606384881e+03
536                 	1.654606384881e+03
537                 	1.654606384910e+03
538                 	1.654606384909e+03
539                 	1.654606384906e+03
540                 	1.654606384894e+03
541                 	1.654606384881e+03
542                 	1.654606384894e+03
543                 	1.654606384906e+03
544                 	1.654606384908e+03
545                 	1.654606384901e+03
546                 	1.654606384887e+03
547                 	1.654606384898e+03
548                 	1.654606384897e+03
549                 	1.654606384910e+03
550                 	1.654606384893e+03
551                 	1.654606384902e+03
552                 	1.654606384896e+03
553                 	1.654606384899e+03
554                 	1.654606384898e+03
555                 	1.654606384898e+03
556                 	1.654606384893e+03
557                 	1.654606384897e+03
558                 	1.654606384899e+03
559                 	1.654606384911e+03
560                 	1.654606384914e+03
561                 	1.654606384890e+03
562                 	1.654606384881e+03
563                 	1.654606384888e+03
