# Region            : cellZone slabA
# Cells             : 100
# Volume            : 6.972459419788e-09
# Time              	volAverage(p)
1                   	6.807531472343e+03
2                   	1.226801850387e+04
3                   	1.211101426602e+04
4                   	8.708543145786e+03
5                   	6.689135298321e+03
6                   	7.744960442768e+03
7                   	9.996528674071e+03
8                   	1.095164400451e+04
9                   	1.009254781838e+04
10                  	8.749180621914e+03
11                  	8.255837471014e+03
12                  	8.697550960467e+03
13                  	9.226483486518e+03
14                  	9.178010343469e+03
15                  	8.652965347602e+03
16                  	8.179275964602e+03
17                  	8.072752149685e+03
18                  	8.204919764840e+03
19                  	8.271628585471e+03
20                  	8.140714874547e+03
21                  	7.921986230827e+03
22                  	7.785846712122e+03
23                  	7.779307017225e+03
24                  	7.820371025881e+03
25                  	7.815445659031e+03
26                  	7.751353436371e+03
27                  	7.682148955635e+03
28                  	7.655719188021e+03
29                  	7.668353097745e+03
30                  	7.684132705678e+03
31                  	7.678892520027e+03
32                  	7.659019686151e+03
33                  	7.645002008141e+03
34                  	7.646920186344e+03
35                  	7.659076548205e+03
36                  	7.670289818278e+03
37                  	7.676186421533e+03
38                  	7.680967646380e+03
39                  	7.690609518277e+03
40                  	7.706990844590e+03
41                  	7.726963452426e+03
42                  	7.747114474220e+03
43                  	7.767002433870e+03
44                  	7.788530683708e+03
45                  	7.813080087926e+03
46                  	7.840068080507e+03
47                  	7.867926625377e+03
48                  	7.895463122123e+03
49                  	7.922517116781e+03
50                  	7.949629124420e+03
51                  	7.977101257941e+03
52                  	8.004373068666e+03
53                  	8.030767155022e+03
54                  	8.055860514695e+03
55                  	8.079788181294e+03
56                  	8.102758020183e+03
57                  	8.124863337087e+03
58                  	8.145877060905e+03
59                  	8.165504869036e+03
60                  	8.183599349290e+03
61                  	8.200246951418e+03
62                  	8.215779063342e+03
63                  	8.230211572261e+03
64                  	8.243441048933e+03
65                  	8.255382766799e+03
66                  	8.266207102135e+03
67                  	8.275956326981e+03
68                  	8.284640351589e+03
69                  	8.292330380712e+03
70                  	8.299226968622e+03
71                  	8.305343515922e+03
72                  	8.310661662109e+03
73                  	8.315189174480e+03
74                  	8.319057989296e+03
75                  	8.322360933844e+03
76                  	8.325094267934e+03
77                  	8.327315610795e+03
78                  	8.329081277711e+03
79                  	8.330470513502e+03
80                  	8.331513010566e+03
81                  	8.332244624751e+03
82                  	8.332698690048e+03
83                  	8.332872604270e+03
84                  	8.332809372945e+03
85                  	8.332567401806e+03
86                  	8.332187861456e+03
87                  	8.331703108619e+03
88                  	8.331120930538e+03
89                  	8.330425915809e+03
90                  	8.329635046572e+03
91                  	8.328803163346e+03
92                  	8.327952797656e+03
93                  	8.327077468638e+03
94                  	8.326181658526e+03
95                  	8.325273208807e+03
96                  	8.324367311930e+03
97                  	8.323474025132e+03
98                  	8.322600679225e+03
99                  	8.321754892290e+03
100                 	8.320940587450e+03
101                 	8.320155538945e+03
102                 	8.319402082037e+03
103                 	8.318678592777e+03
104                 	8.317988095845e+03
105                 	8.317338579489e+03
106                 	8.316731472275e+03
107                 	8.316161884957e+03
108                 	8.315625896650e+03
109                 	8.315127259241e+03
110                 	8.314668883150e+03
111                 	8.314248381985e+03
112                 	8.313860046092e+03
113                 	8.313500391132e+03
114                 	8.313170980565e+03
115                 	8.312873316644e+03
116                 	8.312606017824e+03
117                 	8.312365148132e+03
118                 	8.312148269467e+03
119                 	8.311955047266e+03
120                 	8.311783651826e+03
121                 	8.311632581051e+03
122                 	8.311500824467e+03
123                 	8.311386194809e+03
124                 	8.311286965091e+03
125                 	8.311202149498e+03
126                 	8.311130940629e+03
127                 	8.311073238848e+03
128                 	8.311026719408e+03
129                 	8.310989586441e+03
130                 	8.310960944415e+03
131                 	8.310939900478e+03
132                 	8.310925220410e+03
133                 	8.310916055265e+03
134                 	8.310913500935e+03
135                 	8.310916569759e+03
136                 	8.310923512761e+03
137                 	8.310932909667e+03
138                 	8.310944403550e+03
139                 	8.310957820985e+03
140                 	8.310973659730e+03
141                 	8.310991480810e+03
142                 	8.311010251007e+03
143                 	8.311029586060e+03
144                 	8.311049423641e+03
145                 	8.311069710576e+03
146                 	8.311090126229e+03
147                 	8.311110285245e+03
148                 	8.311129919425e+03
149                 	8.311148939191e+03
150                 	8.311167391975e+03
151                 	8.311185366166e+03
152                 	8.311202904475e+03
153                 	8.311219912220e+03
154                 	8.311236128746e+03
155                 	8.311251422819e+03
156                 	8.311265624101e+03
157                 	8.311278814539e+03
158                 	8.311291138090e+03
159                 	8.311302783103e+03
160                 	8.311313770101e+03
161                 	8.311323977334e+03
162                 	8.311333354641e+03
