# Solver information
# Time              	U_solver            	Ux_initial          	Ux_final            	Ux_iters            	Uy_initial          	Uy_final            	Uy_iters            	U_converged         	p_solver            	p_initial           	p_final             	p_iters             	p_converged         
15                  	DILUPBiCGStab	1.065166520220e-02	6.825823526150e-04	1	1.759259726540e-02	7.199129090810e-04	1	false	DICPCG	1.247159528920e-02	1.223250191830e-04	146	true
16                  	DILUPBiCGStab	9.823732787690e-03	6.185247222090e-04	1	1.643530563830e-02	6.801603397200e-04	1	false	DICPCG	1.202852204100e-02	1.197286375290e-04	146	true
17                  	DILUPBiCGStab	9.117190601940e-03	5.637942054000e-04	1	1.543718339010e-02	6.457053268070e-04	1	false	DICPCG	1.155021921200e-02	9.812846465840e-05	147	true
18                  	DILUPBiCGStab	8.499300722680e-03	5.160639433200e-04	1	1.457030874720e-02	6.166416477580e-04	1	false	DICPCG	1.108191232230e-02	9.905375299300e-05	147	true
19                  	DILUPBiCGStab	7.953563165260e-03	4.744162037630e-04	1	1.381530431090e-02	5.910618566670e-04	1	false	DICPCG	1.061754229370e-02	8.865241049600e-05	147	true
20                  	DILUPBiCGStab	7.468115077700e-03	4.376792663720e-04	1	1.315112812270e-02	5.678751532760e-04	1	false	DICPCG	1.024715528710e-02	9.138046135180e-05	147	true
21                  	DILUPBiCGStab	7.041683636710e-03	4.051335447650e-04	1	1.256164303530e-02	5.462935579620e-04	1	false	DICPCG	9.884004776680e-03	8.527541137410e-05	147	true
22                  	DILUPBiCGStab	6.659662782230e-03	3.759831791170e-04	1	1.203686720500e-02	5.265169467610e-04	1	false	DICPCG	9.527386281780e-03	8.218284074580e-05	147	true
23                  	DILUPBiCGStab	6.316020308240e-03	3.497702862950e-04	1	1.156068832530e-02	5.084514381700e-04	1	false	DICPCG	9.253092930280e-03	8.059266119210e-05	147	true
24                  	DILUPBiCGStab	6.001452199610e-03	3.261233872080e-04	1	1.112984457680e-02	4.919451064460e-04	1	false	DICPCG	9.015316205400e-03	8.021499037510e-05	147	true
25                  	DILUPBiCGStab	5.717448752210e-03	3.047833669940e-04	1	1.073789139920e-02	4.769177630880e-04	1	false	DICPCG	8.798230398250e-03	8.106514782360e-05	147	true
26                  	DILUPBiCGStab	5.458901119260e-03	2.856190612880e-04	1	1.037766654690e-02	4.630247284470e-04	1	false	DICPCG	8.553276638350e-03	7.189918648400e-05	147	true
27                  	DILUPBiCGStab	5.223729193170e-03	2.682929849910e-04	1	1.004425739140e-02	4.495842644990e-04	1	false	DICPCG	8.342928219730e-03	8.022797836770e-05	147	true
28                  	DILUPBiCGStab	5.003289230890e-03	2.527641389210e-04	1	9.733960402370e-03	4.364986663930e-04	1	false	DICPCG	8.154242232140e-03	8.030016264740e-05	146	true
29                  	DILUPBiCGStab	4.802012726630e-03	2.387253378850e-04	1	9.440040698600e-03	4.240683761400e-04	1	false	DICPCG	7.956005667990e-03	6.955294676180e-05	147	true
30                  	DILUPBiCGStab	4.619516333630e-03	2.261308334920e-04	1	9.165756470240e-03	4.122544676310e-04	1	false	DICPCG	7.757833023900e-03	7.432559945750e-05	146	true
31                  	DILUPBiCGStab	4.449945217580e-03	2.146069918750e-04	1	8.906966539630e-03	4.009480780140e-04	1	false	DICPCG	7.577096223840e-03	7.088814591940e-05	147	true
32                  	DILUPBiCGStab	4.288999408230e-03	2.039050417870e-04	1	8.662085021520e-03	3.901924161510e-04	1	false	DICPCG	7.424554260600e-03	6.326175260930e-05	147	true
33                  	DILUPBiCGStab	4.142498137340e-03	1.939307072790e-04	1	8.432502795790e-03	3.798196878960e-04	1	false	DICPCG	7.260219544530e-03	6.083198720590e-05	147	true
34                  	DILUPBiCGStab	4.009935287940e-03	1.847019874970e-04	1	8.217558744340e-03	3.696810735330e-04	1	false	DICPCG	7.099751428850e-03	6.143517617180e-05	147	true
35                  	DILUPBiCGStab	3.884205558080e-03	1.762572286350e-04	1	8.013109717920e-03	3.600256427150e-04	1	false	DICPCG	6.957251089450e-03	5.812715078570e-05	147	true
36                  	DILUPBiCGStab	3.764566177430e-03	1.683195358580e-04	1	7.817726820330e-03	3.508669520030e-04	1	false	DICPCG	6.823930861150e-03	6.587947765010e-05	146	true
37                  	DILUPBiCGStab	3.656405981020e-03	1.609684774530e-04	1	7.631487177070e-03	3.418685078770e-04	1	false	DICPCG	6.686677053950e-03	6.085711728050e-05	147	true
38                  	DILUPBiCGStab	3.558111885220e-03	1.540337450800e-04	1	7.455519966300e-03	3.328922470850e-04	1	false	DICPCG	6.561159552880e-03	5.769794231740e-05	147	true
39                  	DILUPBiCGStab	3.463571753710e-03	1.476395664270e-04	1	7.287533883160e-03	3.245687800510e-04	1	false	DICPCG	6.439402473900e-03	6.200724866830e-05	146	true
40                  	DILUPBiCGStab	3.373518922170e-03	1.417811544500e-04	1	7.125250018250e-03	3.165723421290e-04	1	false	DICPCG	6.331738722100e-03	6.194912907600e-05	146	true
41                  	DILUPBiCGStab	3.291445294470e-03	1.363662589020e-04	1	6.969395918580e-03	3.088035619780e-04	1	false	DICPCG	6.220270543690e-03	5.877711503500e-05	146	true
42                  	DILUPBiCGStab	3.217347273080e-03	1.313725458150e-04	1	6.819100635870e-03	3.011946785530e-04	1	false	DICPCG	6.104897645570e-03	5.621639681710e-05	146	true
43                  	DILUPBiCGStab	3.145825848850e-03	1.267974622080e-04	1	6.675579250650e-03	2.938420716270e-04	1	false	DICPCG	5.992467527740e-03	5.711030338260e-05	146	true
44                  	DILUPBiCGStab	3.076578799900e-03	1.225053118400e-04	1	6.537124253910e-03	2.866923946470e-04	1	false	DICPCG	5.884076637300e-03	5.553566409630e-05	146	true
45                  	DILUPBiCGStab	3.013417130470e-03	1.184938138330e-04	1	6.402698112940e-03	2.797130751320e-04	1	false	DICPCG	5.782684456600e-03	5.336164197900e-05	146	true
46                  	DILUPBiCGStab	2.956519015090e-03	1.146666257970e-04	1	6.272696704860e-03	2.729527826900e-04	1	false	DICPCG	5.674910210340e-03	5.142315972440e-05	146	true
47                  	DILUPBiCGStab	2.901619611230e-03	1.111024437390e-04	1	6.146882952300e-03	2.663364825090e-04	1	false	DICPCG	5.563923935160e-03	5.033555549510e-05	146	true
48                  	DILUPBiCGStab	2.848097212100e-03	1.077871603450e-04	1	6.025670643190e-03	2.600044144520e-04	1	false	DICPCG	5.463046983930e-03	4.774678895990e-05	146	true
49                  	DILUPBiCGStab	2.798010611090e-03	1.045850923620e-04	1	5.907429545100e-03	2.539090972950e-04	1	false	DICPCG	5.367777974860e-03	4.749424697500e-05	146	true
50                  	DILUPBiCGStab	2.752247561460e-03	1.015488823670e-04	1	5.792787191690e-03	2.479080367850e-04	1	false	DICPCG	5.269733333620e-03	4.715657427300e-05	146	true
51                  	DILUPBiCGStab	2.709597183480e-03	9.866463912190e-05	1	5.682032429370e-03	2.419496419850e-04	1	false	DICPCG	5.166570688240e-03	4.574084632920e-05	146	true
52                  	DILUPBiCGStab	2.667607290680e-03	9.594492764480e-05	1	5.575386793910e-03	2.362622122690e-04	1	false	DICPCG	5.066784788650e-03	4.544892706910e-05	146	true
53                  	DILUPBiCGStab	2.627623718270e-03	9.339175933250e-05	1	5.471758927610e-03	2.308332689900e-04	1	false	DICPCG	4.981058891310e-03	4.439166365180e-05	146	true
54                  	DILUPBiCGStab	2.590402530450e-03	9.105741857640e-05	1	5.370819454960e-03	2.254832629510e-04	1	false	DICPCG	4.890685726520e-03	4.384412795620e-05	146	true
55                  	DILUPBiCGStab	2.555119406470e-03	8.882049423460e-05	1	5.272735908480e-03	2.203195335290e-04	1	false	DICPCG	4.791290993430e-03	4.142997050500e-05	146	true
56                  	DILUPBiCGStab	2.521424075390e-03	8.667444647970e-05	1	5.178205288700e-03	2.151998098000e-04	1	false	DICPCG	4.700850302670e-03	4.400595023360e-05	146	true
57                  	DILUPBiCGStab	2.488728633670e-03	8.464180745330e-05	1	5.087581066620e-03	2.101918419370e-04	1	false	DICPCG	4.618006991970e-03	4.347870535510e-05	146	true
58                  	DILUPBiCGStab	2.458508226990e-03	8.268263396740e-05	1	4.999778145650e-03	2.054566892430e-04	1	false	DICPCG	4.536929394290e-03	4.132757657640e-05	146	true
59                  	DILUPBiCGStab	2.429611140180e-03	8.080078440770e-05	1	4.914695007760e-03	2.009089492690e-04	1	false	DICPCG	4.455577087100e-03	4.220264679880e-05	146	true
60                  	DILUPBiCGStab	2.401413349210e-03	7.902268457730e-05	1	4.831872645670e-03	1.964293212670e-04	1	false	DICPCG	4.374626028770e-03	4.044758666700e-05	146	true
61                  	DILUPBiCGStab	2.373847565550e-03	7.733314928290e-05	1	4.751809590460e-03	1.919935394450e-04	1	false	DICPCG	4.303863841650e-03	3.770011455500e-05	146	true
62                  	DILUPBiCGStab	2.347839089540e-03	7.576676813860e-05	1	4.675344701450e-03	1.877018304930e-04	1	false	DICPCG	4.233945174090e-03	3.725627441320e-05	146	true
63                  	DILUPBiCGStab	2.323797998350e-03	7.428559542370e-05	1	4.601053210750e-03	1.835448297610e-04	1	false	DICPCG	4.162885488060e-03	3.530772061170e-05	146	true
64                  	DILUPBiCGStab	2.300539903320e-03	7.285757549670e-05	1	4.528669789170e-03	1.795816077240e-04	1	false	DICPCG	4.091119349000e-03	3.279856526740e-05	146	true
65                  	DILUPBiCGStab	2.277672103920e-03	7.146191389480e-05	1	4.458358208250e-03	1.757779676150e-04	1	false	DICPCG	4.022433242400e-03	4.022316339690e-05	145	true
66                  	DILUPBiCGStab	2.255007732890e-03	7.013885761830e-05	1	4.391611799630e-03	1.720941506640e-04	1	false	DICPCG	3.962045434350e-03	3.920152742350e-05	145	true
67                  	DILUPBiCGStab	2.233022909520e-03	6.891782376060e-05	1	4.327696391140e-03	1.684688611820e-04	1	false	DICPCG	3.902697136700e-03	3.869504203940e-05	145	true
68                  	DILUPBiCGStab	2.212707562340e-03	6.777295832630e-05	1	4.265147963970e-03	1.648748001740e-04	1	false	DICPCG	3.843887829090e-03	3.775446396960e-05	145	true
69                  	DILUPBiCGStab	2.193147213770e-03	6.665050217960e-05	1	4.204625010680e-03	1.614571258690e-04	1	false	DICPCG	3.784696739080e-03	3.705439455810e-05	145	true
70                  	DILUPBiCGStab	2.174082216000e-03	6.558805276600e-05	1	4.146625987950e-03	1.582270988030e-04	1	false	DICPCG	3.728157246340e-03	3.624667274460e-05	145	true
71                  	DILUPBiCGStab	2.155096265040e-03	6.457810793750e-05	1	4.090267993900e-03	1.550612423810e-04	1	false	DICPCG	3.677351998450e-03	3.361970436280e-05	145	true
72                  	DILUPBiCGStab	2.136528677790e-03	6.361261709830e-05	1	4.035799278600e-03	1.519591306790e-04	1	false	DICPCG	3.627397081370e-03	3.329706135070e-05	145	true
73                  	DILUPBiCGStab	2.119049958080e-03	6.270380209070e-05	1	3.983715007130e-03	1.489825227740e-04	1	false	DICPCG	3.579493876100e-03	3.320513093590e-05	145	true
74                  	DILUPBiCGStab	2.102015467020e-03	6.186225393420e-05	1	3.933356869530e-03	1.460546216990e-04	1	false	DICPCG	3.533159936890e-03	3.105075626370e-05	145	true
75                  	DILUPBiCGStab	2.085393618390e-03	6.105767668710e-05	1	3.884167708590e-03	1.431570679200e-04	1	false	DICPCG	3.488334283740e-03	3.318496061210e-05	145	true
76                  	DILUPBiCGStab	2.068754697940e-03	6.028198974270e-05	1	3.836598459140e-03	1.404455410090e-04	1	false	DICPCG	3.443193831430e-03	3.106519672900e-05	145	true
77                  	DILUPBiCGStab	2.052107515980e-03	5.953002976390e-05	1	3.791273147460e-03	1.378818274010e-04	1	false	DICPCG	3.402409753180e-03	2.933401031650e-05	145	true
78                  	DILUPBiCGStab	2.036090037900e-03	5.881653860050e-05	1	3.747247933620e-03	1.353569061330e-04	1	false	DICPCG	3.362511854080e-03	2.987281622350e-05	145	true
79                  	DILUPBiCGStab	2.020901408510e-03	5.813975434630e-05	1	3.703940415790e-03	1.328651403600e-04	1	false	DICPCG	3.324638106040e-03	2.881125841860e-05	145	true
80                  	DILUPBiCGStab	2.006056420640e-03	5.749179918630e-05	1	3.661985871280e-03	1.304283269730e-04	1	false	DICPCG	3.286326681340e-03	2.887642537410e-05	145	true
81                  	DILUPBiCGStab	1.991339498830e-03	5.686649645220e-05	1	3.621368453910e-03	1.280361526080e-04	1	false	DICPCG	3.248330489480e-03	2.630689924000e-05	145	true
82                  	DILUPBiCGStab	1.976642456430e-03	5.625997249140e-05	1	3.581459445240e-03	1.257305010920e-04	1	false	DICPCG	3.210635988580e-03	2.705289770370e-05	145	true
83                  	DILUPBiCGStab	1.961813489390e-03	5.567806230520e-05	1	3.542736218630e-03	1.235325024690e-04	1	false	DICPCG	3.175408488440e-03	2.487280597600e-05	145	true
84                  	DILUPBiCGStab	1.947291360730e-03	5.510659455300e-05	1	3.505260791760e-03	1.214036741320e-04	1	false	DICPCG	3.141154901150e-03	2.379320787330e-05	145	true
85                  	DILUPBiCGStab	1.933176279800e-03	5.454811061410e-05	1	3.468766029890e-03	1.193219818160e-04	1	false	DICPCG	3.106437870170e-03	3.025706962400e-05	144	true
86                  	DILUPBiCGStab	1.919302683600e-03	5.401566480700e-05	1	3.432865376830e-03	1.172866261350e-04	1	false	DICPCG	3.073446012590e-03	2.363863255790e-05	145	true
87                  	DILUPBiCGStab	1.905446746300e-03	5.350071535210e-05	1	3.397268635770e-03	1.152885311250e-04	1	false	DICPCG	3.039896028570e-03	2.555126922790e-05	145	true
88                  	DILUPBiCGStab	1.891428225640e-03	5.299286775770e-05	1	3.363024467960e-03	1.133272800670e-04	1	false	DICPCG	3.007032998840e-03	2.931423519520e-05	144	true
89                  	DILUPBiCGStab	1.877402574420e-03	5.249506347430e-05	1	3.329431738810e-03	1.114384208440e-04	1	false	DICPCG	2.974029829440e-03	2.889431981060e-05	144	true
90                  	DILUPBiCGStab	1.863461024610e-03	5.199859851770e-05	1	3.296724789300e-03	1.096110189380e-04	1	false	DICPCG	2.942278088780e-03	2.716109731770e-05	144	true
91                  	DILUPBiCGStab	1.850025348930e-03	5.150384503140e-05	1	3.264028732220e-03	1.078278886590e-04	1	false	DICPCG	2.910564835570e-03	2.779877346560e-05	144	true
92                  	DILUPBiCGStab	1.836806700750e-03	5.101456347250e-05	1	3.232077247960e-03	1.060853601320e-04	1	false	DICPCG	2.879385640500e-03	2.727359497820e-05	144	true
93                  	DILUPBiCGStab	1.823617663080e-03	5.053112363530e-05	1	3.200658476430e-03	1.043587073920e-04	1	false	DICPCG	2.849543205450e-03	2.721992775620e-05	144	true
94                  	DILUPBiCGStab	1.810375280780e-03	5.005789174080e-05	1	3.170054982560e-03	1.026582580350e-04	1	false	DICPCG	2.819262766150e-03	2.629075924810e-05	144	true
95                  	DILUPBiCGStab	1.797180652790e-03	4.959078009360e-05	1	3.139698589000e-03	1.010440143510e-04	1	false	DICPCG	2.788538937360e-03	2.567456432780e-05	144	true
96                  	DILUPBiCGStab	1.783756400790e-03	4.912507067440e-05	1	3.109912263120e-03	9.948096826610e-05	1	false	DICPCG	2.757555778770e-03	2.404014575870e-05	144	true
97                  	DILUPBiCGStab	1.770341127720e-03	4.866058833760e-05	1	3.080614704970e-03	9.795716469420e-05	1	false	DICPCG	2.728024564640e-03	2.532274935700e-05	144	true
98                  	DILUPBiCGStab	1.757298775300e-03	4.820175089460e-05	1	3.051863601920e-03	9.644900323200e-05	1	false	DICPCG	2.698691015720e-03	2.491031566730e-05	144	true
99                  	DILUPBiCGStab	1.744357962110e-03	4.774097797010e-05	1	3.023285112050e-03	9.497929434820e-05	1	false	DICPCG	2.669620436380e-03	2.327555624550e-05	144	true
100                 	DILUPBiCGStab	1.731500028610e-03	4.728738572440e-05	1	2.995063675930e-03	9.355512469850e-05	1	false	DICPCG	2.641623940450e-03	2.392445212950e-05	144	true
101                 	DILUPBiCGStab	1.718615838000e-03	4.683139360630e-05	1	2.967072754450e-03	9.216828398870e-05	1	false	DICPCG	2.613415133900e-03	2.610476618030e-05	143	true
102                 	DILUPBiCGStab	1.705671615080e-03	4.638583234720e-05	1	2.939937875490e-03	9.080246576780e-05	1	false	DICPCG	2.584370757500e-03	2.414030089670e-05	144	true
103                 	DILUPBiCGStab	1.692748790160e-03	4.594413399120e-05	1	2.913110506980e-03	8.946445980790e-05	1	false	DICPCG	2.555988776060e-03	2.357474833330e-05	144	true
104                 	DILUPBiCGStab	1.679739904860e-03	4.550794130710e-05	1	2.886746504010e-03	8.817877017300e-05	1	false	DICPCG	2.527655123840e-03	2.144229466140e-05	144	true
105                 	DILUPBiCGStab	1.667026729080e-03	4.507032817070e-05	1	2.860426857640e-03	8.693227935120e-05	1	false	DICPCG	2.499833163100e-03	2.176802883050e-05	144	true
106                 	DILUPBiCGStab	1.654502872920e-03	4.462855662870e-05	1	2.834448926790e-03	8.571484505880e-05	1	false	DICPCG	2.472581837700e-03	2.178201260680e-05	144	true
107                 	DILUPBiCGStab	1.642003609660e-03	4.419074170370e-05	1	2.808836476800e-03	8.451685400740e-05	1	false	DICPCG	2.445699475160e-03	2.387377952340e-05	143	true
108                 	DILUPBiCGStab	1.629526199810e-03	4.376738439580e-05	1	2.783732964490e-03	8.336092071080e-05	1	false	DICPCG	2.419756478630e-03	2.159144539890e-05	144	true
109                 	DILUPBiCGStab	1.617028189500e-03	4.334919217550e-05	1	2.758797008140e-03	8.223280515960e-05	1	false	DICPCG	2.393870934280e-03	2.131974449640e-05	143	true
110                 	DILUPBiCGStab	1.604634794390e-03	4.293075997500e-05	1	2.734178953570e-03	8.113113320700e-05	1	false	DICPCG	2.367494589510e-03	2.325978798340e-05	143	true
111                 	DILUPBiCGStab	1.592143915730e-03	4.251568198240e-05	1	2.709781497760e-03	8.006403643740e-05	1	false	DICPCG	2.341158246840e-03	2.303895230590e-05	143	true
112                 	DILUPBiCGStab	1.579678761520e-03	4.210245310730e-05	1	2.685794376830e-03	7.901768387780e-05	1	false	DICPCG	2.314121548440e-03	2.101162235870e-05	143	true
113                 	DILUPBiCGStab	1.567423011930e-03	4.169594447760e-05	1	2.662235647040e-03	7.800224441170e-05	1	false	DICPCG	2.288187513180e-03	2.126567802040e-05	143	true
114                 	DILUPBiCGStab	1.555365547200e-03	4.130100933230e-05	1	2.638933922440e-03	7.701596628180e-05	1	false	DICPCG	2.263027852280e-03	2.234153034910e-05	143	true
115                 	DILUPBiCGStab	1.543447090020e-03	4.090520463420e-05	1	2.615838599260e-03	7.605104044120e-05	1	false	DICPCG	2.238370296990e-03	2.201041229160e-05	143	true
116                 	DILUPBiCGStab	1.531573351420e-03	4.050875583180e-05	1	2.592959202070e-03	7.510615548900e-05	1	false	DICPCG	2.214411622500e-03	2.110765673750e-05	143	true
117                 	DILUPBiCGStab	1.519840260240e-03	4.011880143740e-05	1	2.570207004660e-03	7.418353244500e-05	1	false	DICPCG	2.190645104660e-03	2.033659228450e-05	143	true
118                 	DILUPBiCGStab	1.508062589090e-03	3.973529585410e-05	1	2.547915744350e-03	7.328011067670e-05	1	false	DICPCG	2.166608629850e-03	2.101999695070e-05	143	true
119                 	DILUPBiCGStab	1.496296797890e-03	3.935648087030e-05	1	2.526028779000e-03	7.239219267070e-05	1	false	DICPCG	2.142616981120e-03	2.087944504500e-05	143	true
120                 	DILUPBiCGStab	1.484576900960e-03	3.898450119440e-05	1	2.504294313920e-03	7.151484664110e-05	1	false	DICPCG	2.118578403470e-03	1.983205931970e-05	143	true
121                 	DILUPBiCGStab	1.472833229520e-03	3.861680128160e-05	1	2.482885325760e-03	7.065456212140e-05	1	false	DICPCG	2.094533648410e-03	1.967133523120e-05	143	true
122                 	DILUPBiCGStab	1.461319285640e-03	3.825018571720e-05	1	2.461508610090e-03	6.981896108680e-05	1	false	DICPCG	2.071326800070e-03	2.068589931730e-05	142	true
123                 	DILUPBiCGStab	1.449957504580e-03	3.788419772490e-05	1	2.440352931890e-03	6.901188779510e-05	1	false	DICPCG	2.048811746760e-03	1.754979317950e-05	143	true
124                 	DILUPBiCGStab	1.438696777440e-03	3.752680144190e-05	1	2.419611498550e-03	6.822080174380e-05	1	false	DICPCG	2.026817378210e-03	1.878566216490e-05	143	true
125                 	DILUPBiCGStab	1.427534813770e-03	3.717447832020e-05	1	2.399105851790e-03	6.744221122820e-05	1	false	DICPCG	2.005569591690e-03	1.891656112780e-05	143	true
126                 	DILUPBiCGStab	1.416385725380e-03	3.682563440690e-05	1	2.378900600990e-03	6.667277519740e-05	1	false	DICPCG	1.984258713740e-03	1.861650117550e-05	143	true
127                 	DILUPBiCGStab	1.405338077020e-03	3.648687580130e-05	1	2.358872114520e-03	6.591849722560e-05	1	false	DICPCG	1.962963540210e-03	1.769326953160e-05	143	true
128                 	DILUPBiCGStab	1.394296596140e-03	3.615225490790e-05	1	2.338986177890e-03	6.517902984950e-05	1	false	DICPCG	1.941350924330e-03	1.788436161720e-05	143	true
129                 	DILUPBiCGStab	1.383348105200e-03	3.581857677090e-05	1	2.319334274870e-03	6.445623275520e-05	1	false	DICPCG	1.919800754390e-03	1.750212243070e-05	143	true
130                 	DILUPBiCGStab	1.372439129220e-03	3.549178575370e-05	1	2.299813477810e-03	6.375071960090e-05	1	false	DICPCG	1.899034391120e-03	1.711553391200e-05	143	true
131                 	DILUPBiCGStab	1.361553565240e-03	3.516821518020e-05	1	2.280657125120e-03	6.305509471380e-05	1	false	DICPCG	1.878728301350e-03	1.707388572330e-05	143	true
132                 	DILUPBiCGStab	1.350843332760e-03	3.485042636800e-05	1	2.261776255220e-03	6.236821052000e-05	1	false	DICPCG	1.858539786150e-03	1.851118387940e-05	142	true
133                 	DILUPBiCGStab	1.340333380410e-03	3.453744608410e-05	1	2.242970482460e-03	6.170039893900e-05	1	false	DICPCG	1.838717885720e-03	1.733986178980e-05	143	true
134                 	DILUPBiCGStab	1.329859979680e-03	3.422721608890e-05	1	2.224454208410e-03	6.104528244240e-05	1	false	DICPCG	1.819518616900e-03	1.676858376910e-05	143	true
135                 	DILUPBiCGStab	1.319508081210e-03	3.391956924360e-05	1	2.205980511580e-03	6.040028754260e-05	1	false	DICPCG	1.800362569100e-03	1.690682747670e-05	143	true
136                 	DILUPBiCGStab	1.309240555230e-03	3.361610425640e-05	1	2.187680978970e-03	5.976696838410e-05	1	false	DICPCG	1.781389292860e-03	1.634717147110e-05	143	true
137                 	DILUPBiCGStab	1.299003791890e-03	3.331953082880e-05	1	2.169631948020e-03	5.914257256110e-05	1	false	DICPCG	1.762580915140e-03	1.616634966470e-05	143	true
138                 	DILUPBiCGStab	1.288855168080e-03	3.302585766120e-05	1	2.151933512960e-03	5.852934475580e-05	1	false	DICPCG	1.744009854580e-03	1.594257436700e-05	143	true
139                 	DILUPBiCGStab	1.278775589370e-03	3.273523139060e-05	1	2.134379302920e-03	5.792729009710e-05	1	false	DICPCG	1.725681680660e-03	1.554865561530e-05	143	true
140                 	DILUPBiCGStab	1.268733104790e-03	3.244820909560e-05	1	2.117050718180e-03	5.733873672620e-05	1	false	DICPCG	1.707685614870e-03	1.495363357480e-05	143	true
141                 	DILUPBiCGStab	1.258723376730e-03	3.216613102380e-05	1	2.099816148520e-03	5.675826028970e-05	1	false	DICPCG	1.689950737410e-03	1.621328760510e-05	142	true
142                 	DILUPBiCGStab	1.248790778380e-03	3.188925608690e-05	1	2.082722905780e-03	5.618749046560e-05	1	false	DICPCG	1.672445194220e-03	1.636521527030e-05	142	true
143                 	DILUPBiCGStab	1.238911818110e-03	3.161732747690e-05	1	2.065714674000e-03	5.562438463400e-05	1	false	DICPCG	1.655021788120e-03	1.609204433030e-05	142	true
144                 	DILUPBiCGStab	1.229215254490e-03	3.134651119170e-05	1	2.048875489140e-03	5.507344198210e-05	1	false	DICPCG	1.637733317390e-03	1.568515374700e-05	142	true
145                 	DILUPBiCGStab	1.219609725550e-03	3.107886153170e-05	1	2.032327754190e-03	5.453171658240e-05	1	false	DICPCG	1.620670769800e-03	1.563008126940e-05	142	true
146                 	DILUPBiCGStab	1.210090717170e-03	3.081492022930e-05	1	2.015965391080e-03	5.399710255450e-05	1	false	DICPCG	1.604012301070e-03	1.561460386650e-05	142	true
147                 	DILUPBiCGStab	1.200660645810e-03	3.055334566730e-05	1	1.999754095960e-03	5.346770248390e-05	1	false	DICPCG	1.587706889490e-03	1.583594912010e-05	142	true
148                 	DILUPBiCGStab	1.191319315850e-03	3.029358688190e-05	1	1.983707772060e-03	5.294893222260e-05	1	false	DICPCG	1.571664324320e-03	1.458355316250e-05	142	true
149                 	DILUPBiCGStab	1.182012277110e-03	3.003879249860e-05	1	1.967850885190e-03	5.243538473110e-05	1	false	DICPCG	1.555708094090e-03	1.424947299670e-05	142	true
150                 	DILUPBiCGStab	1.172788542820e-03	2.978752894400e-05	1	1.952036273990e-03	5.193109333620e-05	1	false	DICPCG	1.539864409240e-03	1.397893708500e-05	142	true
151                 	DILUPBiCGStab	1.163636046250e-03	2.954128935490e-05	1	1.936424295320e-03	5.143667932150e-05	1	false	DICPCG	1.524294744760e-03	1.363325847220e-05	142	true
