mesh_cell_index,x_min_m,x_max_m,y_min_m,y_max_m,module_cell,T_K_at_t_0s,T_K_at_t_30s,T_K_at_t_60s,T_K_at_t_120s,T_K_at_t_300s,T_K_at_t_900s
340,0.000000000,0.005000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
341,0.005000000,0.010000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
342,0.010000000,0.015000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
343,0.015000000,0.020000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
344,0.020000000,0.025000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
345,0.025000000,0.030000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
346,0.030000000,0.035000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
347,0.035000000,0.040000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
348,0.040000000,0.045000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
349,0.045000000,0.050000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
350,0.050000000,0.055000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
351,0.055000000,0.060000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
352,0.060000000,0.065000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
353,0.065000000,0.070000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
354,0.070000000,0.075000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
355,0.075000000,0.080000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
356,0.080000000,0.085000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
357,0.085000000,0.090000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
358,0.090000000,0.095000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
359,0.095000000,0.100000000,0.091000000,0.096000000,3,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
360,0.000000000,0.005000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
361,0.005000000,0.010000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
362,0.010000000,0.015000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
363,0.015000000,0.020000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
364,0.020000000,0.025000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
365,0.025000000,0.030000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
366,0.030000000,0.035000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
367,0.035000000,0.040000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
368,0.040000000,0.045000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
369,0.045000000,0.050000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
370,0.050000000,0.055000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
371,0.055000000,0.060000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
372,0.060000000,0.065000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
373,0.065000000,0.070000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
374,0.070000000,0.075000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
375,0.075000000,0.080000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
376,0.080000000,0.085000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
377,0.085000000,0.090000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
378,0.090000000,0.095000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
379,0.095000000,0.100000000,0.099000000,0.104000000,4,293.000000000,293.057390679,293.110799555,293.130710102,293.184683800,293.295253117
380,0.000000000,0.005000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
381,0.005000000,0.010000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
382,0.010000000,0.015000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
383,0.015000000,0.020000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
384,0.020000000,0.025000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
385,0.025000000,0.030000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
386,0.030000000,0.035000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
387,0.035000000,0.040000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
388,0.040000000,0.045000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
389,0.045000000,0.050000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
390,0.050000000,0.055000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
391,0.055000000,0.060000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
392,0.060000000,0.065000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
393,0.065000000,0.070000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
394,0.070000000,0.075000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
395,0.075000000,0.080000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
396,0.080000000,0.085000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
397,0.085000000,0.090000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
398,0.090000000,0.095000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
399,0.095000000,0.100000000,0.104000000,0.109000000,4,293.000000000,293.059206980,293.115482288,293.137798273,293.194996991,293.312051591
400,0.000000000,0.005000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
401,0.005000000,0.010000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
402,0.010000000,0.015000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
403,0.015000000,0.020000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
404,0.020000000,0.025000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
405,0.025000000,0.030000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
406,0.030000000,0.035000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
407,0.035000000,0.040000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
408,0.040000000,0.045000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
409,0.045000000,0.050000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
410,0.050000000,0.055000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
411,0.055000000,0.060000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
412,0.060000000,0.065000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
413,0.065000000,0.070000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
414,0.070000000,0.075000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
415,0.075000000,0.080000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
416,0.080000000,0.085000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
417,0.085000000,0.090000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
418,0.090000000,0.095000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
419,0.095000000,0.100000000,0.109000000,0.114000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
420,0.000000000,0.005000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
421,0.005000000,0.010000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
422,0.010000000,0.015000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
423,0.015000000,0.020000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
424,0.020000000,0.025000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
425,0.025000000,0.030000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
426,0.030000000,0.035000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
427,0.035000000,0.040000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
428,0.040000000,0.045000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
429,0.045000000,0.050000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
430,0.050000000,0.055000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
431,0.055000000,0.060000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
432,0.060000000,0.065000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
433,0.065000000,0.070000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
434,0.070000000,0.075000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
435,0.075000000,0.080000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
436,0.080000000,0.085000000,0.114000000,0.119000000,4,293.000000000,293.059746058,293.117325007,293.141207525,293.200071123,293.320413272
