0 	5.305931 	9.1943644 	2.4252291
0.001754386 	5.3154035 	9.2560406 	2.4369468
0.0035087719 	5.3248759 	9.3177168 	2.4486644
0.0052631579 	5.3343484 	9.379393 	2.4603821
0.0070175439 	5.3438208 	9.4410692 	2.4720998
0.0087719298 	5.3532932 	9.5027454 	2.4838174
0.010526316 	5.3631088 	9.5673204 	2.4961129
0.012280702 	5.3745181 	9.6453576 	2.5110919
0.014035088 	5.3859274 	9.7233949 	2.5260709
0.015789474 	5.3973366 	9.8014321 	2.5410499
0.01754386 	5.4087459 	9.8794693 	2.5560289
0.019298246 	5.4201551 	9.9575066 	2.5710078
0.021052632 	5.4315644 	10.035544 	2.5859868
0.022807018 	5.4392562 	10.091607 	2.5968071
0.024561404 	5.4452055 	10.137371 	2.6056781
0.026315789 	5.4511549 	10.183135 	2.6145492
0.028070175 	5.4571042 	10.228899 	2.6234202
0.029824561 	5.4630536 	10.274663 	2.6322912
0.031578947 	5.469003 	10.320427 	2.6411623
0.033333333 	5.4749523 	10.36619 	2.6500333
0.035087719 	5.4812502 	10.414636 	2.6593453
0.036842105 	5.4880041 	10.46659 	2.6692342
0.038596491 	5.494758 	10.518544 	2.6791231
0.040350877 	5.5015118 	10.570499 	2.689012
0.042105263 	5.5082657 	10.622453 	2.6989009
0.043859649 	5.5150196 	10.674407 	2.7087897
0.045614035 	5.5217734 	10.726361 	2.7186786
0.047368421 	5.5285273 	10.778315 	2.7285675
0.049122807 	5.5351698 	10.830482 	2.7385
0.050877193 	5.5416031 	10.88305 	2.7485144
0.052631579 	5.5480364 	10.935617 	2.7585288
0.054385965 	5.5544696 	10.988185 	2.7685432
0.056140351 	5.5609029 	11.040753 	2.7785576
0.057894737 	5.5673362 	11.09332 	2.788572
0.059649123 	5.5737695 	11.145888 	2.7985864
0.061403509 	5.5802027 	11.198455 	2.8086008
0.063157895 	5.586636 	11.251023 	2.8186152
0.064912281 	5.5926658 	11.301977 	2.8283709
0.066666667 	5.5978622 	11.349601 	2.8375922
0.068421053 	5.6030586 	11.397225 	2.8468135
0.070175439 	5.608255 	11.444849 	2.8560349
0.071929825 	5.6134515 	11.492473 	2.8652562
0.073684211 	5.6186479 	11.540097 	2.8744775
0.075438596 	5.6238443 	11.58772 	2.8836989
0.077192982 	5.6290408 	11.635344 	2.8929202
0.078947368 	5.6342372 	11.682968 	2.9021415
0.080701754 	5.6394336 	11.730592 	2.9113629
0.08245614 	5.6443499 	11.777074 	2.9204038
0.084210526 	5.6484763 	11.820339 	2.928936
0.085964912 	5.6526027 	11.863603 	2.9374682
0.087719298 	5.6567291 	11.906867 	2.9460004
0.089473684 	5.6608555 	11.950131 	2.9545326
0.09122807 	5.6649819 	11.993395 	2.9630648
0.092982456 	5.6691083 	12.03666 	2.971597
0.094736842 	5.6732347 	12.079924 	2.9801292
0.096491228 	5.6773611 	12.123188 	2.9886615
0.098245614 	5.6814875 	12.166452 	2.9971937
0.1 	5.6856139 	12.209716 	3.0057259
0.10175439 	5.6897161 	12.252872 	3.0142398
0.10350877 	5.6931164 	12.292877 	3.0222239
0.10526316 	5.6965168 	12.332882 	3.0302079
0.10701754 	5.6999171 	12.372887 	3.038192
0.10877193 	5.7033175 	12.412892 	3.046176
0.11052632 	5.7067178 	12.452897 	3.0541601
0.1122807 	5.7101182 	12.492902 	3.0621441
0.11403509 	5.7135185 	12.532907 	3.0701282
0.11578947 	5.7169189 	12.572912 	3.0781123
0.11754386 	5.7203192 	12.612917 	3.0860963
0.11929825 	5.7237196 	12.652922 	3.0940804
0.12105263 	5.7271199 	12.692927 	3.1020644
0.12280702 	5.7305203 	12.732932 	3.1100485
0.1245614 	5.7335913 	12.770648 	3.1175983
0.12631579 	5.7363409 	12.806131 	3.1247244
0.12807018 	5.7390906 	12.841614 	3.1318505
0.12982456 	5.7418402 	12.877097 	3.1389766
0.13157895 	5.7445899 	12.91258 	3.1461027
0.13333333 	5.7473395 	12.948063 	3.1532289
0.13508772 	5.7500892 	12.983546 	3.160355
0.13684211 	5.7528388 	13.019029 	3.1674811
0.13859649 	5.7555885 	13.054512 	3.1746072
