# Region type : patch inlet
# Faces         : 88
# Area          : 5.76317345e-06
# Scale factor  : 1.00000000e+00
# Time          	sum(phi)
1.2e-09         	-5.85049729e-09
2.6400002e-09   	-1.28709518e-08
4.3680003e-09   	-2.12953978e-08
6.4416007e-09   	-3.14046132e-08
8.9299207e-09   	-4.35355618e-08
1.1915905e-08   	-5.80925425e-08
1.5499086e-08   	-7.55607539e-08
1.9798902e-08   	-9.65224034e-08
2.4958683e-08   	-1.21676116e-07
3.1150419e-08   	-1.51860172e-07
3.85805e-08     	-1.88080371e-07
4.7496595e-08   	-2.31543769e-07
5.8195908e-08   	-2.83698390e-07
7.1035078e-08   	-3.46281517e-07
8.6442078e-08   	-4.21376839e-07
1.0493048e-07   	-5.11484222e-07
1.2711658e-07   	-6.19600256e-07
1.5373988e-07   	-7.49315668e-07
1.8568786e-07   	-9.04930488e-07
2.2402542e-07   	-1.09158698e-06
2.7003038e-07   	-1.31542338e-06
3.2523633e-07   	-1.58374935e-06
3.9148347e-07   	-1.90523208e-06
4.7097983e-07   	-2.29009184e-06
5.6637516e-07   	-2.75029096e-06
6.8084933e-07   	-3.29968508e-06
8.1821771e-07   	-3.95410471e-06
9.8306022e-07   	-4.73133157e-06
1.1808725e-06   	-5.65089429e-06
1.4182445e-06   	-6.73360910e-06
1.7030881e-06   	-8.00087520e-06
2.0448986e-06   	-9.47350421e-06
2.4550711e-06   	-1.11701063e-05
2.94727e-06     	-1.31056746e-05
3.537903e-06    	-1.52956309e-05
4.2466708e-06   	-1.77575920e-05
5.0971561e-06   	-2.04854270e-05
6.1177731e-06   	-2.34418775e-05
7.3425136e-06   	-2.65521941e-05
8.7943017e-06   	-2.96991171e-05
1.0445741e-05   	-3.27670615e-05
1.2251517e-05   	-3.58513671e-05
1.3901566e-05   	-3.91836512e-05
1.5397835e-05   	-4.26695330e-05
1.675315e-05    	-4.58917373e-05
1.8004026e-05   	-4.88379272e-05
1.9179901e-05   	-5.15277451e-05
2.0300711e-05   	-5.39844985e-05
2.1378316e-05   	-5.62243162e-05
2.2413443e-05   	-5.82485611e-05
2.3411901e-05   	-6.00667141e-05
2.4379468e-05   	-6.16903599e-05
2.5321186e-05   	-6.31318534e-05
2.6241699e-05   	-6.44039757e-05
2.7144792e-05   	-6.55194681e-05
2.8033638e-05   	-6.64917349e-05
2.8910835e-05   	-6.73351548e-05
2.9778338e-05   	-6.80650977e-05
3.0637914e-05   	-6.86979304e-05
3.1491017e-05   	-6.92511710e-05
3.233868e-05    	-6.97479393e-05
3.3181754e-05   	-7.02203147e-05
3.4020641e-05   	-7.07310304e-05
3.4854893e-05   	-7.13234472e-05
3.568332e-05    	-7.19832166e-05
3.6505051e-05   	-7.26957645e-05
3.7319262e-05   	-7.34522330e-05
3.81255e-05     	-7.42461871e-05
3.8923343e-05   	-7.50724901e-05
3.9712465e-05   	-7.59268595e-05
4.0492746e-05   	-7.68056858e-05
4.1264083e-05   	-7.77058404e-05
4.2026503e-05   	-7.86246187e-05
4.2779982e-05   	-7.95596326e-05
4.3524614e-05   	-8.05088030e-05
4.4260495e-05   	-8.14702884e-05
4.4987829e-05   	-8.24424780e-05
4.5706758e-05   	-8.34239372e-05
4.6417474e-05   	-8.44133865e-05
4.7120212e-05   	-8.54096983e-05
4.7815197e-05   	-8.64118687e-05
4.8502598e-05   	-8.74189637e-05
4.9182624e-05   	-8.84301633e-05
4.9855522e-05   	-8.94447502e-05
5.0521484e-05   	-9.04620526e-05
5.1180739e-05   	-9.14814847e-05
5.1833421e-05   	-9.25024676e-05
5.2479783e-05   	-9.35245433e-05
5.3119948e-05   	-9.45472265e-05
5.3754153e-05   	-9.55701430e-05
5.4382509e-05   	-9.65928838e-05
5.50052e-05     	-9.76151191e-05
5.5622365e-05   	-9.86365292e-05
5.6234176e-05   	-9.96568444e-05
5.6840762e-05   	-1.00675768e-04
5.7442212e-05   	-1.01693024e-04
5.8038681e-05   	-1.02708423e-04
5.8630289e-05   	-1.03721751e-04
5.9217181e-05   	-1.04732835e-04
5.9799433e-05   	-1.05741472e-04
6.037715e-05    	-1.06747498e-04
6.0950435e-05   	-1.07750760e-04
6.1519389e-05   	-1.08751120e-04
6.2084075e-05   	-1.09748427e-04
6.2644621e-05   	-1.10742585e-04
6.3201086e-05   	-1.11733466e-04
6.3753591e-05   	-1.12720992e-04
6.4302191e-05   	-1.13705053e-04
6.4846971e-05   	-1.14685564e-04
6.5387984e-05   	-1.15662432e-04
6.5925338e-05   	-1.16635608e-04
6.6459084e-05   	-1.17605011e-04
6.6989297e-05   	-1.18570584e-04
6.7516024e-05   	-1.19532258e-04
6.8039337e-05   	-1.20489988e-04
6.8559335e-05   	-1.21443753e-04
6.9076032e-05   	-1.22393480e-04
6.9589524e-05   	-1.23339155e-04
7.0099848e-05   	-1.24280733e-04
7.0607071e-05   	-1.25218190e-04
7.1111255e-05   	-1.26151506e-04
7.1612435e-05   	-1.27080645e-04
7.2110673e-05   	-1.28005593e-04
7.2606028e-05   	-1.28926341e-04
7.3098531e-05   	-1.29842865e-04
7.3588265e-05   	-1.30755162e-04
7.4075236e-05   	-1.31663204e-04
7.4559522e-05   	-1.32567007e-04
7.5041152e-05   	-1.33466553e-04
7.5520179e-05   	-1.34361845e-04
7.5996653e-05   	-1.35252888e-04
7.6470601e-05   	-1.36139669e-04
7.6942073e-05   	-1.37022198e-04
7.7411115e-05   	-1.37900483e-04
7.7877753e-05   	-1.38774517e-04
7.8342033e-05   	-1.39644313e-04
7.8803999e-05   	-1.40509885e-04
7.9263676e-05   	-1.41371228e-04
7.9721105e-05   	-1.42228360e-04
8.017631e-05    	-1.43081279e-04
8.0629353e-05   	-1.43930020e-04
8.1080254e-05   	-1.44774585e-04
8.1529033e-05   	-1.45614976e-04
8.1975731e-05   	-1.46451213e-04
8.2420386e-05   	-1.47283317e-04
8.2863016e-05   	-1.48111293e-04
8.330368e-05    	-1.48935178e-04
8.3742375e-05   	-1.49754963e-04
8.4179137e-05   	-1.50570672e-04
8.4614003e-05   	-1.51382329e-04
8.5047009e-05   	-1.52189955e-04
8.5478169e-05   	-1.52993562e-04
8.5907517e-05   	-1.53793173e-04
8.633507e-05    	-1.54588798e-04
8.676086e-05    	-1.55380463e-04
8.7184901e-05   	-1.56168179e-04
8.7607244e-05   	-1.56951986e-04
8.8027885e-05   	-1.57731882e-04
8.8446854e-05   	-1.58507892e-04
8.8864183e-05   	-1.59280043e-04
8.9279901e-05   	-1.60048362e-04
8.9694021e-05   	-1.60812856e-04
9.0106555e-05   	-1.61573548e-04
9.0517532e-05   	-1.62330460e-04
9.0926981e-05   	-1.63083621e-04
9.1334913e-05   	-1.63833044e-04
9.1741355e-05   	-1.64578756e-04
9.214632e-05    	-1.65320772e-04
9.2549832e-05   	-1.66059119e-04
9.2951904e-05   	-1.66793812e-04
9.3352561e-05   	-1.67524877e-04
9.3751814e-05   	-1.68252331e-04
9.4149687e-05   	-1.68976200e-04
9.4546206e-05   	-1.69696513e-04
9.4941381e-05   	-1.70413283e-04
9.533522e-05    	-1.71126529e-04
9.5727749e-05   	-1.71836275e-04
9.6118975e-05   	-1.72542537e-04
9.6508922e-05   	-1.73245342e-04
9.6897614e-05   	-1.73944717e-04
9.7285044e-05   	-1.74640667e-04
9.7671251e-05   	-1.75333229e-04
9.8056241e-05   	-1.76022419e-04
9.8440022e-05   	-1.76708252e-04
9.8822617e-05   	-1.77390757e-04
9.9204033e-05   	-1.78069946e-04
9.9584292e-05   	-1.78745849e-04
9.99634e-05     	-1.79418479e-04
0.00010034138   	-1.80087864e-04
0.00010071824   	-1.80754019e-04
0.00010109398   	-1.81416959e-04
0.00010146862   	-1.82076711e-04
0.00010184218   	-1.82733290e-04
0.00010221467   	-1.83386721e-04
0.0001025861    	-1.84037021e-04
0.00010295648   	-1.84684215e-04
0.00010332583   	-1.85328318e-04
0.00010369416   	-1.85969356e-04
0.00010406148   	-1.86607343e-04
0.00010442779   	-1.87242295e-04
0.00010479312   	-1.87874236e-04
0.00010515746   	-1.88503183e-04
0.00010552083   	-1.89129149e-04
0.00010588324   	-1.89752159e-04
0.00010624471   	-1.90372238e-04
0.00010660523   	-1.90989392e-04
0.00010696482   	-1.91603643e-04
0.00010732349   	-1.92215017e-04
0.00010768126   	-1.92823529e-04
0.00010803813   	-1.93429191e-04
0.00010839411   	-1.94032029e-04
0.00010874921   	-1.94632055e-04
0.00010910343   	-1.95229286e-04
0.00010945679   	-1.95823743e-04
0.00010980929   	-1.96415442e-04
0.00011016094   	-1.97004395e-04
0.00011051176   	-1.97590627e-04
0.00011086174   	-1.98174151e-04
0.00011121091   	-1.98754990e-04
0.00011155925   	-1.99333147e-04
0.0001119068    	-1.99908656e-04
0.00011225354   	-2.00481520e-04
0.0001125995    	-2.01051760e-04
0.00011294467   	-2.01619391e-04
0.00011328907   	-2.02184438e-04
0.0001136327    	-2.02746913e-04
0.00011397558   	-2.03306829e-04
0.00011431769   	-2.03864197e-04
0.00011465906   	-2.04419038e-04
0.00011499968   	-2.04971366e-04
0.00011533959   	-2.05521201e-04
0.00011567875   	-2.06068549e-04
0.0001160172    	-2.06613430e-04
0.00011635494   	-2.07155865e-04
0.00011669198   	-2.07695865e-04
0.00011702831   	-2.08233445e-04
0.00011736396   	-2.08768616e-04
0.0001176989    	-2.09301390e-04
0.00011803317   	-2.09831788e-04
0.00011836676   	-2.10359798e-04
0.00011869969   	-2.10885486e-04
0.00011903196   	-2.11408842e-04
0.00011936357   	-2.11929877e-04
0.00011969452   	-2.12448604e-04
0.00012002484   	-2.12965042e-04
0.00012035451   	-2.13479201e-04
0.00012068354   	-2.13991095e-04
0.00012101195   	-2.14500734e-04
0.00012133973   	-2.15008138e-04
0.00012166689   	-2.15513317e-04
0.00012199344   	-2.16016283e-04
0.00012231938   	-2.16517055e-04
0.00012264471   	-2.17015637e-04
0.00012296944   	-2.17512046e-04
0.00012329358   	-2.18006301e-04
0.00012361714   	-2.18498407e-04
0.0001239401    	-2.18988379e-04
0.00012426249   	-2.19476231e-04
0.00012458431   	-2.19961978e-04
0.00012490556   	-2.20445626e-04
0.00012522624   	-2.20927191e-04
0.00012554636   	-2.21406684e-04
0.00012586593   	-2.21884128e-04
0.00012618494   	-2.22359515e-04
0.00012650341   	-2.22832867e-04
0.00012682133   	-2.23304196e-04
0.00012713872   	-2.23773511e-04
0.00012745557   	-2.24240829e-04
0.00012777189   	-2.24706154e-04
0.00012808768   	-2.25169502e-04
0.00012840294   	-2.25630883e-04
0.0001287177    	-2.26090313e-04
0.00012903194   	-2.26547802e-04
0.00012934566   	-2.27003354e-04
0.00012965889   	-2.27456990e-04
0.00012997161   	-2.27908715e-04
0.00013028383   	-2.28358543e-04
0.00013059555   	-2.28806479e-04
0.00013090678   	-2.29252537e-04
0.00013121753   	-2.29696734e-04
0.00013152779   	-2.30139073e-04
0.00013183757   	-2.30579568e-04
0.00013214687   	-2.31018223e-04
0.00013245571   	-2.31455060e-04
0.00013276407   	-2.31890081e-04
0.00013307196   	-2.32323295e-04
0.00013337939   	-2.32754717e-04
0.00013368635   	-2.33184357e-04
0.00013399287   	-2.33612222e-04
0.00013429892   	-2.34038323e-04
0.00013460453   	-2.34462672e-04
0.0001349097    	-2.34885280e-04
0.00013521441   	-2.35306149e-04
0.00013551869   	-2.35725298e-04
0.00013582253   	-2.36142731e-04
0.00013612593   	-2.36558457e-04
0.00013642891   	-2.36972489e-04
0.00013673145   	-2.37384835e-04
0.00013703357   	-2.37795505e-04
0.00013733526   	-2.38204505e-04
0.00013763654   	-2.38611851e-04
0.0001379374    	-2.39017545e-04
0.00013823784   	-2.39421600e-04
0.00013853787   	-2.39824015e-04
0.0001388375    	-2.40224817e-04
0.00013913672   	-2.40624009e-04
0.00013943553   	-2.41021596e-04
0.00013973395   	-2.41417588e-04
0.00014003197   	-2.41811995e-04
0.00014032959   	-2.42204825e-04
0.00014062682   	-2.42596084e-04
0.00014092366   	-2.42985786e-04
0.00014122012   	-2.43373934e-04
0.00014151618   	-2.43760540e-04
0.00014181187   	-2.44145611e-04
0.00014210718   	-2.44529156e-04
0.0001424021    	-2.44911181e-04
0.00014269666   	-2.45291700e-04
0.00014299083   	-2.45670714e-04
0.00014328464   	-2.46048236e-04
0.00014357809   	-2.46424273e-04
0.00014387116   	-2.46798833e-04
0.00014416388   	-2.47171927e-04
0.00014445623   	-2.47543558e-04
0.00014474823   	-2.47913738e-04
0.00014503987   	-2.48282468e-04
0.00014533115   	-2.48649762e-04
0.00014562208   	-2.49015625e-04
0.00014591267   	-2.49380070e-04
0.0001462029    	-2.49743099e-04
0.0001464928    	-2.50104722e-04
0.00014678234   	-2.50464943e-04
0.00014707155   	-2.50823773e-04
0.00014736041   	-2.51181217e-04
0.00014764894   	-2.51537284e-04
0.00014793714   	-2.51891985e-04
0.000148225     	-2.52245320e-04
0.00014851254   	-2.52597302e-04
0.00014879974   	-2.52947936e-04
0.00014908662   	-2.53297229e-04
0.00014937318   	-2.53645188e-04
0.00014965941   	-2.53991818e-04
0.00014994532   	-2.54337126e-04
0.00015023091   	-2.54681124e-04
0.00015051618   	-2.55023811e-04
0.00015080113   	-2.55365200e-04
0.00015108577   	-2.55705295e-04
0.0001513701    	-2.56044104e-04
0.00015165412   	-2.56374721e-04
0.00015193783   	-2.56696464e-04
0.00015222123   	-2.57011821e-04
0.00015250431   	-2.57321611e-04
0.00015278709   	-2.57627802e-04
0.00015306956   	-2.57931966e-04
0.00015335173   	-2.58235120e-04
0.00015363359   	-2.58537896e-04
0.00015391515   	-2.58840706e-04
0.0001541964    	-2.59143807e-04
0.00015447734   	-2.59447326e-04
0.00015475795   	-2.59751332e-04
0.00015503823   	-2.60055793e-04
0.00015531817   	-2.60360503e-04
0.00015559776   	-2.60665245e-04
0.000155877     	-2.60969772e-04
0.00015615587   	-2.61273785e-04
0.00015643437   	-2.61576927e-04
0.00015671251   	-2.61878759e-04
0.00015699028   	-2.62178768e-04
0.00015726768   	-2.62476336e-04
0.00015754472   	-2.62770746e-04
0.00015782141   	-2.63061227e-04
0.00015809777   	-2.63347071e-04
0.0001583738    	-2.63627816e-04
0.00015864954   	-2.63903424e-04
0.00015892499   	-2.64174276e-04
0.00015920017   	-2.64440948e-04
0.00015947511   	-2.64704078e-04
0.00015974981   	-2.64964104e-04
0.00016002429   	-2.65221427e-04
0.00016029859   	-2.65476400e-04
0.0001605727    	-2.65729211e-04
0.00016084667   	-2.65979996e-04
0.00016112049   	-2.66228805e-04
0.00016139421   	-2.66475235e-04
0.00016166783   	-2.66719866e-04
0.00016194137   	-2.66963497e-04
0.00016221483   	-2.67206898e-04
0.00016248822   	-2.67450613e-04
0.00016276153   	-2.67696453e-04
0.00016303472   	-2.67942488e-04
0.00016330778   	-2.67733601e-04
0.00016357979   	-2.68045249e-04
0.00016385214   	-2.68383063e-04
0.00016412512   	-2.68703591e-04
0.00016439814   	-2.69005145e-04
0.00016467079   	-2.69185672e-04
0.00016494258   	-2.69481840e-04
0.00016521403   	-2.69774353e-04
0.00016548526   	-2.70058180e-04
