# DIGITIZED from Wibron, Ljung and Lundstrom 2018, Energies 11(3):644, CC-BY.
# Source PDF sha256 4de4798ed5eed60feda123c7a2398674a6a9177f44906175847d90f5227d7b77
# Produced by docs/campaigns/F14-cooling-ladder/digitize_wibron2018.py --write
# NOT TABULATED IN THE PAPER.  Every value below is a figure reading.
# Digitisation increments, derived by the controls printed by the
# command above and restated here so no reader can quote a value
# finer than it was measured (L-28):
#   temperature  +-0.03 K      velocity  +-0.007 m/s      height  +-0.005 m
# More decimals are carried below only so the file round-trips; the
# graded value is the one at the increment.
# Figure 3a (four computed L1 profiles, RSM) and Figure 3b
# (fine-grid GCI band half-width).  ***NOT A REFERENCE VALUE.***
# The paper plots NO experiment in Figure 3; every column below is
# a CFD output or a discretisation-uncertainty estimate, and no gate
# row may be armed on any of them.  Curve-class increment +-0.0001
# m/s (control C5); heights +-0.005 m (control C6).
# Paper's own caveat, Sec. 4.1 p. 7: local order of accuracy p runs
# 0.0197 to 27.70, global average 6.583.
# height_m  v_coarse  v_medium  v_fine  v_extrapolated  gci_halfwidth   (m/s)
   1.2057    0.6111    0.5624    0.5405    0.5360    0.0056
   1.2120    0.6133    0.5642    0.5417    0.5371    0.0057
   1.2183    0.6155    0.5660    0.5429    0.5382    0.0059
   1.2246    0.6176    0.5680    0.5442    0.5394    0.0060
   1.2310    0.6198    0.5706    0.5456    0.5405    0.0064
   1.2373    0.6219    0.5729    0.5469    0.5417    0.0066
   1.2436    0.6241    0.5747    0.5483    0.5430    0.0067
   1.2499    0.6263    0.5765    0.5497    0.5442    0.0068
   1.2562    0.6285    0.5784    0.5511    0.5455    0.0069
   1.2625    0.6304    0.5802    0.5522    0.5465    0.0071
   1.2688    0.6326    0.5821    0.5532    0.5473    0.0073
   1.2751    0.6346    0.5839    0.5542    0.5481    0.0076
   1.2815    0.6365    0.5858    0.5552    0.5490    0.0078
   1.2878    0.6384    0.5863    0.5562    0.5501    0.0077
   1.2941    0.6404    0.5866    0.5572    0.5512    0.0075
   1.3004    0.6423    0.5868    0.5587    0.5530    0.0071
   1.3067    0.6443    0.5871    0.5606    0.5553    0.0067
   1.3130    0.6463    0.5873    0.5626    0.5575    0.0063
   1.3193    0.6490    0.5890    0.5645    0.5595    0.0062
   1.3257    0.6526    0.5909    0.5651    0.5599    0.0065
   1.3320    0.6562    0.5928    0.5656    0.5601    0.0069
   1.3383    0.6598    0.5946    0.5661    0.5603    0.0072
   1.3446    0.6632    0.5965    0.5667    0.5606    0.0076
   1.3509    0.6652    0.5984    0.5677    0.5615    0.0078
   1.3572    0.6672    0.6006    0.5690    0.5626    0.0080
   1.3635    0.6692    0.6032    0.5703    0.5636    0.0084
   1.3698    0.6703    0.6057    0.5716    0.5646    0.0087
   1.3762    0.6714    0.6071    0.5728    0.5659    0.0087
   1.3825    0.6725    0.6084    0.5741    0.5672    0.0087
   1.3888    0.6735    0.6107    0.5754    0.5683    0.0090
   1.3951    0.6746    0.6131    0.5767    0.5694    0.0092
   1.4014    0.6757    0.6155    0.5781    0.5704    0.0095
   1.4077    0.6767    0.6180    0.5794    0.5716    0.0098
   1.4140    0.6778    0.6203    0.5807    0.5727    0.0101
   1.4203    0.6789    0.6219    0.5830    0.5751    0.0099
   1.4267    0.6801    0.6232    0.5864    0.5789    0.0094
   1.4330    0.6814    0.6245    0.5891    0.5819    0.0090
   1.4393    0.6833    0.6258    0.5899    0.5826    0.0091
   1.4456    0.6870    0.6271    0.5899    0.5824    0.0094
   1.4519    0.6907    0.6284    0.5900    0.5822    0.0098
   1.4582    0.6945    0.6297    0.5901    0.5820    0.0101
   1.4645    0.6980    0.6310    0.5913    0.5832    0.0101
   1.4708    0.7000    0.6327    0.5929    0.5848    0.0101
   1.4772    0.7020    0.6347    0.5944    0.5862    0.0102
   1.4835    0.7041    0.6370    0.5960    0.5876    0.0104
   1.4898    0.7061    0.6377    0.5976    0.5894    0.0102
   1.4961    0.7081    0.6386    0.5991    0.5911    0.0100
   1.5024    0.7102    0.6397    0.6007    0.5928    0.0099
   1.5087    0.7123    0.6408    0.6023    0.5945    0.0098
   1.5150    0.7143    0.6414    0.6033    0.5955    0.0097
   1.5213    0.7164    0.6426    0.6045    0.5967    0.0097
   1.5277    0.7185    0.6443    0.6060    0.5982    0.0097
   1.5340    0.7205    0.6459    0.6075    0.5997    0.0098
   1.5403    0.7223    0.6476    0.6091    0.6012    0.0098
   1.5466    0.7242    0.6493    0.6107    0.6029    0.0098
