# DIGITIZED from Wibron, Ljung and Lundstrom 2018, Energies 11(3):644, CC-BY.
# Source PDF sha256 4de4798ed5eed60feda123c7a2398674a6a9177f44906175847d90f5227d7b77
# Produced by docs/campaigns/F14-cooling-ladder/digitize_wibron2018.py --write
# NOT TABULATED IN THE PAPER.  Every value below is a figure reading.
# Digitisation increments, derived by the controls printed by the
# command above and restated here so no reader can quote a value
# finer than it was measured (L-28):
#   temperature  +-0.03 K      velocity  +-0.007 m/s      height  +-0.005 m
# More decimals are carried below only so the file round-trips; the
# graded value is the one at the increment.
# Figure 8a,b: computed velocity profiles at L1 and L2 with the
# comparison line moved 5, 10 and 15 cm toward the hot-aisle centre.
# ***NOT A REFERENCE VALUE.***  Figure 8's experiment markers are
# Figure 7a,b's markers (control C6 measures the identity), so this
# figure adds no measurement.  What it adds is the position
# sensitivity dv/dx that the K2c-A L1/L2/L4 row's mandatory +-0.15 m
# sweep is read against.  The turbulence model behind these curves is
# NOT STATED by the paper and control C9 does not identify it.
# Curve velocities carried at the +-0.007 m/s marker-placement bound
# of control C6, measured on this very figure; heights +-0.005 m.
# loc  shift_cm  height_m  velocity_mps
L1      10    1.0795    0.6757
L1      10    1.0858    0.6793
L1      10    1.0921    0.6830
L1      10    1.0984    0.6866
L1      10    1.1047    0.6902
L1      10    1.1110    0.6938
L1      10    1.1173    0.6974
L1      10    1.1236    0.7010
L1      10    1.1300    0.7047
L1      10    1.1363    0.7083
L1      10    1.1426    0.7110
L1      10    1.1489    0.7135
L1      10    1.1552    0.7161
L1      10    1.1615    0.7201
L1      10    1.1678    0.7249
L1      10    1.1741    0.7296
L1      10    1.1805    0.7344
L1      10    1.1868    0.7391
L1      10    1.1931    0.7439
L1      10    1.1994    0.7485
L1      10    1.2057    0.7531
L1      10    1.2120    0.7577
L1      10    1.2183    0.7624
L1      10    1.2246    0.7669
L1      10    1.2310    0.7698
L1      10    1.2373    0.7727
L1      10    1.2436    0.7754
L1      10    1.2499    0.7766
L1      10    1.2562    0.7776
L1      10    1.2625    0.7798
L1      10    1.2688    0.7822
L1      10    1.2751    0.7858
L1      10    1.2815    0.7897
L1      10    1.2878    0.7935
L1      10    1.2941    0.7974
L1      10    1.3004    0.8013
L1      10    1.3067    0.8053
L1      10    1.3130    0.8098
L1      10    1.3193    0.8143
L1      10    1.3257    0.8188
L1      10    1.3320    0.8232
L1      10    1.3383    0.8242
L1      10    1.3446    0.8252
L1      10    1.3509    0.8265
L1      10    1.3572    0.8299
L1      10    1.3635    0.8334
L1      10    1.3698    0.8370
L1      10    1.3762    0.8405
L1      10    1.3825    0.8441
L1      10    1.3888    0.8477
L1      10    1.3951    0.8513
L1      10    1.4014    0.8548
L1      10    1.4077    0.8584
L1      10    1.4140    0.8619
L1      10    1.4203    0.8657
L1      10    1.4267    0.8690
L1      10    1.4330    0.8724
L1      10    1.4393    0.8758
L1      10    1.4456    0.8793
L1      10    1.4519    0.8833
L1      10    1.4582    0.8873
L1      10    1.4645    0.8914
L1      10    1.4708    0.8954
L1      10    1.4772    0.8995
L1      10    1.4835    0.9036
L1      10    1.4898    0.9076
L1      10    1.4961    0.9098
L1      10    1.5024    0.9116
L1      10    1.5087    0.9135
L1      10    1.5150    0.9153
L1      10    1.5213    0.9172
L1      10    1.5277    0.9191
L1      10    1.5340    0.9209
L1      10    1.5403    0.9222
L1      10    1.5466    0.9235
L1      10    1.5529    0.9247
L1      10    1.5592    0.9293
L1      10    1.5655    0.9340
L1      10    1.5718    0.9380
L1      10    1.5782    0.9421
L1      10    1.5845    0.9465
L1      10    1.5908    0.9510
L1      10    1.5971    0.9555
L1      10    1.6034    0.9600
L1      10    1.6097    0.9646
L1      10    1.6160    0.9691
L1      10    1.6223    0.9711
L1      10    1.6287    0.9721
L1      10    1.6350    0.9739
L1      10    1.6413    0.9758
L1      10    1.6476    0.9777
L1      10    1.6539    0.9796
L1      10    1.6602    0.9815
L1      10    1.6665    0.9842
L1      10    1.6728    0.9881
L1      10    1.6792    0.9921
L1      10    1.6855    0.9961
L1      10    1.6918    1.0000
L1      10    1.6981    1.0014
L1      10    1.7044    1.0022
L1      10    1.7107    1.0040
L1      10    1.7170    1.0070
L1      10    1.7233    1.0102
L1      10    1.7297    1.0138
L1      10    1.7360    1.0175
L1      10    1.7423    1.0212
L1      10    1.7486    1.0249
L1      10    1.7549    1.0286
L1      10    1.7612    1.0323
L1      10    1.7675    1.0319
L1      10    1.7738    1.0313
L1      10    1.7802    1.0286
L1      10    1.7865    1.0243
L1      10    1.7928    1.0201
L1      10    1.7991    1.0210
L1      10    1.8054    1.0223
L1      10    1.8117    1.0235
L1      10    1.8180    1.0248
L1      10    1.8243    1.0283
L1      10    1.8307    1.0325
L1      10    1.8370    1.0368
L1      10    1.8433    1.0390
L1      10    1.8496    1.0354
L1      10    1.8559    1.0319
L1      10    1.8622    1.0284
L1      10    1.8685    1.0250
L1      10    1.8748    1.0220
L1      10    1.8812    1.0231
L1      10    1.8875    1.0243
L1      10    1.8938    1.0254
L1      10    1.9001    1.0265
L1      10    1.9064    1.0276
L1      10    1.9127    1.0287
L1      10    1.9190    1.0299
L1      10    1.9253    1.0310
L1      10    1.9317    1.0321
L1      10    1.9380    1.0333
L1      10    1.9443    1.0338
L1      10    1.9506    1.0267
L1      10    1.9569    1.0217
L1      10    1.9632    1.0152
L1      10    1.9695    1.0088
L1      10    1.9758    1.0024
L1      10    1.9822    0.9959
L1      10    1.9885    0.9895
L1      10    1.9948    0.9831
L1      10    2.0011    0.9767
L1      10    2.0074    0.9704
L1      10    2.0137    0.9663
L1      10    2.0200    0.9674
L1      10    2.0263    0.9694
L1      10    2.0327    0.9715
L1      10    2.0390    0.9736
L1      10    2.0453    0.9757
L1      10    2.0516    0.9778
L1      10    2.0579    0.9798
L1      10    2.0642    0.9819
L1      10    2.0705    0.9840
L1      10    2.0769    0.9840
L1      10    2.0832    0.9821
L1      10    2.0895    0.9790
L1      10    2.0958    0.9758
L1      10    2.1021    0.9727
L1      10    2.1084    0.9674
L1      10    2.1147    0.9620
L1      10    2.1210    0.9566
L1      10    2.1274    0.9512
L1      10    2.1337    0.9458
L1      10    2.1400    0.9403
L1      10    2.1463    0.9349
L1      10    2.1526    0.9295
L1      10    2.1589    0.9317
L1      10    2.1652    0.9353
L1      10    2.1715    0.9393
L1      10    2.1779    0.9434
L1      10    2.1842    0.9475
L1      10    2.1905    0.9458
L1      10    2.1968    0.9416
L1      10    2.2031    0.9373
L1      10    2.2094    0.9331
L1      10    2.2157    0.9289
L1      10    2.2220    0.9248
L1      10    2.2284    0.9232
L1      10    2.2347    0.9216
L1      10    2.2410    0.9206
L1      10    2.2473    0.9233
L1      10    2.2536    0.9259
L1      10    2.2599    0.9285
L1      10    2.2662    0.9311
L1      10    2.2725    0.9335
L1      10    2.2789    0.9360
L1      10    2.2852    0.9384
L1      10    2.2915    0.9409
L1      10    2.2978    0.9406
L1      10    2.3041    0.9398
L1      10    2.3104    0.9410
L1      10    2.3167    0.9436
L1      10    2.3230    0.9463
L1      10    2.3294    0.9489
L1      10    2.3357    0.9516
L1      10    2.3420    0.9542
L1      10    2.3483    0.9569
L1      10    2.3546    0.9571
L1      10    2.3609    0.9564
L1      10    2.3672    0.9558
L1      10    2.3735    0.9551
L1      10    2.3799    0.9540
L1      10    2.3862    0.9529
L1      10    2.3925    0.9518
L1      10    2.3988    0.9532
L1      10    2.4051    0.9551
L1      10    2.4114    0.9571
L1      10    2.4177    0.9590
L1      10    2.4241    0.9609
L1      10    2.4304    0.9630
L1      10    2.4367    0.9652
L1      10    2.4430    0.9673
L1      10    2.4493    0.9694
L1      10    2.4556    0.9715
L1      10    2.4619    0.9737
L1      10    2.4682    0.9758
L1      10    2.4746    0.9791
L1      10    2.4809    0.9831
L1      10    2.4872    0.9872
L1      10    2.4935    0.9920
L1      10    2.4998    0.9972
L1      10    2.5061    0.9942
L1      10    2.5124    0.9887
L1      10    2.5187    0.9995
L1      10    2.5251    1.0102
L1      10    2.5314    1.0188
L1      10    2.5377    1.0201
L1      10    2.5440    1.0205
L1      10    2.5503    1.0209
L1      10    2.5566    1.0213
L1      10    2.5629    1.0217
L1      10    2.5692    1.0221
L1      10    2.5756    1.0225
L1      10    2.5819    1.0229
L1      10    2.5882    1.0233
L1      10    2.5945    1.0296
L1      10    2.6008    1.0366
L1      10    2.6071    1.0437
L1      10    2.6134    1.0507
L1      10    2.6197    1.0512
L1      10    2.6261    1.0511
L1      10    2.6324    1.0510
L1      10    2.6387    1.0510
L1      10    2.6450    1.0510
L1      10    2.6513    1.0501
L1      10    2.6576    1.0492
L1      10    2.6639    1.0483
L1      10    2.6702    1.0475
L1      10    2.6765    1.0467
L1      10    2.6829    1.0459
L1      10    2.6892    1.0514
L1      10    2.6955    1.0605
L1      10    2.7018    1.0697
L1      10    2.7081    1.0790
L1      10    2.7144    1.0846
L1      10    2.7207    1.0883
L1      10    2.7270    1.0921
L1      10    2.7334    1.0935
L1      10    2.7397    1.0891
L1      10    2.7460    1.0848
L1      10    2.7523    1.0806
L1      10    2.7586    1.0820
L1      10    2.7649    1.0835
L1      10    2.7712    1.0851
L1      10    2.7775    1.0869
L1      10    2.7839    1.0888
L1      10    2.7902    1.0880
L1      10    2.7965    1.0874
L1      10    2.8028    1.0869
L1      10    2.8091    1.0865
L1      10    2.8154    1.0862
L1      10    2.8217    1.0849
L1      10    2.8281    1.0818
L1      10    2.8344    1.0788
L1      10    2.8407    1.0760
L1      10    2.8470    1.0734
L1      10    2.8533    1.0710
L1      10    2.8596    1.0688
L1      10    2.8659    1.0668
L1      10    2.8722    1.0610
L1      10    2.8786    1.0562
L1      10    2.8849    1.0517
L1      10    2.8912    1.0475
L1      10    2.8975    1.0436
L1      10    2.9038    1.0395
L1      10    2.9101    1.0358
L1      10    2.9164    1.0323
L1      10    2.9227    1.0290
L1      10    2.9291    1.0258
L1      10    2.9354    1.0236
L1      10    2.9417    1.0237
L1      10    2.9480    1.0175
L1      10    2.9543    1.0091
L1      10    2.9606    1.0010
L1      10    2.9669    0.9930
L1      10    2.9732    0.9850
L1      10    2.9796    0.9772
L1      10    2.9859    0.9698
L1      10    2.9922    0.9626
L1      10    2.9985    0.9557
L1      10    3.0048    0.9491
L1      10    3.0111    0.9371
L1      10    3.0174    0.9222
L1      10    3.0237    0.9077
L1      10    3.0301    0.8937
L1      10    3.0364    0.8802
L1      10    3.0427    0.8674
L1      10    3.0490    0.8571
L1      10    3.0553    0.8475
L1      10    3.0616    0.8384
L1      10    3.0679    0.8300
L1      10    3.0742    0.8225
L1      10    3.0806    0.8131
L1      10    3.0869    0.8035
L1      10    3.0932    0.7945
L1      10    3.0995    0.7819
L1      10    3.1058    0.7661
L1      10    3.1121    0.7515
L1      10    3.1184    0.7312
L1      10    3.1247    0.7102
L1      10    3.1311    0.6848
L1      10    3.1374    0.6560
L1      10    3.1437    0.4085
L1      10    3.1500    0.0004
L1      15   -0.0000    0.0000
L1      15    0.0063    0.2624
L1      15    0.0126    0.3916
L1      15    0.0189    0.3843
L1      15    0.0252    0.3739
L1      15    0.0316    0.3625
L1      15    0.0379    0.3508
L1      15    0.0442    0.3386
L1      15    0.0505    0.3273
L1      15    0.0568    0.3182
L1      15    0.0631    0.3095
L1      15    0.0694    0.3011
L1      15    0.0757    0.2917
L1      15    0.0821    0.2824
L1      15    0.0884    0.2733
L1      15    0.0947    0.2645
L1      15    0.1010    0.2560
L1      15    0.1073    0.2479
L1      15    0.1136    0.2402
L1      15    0.1199    0.2329
L1      15    0.1262    0.2269
L1      15    0.1326    0.2235
L1      15    0.1389    0.2217
L1      15    0.1452    0.2185
L1      15    0.1515    0.2161
L1      15    0.1578    0.2148
L1      15    0.1641    0.2159
L1      15    0.1704    0.2182
L1      15    0.1767    0.2217
L1      15    0.1831    0.2261
L1      15    0.1894    0.2316
L1      15    0.1957    0.2379
L1      15    0.2020    0.2427
L1      15    0.2083    0.2464
L1      15    0.2146    0.2501
L1      15    0.2209    0.2544
L1      15    0.2273    0.2588
L1      15    0.2336    0.2629
L1      15    0.2399    0.2673
L1      15    0.2462    0.2718
L1      15    0.2525    0.2766
L1      15    0.2588    0.2813
L1      15    0.2651    0.2861
L1      15    0.2714    0.2911
L1      15    0.2778    0.2940
L1      15    0.2841    0.2945
L1      15    0.2904    0.2950
L1      15    0.2967    0.2956
L1      15    0.3030    0.2960
L1      15    0.3093    0.2964
L1      15    0.3156    0.2984
L1      15    0.3219    0.3007
L1      15    0.3283    0.3031
L1      15    0.3346    0.3057
L1      15    0.3409    0.3084
L1      15    0.3472    0.3112
L1      15    0.3535    0.3141
L1      15    0.3598    0.3172
L1      15    0.3661    0.3203
L1      15    0.3724    0.3219
L1      15    0.3788    0.3238
L1      15    0.3851    0.3257
L1      15    0.3914    0.3276
L1      15    0.3977    0.3295
L1      15    0.4040    0.3321
L1      15    0.4103    0.3356
L1      15    0.4166    0.3391
L1      15    0.4229    0.3428
L1      15    0.4293    0.3464
L1      15    0.4356    0.3490
L1      15    0.4419    0.3513
L1      15    0.4482    0.3535
L1      15    0.4545    0.3558
L1      15    0.4608    0.3581
L1      15    0.4671    0.3604
L1      15    0.4734    0.3642
L1      15    0.4798    0.3680
L1      15    0.4861    0.3719
L1      15    0.4924    0.3758
L1      15    0.4987    0.3799
L1      15    0.5050    0.3841
L1      15    0.5113    0.3873
L1      15    0.5176    0.3905
L1      15    0.5239    0.3938
L1      15    0.5303    0.3970
L1      15    0.5366    0.4003
L1      15    0.5429    0.4032
L1      15    0.5492    0.4061
L1      15    0.5555    0.4090
L1      15    0.5618    0.4120
L1      15    0.5681    0.4151
L1      15    0.5745    0.4183
L1      15    0.5808    0.4226
L1      15    0.5871    0.4271
L1      15    0.5934    0.4316
L1      15    0.5997    0.4362
L1      15    0.6060    0.4409
L1      15    0.6123    0.4456
L1      15    0.6186    0.4504
L1      15    0.6250    0.4542
L1      15    0.6313    0.4578
L1      15    0.6376    0.4613
L1      15    0.6439    0.4652
L1      15    0.6502    0.4698
L1      15    0.6565    0.4744
L1      15    0.6628    0.4791
L1      15    0.6691    0.4838
L1      15    0.6755    0.4885
L1      15    0.6818    0.4933
L1      15    0.6881    0.4984
L1      15    0.6944    0.5033
L1      15    0.7007    0.5078
L1      15    0.7070    0.5118
L1      15    0.7133    0.5158
L1      15    0.7196    0.5198
L1      15    0.7260    0.5238
L1      15    0.7323    0.5278
L1      15    0.7386    0.5328
L1      15    0.7449    0.5381
L1      15    0.7512    0.5434
L1      15    0.7575    0.5488
L1      15    0.7638    0.5542
L1      15    0.7701    0.5596
L1      15    0.7765    0.5645
L1      15    0.7828    0.5691
L1      15    0.7891    0.5738
L1      15    0.7954    0.5785
L1      15    0.8017    0.5834
L1      15    0.8080    0.5887
L1      15    0.8143    0.5939
L1      15    0.8206    0.5992
L1      15    0.8270    0.6042
L1      15    0.8333    0.6087
L1      15    0.8396    0.6128
L1      15    0.8459    0.6167
L1      15    0.8522    0.6207
L1      15    0.8585    0.6245
L1      15    0.8648    0.6295
L1      15    0.8711    0.6344
L1      15    0.8775    0.6394
L1      15    0.8838    0.6443
L1      15    0.8901    0.6493
L1      15    0.8964    0.6546
L1      15    0.9027    0.6599
L1      15    0.9090    0.6648
L1      15    0.9153    0.6695
L1      15    0.9216    0.6742
L1      15    0.9280    0.6789
L1      15    0.9343    0.6836
L1      15    0.9406    0.6883
L1      15    0.9469    0.6938
L1      15    0.9532    0.6994
L1      15    0.9595    0.7049
L1      15    0.9658    0.7105
L1      15    0.9721    0.7160
L1      15    0.9785    0.7218
L1      15    0.9848    0.7281
L1      15    0.9911    0.7320
L1      15    0.9974    0.7351
L1      15    1.0037    0.7389
L1      15    1.0100    0.7431
L1      15    1.0163    0.7473
L1      15    1.0226    0.7522
L1      15    1.0290    0.7572
L1      15    1.0353    0.7624
L1      15    1.0416    0.7684
L1      15    1.0479    0.7743
L1      15    1.0542    0.7803
L1      15    1.0605    0.7863
L1      15    1.0668    0.7923
L1      15    1.0731    0.7975
L1      15    1.0795    0.8014
L1      15    1.0858    0.8053
L1      15    1.0921    0.8096
L1      15    1.0984    0.8142
L1      15    1.1047    0.8188
L1      15    1.1110    0.8234
L1      15    1.1173    0.8280
L1      15    1.1236    0.8326
L1      15    1.1300    0.8378
L1      15    1.1363    0.8432
L1      15    1.1426    0.8487
L1      15    1.1489    0.8541
L1      15    1.1552    0.8594
L1      15    1.1615    0.8644
L1      15    1.1678    0.8694
L1      15    1.1741    0.8744
L1      15    1.1805    0.8795
L1      15    1.1868    0.8845
L1      15    1.1931    0.8891
L1      15    1.1994    0.8935
L1      15    1.2057    0.8979
L1      15    1.2120    0.9022
L1      15    1.2183    0.9062
L1      15    1.2246    0.9115
L1      15    1.2310    0.9164
L1      15    1.2373    0.9212
L1      15    1.2436    0.9261
L1      15    1.2499    0.9310
L1      15    1.2562    0.9359
L1      15    1.2625    0.9412
L1      15    1.2688    0.9463
L1      15    1.2751    0.9515
L1      15    1.2815    0.9572
L1      15    1.2878    0.9628
L1      15    1.2941    0.9685
L1      15    1.3004    0.9742
L1      15    1.3067    0.9798
L1      15    1.3130    0.9855
L1      15    1.3193    0.9889
L1      15    1.3257    0.9934
L1      15    1.3320    0.9979
L1      15    1.3383    1.0024
L1      15    1.3446    1.0068
L1      15    1.3509    1.0113
L1      15    1.3572    1.0158
L1      15    1.3635    1.0203
L1      15    1.3698    1.0245
L1      15    1.3762    1.0279
L1      15    1.3825    1.0315
L1      15    1.3888    1.0343
L1      15    1.3951    1.0371
L1      15    1.4014    1.0399
L1      15    1.4077    1.0427
L1      15    1.4140    1.0460
L1      15    1.4203    1.0496
L1      15    1.4267    1.0531
L1      15    1.4330    1.0566
L1      15    1.4393    1.0602
L1      15    1.4456    1.0638
L1      15    1.4519    1.0678
L1      15    1.4582    1.0718
L1      15    1.4645    1.0771
L1      15    1.4708    1.0823
L1      15    1.4772    1.0876
L1      15    1.4835    1.0924
L1      15    1.4898    1.0972
L1      15    1.4961    1.1020
L1      15    1.5024    1.1067
L1      15    1.5087    1.1115
L1      15    1.5150    1.1163
L1      15    1.5213    1.1211
L1      15    1.5277    1.1255
L1      15    1.5340    1.1267
L1      15    1.5403    1.1280
L1      15    1.5466    1.1292
L1      15    1.5529    1.1320
L1      15    1.5592    1.1370
L1      15    1.5655    1.1420
L1      15    1.5718    1.1470
L1      15    1.5782    1.1520
L1      15    1.5845    1.1565
L1      15    1.5908    1.1595
L1      15    1.5971    1.1620
L1      15    1.6034    1.1646
L1      15    1.6097    1.1671
L1      15    1.6160    1.1697
L1      15    1.6223    1.1740
L1      15    1.6287    1.1788
L1      15    1.6350    1.1836
L1      15    1.6413    1.1884
L1      15    1.6476    1.1932
L1      15    1.6539    1.1979
L1      15    1.6602    1.2009
L1      15    1.6665    1.2028
L1      15    1.6728    1.2053
L1      15    1.6792    1.2091
L1      15    1.6855    1.2128
L1      15    1.6918    1.2165
L1      15    1.6981    1.2202
L1      15    1.7044    1.2239
L1      15    1.7107    1.2265
L1      15    1.7170    1.2292
L1      15    1.7233    1.2331
L1      15    1.7297    1.2371
L1      15    1.7360    1.2411
L1      15    1.7423    1.2445
L1      15    1.7486    1.2478
L1      15    1.7549    1.2512
L1      15    1.7612    1.2545
L1      15    1.7675    1.2579
L1      15    1.7738    1.2612
L1      15    1.7802    1.2646
L1      15    1.7865    1.2679
L1      15    1.7928    1.2708
L1      15    1.7991    1.2681
L1      15    1.8054    1.2696
L1      15    1.8117    1.2733
L1      15    1.8180    1.2777
L1      15    1.8243    1.2798
L1      15    1.8307    1.2813
L1      15    1.8370    1.2827
L1      15    1.8433    1.2842
L1      15    1.8496    1.2856
L1      15    1.8559    1.2871
L1      15    1.8622    1.2886
L1      15    1.8685    1.2905
L1      15    1.8748    1.2940
L1      15    1.8812    1.2967
L1      15    1.8875    1.2998
L1      15    1.8938    1.3030
L1      15    1.9001    1.3054
L1      15    1.9064    1.3067
L1      15    1.9127    1.3069
L1      15    1.9190    1.3069
L1      15    1.9253    1.3070
L1      15    1.9317    1.3071
L1      15    1.9380    1.3071
L1      15    1.9443    1.3078
L1      15    1.9506    1.3115
L1      15    1.9569    1.3151
L1      15    1.9632    1.3188
L1      15    1.9695    1.3224
L1      15    1.9758    1.3261
L1      15    1.9822    1.3297
L1      15    1.9885    1.3327
L1      15    1.9948    1.3346
L1      15    2.0011    1.3365
L1      15    2.0074    1.3379
L1      15    2.0137    1.3339
L1      15    2.0200    1.3395
L1      15    2.0263    1.3445
L1      15    2.0327    1.3451
L1      15    2.0390    1.3431
L1      15    2.0453    1.3404
L1      15    2.0516    1.3376
L1      15    2.0579    1.3349
L1      15    2.0642    1.3321
L1      15    2.0705    1.3294
L1      15    2.0769    1.3267
L1      15    2.0832    1.3276
L1      15    2.0895    1.3287
L1      15    2.0958    1.3297
L1      15    2.1021    1.3308
L1      15    2.1084    1.3336
L1      15    2.1147    1.3411
L1      15    2.1210    1.3486
L1      15    2.1274    1.3561
L1      15    2.1337    1.3602
L1      15    2.1400    1.3578
L1      15    2.1463    1.3552
L1      15    2.1526    1.3519
L1      15    2.1589    1.3487
L1      15    2.1652    1.3454
L1      15    2.1715    1.3421
L1      15    2.1779    1.3389
L1      15    2.1842    1.3362
L1      15    2.1905    1.3370
L1      15    2.1968    1.3378
L1      15    2.2031    1.3387
L1      15    2.2094    1.3395
L1      15    2.2157    1.3464
L1      15    2.2220    1.3439
L1      15    2.2284    1.3415
L1      15    2.2347    1.3390
L1      15    2.2410    1.3368
L1      15    2.2473    1.3348
L1      15    2.2536    1.3328
L1      15    2.2599    1.3308
L1      15    2.2662    1.3260
L1      15    2.2725    1.3210
L1      15    2.2789    1.3160
L1      15    2.2852    1.3110
L1      15    2.2915    1.3067
L1      15    2.2978    1.3052
L1      15    2.3041    1.3036
L1      15    2.3104    1.3020
L1      15    2.3167    1.3004
L1      15    2.3230    1.3005
L1      15    2.3294    1.3018
L1      15    2.3357    1.3031
L1      15    2.3420    1.3044
L1      15    2.3483    1.3093
L1      15    2.3546    1.3148
L1      15    2.3609    1.3202
L1      15    2.3672    1.3255
L1      15    2.3735    1.3294
L1      15    2.3799    1.3332
L1      15    2.3862    1.3370
L1      15    2.3925    1.3408
L1      15    2.3988    1.3437
L1      15    2.4051    1.3452
L1      15    2.4114    1.3467
L1      15    2.4177    1.3481
L1      15    2.4241    1.3508
L1      15    2.4304    1.3536
L1      15    2.4367    1.3565
L1      15    2.4430    1.3594
L1      15    2.4493    1.3623
L1      15    2.4556    1.3652
L1      15    2.4619    1.3667
L1      15    2.4682    1.3652
L1      15    2.4746    1.3609
L1      15    2.4809    1.3562
L1      15    2.4872    1.3515
L1      15    2.4935    1.3468
L1      15    2.4998    1.3474
L1      15    2.5061    1.3489
L1      15    2.5124    1.3505
L1      15    2.5187    1.3520
L1      15    2.5251    1.3536
L1      15    2.5314    1.3551
L1      15    2.5377    1.3567
L1      15    2.5440    1.3582
L1      15    2.5503    1.3598
L1      15    2.5566    1.3613
L1      15    2.5629    1.3629
L1      15    2.5692    1.3645
L1      15    2.5756    1.3660
L1      15    2.5819    1.3676
L1      15    2.5882    1.3692
L1      15    2.5945    1.3683
L1      15    2.6008    1.3642
L1      15    2.6071    1.3597
L1      15    2.6134    1.3553
L1      15    2.6197    1.3509
L1      15    2.6261    1.3467
L1      15    2.6324    1.3428
L1      15    2.6387    1.3390
L1      15    2.6450    1.3352
L1      15    2.6513    1.3314
L1      15    2.6576    1.3276
L1      15    2.6639    1.3238
L1      15    2.6702    1.3201
L1      15    2.6765    1.3164
L1      15    2.6829    1.3109
L1      15    2.6892    1.3025
L1      15    2.6955    1.2941
L1      15    2.7018    1.2906
L1      15    2.7081    1.2896
L1      15    2.7144    1.2887
L1      15    2.7207    1.2879
L1      15    2.7270    1.2871
L1      15    2.7334    1.2863
L1      15    2.7397    1.2856
L1      15    2.7460    1.2849
L1      15    2.7523    1.2802
L1      15    2.7586    1.2756
L1      15    2.7649    1.2710
L1      15    2.7712    1.2674
L1      15    2.7775    1.2640
L1      15    2.7839    1.2608
L1      15    2.7902    1.2549
L1      15    2.7965    1.2456
L1      15    2.8028    1.2364
L1      15    2.8091    1.2271
L1      15    2.8154    1.2176
L1      15    2.8217    1.2080
L1      15    2.8281    1.1987
L1      15    2.8344    1.1903
L1      15    2.8407    1.1813
L1      15    2.8470    1.1724
L1      15    2.8533    1.1636
L1      15    2.8596    1.1548
L1      15    2.8659    1.1462
L1      15    2.8722    1.1377
L1      15    2.8786    1.1293
L1      15    2.8849    1.1161
L1      15    2.8912    1.1023
L1      15    2.8975    1.0887
L1      15    2.9038    1.0752
L1      15    2.9101    1.0620
L1      15    2.9164    1.0506
L1      15    2.9227    1.0394
L1      15    2.9291    1.0284
L1      15    2.9354    1.0175
L1      15    2.9417    1.0070
L1      15    2.9480    0.9955
L1      15    2.9543    0.9839
L1      15    2.9606    0.9723
L1      15    2.9669    0.9608
L1      15    2.9732    0.9495
L1      15    2.9796    0.9385
L1      15    2.9859    0.9277
L1      15    2.9922    0.9171
L1      15    2.9985    0.9028
L1      15    3.0048    0.8883
L1      15    3.0111    0.8719
L1      15    3.0174    0.8518
L1      15    3.0237    0.8321
L1      15    3.0301    0.8135
L1      15    3.0364    0.7953
L1      15    3.0427    0.7777
L1      15    3.0490    0.7605
L1      15    3.0553    0.7457
L1      15    3.0616    0.7320
L1      15    3.0679    0.7190
L1      15    3.0742    0.7069
L1      15    3.0806    0.6929
L1      15    3.0869    0.6789
L1      15    3.0932    0.6655
L1      15    3.0995    0.6479
L1      15    3.1058    0.6264
L1      15    3.1121    0.6063
L1      15    3.1184    0.5800
L1      15    3.1247    0.5532
L1      15    3.1311    0.5196
L1      15    3.1374    0.4805
L1      15    3.1437    0.2947
L1      15    3.1500    0.0003
L2       5   -0.0000    0.0000
L2       5    0.0063    0.2301
L2       5    0.0126    0.3323
L2       5    0.0189    0.3306
L2       5    0.0252    0.3260
L2       5    0.0316    0.3224
L2       5    0.0379    0.3119
L2       5    0.0442    0.3041
L2       5    0.0505    0.2889
L2       5    0.0568    0.2607
L2       5    0.0631    0.2586
L2       5    0.0694    0.2733
L2       5    0.0757    0.2806
L2       5    0.0821    0.2905
L2       5    0.0884    0.3029
L2       5    0.0947    0.3177
L2       5    0.1010    0.3345
L2       5    0.1073    0.3529
L2       5    0.1136    0.3727
L2       5    0.1199    0.3939
L2       5    0.1262    0.4161
L2       5    0.1326    0.4355
L2       5    0.1389    0.4397
L2       5    0.1452    0.4436
L2       5    0.1515    0.4468
L2       5    0.1578    0.4501
L2       5    0.1641    0.4535
L2       5    0.1704    0.4573
L2       5    0.1767    0.4619
L2       5    0.1831    0.4656
L2       5    0.1894    0.4675
L2       5    0.1957    0.4662
L2       5    0.2020    0.4650
L2       5    0.2083    0.4637
L2       5    0.2146    0.4625
L2       5    0.2209    0.4612
L2       5    0.2273    0.4600
L2       5    0.2336    0.4586
L2       5    0.2399    0.4572
L2       5    0.2462    0.4557
L2       5    0.2525    0.4543
L2       5    0.2588    0.4522
L2       5    0.2651    0.4502
L2       5    0.2714    0.4482
L2       5    0.2778    0.4467
L2       5    0.2841    0.4456
L2       5    0.2904    0.4445
L2       5    0.2967    0.4434
L2       5    0.3030    0.4423
L2       5    0.3093    0.4412
L2       5    0.3156    0.4401
L2       5    0.3219    0.4390
L2       5    0.3283    0.4378
L2       5    0.3346    0.4362
L2       5    0.3409    0.4346
L2       5    0.3472    0.4342
L2       5    0.3535    0.4338
L2       5    0.3598    0.4334
L2       5    0.3661    0.4337
L2       5    0.3724    0.4340
L2       5    0.3788    0.4343
L2       5    0.3851    0.4347
L2       5    0.3914    0.4350
L2       5    0.3977    0.4354
L2       5    0.4040    0.4358
