# DIGITIZED from Wibron, Ljung and Lundstrom 2018, Energies 11(3):644, CC-BY.
# Source PDF sha256 4de4798ed5eed60feda123c7a2398674a6a9177f44906175847d90f5227d7b77
# Produced by docs/campaigns/F14-cooling-ladder/digitize_wibron2018.py --write
# NOT TABULATED IN THE PAPER.  Every value below is a figure reading.
# Digitisation increments, derived by the controls printed by the
# command above and restated here so no reader can quote a value
# finer than it was measured (L-28):
#   temperature  +-0.03 K      velocity  +-0.007 m/s      height  +-0.005 m
# More decimals are carried below only so the file round-trips; the
# graded value is the one at the increment.
# Figure 8a,b: computed velocity profiles at L1 and L2 with the
# comparison line moved 5, 10 and 15 cm toward the hot-aisle centre.
# ***NOT A REFERENCE VALUE.***  Figure 8's experiment markers are
# Figure 7a,b's markers (control C6 measures the identity), so this
# figure adds no measurement.  What it adds is the position
# sensitivity dv/dx that the K2c-A L1/L2/L4 row's mandatory +-0.15 m
# sweep is read against.  The turbulence model behind these curves is
# NOT STATED by the paper and control C9 does not identify it.
# Curve velocities carried at the +-0.007 m/s marker-placement bound
# of control C6, measured on this very figure; heights +-0.005 m.
# loc  shift_cm  height_m  velocity_mps
L2      10    2.8975    0.6137
L2      10    2.9038    0.6139
L2      10    2.9101    0.6150
L2      10    2.9164    0.6147
L2      10    2.9227    0.6153
L2      10    2.9291    0.6170
L2      10    2.9354    0.6205
L2      10    2.9417    0.6260
L2      10    2.9480    0.6337
L2      10    2.9543    0.6418
L2      10    2.9606    0.6504
L2      10    2.9669    0.6580
L2      10    2.9732    0.6658
L2      10    2.9796    0.6741
L2      10    2.9859    0.6830
L2      10    2.9922    0.6924
L2      10    2.9985    0.7019
L2      10    3.0048    0.7114
L2      10    3.0111    0.7207
L2      10    3.0174    0.7303
L2      10    3.0237    0.7368
L2      10    3.0301    0.7426
L2      10    3.0364    0.7478
L2      10    3.0427    0.7531
L2      10    3.0490    0.7586
L2      10    3.0553    0.7641
L2      10    3.0616    0.7693
L2      10    3.0679    0.7746
L2      10    3.0742    0.7801
L2      10    3.0806    0.7902
L2      10    3.0869    0.8054
L2      10    3.0932    0.8247
L2      10    3.0995    0.8557
L2      10    3.1058    0.9024
L2      10    3.1121    0.9575
L2      10    3.1184    1.0130
L2      10    3.1247    1.0720
L2      10    3.1311    1.1286
L2      10    3.1374    1.1804
L2      10    3.1437    0.7605
L2      10    3.1500    0.0008
L2      15   -0.0000    0.0000
L2      15    0.0063    0.2020
L2      15    0.0126    0.3022
L2      15    0.0189    0.2975
L2      15    0.0252    0.2859
L2      15    0.0316    0.2748
L2      15    0.0379    0.2599
L2      15    0.0442    0.2456
L2      15    0.0505    0.2424
L2      15    0.0568    0.2375
L2      15    0.0631    0.2408
L2      15    0.0694    0.2531
L2      15    0.0757    0.2573
L2      15    0.0821    0.2617
L2      15    0.0884    0.2682
L2      15    0.0947    0.2768
L2      15    0.1010    0.2860
L2      15    0.1073    0.2962
L2      15    0.1136    0.3074
L2      15    0.1199    0.3167
L2      15    0.1262    0.3265
L2      15    0.1326    0.3369
L2      15    0.1389    0.3477
L2      15    0.1452    0.3589
L2      15    0.1515    0.3678
L2      15    0.1578    0.3759
L2      15    0.1641    0.3827
L2      15    0.1704    0.3868
L2      15    0.1767    0.3909
L2      15    0.1831    0.3931
L2      15    0.1894    0.3925
L2      15    0.1957    0.3920
L2      15    0.2020    0.3916
L2      15    0.2083    0.3912
L2      15    0.2146    0.3909
L2      15    0.2209    0.3906
L2      15    0.2273    0.3904
L2      15    0.2336    0.3902
L2      15    0.2399    0.3903
L2      15    0.2462    0.3908
L2      15    0.2525    0.3915
L2      15    0.2588    0.3918
L2      15    0.2651    0.3906
L2      15    0.2714    0.3890
L2      15    0.2778    0.3873
L2      15    0.2841    0.3856
L2      15    0.2904    0.3840
L2      15    0.2967    0.3823
L2      15    0.3030    0.3806
L2      15    0.3093    0.3790
L2      15    0.3156    0.3774
L2      15    0.3219    0.3759
L2      15    0.3283    0.3745
L2      15    0.3346    0.3732
L2      15    0.3409    0.3719
L2      15    0.3472    0.3719
L2      15    0.3535    0.3720
L2      15    0.3598    0.3721
L2      15    0.3661    0.3722
L2      15    0.3724    0.3725
L2      15    0.3788    0.3729
L2      15    0.3851    0.3733
L2      15    0.3914    0.3745
L2      15    0.3977    0.3759
L2      15    0.4040    0.3773
L2      15    0.4103    0.3788
L2      15    0.4166    0.3804
L2      15    0.4229    0.3824
L2      15    0.4293    0.3841
L2      15    0.4356    0.3856
L2      15    0.4419    0.3872
L2      15    0.4482    0.3888
L2      15    0.4545    0.3905
L2      15    0.4608    0.3921
L2      15    0.4671    0.3939
L2      15    0.4734    0.3961
L2      15    0.4798    0.3985
L2      15    0.4861    0.4009
L2      15    0.4924    0.4033
L2      15    0.4987    0.4057
L2      15    0.5050    0.4082
L2      15    0.5113    0.4107
L2      15    0.5176    0.4133
L2      15    0.5239    0.4159
L2      15    0.5303    0.4185
L2      15    0.5366    0.4210
L2      15    0.5429    0.4237
L2      15    0.5492    0.4264
L2      15    0.5555    0.4284
L2      15    0.5618    0.4305
L2      15    0.5681    0.4326
L2      15    0.5745    0.4347
L2      15    0.5808    0.4369
L2      15    0.5871    0.4395
L2      15    0.5934    0.4421
L2      15    0.5997    0.4448
L2      15    0.6060    0.4477
L2      15    0.6123    0.4510
L2      15    0.6186    0.4544
L2      15    0.6250    0.4571
L2      15    0.6313    0.4595
L2      15    0.6376    0.4620
L2      15    0.6439    0.4645
L2      15    0.6502    0.4670
L2      15    0.6565    0.4699
L2      15    0.6628    0.4730
L2      15    0.6691    0.4761
L2      15    0.6755    0.4792
L2      15    0.6818    0.4823
L2      15    0.6881    0.4854
L2      15    0.6944    0.4885
L2      15    0.7007    0.4916
L2      15    0.7070    0.4947
L2      15    0.7133    0.4979
L2      15    0.7196    0.5011
L2      15    0.7260    0.5043
L2      15    0.7323    0.5077
L2      15    0.7386    0.5112
L2      15    0.7449    0.5147
L2      15    0.7512    0.5181
L2      15    0.7575    0.5211
L2      15    0.7638    0.5240
L2      15    0.7701    0.5270
L2      15    0.7765    0.5299
L2      15    0.7828    0.5329
L2      15    0.7891    0.5358
L2      15    0.7954    0.5390
L2      15    0.8017    0.5422
L2      15    0.8080    0.5458
L2      15    0.8143    0.5493
L2      15    0.8206    0.5529
L2      15    0.8270    0.5565
L2      15    0.8333    0.5601
L2      15    0.8396    0.5637
L2      15    0.8459    0.5674
L2      15    0.8522    0.5711
L2      15    0.8585    0.5745
L2      15    0.8648    0.5778
L2      15    0.8711    0.5810
L2      15    0.8775    0.5843
L2      15    0.8838    0.5876
L2      15    0.8901    0.5909
L2      15    0.8964    0.5942
L2      15    0.9027    0.5978
L2      15    0.9090    0.6015
L2      15    0.9153    0.6049
L2      15    0.9216    0.6078
L2      15    0.9280    0.6108
L2      15    0.9343    0.6139
L2      15    0.9406    0.6170
L2      15    0.9469    0.6201
L2      15    0.9532    0.6232
L2      15    0.9595    0.6263
L2      15    0.9658    0.6300
L2      15    0.9721    0.6336
L2      15    0.9785    0.6373
L2      15    0.9848    0.6409
L2      15    0.9911    0.6445
L2      15    0.9974    0.6481
L2      15    1.0037    0.6517
L2      15    1.0100    0.6553
L2      15    1.0163    0.6588
L2      15    1.0226    0.6613
L2      15    1.0290    0.6639
L2      15    1.0353    0.6664
L2      15    1.0416    0.6690
L2      15    1.0479    0.6716
L2      15    1.0542    0.6748
L2      15    1.0605    0.6787
L2      15    1.0668    0.6826
L2      15    1.0731    0.6865
L2      15    1.0795    0.6905
L2      15    1.0858    0.6944
L2      15    1.0921    0.6983
L2      15    1.0984    0.7023
L2      15    1.1047    0.7061
L2      15    1.1110    0.7092
L2      15    1.1173    0.7125
L2      15    1.1236    0.7161
L2      15    1.1300    0.7197
L2      15    1.1363    0.7233
L2      15    1.1426    0.7269
L2      15    1.1489    0.7304
L2      15    1.1552    0.7340
L2      15    1.1615    0.7376
L2      15    1.1678    0.7411
L2      15    1.1741    0.7449
L2      15    1.1805    0.7488
L2      15    1.1868    0.7527
L2      15    1.1931    0.7567
L2      15    1.1994    0.7606
L2      15    1.2057    0.7645
L2      15    1.2120    0.7675
L2      15    1.2183    0.7702
L2      15    1.2246    0.7730
L2      15    1.2310    0.7757
L2      15    1.2373    0.7794
L2      15    1.2436    0.7832
L2      15    1.2499    0.7874
L2      15    1.2562    0.7918
L2      15    1.2625    0.7961
L2      15    1.2688    0.8004
L2      15    1.2751    0.8047
L2      15    1.2815    0.8091
L2      15    1.2878    0.8130
L2      15    1.2941    0.8161
L2      15    1.3004    0.8192
L2      15    1.3067    0.8222
L2      15    1.3130    0.8253
L2      15    1.3193    0.8290
L2      15    1.3257    0.8327
L2      15    1.3320    0.8365
L2      15    1.3383    0.8401
L2      15    1.3446    0.8446
L2      15    1.3509    0.8490
L2      15    1.3572    0.8528
L2      15    1.3635    0.8561
L2      15    1.3698    0.8595
L2      15    1.3762    0.8628
L2      15    1.3825    0.8661
L2      15    1.3888    0.8695
L2      15    1.3951    0.8730
L2      15    1.4014    0.8763
L2      15    1.4077    0.8805
L2      15    1.4140    0.8853
L2      15    1.4203    0.8902
L2      15    1.4267    0.8950
L2      15    1.4330    0.8988
L2      15    1.4393    0.9017
L2      15    1.4456    0.9046
L2      15    1.4519    0.9076
L2      15    1.4582    0.9107
L2      15    1.4645    0.9144
L2      15    1.4708    0.9186
L2      15    1.4772    0.9228
L2      15    1.4835    0.9271
L2      15    1.4898    0.9313
L2      15    1.4961    0.9356
L2      15    1.5024    0.9384
L2      15    1.5087    0.9409
L2      15    1.5150    0.9449
L2      15    1.5213    0.9489
L2      15    1.5277    0.9529
L2      15    1.5340    0.9569
L2      15    1.5403    0.9610
L2      15    1.5466    0.9651
L2      15    1.5529    0.9698
L2      15    1.5592    0.9727
L2      15    1.5655    0.9750
L2      15    1.5718    0.9774
L2      15    1.5782    0.9798
L2      15    1.5845    0.9823
L2      15    1.5908    0.9847
L2      15    1.5971    0.9871
L2      15    1.6034    0.9896
L2      15    1.6097    0.9921
L2      15    1.6160    0.9964
L2      15    1.6223    0.9991
L2      15    1.6287    1.0005
L2      15    1.6350    1.0020
L2      15    1.6413    1.0034
L2      15    1.6476    1.0054
L2      15    1.6539    1.0080
L2      15    1.6602    1.0107
L2      15    1.6665    1.0134
L2      15    1.6728    1.0161
L2      15    1.6792    1.0191
L2      15    1.6855    1.0209
L2      15    1.6918    1.0217
L2      15    1.6981    1.0225
L2      15    1.7044    1.0233
L2      15    1.7107    1.0247
L2      15    1.7170    1.0271
L2      15    1.7233    1.0294
L2      15    1.7297    1.0318
L2      15    1.7360    1.0341
L2      15    1.7423    1.0365
L2      15    1.7486    1.0415
L2      15    1.7549    1.0473
L2      15    1.7612    1.0530
L2      15    1.7675    1.0550
L2      15    1.7738    1.0536
L2      15    1.7802    1.0514
L2      15    1.7865    1.0493
L2      15    1.7928    1.0472
L2      15    1.7991    1.0451
L2      15    1.8054    1.0433
L2      15    1.8117    1.0441
L2      15    1.8180    1.0448
L2      15    1.8243    1.0455
L2      15    1.8307    1.0463
L2      15    1.8370    1.0484
L2      15    1.8433    1.0531
L2      15    1.8496    1.0578
L2      15    1.8559    1.0625
L2      15    1.8622    1.0637
L2      15    1.8685    1.0613
L2      15    1.8748    1.0588
L2      15    1.8812    1.0563
L2      15    1.8875    1.0562
L2      15    1.8938    1.0561
L2      15    1.9001    1.0560
L2      15    1.9064    1.0559
L2      15    1.9127    1.0558
L2      15    1.9190    1.0558
L2      15    1.9253    1.0557
L2      15    1.9317    1.0554
L2      15    1.9380    1.0537
L2      15    1.9443    1.0520
L2      15    1.9506    1.0503
L2      15    1.9569    1.0486
L2      15    1.9632    1.0493
L2      15    1.9695    1.0522
L2      15    1.9758    1.0551
L2      15    1.9822    1.0581
L2      15    1.9885    1.0593
L2      15    1.9948    1.0598
L2      15    2.0011    1.0591
L2      15    2.0074    1.0560
L2      15    2.0137    1.0529
L2      15    2.0200    1.0497
L2      15    2.0263    1.0466
L2      15    2.0327    1.0435
L2      15    2.0390    1.0404
L2      15    2.0453    1.0372
L2      15    2.0516    1.0341
L2      15    2.0579    1.0310
L2      15    2.0642    1.0279
L2      15    2.0705    1.0247
L2      15    2.0769    1.0246
L2      15    2.0832    1.0269
L2      15    2.0895    1.0291
L2      15    2.0958    1.0313
L2      15    2.1021    1.0336
L2      15    2.1084    1.0358
L2      15    2.1147    1.0381
L2      15    2.1210    1.0404
L2      15    2.1274    1.0426
L2      15    2.1337    1.0425
L2      15    2.1400    1.0380
L2      15    2.1463    1.0335
L2      15    2.1526    1.0291
L2      15    2.1589    1.0302
L2      15    2.1652    1.0313
L2      15    2.1715    1.0323
L2      15    2.1779    1.0334
L2      15    2.1842    1.0344
L2      15    2.1905    1.0373
L2      15    2.1968    1.0406
L2      15    2.2031    1.0438
L2      15    2.2094    1.0453
L2      15    2.2157    1.0465
L2      15    2.2220    1.0476
L2      15    2.2284    1.0489
L2      15    2.2347    1.0504
L2      15    2.2410    1.0520
L2      15    2.2473    1.0536
L2      15    2.2536    1.0551
L2      15    2.2599    1.0567
L2      15    2.2662    1.0582
L2      15    2.2725    1.0598
L2      15    2.2789    1.0612
L2      15    2.2852    1.0616
L2      15    2.2915    1.0620
L2      15    2.2978    1.0622
L2      15    2.3041    1.0615
L2      15    2.3104    1.0606
L2      15    2.3167    1.0596
L2      15    2.3230    1.0586
L2      15    2.3294    1.0577
L2      15    2.3357    1.0567
L2      15    2.3420    1.0558
L2      15    2.3483    1.0548
L2      15    2.3546    1.0538
L2      15    2.3609    1.0529
L2      15    2.3672    1.0519
L2      15    2.3735    1.0506
L2      15    2.3799    1.0493
L2      15    2.3862    1.0496
L2      15    2.3925    1.0494
L2      15    2.3988    1.0492
L2      15    2.4051    1.0489
L2      15    2.4114    1.0487
L2      15    2.4177    1.0485
L2      15    2.4241    1.0483
L2      15    2.4304    1.0481
L2      15    2.4367    1.0479
L2      15    2.4430    1.0477
L2      15    2.4493    1.0443
L2      15    2.4556    1.0405
L2      15    2.4619    1.0369
L2      15    2.4682    1.0356
L2      15    2.4746    1.0343
L2      15    2.4809    1.0332
L2      15    2.4872    1.0328
L2      15    2.4935    1.0324
L2      15    2.4998    1.0321
L2      15    2.5061    1.0317
L2      15    2.5124    1.0314
L2      15    2.5187    1.0310
L2      15    2.5251    1.0288
L2      15    2.5314    1.0240
L2      15    2.5377    1.0193
L2      15    2.5440    1.0145
L2      15    2.5503    1.0097
L2      15    2.5566    1.0041
L2      15    2.5629    0.9978
L2      15    2.5692    0.9939
L2      15    2.5756    0.9899
L2      15    2.5819    0.9859
L2      15    2.5882    0.9819
L2      15    2.5945    0.9768
L2      15    2.6008    0.9718
L2      15    2.6071    0.9667
L2      15    2.6134    0.9617
L2      15    2.6197    0.9567
L2      15    2.6261    0.9518
L2      15    2.6324    0.9468
L2      15    2.6387    0.9419
L2      15    2.6450    0.9365
L2      15    2.6513    0.9306
L2      15    2.6576    0.9237
L2      15    2.6639    0.9167
L2      15    2.6702    0.9098
L2      15    2.6765    0.9013
L2      15    2.6829    0.8901
L2      15    2.6892    0.8790
L2      15    2.6955    0.8679
L2      15    2.7018    0.8573
L2      15    2.7081    0.8469
L2      15    2.7144    0.8374
L2      15    2.7207    0.8289
L2      15    2.7270    0.8206
L2      15    2.7334    0.8136
L2      15    2.7397    0.8074
L2      15    2.7460    0.7940
L2      15    2.7523    0.7807
L2      15    2.7586    0.7676
L2      15    2.7649    0.7547
L2      15    2.7712    0.7420
L2      15    2.7775    0.7294
L2      15    2.7839    0.7171
L2      15    2.7902    0.7050
L2      15    2.7965    0.6931
L2      15    2.8028    0.6818
L2      15    2.8091    0.6718
L2      15    2.8154    0.6614
L2      15    2.8217    0.6484
L2      15    2.8281    0.6358
L2      15    2.8344    0.6248
L2      15    2.8407    0.6146
L2      15    2.8470    0.6050
L2      15    2.8533    0.5958
L2      15    2.8596    0.5871
L2      15    2.8659    0.5789
L2      15    2.8722    0.5713
L2      15    2.8786    0.5649
L2      15    2.8849    0.5593
L2      15    2.8912    0.5545
L2      15    2.8975    0.5484
L2      15    2.9038    0.5421
L2      15    2.9101    0.5368
L2      15    2.9164    0.5352
L2      15    2.9227    0.5361
L2      15    2.9291    0.5376
L2      15    2.9354    0.5398
L2      15    2.9417    0.5408
L2      15    2.9480    0.5415
L2      15    2.9543    0.5441
L2      15    2.9606    0.5494
L2      15    2.9669    0.5538
L2      15    2.9732    0.5586
L2      15    2.9796    0.5641
L2      15    2.9859    0.5700
L2      15    2.9922    0.5757
L2      15    2.9985    0.5826
L2      15    3.0048    0.5906
L2      15    3.0111    0.5994
L2      15    3.0174    0.6069
L2      15    3.0237    0.6129
L2      15    3.0301    0.6187
L2      15    3.0364    0.6246
L2      15    3.0427    0.6306
L2      15    3.0490    0.6368
L2      15    3.0553    0.6422
L2      15    3.0616    0.6455
L2      15    3.0679    0.6488
L2      15    3.0742    0.6525
L2      15    3.0806    0.6625
L2      15    3.0869    0.6779
L2      15    3.0932    0.6973
L2      15    3.0995    0.7294
L2      15    3.1058    0.7791
L2      15    3.1121    0.8378
L2      15    3.1184    0.8996
L2      15    3.1247    0.9662
L2      15    3.1311    1.0301
L2      15    3.1374    1.0888
L2      15    3.1437    0.7043
L2      15    3.1500    0.0007
