0 	1
0.0028575 	1
0.005715 	1
0.0085725 	1
0.01143 	1
0.0142875 	1
0.017145 	1
0.0200025 	1
0.02286 	1
0.0257175 	1
0.028575 	1
0.0314325 	1
0.03429 	1
0.0371475 	1
0.040005 	1
0.0428625 	1
0.04572 	1
0.0485775 	1
0.051435 	1
0.0542925 	1
0.05715 	1
0.0600075 	1
0.062865 	1
0.0657225 	1
0.06858 	1
0.0714375 	1
0.074295 	1
0.0771525 	1
0.08001 	1
0.0828675 	1
0.085725 	1
0.0885825 	1
0.09144 	1
0.0942975 	1
0.097155 	1
0.100012 	1
0.10287 	1
0.105727 	1
0.108585 	1
0.111442 	1
0.1143 	1
0.117157 	1
0.120015 	1
0.122872 	1
0.12573 	1
0.128587 	1
0.131445 	1
0.134302 	1
0.13716 	1
0.140017 	1
0.142875 	1
0.145732 	1
0.14859 	1
0.151447 	1
0.154305 	1
0.157162 	1
0.16002 	0.999999
0.162877 	0.999999
0.165735 	0.999999
0.168592 	0.999999
0.17145 	0.999998
0.174307 	0.999998
0.177165 	0.999997
0.180022 	0.999997
0.18288 	0.999995
0.185737 	0.999994
0.188595 	0.999992
0.191452 	0.99999
0.19431 	0.999988
0.197167 	0.999985
0.200025 	0.999983
0.202882 	0.999978
0.20574 	0.999973
0.208597 	0.99997
0.211455 	0.999966
0.214312 	0.999957
0.214312 	0.999964
0.21717 	0.999952
0.220027 	0.999942
0.222885 	0.999926
0.225743 	0.999904
0.2286 	0.99987
0.231458 	0.999818
0.234315 	0.99974
0.237173 	0.99963
0.24003 	0.999492
0.242888 	0.99934
0.245745 	0.999189
0.248603 	0.999047
0.25146 	0.998917
0.254317 	0.998799
0.257175 	0.998692
0.260032 	0.99859
0.26289 	0.998485
0.265748 	0.998369
0.268605 	0.998233
0.271462 	0.998071
0.27432 	0.997871
0.277178 	0.997632
0.280035 	0.997354
0.282892 	0.997039
0.28575 	0.996678
0.288608 	0.996245
0.291465 	0.995698
0.294322 	0.995021
0.29718 	0.994228
0.300038 	0.993395
0.302895 	0.992643
0.305752 	0.992021
0.30861 	0.991462
0.311468 	0.990872
0.314325 	0.990175
0.317182 	0.989319
0.32004 	0.988253
0.322898 	0.986789
0.325755 	0.984696
0.328612 	0.982049
0.33147 	0.978942
0.334327 	0.974947
0.337185 	0.969441
0.340043 	0.962278
0.3429 	0.953142
0.345757 	0.940451
0.348615 	0.924403
0.351473 	0.91233
0.35433 	0.908877
0.357187 	0.907267
0.360045 	0.821269
0.362903 	0.458466
0.36576 	0.0964265
0.368617 	0.00799514
0.371475 	0.00185966
0.374333 	0.000366644
0.37719 	6.22744e-05
0.380047 	9.26775e-06
0.382905 	1.21496e-06
0.385763 	1.4064e-07
0.38862 	1.4426e-08
0.391477 	1.31766e-09
0.394335 	1.09097e-10
0.397193 	9.52097e-12
0.40005 	9.60031e-13
0.402907 	8.76122e-14
0.405765 	5.11043e-15
0.408622 	2.50964e-16
0.41148 	1.16171e-17
0.414338 	4.98466e-19
0.417195 	1.9867e-20
0.420052 	7.37684e-22
0.42291 	2.55877e-23
0.425768 	8.31182e-25
0.428625 	4.92686e-26
0.428625 	1.43482e-27
0.431483 	7.36581e-28
0.43434 	1.96604e-29
0.437198 	5.0101e-31
0.440055 	1.20828e-32
0.442913 	2.75828e-34
0.44577 	5.96884e-36
0.448628 	1.22587e-37
0.451485 	2.39205e-39
0.454343 	4.43921e-41
0.4572 	7.8423e-43
0.460058 	1.31992e-44
0.462915 	2.11811e-46
0.465773 	3.24307e-48
0.46863 	4.74078e-50
0.471488 	6.62041e-52
0.474345 	8.83686e-54
0.477203 	1.12799e-55
0.48006 	1.37756e-57
0.482918 	1.61024e-59
0.485775 	1.80226e-61
0.488633 	1.93216e-63
0.49149 	1.98477e-65
0.494348 	1.95411e-67
0.497205 	1.8445e-69
0.500063 	1.66957e-71
0.50292 	1.44955e-73
0.505778 	1.20739e-75
0.508635 	9.65027e-78
0.511493 	7.40258e-80
0.51435 	5.45067e-82
0.517208 	3.85303e-84
0.520065 	2.61518e-86
0.522923 	1.70451e-88
0.52578 	1.06696e-90
0.528638 	6.41494e-93
0.531495 	3.70487e-95
0.534353 	2.05555e-97
0.53721 	1.09569e-99
0.540068 	5.61163e-102
0.542925 	2.76158e-104
0.545783 	1.30593e-106
0.54864 	5.93473e-109
0.551498 	2.5919e-111
0.554355 	1.08791e-113
0.557213 	4.38873e-116
0.56007 	1.70167e-118
0.562928 	6.34189e-121
0.565785 	2.27185e-123
0.568643 	7.82293e-126
0.5715 	2.58938e-128
0.574358 	8.23883e-131
0.577215 	2.51993e-133
0.580073 	7.40919e-136
0.58293 	2.09421e-138
0.585788 	5.69036e-141
0.588645 	1.48772e-143
0.591503 	6.21797e-146
0.59436 	1.08123e-146
0.597217 	8.90423e-149
0.600075 	2.16014e-151
0.602932 	4.99647e-154
0.60579 	1.10896e-156
0.608648 	2.36221e-159
0.611505 	4.8298e-162
0.614363 	9.4798e-165
0.61722 	1.78639e-167
0.620077 	3.2322e-170
0.622935 	5.61572e-173
0.625792 	9.36974e-176
0.62865 	1.50139e-178
0.631507 	2.31058e-181
0.634365 	3.41533e-184
0.637222 	4.84887e-187
0.64008 	6.61246e-190
0.642937 	9.34326e-196
0.642938 	1.73026e-192
0.645795 	4.67718e-196
0.648652 	5.56338e-199
0.65151 	6.36121e-202
0.654367 	6.99183e-205
0.657225 	7.38723e-208
0.660083 	7.50228e-211
0.66294 	7.32333e-214
0.665797 	6.87085e-217
0.668655 	6.19558e-220
0.671512 	5.36914e-223
0.67437 	4.47159e-226
0.677227 	3.57877e-229
0.680085 	2.75231e-232
0.682942 	2.03391e-235
0.6858 	1.44414e-238
0.688657 	9.85154e-242
0.691515 	6.45633e-245
0.694372 	4.06467e-248
0.69723 	2.45806e-251
0.700087 	1.42776e-254
0.702945 	7.96486e-258
0.705802 	4.26705e-261
0.70866 	2.19513e-264
0.711517 	1.08426e-267
0.714375 	5.14154e-271
0.717232 	2.34039e-274
0.72009 	1.02248e-277
0.722947 	4.28682e-281
0.725805 	1.72448e-284
0.728662 	6.6551e-288
0.73152 	2.46346e-291
0.734377 	8.74481e-295
0.737235 	2.97631e-298
0.740092 	9.71022e-302
0.74295 	3.03595e-305
0.745807 	9.09396e-309
0.748665 	2.60899e-312
0.751522 	7.1665e-316
0.75438 	1.96994e-319
0.757237 	0
0.760095 	0
0.762952 	0
0.76581 	0
0.768667 	0
0.771525 	0
0.774382 	0
0.77724 	0
0.780097 	0
0.782955 	0
0.785812 	0
0.78867 	0
0.791527 	0
0.794385 	0
0.797242 	0
0.8001 	0
0.802957 	0
0.805815 	0
0.808672 	0
0.81153 	0
0.814387 	0
0.817245 	0
0.820102 	0
0.82296 	0
0.825817 	0
0.828675 	0
0.831532 	0
0.83439 	0
0.837247 	0
0.840105 	0
0.842962 	0
0.84582 	0
0.848677 	0
0.851535 	0
0.854392 	0
0.85725 	0
