# Region            : cellZone gateZone
# Cells             : 112
# Volume            : 5.049886404600e-04
# Time              	volAverage(Ma)	volAverage(p)	volAverage(T)
1.2e-08             	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
2.64e-08            	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
4.368e-08           	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
6.4416e-08          	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
8.92992e-08         	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
1.1915904e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
1.5499085e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
1.9798902e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
2.4958682e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
3.1150419e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
3.8580502e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
4.7496603e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
5.8195923e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
7.1035108e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
8.6442129e-07       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
1.0493056e-06       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
1.2711667e-06       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
1.5374e-06          	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
1.85688e-06         	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
2.240256e-06        	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
2.7003072e-06       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
3.2523686e-06       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
3.9148424e-06       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
4.7098108e-06       	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
5.663773e-06        	2.500000000000e+00	2.026369000000e+05	3.000000000000e+02
6.8085276e-06       	2.500000000000e+00	2.026368999999e+05	3.000000000000e+02
8.1822331e-06       	2.500000000000e+00	2.026368999997e+05	2.999999999999e+02
9.8306797e-06       	2.499999999999e+00	2.026368999989e+05	2.999999999995e+02
1.1808816e-05       	2.499999999995e+00	2.026368999943e+05	2.999999999975e+02
1.4182579e-05       	2.499999999988e+00	2.026368999834e+05	2.999999999928e+02
1.6984935e-05       	2.499999999978e+00	2.026368999640e+05	2.999999999844e+02
2.0215645e-05       	2.499999999970e+00	2.026368999353e+05	2.999999999719e+02
2.3874421e-05       	2.499999999969e+00	2.026368998973e+05	2.999999999554e+02
2.7960925e-05       	2.499999999982e+00	2.026368998470e+05	2.999999999336e+02
3.223466e-05        	2.500000000021e+00	2.026368997751e+05	2.999999999026e+02
3.6505005e-05       	2.500000000117e+00	2.026368996486e+05	2.999999998487e+02
4.077251e-05        	2.500000000388e+00	2.026368993484e+05	2.999999997222e+02
4.5026226e-05       	2.500000001206e+00	2.026368984693e+05	2.999999993553e+02
4.9268137e-05       	2.500000003657e+00	2.026368957503e+05	2.999999982291e+02
5.3501062e-05       	2.500000010543e+00	2.026368877096e+05	2.999999949195e+02
5.7727133e-05       	2.500000028350e+00	2.026368658206e+05	2.999999859575e+02
6.1947858e-05       	2.500000070647e+00	2.026368113897e+05	2.999999637779e+02
6.6164543e-05       	2.500000163373e+00	2.026366873120e+05	2.999999134353e+02
7.037849e-05        	2.500000352329e+00	2.026364261852e+05	2.999998078882e+02
7.4591041e-05       	2.500000712949e+00	2.026359148512e+05	2.999996018619e+02
7.8802089e-05       	2.500001362104e+00	2.026349764469e+05	2.999992246701e+02
8.3004942e-05       	2.500002470285e+00	2.026333536781e+05	2.999985733712e+02
8.7200263e-05       	2.500004278396e+00	2.026306889477e+05	2.999975043427e+02
9.1389559e-05       	2.500007117003e+00	2.026265058720e+05	2.999958249373e+02
9.5575063e-05       	2.500011431677e+00	2.026201879554e+05	2.999932833743e+02
9.9758903e-05       	2.500017815268e+00	2.026109529936e+05	2.999895562501e+02
0.00010394234       	2.500027046716e+00	2.025978221025e+05	2.999842333542e+02
0.00010812494       	2.500040132086e+00	2.025795863048e+05	2.999768013469e+02
0.00011230717       	2.500058353502e+00	2.025547600181e+05	2.999666224074e+02
0.00011649162       	2.500083321367e+00	2.025215278573e+05	2.999529106166e+02
0.00012068089       	2.500117008636e+00	2.024777175056e+05	2.999347194179e+02
0.00012486427       	2.500161631676e+00	2.024209700043e+05	2.999110119626e+02
0.00012903747       	2.500219725049e+00	2.023486667227e+05	2.998806289543e+02
0.0001332055        	2.500294241235e+00	2.022578605342e+05	2.998422533015e+02
0.00013737492       	2.500388546395e+00	2.021453631690e+05	2.997944365291e+02
0.00014155122       	2.500506416570e+00	2.020078407677e+05	2.997356265448e+02
0.00014573868       	2.500652046911e+00	2.018418914379e+05	2.996641880584e+02
0.00014994096       	2.500830066052e+00	2.016440938976e+05	2.995784142770e+02
0.00015414544       	2.501044684506e+00	2.014119244624e+05	2.994769313540e+02
0.00015834667       	2.501300312661e+00	2.011429931306e+05	2.993583791079e+02
0.00016255063       	2.501602031601e+00	2.008345103980e+05	2.992211849397e+02
0.00016675347       	2.501954269731e+00	2.004845557416e+05	2.990641469910e+02
0.00017095655       	2.502361602374e+00	2.000911798983e+05	2.988860451597e+02
0.00017516121       	2.502828422976e+00	1.996526870728e+05	2.986857717046e+02
0.00017935536       	2.503357137966e+00	1.991692371826e+05	2.984630821227e+02
0.00018353971       	2.503950952925e+00	1.986402693691e+05	2.982173993793e+02
0.00018771584       	2.504612884828e+00	1.980654734194e+05	2.979482488138e+02
0.00019188619       	2.505345806732e+00	1.974447484831e+05	2.976552380903e+02
0.00019605385       	2.506152456756e+00	1.967781653732e+05	2.973380464259e+02
0.00020022238       	2.507035413653e+00	1.960659390470e+05	2.969964229900e+02
0.00020439538       	2.507997021736e+00	1.953084371175e+05	2.966302029585e+02
0.00020857591       	2.509039223031e+00	1.945062609709e+05	2.962393568336e+02
0.00021276173       	2.510162202162e+00	1.936611805302e+05	2.958244655810e+02
0.00021694648       	2.511364234081e+00	1.927761151606e+05	2.953867286397e+02
0.00022112986       	2.512644592376e+00	1.918529977351e+05	2.949268959078e+02
0.00022531481       	2.514003234936e+00	1.908930859781e+05	2.944454063896e+02
0.00022950338       	2.515439673990e+00	1.898977688839e+05	2.939427932416e+02
0.00023369558       	2.516952470466e+00	1.888688734365e+05	2.934198473048e+02
0.00023789306       	2.518540565629e+00	1.878077699531e+05	2.928771572717e+02
0.00024209838       	2.520203166398e+00	1.867154961939e+05	2.923151660609e+02
0.00024630873       	2.521937180118e+00	1.855943911727e+05	2.917350260166e+02
0.00025051603       	2.523736844246e+00	1.844482293333e+05	2.911386831527e+02
0.0002547211        	2.525599912295e+00	1.832784060183e+05	2.905268549027e+02
0.0002589252        	2.527524367081e+00	1.820860757958e+05	2.899001424042e+02
0.00026312981       	2.529508375739e+00	1.808722050392e+05	2.892590576149e+02
0.00026733631       	2.531550146383e+00	1.796376740516e+05	2.886040779774e+02
0.00027153389       	2.533641648251e+00	1.783868964468e+05	2.879376166452e+02
0.00027572314       	2.535780400043e+00	1.771209501160e+05	2.872603090253e+02
0.0002799059        	2.537964684256e+00	1.758404416893e+05	2.865725417254e+02
0.00028408506       	2.540193526366e+00	1.745455470822e+05	2.858744639335e+02
0.00028826408       	2.542466481171e+00	1.732361522996e+05	2.851660599633e+02
0.00029244642       	2.544783324869e+00	1.719120389580e+05	2.844472511776e+02
0.00029663497       	2.547143743528e+00	1.705730676781e+05	2.837179993405e+02
0.00030082079       	2.549540606566e+00	1.692228466040e+05	2.829803515709e+02
0.00030499985       	2.551969556939e+00	1.678634425360e+05	2.822355177883e+02
0.00030917742       	2.554431991294e+00	1.664938516667e+05	2.814829988101e+02
0.00031335978       	2.556930342008e+00	1.651126363562e+05	2.807220364431e+02
0.00031754993       	2.559465071741e+00	1.637193664779e+05	2.799524791379e+02
0.00032174755       	2.562035142919e+00	1.623146527116e+05	2.791747272732e+02
0.00032595321       	2.564640470444e+00	1.608987643890e+05	2.783889793824e+02
0.00033016429       	2.567279270711e+00	1.594730001925e+05	2.775960234382e+02
0.00033437274       	2.569946105694e+00	1.580405453580e+05	2.767977246521e+02
0.00033857917       	2.572641196642e+00	1.566016041651e+05	2.759942625850e+02
0.00034278454       	2.575363272012e+00	1.551562924149e+05	2.751857508596e+02
0.00034699003       	2.578111774407e+00	1.537045655317e+05	2.743722104064e+02
0.00035119692       	2.580886444958e+00	1.522463541256e+05	2.735536582882e+02
0.00035539933       	2.583681906914e+00	1.507840600038e+05	2.727315174036e+02
0.00035959408       	2.586494578633e+00	1.493191336854e+05	2.719066717107e+02
0.00036378247       	2.589323958950e+00	1.478514580679e+05	2.710791126817e+02
0.00036796681       	2.592170322816e+00	1.463805465283e+05	2.702486222059e+02
0.00037215003       	2.595034464482e+00	1.449056858341e+05	2.694148534505e+02
0.0003763352        	2.597917342028e+00	1.434261291600e+05	2.685774394041e+02
0.00038052497       	2.600819728344e+00	1.419412889317e+05	2.677360935358e+02
0.0003847212        	2.603741719038e+00	1.404509088655e+05	2.668907157339e+02
0.00038891281       	2.606674359718e+00	1.389594121341e+05	2.660438958481e+02
0.0003931041        	2.609619757056e+00	1.374658581640e+05	2.651951065791e+02
0.00039729856       	2.612579490060e+00	1.359697187866e+05	2.643440449041e+02
0.00040149734       	2.615553512702e+00	1.344714501783e+05	2.634909499826e+02
0.0004057035        	2.618543234000e+00	1.329709995756e+05	2.626357367814e+02
0.0004099193        	2.621549523082e+00	1.314688027927e+05	2.617785693982e+02
0.00041413376       	2.624563604900e+00	1.299702043124e+05	2.609224244026e+02
0.00041834634       	2.627584343804e+00	1.284769878753e+05	2.600681964786e+02
0.00042255772       	2.630611530177e+00	1.269906528766e+05	2.592165953637e+02
0.00042676879       	2.633645177364e+00	1.255127131021e+05	2.583683200870e+02
0.00043097615       	2.636681921390e+00	1.240462871751e+05	2.575250268900e+02
0.00043517689       	2.639718234522e+00	1.225942719540e+05	2.566882199222e+02
0.00043937109       	2.642752870199e+00	1.211584730812e+05	2.558587442443e+02
0.00044355976       	2.645784357003e+00	1.197403255387e+05	2.550372206634e+02
0.00044774487       	2.648812535937e+00	1.183409748867e+05	2.542240764372e+02
0.00045192902       	2.651835914319e+00	1.169614052473e+05	2.534197115019e+02
0.00045611506       	2.654846404064e+00	1.156028285739e+05	2.526246233280e+02
0.00046030556       	2.657835329060e+00	1.142665926901e+05	2.518393613787e+02
0.00046450237       	2.660797353772e+00	1.129542942465e+05	2.510644976871e+02
0.00046869447       	2.663723286466e+00	1.116716085422e+05	2.503032429513e+02
0.00047288529       	2.666619394119e+00	1.104194934541e+05	2.495560717040e+02
0.00047707917       	2.669490405169e+00	1.091985930676e+05	2.488233450396e+02
0.00048127694       	2.672332787645e+00	1.080099573058e+05	2.481056347525e+02
0.00048548148       	2.675141044594e+00	1.068534791079e+05	2.474027851823e+02
0.00048969518       	2.677910917149e+00	1.057293223591e+05	2.467149564803e+02
0.00049390897       	2.680635151540e+00	1.046402994844e+05	2.460440592560e+02
0.00049812074       	2.683311855366e+00	1.035866973417e+05	2.453904877647e+02
0.00050233114       	2.685940549749e+00	1.025677724595e+05	2.447540159371e+02
0.00050654111       	2.688520697083e+00	1.015825906498e+05	2.441343309761e+02
0.00051075055       	2.691052092564e+00	1.006303936718e+05	2.435312540363e+02
0.0005149532        	2.693530776817e+00	9.971171513021e+04	2.429454285449e+02
0.00051914904       	2.695957206611e+00	9.882560110565e+04	2.423765515194e+02
0.00052333897       	2.698333241491e+00	9.797091062384e+04	2.418242053233e+02
0.00052752489       	2.700660892669e+00	9.714629822304e+04	2.412878322784e+02
0.00053170937       	2.702942542476e+00	9.635028577041e+04	2.407667676141e+02
0.00053589525       	2.705180245921e+00	9.558131730318e+04	2.402602703804e+02
0.00054008508       	2.707376110752e+00	9.483782934973e+04	2.397675670127e+02
0.00054428073       	2.709531121626e+00	9.411832521031e+04	2.392879107588e+02
0.0005484766        	2.711641906154e+00	9.342253274136e+04	2.388213595347e+02
0.00055267109       	2.713707386694e+00	9.274943053159e+04	2.383674677417e+02
0.00055686739       	2.715728997114e+00	9.209728671905e+04	2.379253000713e+02
0.00056106681       	2.717707148636e+00	9.146484615005e+04	2.374942231027e+02
0.00056527268       	2.719643409984e+00	9.085085212426e+04	2.370735728273e+02
0.00056948682       	2.721539069734e+00	9.025461200938e+04	2.366630525447e+02
0.00057370198       	2.723391780715e+00	8.967698441383e+04	2.362634180602e+02
0.00057791521       	2.725202086809e+00	8.911824663599e+04	2.358750090650e+02
0.00058212714       	2.726970695603e+00	8.857818492686e+04	2.354978507725e+02
0.00058633861       	2.728698794664e+00	8.805647938246e+04	2.351318782560e+02
0.00059054792       	2.730387849959e+00	8.755294120842e+04	2.347771637233e+02
