iteration,Y'(-12),Y'(-8),Y'(-4),Y'(+0),Y'(+4),Y'(+8),Y'(+12),N'(-12),N'(-8),N'(-4),N'(+0),N'(+4),N'(+8),N'(+12)
582,-0.00019455353870190446,-0.00018158762869574987,-9.751985245842671e-05,5.788128159293573e-08,9.768127878703383e-05,0.0001816962280451846,0.00019422964931713874,0.0005476488574769623,0.00032181462817863267,0.00015478737234318255,-1.948112805899789e-08,-0.0001548000474557406,-0.0003218479372592915,-0.0005476315335280406
583,-0.00019455610693958162,-0.00018159572713159652,-9.752983561503502e-05,5.669856688363244e-08,9.769115162972704e-05,0.00018170217679367204,0.00019423246873623802,0.000547649294284538,0.0003218167876372695,0.00015478883557572512,-1.907137932296574e-08,-0.00015480181219441753,-0.0003218496485340715,-0.000547632302166939
584,-0.00019455904492971112,-0.0001816038596954073,-9.753935195744809e-05,5.438455929719487e-08,9.770008701744164e-05,0.0001817077464695414,0.00019423514060903498,0.0005476496395038015,0.0003218190119314598,0.00015479031661492243,-1.8376078853379444e-08,-0.00015480379110314834,-0.00032185120303814777,-0.0005476329864548748
585,-0.00019455974060225077,-0.00018161317609760542,-9.754919522585643e-05,5.286176221516339e-08,9.771008485183315e-05,0.00018171215539068976,0.0001942377158023538,0.0005476505009102609,0.00032182100867690465,0.0001547920230039134,-1.807026965229273e-08,-0.000154805592329166,-0.0003218528119726424,-0.0005476338480463143
586,-0.0001945603903143537,-0.00018162178000958635,-9.75591459500614e-05,5.108710391032085e-08,9.77192719845148e-05,0.00018171839099535636,0.00019423832640128765,0.0005476514001914124,0.00032182312681559345,0.00015479393490819802,-1.7769073028910785e-08,-0.00015480699509168728,-0.00032185410801316037,-0.000547634979500716
587,-0.0001945605465010211,-0.00018162793499383416,-9.756940608110864e-05,4.968505456745214e-08,9.772647008644039e-05,0.00018172485105247084,0.00019423973896797055,0.0005476522221970931,0.00032182535036986314,0.0001547954238714838,-1.734471010892158e-08,-0.00015480933356027012,-0.00032185552107676557,-0.000547636031829845
588,-0.0001945612314346806,-0.00018163753018327297,-9.757854577059993e-05,4.7071748245653675e-08,9.773596836388953e-05,0.00018173053477721812,0.0001942413324404496,0.0005476530287338063,0.0003218271826448042,0.00015479709008046715,-1.675183662000994e-08,-0.00015481129115234727,-0.0003218569204055922,-0.0005476370222137359
589,-0.0001945602693689472,-0.0001816466369408552,-9.758771545309389e-05,4.461370460715989e-08,9.77466208896776e-05,0.00018173579001079412,0.0001942439407371055,0.000547653953195385,0.00032182917159795886,0.00015479867495828923,-1.625109496902626e-08,-0.00015481308831804996,-0.00032185812208309516,-0.0005476379873478319
590,-0.00019455949261293614,-0.0001816551920648227,-9.759499589759998e-05,4.2478379884457725e-08,9.775522668539606e-05,0.00018173862899633015,0.00019424611507462815,0.0005476549015887746,0.0003218307402992641,0.00015480069976753978,-1.610916677219593e-08,-0.00015481494276055351,-0.0003218595348229851,-0.000547639014727759
591,-0.00019455815379970003,-0.00018166268262093818,-9.760545525457889e-05,4.025313551803732e-08,9.776463763013366e-05,0.00018174464401060484,0.00019424824956006798,0.0005476557332596699,0.0003218329117353677,0.0001548020458891296,-1.6095763154501994e-08,-0.00015481651402614652,-0.000321861624081643,-0.0005476403247342807
592,-0.00019455622699829155,-0.0001816705272054209,-9.761530324907972e-05,3.770494476269789e-08,9.77730232531928e-05,0.00018175014599212036,0.0001942501964106702,0.0005476565678208805,0.0003218350582453918,0.00015480379026380076,-1.591394743676697e-08,-0.0001548183274886032,-0.00032186360952017433,-0.0005476416450303249
593,-0.00019455334510649574,-0.0001816783567456192,-9.762493115072391e-05,3.6241251829883016e-08,9.778222358681533e-05,0.00018175459876533813,0.00019425389282189703,0.0005476574939010357,0.0003218369765361172,0.00015480526030361402,-1.5588259050768697e-08,-0.0001548199699322577,-0.0003218651526248469,-0.000547642717452926
594,-0.0001945503290378108,-0.00018168589852323746,-9.76337863889541e-05,3.3197883941099274e-08,9.779047386057549e-05,0.00018176016129837436,0.00019425705555018775,0.0005476583855979998,0.00032183873435653534,0.00015480691267839202,-1.556636437567687e-08,-0.0001548217391705775,-0.00032186651514261755,-0.0005476438686308396
595,-0.00019454683401506995,-0.00018169314420332834,-9.764362910958101e-05,3.027015271406822e-08,9.779965655090754e-05,0.0001817647310367164,0.0001942599198952445,0.0005476591725036913,0.000321840916590857,0.00015480828950900418,-1.5202690523557567e-08,-0.00015482332129450712,-0.0003218678936380513,-0.0005476452023379469
596,-0.00019454339908079717,-0.0001816989993757755,-9.765266880729002e-05,2.7903102705832285e-08,9.780735792306352e-05,0.00018176907346547733,0.00019426317148037956,0.0005476599824162926,0.0003218422054171479,0.00015480986778303377,-1.5007254387194038e-08,-0.0001548251432128703,-0.0003218692759487013,-0.0005476462009303333
597,-0.00019453956540894772,-0.00018170515088220245,-9.766236563481102e-05,2.5587597604228737e-08,9.78156251120378e-05,0.00018177280278299751,0.00019426628200194912,0.0005476607919820563,0.0003218437616554133,0.0001548111293455582,-1.4975335062637515e-08,-0.00015482690834694234,-0.0003218706847346398,-0.000547647380433337
598,-0.00019453630767605007,-0.0001817102987762376,-9.767076114847733e-05,2.3510504688846314e-08,9.782345198820564e-05,0.00018177828040991508,0.00019426804440982124,0.00054766154820416,0.0003218456623730215,0.00015481272856628106,-1.4817043096056026e-08,-0.00015482839801084057,-0.00032187183177362165,-0.0005476487461420158
599,-0.00019453251779715696,-0.00018171817960690396,-9.76803588255925e-05,2.179711319984629e-08,9.783305249782363e-05,0.0001817830104531373,0.00019427179060413206,0.0005476623681519363,0.00032184750905329425,0.00015481400605559908,-1.4174702900729485e-08,-0.0001548295658439071,-0.0003218730379137715,-0.000547649794586561
600,-0.00019452901140499615,-0.00018172456663963324,-9.76893930612509e-05,2.026784828634221e-08,9.783851867256289e-05,0.0001817877024767828,0.00019427564019711024,0.0005476632398247958,0.0003218486493636221,0.0001548152488125758,-1.392441056047878e-08,-0.00015483155832093424,-0.0003218741538298379,-0.0005476507731548427
601,-0.00019452466939002695,-0.00018173167454678797,-9.76967129903534e-05,1.8572104187314996e-08,9.784773506130387e-05,0.0001817929559172614,0.00019427992537483197,0.0005476642177225243,0.00032185032509908463,0.0001548170417098608,-1.386795439456064e-08,-0.00015483308848855543,-0.00032187508011809586,-0.0005476518360972097
602,-0.00019452029562146988,-0.0001817366584315219,-9.77063138270639e-05,1.59819487256698e-08,9.785583034346651e-05,0.00018179627039873687,0.0001942829182514766,0.0005476652336336801,0.0003218511849332125,0.00015481856116481723,-1.3526839748429449e-08,-0.0001548349545663124,-0.00032187646159633507,-0.0005476530689669957
603,-0.00019451572512450965,-0.0001817423055159982,-9.77166891685615e-05,1.3097044188255483e-08,9.786335100785522e-05,0.0001817999294701877,0.00019428726007925432,0.0005476661635059292,0.0003218531041257164,0.00015481976869000617,-1.3364219802395244e-08,-0.00015483676711311716,-0.00032187805964012156,-0.0005476541469852475
604,-0.00019451059619592803,-0.00018174712155893152,-9.772483143086188e-05,1.1278755211275596e-08,9.786944394994691e-05,0.00018180532904810633,0.00019429150585809361,0.0005476672272807069,0.00032185446340633376,0.00015482127632241677,-1.323093130910569e-08,-0.0001548385723323945,-0.0003218789903216588,-0.0005476551230331742
605,-0.00019450588925607647,-0.00018175295993340553,-9.773322017213716e-05,1.0613683520531225e-08,9.787691031796631e-05,0.00018181024674587053,0.00019429586873998775,0.0005476680737500167,0.0003218562330654835,0.00015482254703914788,-1.284509804357723e-08,-0.00015484002994847632,-0.00032187990967316005,-0.0005476562131676279
606,-0.00019449999517735607,-0.0001817577891191518,-9.774088710007387e-05,1.0051511473247167e-08,9.788344297385169e-05,0.00018181454993338396,0.00019429949191993354,0.0005476693075678261,0.0003218577375786658,0.00015482421482739952,-1.2209808820138528e-08,-0.00015484170830140854,-0.00032188095365505843,-0.0005476574031913794
607,-0.00019449398019263795,-0.00018176171728329462,-9.774896828868781e-05,8.250046499843778e-09,9.789059284047135e-05,0.00018181877749553569,0.00019430359943322753,0.0005476704386985124,0.0003218586458313561,0.00015482562692217095,-1.1803490971648012e-08,-0.00015484330281207356,-0.00032188218714915257,-0.0005476585363799702
608,-0.00019449015338776052,-0.00018176633297222123,-9.775604083931106e-05,6.0051656160445805e-09,9.78968497307807e-05,0.00018182265052685883,0.00019430966864436444,0.0005476712682421355,0.0003218603909112642,0.0001548272657032179,-1.1405034522816558e-08,-0.00015484498283213966,-0.00032188329333063693,-0.0005476591723880786
609,-0.00019448558655581265,-0.0001817688152298917,-9.776386348593646e-05,5.7219011298691096e-09,9.790396005960216e-05,0.00018182631929285835,0.00019431539886156636,0.0005476722451918408,0.00032186215791132384,0.00015482862957596835,-1.115334138476529e-08,-0.00015484647194109735,-0.00032188437874809586,-0.0005476600793690302
610,-0.00019448064591231273,-0.00018177272524631222,-9.777145751165506e-05,5.246915921198727e-09,9.790977304893979e-05,0.00018182931598229802,0.00019431841995486496,0.0005476733637669973,0.00032186301268161924,0.00015483024670739728,-1.0851799809878756e-08,-0.00015484810858562318,-0.0003218856444749866,-0.0005476613480787264
611,-0.00019447635150309493,-0.00018177744902354563,-9.777915602667777e-05,4.7840207847183494e-09,9.791686611377985e-05,0.000181834249709565,0.00019432207045491602,0.0005476743080214553,0.00032186438363911065,0.00015483154831350644,-1.013472395475752e-08,-0.00015484943616757432,-0.0003218863215718178,-0.000547662559745159
612,-0.00019447220721159942,-0.00018178279390214069,-9.778377132348747e-05,1.718670351363647e-09,9.792376423050638e-05,0.00018183940671687003,0.00019432647004604645,0.0005476752725774884,0.0003218662926345819,0.0001548334723270562,-9.799409967097044e-09,-0.00015485052579564468,-0.00032188685200248784,-0.000547663325794335
613,-0.00019446736132640183,-0.0001817879254316988,-9.779182276343288e-05,-1.7694134073894392e-10,9.792996498110287e-05,0.00018184193164434787,0.00019433020014188916,0.0005476763418554265,0.0003218677174675511,0.00015483468017596046,-9.80105003005662e-09,-0.00015485210902945541,-0.00032188823429001533,-0.0005476642561290344
614,-0.00019446319825664425,-0.00018179154000083606,-9.77997624205026e-05,-1.6609536353183284e-09,9.793576866899392e-05,0.00018184482436369348,0.00019433222966216436,0.0005476773500436599,0.0003218683256823873,0.00015483612124094057,-9.627817003120683e-09,-0.00015485383312567418,-0.00032188953023804315,-0.0005476652866998697
615,-0.00019445932599379147,-0.00018179530354484226,-9.780809839742311e-05,-3.6426663141949444e-09,9.794295196801358e-05,0.00018184772710270995,0.00019433590219169805,0.000547678223913159,0.00032187001448207524,0.0001548369566091272,-9.386101290249944e-09,-0.00015485514943770775,-0.00032189062518198146,-0.0005476659588022361
616,-0.00019445552419375614,-0.0001817990109215495,-9.781390023704452e-05,-6.609690895718272e-09,9.794846690022449e-05,0.00018185069146713507,0.00019433918724470094,0.00054767906663662,0.0003218715823740922,0.00015483865632264583,-9.469206495348767e-09,-0.00015485661059616007,-0.0003218916304798994,-0.000547666496354643
617,-0.00019445189069857409,-0.0001818026755890406,-9.782084194081673e-05,-8.233922307709291e-09,9.79549345277569e-05,0.00018185313175450316,0.00019434243317468264,0.0005476799394887282,0.00032187282322114854,0.00015484006594793188,-9.05812668008394e-09,-0.00015485782242676273,-0.00032189276415406316,-0.0005476671532886344
618,-0.00019444821320353987,-0.00018180650487666832,-9.782722732527568e-05,-9.699579642594502e-09,9.796029139054813e-05,0.00018185684261888343,0.00019434463035941917,0.0005476808497068329,0.00032187373563589294,0.00015484154091746698,-8.498185311587196e-09,-0.00015485931009518727,-0.00032189357811310607,-0.0005476679321245653
619,-0.0001944447951756142,-0.00018180939715266571,-9.783410371399637e-05,-1.0815049809537094e-08,9.796532827608924e-05,0.00018185929452197602,0.00019434674739664173,0.0005476815742048355,0.0003218745835156766,0.0001548425685286193,-8.26915607645687e-09,-0.00015486083315725726,-0.0003218947516273764,-0.0005476687673794516
620,-0.0001944415895410637,-0.0001818137555025554,-9.78400413078415e-05,-1.240021374410949e-08,9.797117658649047e-05,0.00018186023779959517,0.00019435006375003212,0.0005476824949668107,0.00032187569411356275,0.00015484389970612267,-8.112532628105024e-09,-0.00015486223642847404,-0.0003218960839702549,-0.0005476693556857958
621,-0.0001944377164900362,-0.00018181653458681482,-9.784779926601428e-05,-1.354102285528282e-08,9.797774009153328e-05,0.0001818639211468265,0.00019435397579600249,0.0005476836354389961,0.0003218763707479435,0.000154844806684762,-8.02349174102683e-09,-0.000154863436318606,-0.0003218968896051897,-0.0005476699471830481
622,-0.0001944346449732617,-0.00018181998796437538,-9.785345309923638e-05,-1.4996943429973303e-08,9.798117914303361e-05,0.00018186751226776667,0.00019435613030107946,0.0005476846784035035,0.0003218775622284139,0.0001548461470465314,-7.59052051163955e-09,-0.0001548646399453376,-0.0003218977807472132,-0.0005476707997335813
623,-0.00019443209570103808,-0.00018182277860524627,-9.785785357016681e-05,-1.6236387381201015e-08,9.798790775392567e-05,0.0001818706511833295,0.0001943591789509357,0.0005476857576010039,0.0003218788559566796,0.00015484750820469765,-7.077821157891167e-09,-0.0001548663203238028,-0.0003218987513382247,-0.0005476716294853072
624,-0.00019443048001188486,-0.00018182419026552824,-9.78641034388249e-05,-1.865931223620224e-08,9.799338542714846e-05,0.00018187416985131113,0.00019436240068395437,0.0005476866793572475,0.00032187987260775625,0.00015484879697087,-6.9502034022419735e-09,-0.00015486747231100456,-0.00032189940496569537,-0.0005476723368032756
625,-0.00019442709481143515,-0.00018182890623983224,-9.787100772301839e-05,-1.9751939085603662e-08,9.799782927625828e-05,0.00018187598515555727,0.00019436613905563134,0.0005476881395214313,0.00032188064561681145,0.00015484990227369847,-6.95259844377607e-09,-0.00015486902321027956,-0.0003219005319805726,-0.0005476729271675243
626,-0.00019442373594587232,-0.00018183317802843637,-9.787577926659378e-05,-2.1263116811597708e-08,9.800370693434418e-05,0.00018187804058707546,0.00019436962243309113,0.0005476896514800658,0.00032188097663884594,0.00015485150540675221,-6.9456133847201185e-09,-0.00015487028202584827,-0.0003219016220456587,-0.0005476734877730863
627,-0.00019442234243331258,-0.00018183571860118185,-9.788140025657648e-05,-2.3977247830132906e-08,9.800880946104407e-05,0.00018188078835124305,0.00019437233844367085,0.0005476908012937504,0.00032188219931159946,0.00015485260375201358,-7.007472942665627e-09,-0.0001548711285067193,-0.00032190255127047707,-0.0005476742418447955
628,-0.0001944214912637584,-0.00018183776303766307,-9.788730078650672e-05,-2.434516828174991e-08,9.801497451914964e-05,0.00018188351679527853,0.00019437395924610734,0.0005476918219450234,0.00032188336027034,0.00015485361883075863,-6.355538033667562e-09,-0.00015487274433403797,-0.00032190339336963,-0.0005476751320387956
629,-0.00019442064273458943,-0.00018183923468789132,-9.789504691811823e-05,-2.5366308456047448e-08,9.802019720111087e-05,0.00018188657085398363,0.00019437673473431976,0.0005476929989045496,0.0003218841442163485,0.00015485392394400647,-5.919851454995029e-09,-0.00015487397832526635,-0.0003219041705407394,-0.0005476758988047697
630,-0.0001944198341855817,-0.0001818418153294677,-9.790056293012846e-05,-2.5624276706617172e-08,9.802432340104158e-05,0.000181889649336252,0.00019437975147295318,0.0005476942787593017,0.000321885075614684,0.00015485512088601677,-5.37769644217189e-09,-0.00015487529505350532,-0.0003219048870614717,-0.0005476764831109175
631,-0.00019441964502365562,-0.00018184388430773842,-9.79068994999731e-05,-2.510146496650686e-08,9.802785682266821e-05,0.0001818924121545562,0.00019438213308071544,0.000547695369633676,0.0003218859872663851,0.00015485611518455068,-4.8541920628366205e-09,-0.00015487671133114112,-0.0003219057614165438,-0.0005476772478883547
632,-0.00019442064093163982,-0.0001818462586839979,-9.791110587303346e-05,-2.698808746859284e-08,9.803318319787714e-05,0.00018189528302175851,0.00019438461121032094,0.0005476964581957981,0.0003218869606320993,0.0001548570706094995,-4.756579449659589e-09,-0.00015487779973371777,-0.0003219066049030481,-0.0005476779056547569
633,-0.00019442089428054233,-0.00018184865097152725,-9.791869034311913e-05,-2.7702686624471536e-08,9.803933521267678e-05,0.00018189789416569544,0.00019438735302376963,0.000547697749103116,0.0003218880885487549,0.0001548581392654418,-4.731634001644608e-09,-0.00015487886398713176,-0.00032190756291540723,-0.0005476786107992082
634,-0.00019442217621712225,-0.00018185200379770153,-9.792363638068959e-05,-2.8942371816268083e-08,9.804278776265392e-05,0.00018189947569732792,0.0001943887395215746,0.0005476988812974385,0.0003218894470894516,0.00015485925523006546,-4.3995998212749236e-09,-0.00015487985955740444,-0.0003219088048954672,-0.0005476794983803633
635,-0.00019442468223825965,-0.00018185490672390943,-9.792862813731827e-05,-2.930942960674388e-08,9.804902709341636e-05,0.00018190113802671852,0.0001943905664021365,0.000547699805574037,0.00032188980595100337,0.00015486009904722186,-4.288477472129655e-09,-0.00015488117247736393,-0.0003219097341665306,-0.0005476803383522442
636,-0.00019442813435474073,-0.00018185833668282945,-9.793161974894252e-05,-3.10918770657135e-08,9.805258663022618e-05,0.00018190582090753764,0.00019439291646320675,0.000547700708022974,0.0003218905621962297,0.00015486110225948826,-4.038245766070136e-09,-0.00015488266177361406,-0.0003219099269621246,-0.0005476808926453574
637,-0.00019443108361576832,-0.00018186119744169135,-9.793700097913956e-05,-3.111710913562349e-08,9.805652455295691e-05,0.0001819081744464287,0.00019439604513249862,0.0005477016681626053,0.00032189142369517924,0.0001548624232353347,-3.5057241028040954e-09,-0.00015488335287575726,-0.00032191057305165296,-0.0005476813193483908
638,-0.00019443438373276003,-0.00018186507130059788,-9.79424832848591e-05,-3.2039302418698276e-08,9.806297795098047e-05,0.0001819105657388875,0.00019439780010197208,0.0005477026816921413,0.0003218925204889194,0.00015486340743163843,-3.442387766679771e-09,-0.00015488417112634036,-0.0003219114491640367,-0.000547681911909279
639,-0.00019443781588871704,-0.0001818661506467254,-9.794812191222095e-05,-3.4286921751326925e-08,9.80691698198334e-05,0.00018191336350288712,0.00019440015246845326,0.0005477036220620156,0.00032189384298160327,0.00015486410051075732,-3.453063837726524e-09,-0.00015488566600205524,-0.0003219124207955617,-0.000547682339213498
640,-0.000194442653961133,-0.00018186700425962114,-9.795252842845129e-05,-3.530409948080864e-08,9.807383984453807e-05,0.00018191635716770645,0.0001944007494516693,0.0005477042784410665,0.0003218951035752939,0.0001548650918264858,-3.004126521930511e-09,-0.00015488660273013218,-0.00032191334315299084,-0.0005476829831063866
641,-0.00019444712456680315,-0.00018186965001427925,-9.79575464628242e-05,-3.5855437277792e-08,9.807729488514723e-05,0.00018191744918374215,0.0001944013258536737,0.0005477049801402618,0.0003218956306531981,0.00015486578426973535,-2.8419673138955956e-09,-0.0001548871609795092,-0.00032191387670520133,-0.0005476836599951152
642,-0.0001944511299622136,-0.00018187379890674456,-9.796139368241137e-05,-3.71914277420999e-08,9.808372107538042e-05,0.0001819199260719725,0.00019440270536628048,0.0005477058307716256,0.00032189641418300117,0.00015486691457957207,-2.51432227343843e-09,-0.00015488873611118795,-0.00032191459052059853,-0.0005476840082896741
643,-0.0001944561445463518,-0.0001818761401599626,-9.796431488836081e-05,-3.7767877333535265e-08,9.808641259343158e-05,0.00018192180080459037,0.00019440448701546725,0.0005477064653692602,0.0003218971181250812,0.00015486799391349536,-2.51086596268312e-09,-0.00015488924343089652,-0.0003219151593809012,-0.0005476843205593427
644,-0.00019446120855889538,-0.00018187840472378314,-9.79692458639129e-05,-3.822164188492727e-08,9.808694543302075e-05,0.00018192396245250052,0.00019440584121781424,0.0005477071281763724,0.00032189802499042015,0.00015486876787288627,-1.91387956386196e-09,-0.00015489021657000995,-0.0003219161158440513,-0.0005476846425173482
645,-0.000194465066595195,-0.00018187968911355677,-9.797561748979738e-05,-3.864366853506433e-08,9.809203740113543e-05,0.0001819257244465809,0.00019440733001084201,0.0005477080671357728,0.0003218987109431776,0.00015486909291312416,-1.8605157354743914e-09,-0.00015489112187689087,-0.0003219172003366093,-0.000547685150866009
646,-0.00019447026691269933,-0.0001818825514192115,-9.79788392011412e-05,-4.069547239747697e-08,9.809463985544639e-05,0.0001819288564163543,0.0001944066276388175,0.0005477086598122738,0.0003218999736178953,0.000154870339355831,-1.704558853286398e-09,-0.0001548918476605058,-0.00032191743676440363,-0.0005476861365329053
647,-0.00019447641030092695,-0.000181884086655433,-9.798261668598728e-05,-4.1402062861049896e-08,9.809782447331875e-05,0.00018193229522253524,0.0001944069545736797,0.0005477090182344976,0.00032190072301885493,0.00015487135222868735,-1.6607557760703267e-09,-0.00015489269596574386,-0.0003219176718973366,-0.000547687005292327
648,-0.00019448191725779523,-0.00018188659665685261,-9.798479907175877e-05,-4.242683763003318e-08,9.810181660276391e-05,0.00018193551556639598,0.0001944076966894131,0.0005477095051254575,0.00032190151286110664,0.00015487237400371495,-1.3188920316533555e-09,-0.00015489413536127786,-0.00032191781534946726,-0.0005476877065059493
649,-0.00019448615296770283,-0.00018188897323014904,-9.79895193889053e-05,-4.197917244435661e-08,9.810505945590863e-05,0.00018193638309057502,0.00019440913374862455,0.0005477101067272521,0.00032190174299957477,0.0001548734632155799,-1.294951306869142e-09,-0.00015489474162226087,-0.0003219186733569158,-0.0005476883390688018
650,-0.00019449019012655335,-0.00018188957323798545,-9.799191401632827e-05,-4.223268332270923e-08,9.810900692047921e-05,0.0001819383699114863,0.0001944099939920399,0.0005477106391927042,0.0003219024799143721,0.00015487440292877454,-7.57191239237798e-10,-0.0001548958118135387,-0.0003219197728791136,-0.0005476890445600909
651,-0.00019449402096097392,-0.00018189140603970975,-9.799659716315633e-05,-4.438415868277723e-08,9.81131265322547e-05,0.00018194034843685894,0.00019441174569058837,0.0005477110606238022,0.0003219034519621024,0.00015487552701634044,-1.130027156917298e-09,-0.00015489603950795614,-0.0003219204030372238,-0.0005476897023727382
652,-0.000194497688791016,-0.00018189367651484046,-9.799878367206667e-05,-4.825551623023611e-08,9.811466905416602e-05,0.00018194234294247348,0.00019441310933132727,0.0005477115542896611,0.0003219045327088119,0.00015487651324973844,-1.4315828790649773e-09,-0.00015489664590998656,-0.000321920857741632,-0.0005476903842790541
653,-0.00019450148973391133,-0.00018189511573168013,-9.800205566600017e-05,-4.8593649576999944e-08,9.811887523116793e-05,0.00018194449793030744,0.0001944150082412038,0.0005477120472387218,0.0003219052547095821,0.00015487744577182856,-1.3424425524219325e-09,-0.00015489772427276387,-0.00032192132837745833,-0.0005476910528899195
654,-0.0001945061972057808,-0.00018189680413980088,-9.800482160350573e-05,-4.9689685046476836e-08,9.812038202019438e-05,0.000181946605795147,0.00019441686801820694,0.0005477122842445792,0.00032190580541870443,0.0001548787076904398,-1.0403904606525152e-09,-0.00015489841924561738,-0.00032192179901328476,-0.0005476916713711558
655,-0.00019451131351371517,-0.00018189874743376478,-9.800838577970885e-05,-5.05379147080895e-08,9.81234711221315e-05,0.00018194811590830024,0.00019442035246955474,0.0005477122935629558,0.00032190630680748594,0.00015487976748351917,-1.1631780232871227e-09,-0.0001548991427932844,-0.0003219224575889753,-0.000547692089796326
656,-0.00019451553468179973,-0.00018190082479624376,-9.801065932379478e-05,-5.1987690514261425e-08,9.812554645013459e-05,0.00018195148665559654,0.00019442325233173354,0.0005477126054395415,0.00032190736605024927,0.00015488096272371182,-9.875866040155132e-10,-0.000154899755255728,-0.00032192258610395626,-0.0005476925039438295
657,-0.00019451783871346796,-0.00018190306866062647,-9.801366347921924e-05,-5.326290404482483e-08,9.812973069617568e-05,0.00018195502043682788,0.00019442690073326945,0.0005477132664199744,0.00032190844531711726,0.00015488191599132925,-1.2406172522741885e-09,-0.00015490032936715554,-0.0003219227605865123,-0.0005476928958012211
658,-0.00019451985124857856,-0.00018190564519384226,-9.801779406731253e-05,-5.489645580205489e-08,9.813230778505462e-05,0.00018195694204613556,0.0001944279975965795,0.0005477139114458667,0.00032190897725075117,0.00015488285899254662,-1.2091991493926834e-09,-0.0001549015324435711,-0.0003219232075911205,-0.0005476937350331813
659,-0.00019452249310177193,-0.0001819076615417479,-9.802085632106398e-05,-5.536765626334201e-08,9.813169432898752e-05,0.0001819585782573873,0.0001944302494018222,0.0005477143004823106,0.0003219094811598876,0.00015488348575164602,-1.4863357563525032e-09,-0.00015490188756158647,-0.00032192374525914005,-0.0005476944546985767
660,-0.00019452480960630464,-0.00018191083318626485,-9.802348665212857e-05,-5.692696132124324e-08,9.813231721162394e-05,0.0001819610436678237,0.00019443290276236608,0.0005477147919052848,0.0003219104408370683,0.00015488455611403052,-1.4220853563160972e-09,-0.0001549021382513527,-0.00032192431795778143,-0.0005476950358369388
661,-0.0001945265913343089,-0.00018191236045206978,-9.802634470558084e-05,-5.780498716354066e-08,9.81343667879894e-05,0.00018196233289501955,0.00019443512914897498,0.0005477152391411182,0.0003219116440406578,0.00015488557743354443,-1.5057518123959302e-09,-0.00015490290707985584,-0.00032192475088077327,-0.0005476958993244253
662,-0.00019452958630946865,-0.00018191327957213464,-9.802906055556994e-05,-5.897839122136545e-08,9.813708438772634e-05,0.00018196325057666553,0.000194435546684518,0.0005477154192424472,0.0003219122094094595,0.00015488667021090237,-1.6264433872328662e-09,-0.00015490416325020795,-0.0003219255120279744,-0.0005476971326797844
663,-0.00019453210308919059,-0.00018191594180949597,-9.803205273566519e-05,-6.027642928214399e-08,9.813977561513808e-05,0.0001819644223461279,0.0001944393670559195,0.0005477155236868822,0.0003219130104430122,0.00015488755337796783,-1.8086170468675706e-09,-0.00015490442222939856,-0.0003219261954372544,-0.0005476978544030843
664,-0.0001945342541460033,-0.0001819181904718921,-9.803461487878153e-05,-6.143602176666579e-08,9.814159361001555e-05,0.00018196493355623309,0.00019444256333089562,0.0005477157683462944,0.00032191365008135675,0.00015488895226515434,-1.6357332697744514e-09,-0.00015490544105630454,-0.00032192658167587294,-0.0005476985607036617
665,-0.00019453626211955288,-0.000181919602930201,-9.803771005163421e-05,-6.098630319478433e-08,9.814364617060744e-05,0.00018196550831292278,0.00019444609855054576,0.0005477160155029393,0.00032191446091885904,0.00015488940534173697,-1.46956087612561e-09,-0.00015490638845542571,-0.000321926984655198,-0.0005476993323253655
666,-0.00019453859055508,-0.00018192135957454568,-9.804073878727165e-05,-6.083618163213856e-08,9.814446753435044e-05,0.00018196829855970633,0.000194448135154541,0.0005477162378259946,0.0003219150549364663,0.00015489021096279818,-1.3257248186542746e-09,-0.00015490697002155457,-0.00032192693720778143,-0.000547700250543863
667,-0.0001945410893447146,-0.00018192315708574812,-9.804430469647387e-05,-6.404373013879825e-08,9.814517337138797e-05,0.00018197069378318639,0.00019445091583485417,0.0005477163301079827,0.0003219157644048293,0.00015489123971851537,-1.8721936754383477e-09,-0.00015490704174761987,-0.00032192713684764217,-0.0005477011627736273
668,-0.00019454426233898072,-0.00018192413633368975,-9.804640113967695e-05,-6.488815940135609e-08,9.8145690076056e-05,0.0001819717722130608,0.00019445395627784148,0.0005477163376690475,0.00032191619612544997,0.00015489238515741872,-1.9022914526325537e-09,-0.00015490693128901683,-0.0003219276464449192,-0.0005477018572123505
669,-0.0001945464999866355,-0.0001819248426662921,-9.804925806209853e-05,-6.461050936469267e-08,9.81487055959743e-05,0.00018197333697627673,0.00019445819056903462,0.000547716506902791,0.0003219167596213274,0.00015489312605853898,-1.8398575206570316e-09,-0.00015490767915926542,-0.0003219280431117955,-0.0005477024826765886
670,-0.000194547726002221,-0.0001819266807783434,-9.805292166456859e-05,-6.464658949470918e-08,9.814990204023058e-05,0.00018197587107613756,0.00019445984920385637,0.0005477167732048845,0.00032191742425511884,0.00015489398733088772,-1.570970087564739e-09,-0.00015490822002512986,-0.00032192807763372185,-0.0005477034005713709
671,-0.0001945495666856922,-0.00018192738946561766,-9.805575411318075e-05,-6.413655377965675e-08,9.81516010276261e-05,0.00018197684173297505,0.0001944633702757708,0.0005477169174663034,0.00032191793327433283,0.00015489512814991104,-1.6806717008899695e-09,-0.00015490849953943286,-0.0003219285631835753,-0.0005477040994496184
