iteration,Y'(-12),Y'(-8),Y'(-4),Y'(+0),Y'(+4),Y'(+8),Y'(+12),N'(-12),N'(-8),N'(-4),N'(+0),N'(+4),N'(+8),N'(+12)
11,-0.0037023623165955664,-0.0025098613885444973,-0.0012763870096751692,-1.7741238418105411e-06,0.001282155665073086,0.0025492447393846685,0.003746240575684371,0.0010944665930798549,0.0007409244479826631,0.0003740326275396787,-3.0763013665020126e-07,-0.00037553906830796224,-0.0007466936800778816,-0.001095226663973787
12,-0.0033118323526617507,-0.002245733007635905,-0.0011463931358614845,-1.7531589735250248e-06,0.001148413961190534,0.002276994046946108,0.003349459824573397,0.0010921924877962158,0.000738080910160206,0.00037125464990751464,-2.2918186926094218e-07,-0.0003727824837493812,-0.0007413325547039636,-0.0010911534899113648
13,-0.0030094238805562236,-0.002052802020931141,-0.001051440542253942,-1.1501522238235634e-06,0.0010491989796369255,0.0020705615457981565,0.0030398907930762518,0.0010809847076352279,0.0007299540552237474,0.00036632331312878825,-2.1497145599956316e-07,-0.00036756010967410206,-0.0007309250831583607,-0.0010791582729115417
14,-0.002780779318367019,-0.0019144407051795026,-0.000982965785041057,-6.242169812119153e-07,0.0009769605706644866,0.0019201937018122925,0.0028069470903550955,0.0010690592271001293,0.0007220197794313429,0.00036210218449501063,-1.5699680594258453e-07,-0.0003628675099128509,-0.0007216076601893166,-0.0010673581559194388
15,-0.002609308367052678,-0.0018781846137837113,-0.0009650588975262654,-4.195554487447485e-07,0.0009582422677378,0.0018762635495973357,0.002631146548758885,0.0010607235100004205,0.0007187361988454448,0.00036082098761922325,-1.3028044384921625e-07,-0.00036102835384774716,-0.0007175185294358604,-0.0010596181914255059
16,-0.0025636364272904263,-0.001809862024601474,-0.0009374879417104618,-2.2887805902051106e-07,0.0009303271805165659,0.001804694632996356,0.0025789785378159467,0.0010613942430740813,0.0007153231823316142,0.000359892181503488,-1.28838162987439e-07,-0.0003596566630949229,-0.0007141883193695686,-0.0010614640242577644
17,-0.0024816137401942324,-0.0017631038598185595,-0.000921939137150288,-8.469212150824202e-08,0.0009159827857918231,0.0017608486785280848,0.002494064076789653,0.0010628862900026377,0.0007165886727945529,0.000360840892411635,-1.4524909096865871e-07,-0.00036031705820431233,-0.0007160134161084806,-0.0010641460022165297
18,-0.0024223729422741544,-0.0017373909458097286,-0.0008948288149987594,1.8499342005166268e-08,0.0009117794276080313,0.001739570732181087,0.0024324738894226966,0.001069642092876593,0.0007204781443800051,0.0003586327821142052,-1.7211051935745569e-07,-0.00036204543303782984,-0.0007205478147374371,-0.0010718320608265335
19,-0.0023753230102941227,-0.0016818378916579205,-0.0008846930264894381,1.5487768260798254e-07,0.0008877471072338565,0.0016862657074225985,0.002337457220168354,0.0010779485089999668,0.0007171468950719321,0.00035915278972900686,-1.9781647058355095e-07,-0.0003594033387946959,-0.0007174142053074638,-0.0010715085389753577
20,-0.0022842407156050833,-0.0016493951006529128,-0.0008750618819891452,3.645311625012176e-07,0.0008750586213400012,0.0016574777777347565,0.0022774753216838945,0.0010758059310533128,0.000716863441662221,0.0003594895593289514,-1.9876733902191632e-07,-0.0003589572122180714,-0.0007176897647110593,-0.0010759621616842259
21,-0.0021783510273132973,-0.0016136386253125987,-0.0008608384871337526,4.2715604730825485e-07,0.0008602510457969792,0.0016248128540770125,0.002215316587458558,0.001071361480286143,0.0007150636507901775,0.00035865594302025877,-1.96397995364688e-07,-0.00035784348351921273,-0.0007164748275974882,-0.0010781387825510404
22,-0.002117993634819414,-0.0015683435879294237,-0.0008404630737151907,3.9052917572956723e-07,0.0008393718161400068,0.0015814210239943921,0.0021119126602737225,0.0010756317665244523,0.0007109687008145646,0.0003564149690513242,-1.9066251441114117e-07,-0.00035540721200684716,-0.0007128873720673308,-0.001071954305742407
23,-0.002007301688671174,-0.0015123543086421748,-0.000808429075819558,2.4151430448888835e-07,0.0008057935105853486,0.0015260965384342896,0.0020421503308052924,0.0010653682807079247,0.0007044591246437689,0.00035097393055112853,-1.8946825444698194e-07,-0.0003498503001406337,-0.0007067813706496381,-0.001072284502464691
