iteration,Y_prime,N_prime
1.0,-0.062392899736169356,-0.0018222730169064972
2.0,-0.0036959655483324925,-0.0013149647305571858
3.0,0.005432817321667913,-0.0003786226198117386
4.0,0.008946273508480134,-0.00015029427577695879
5.0,0.008976062600223185,-0.0002603870886719124
6.0,0.007876635151206042,-0.0005245239337220357
7.0,0.006650719744379972,-0.0007709234388926515
8.0,0.005649446554864283,-0.0009417235575796353
9.0,0.004866275092218655,-0.0010363639354009158
10.0,0.004246829086416566,-0.0010820384523251144
11.0,0.003746240575684371,-0.001095226663973787
12.0,0.003349459824573397,-0.0010911534899113648
13.0,0.0030398907930762518,-0.0010791582729115417
14.0,0.0028069470903550955,-0.0010673581559194388
15.0,0.002631146548758885,-0.0010596181914255059
16.0,0.0025789785378159467,-0.0010614640242577644
17.0,0.002494064076789653,-0.0010641460022165297
18.0,0.0024324738894226966,-0.0010718320608265335
19.0,0.002337457220168354,-0.0010715085389753577
20.0,0.0022774753216838945,-0.0010759621616842259
21.0,0.002215316587458558,-0.0010781387825510404
22.0,0.0021119126602737225,-0.001071954305742407
23.0,0.0020421503308052924,-0.001072284502464691
24.0,0.0019211700306504388,-0.0010579828387318984
25.0,0.0017862098157877123,-0.0010374831691793384
26.0,0.0016357088957957293,-0.001012012532069696
27.0,0.0014856704387820724,-0.0009851917150438204
28.0,0.001347196879072554,-0.000960033117394946
29.0,0.0012270011167745732,-0.000938290300488119
30.0,0.0011272519886411023,-0.000921452025356445
31.0,0.0010510350433206917,-0.000910230437927885
32.0,0.0009965855319638778,-0.0009038369778171049
33.0,0.0009623785933684695,-0.0009016368560737859
34.0,0.0009456327344653945,-0.000902516355398473
35.0,0.0009417735497952662,-0.0009046893936847483
36.0,0.0009482763974260934,-0.0009068725457393154
37.0,0.0009514854198864217,-0.0009074741430945129
38.0,0.0009690519666727031,-0.0009062118429385167
39.0,0.0009927522920341715,-0.0009028788803671268
40.0,0.0010173962064817103,-0.0008975067817607497
41.0,0.001039246663122048,-0.0008906474114429521
42.0,0.0010551269295735668,-0.0008826698813185423
43.0,0.001063432817728169,-0.0008742854898981478
44.0,0.0010633101842485435,-0.0008663126941333764
45.0,0.00105564956791623,-0.0008595461309391508
46.0,0.0010411775916102587,-0.0008544436958399273
47.0,0.001019886654075379,-0.0008506177407837249
48.0,0.0009935102245617086,-0.000847942708229583
49.0,0.0009641229000206019,-0.0008460420684518097
50.0,0.000934326510962165,-0.0008445914487597626
51.0,0.0009063805760317592,-0.0008432508042481614
52.0,0.0008823978364072688,-0.0008417437742717554
53.0,0.0008631173183152163,-0.0008397834979471581
54.0,0.0008481008890403629,-0.0008371778211222825
55.0,0.0008365818470797058,-0.0008340528979454189
56.0,0.0008272364015013506,-0.0008307163680081096
57.0,0.000818087316642611,-0.0008275517658193079
58.0,0.0008068303419098857,-0.0008250026752874337
59.0,0.0007925056981926789,-0.0008233137188750236
60.0,0.0007754029317201998,-0.0008224109296668516
61.0,0.0007568828081080043,-0.0008220036251121074
62.0,0.0007394155842491209,-0.0008216005471232816
63.0,0.0007254242807716281,-0.0008205420861786917
64.0,0.0007168807469228107,-0.0008182843225992115
65.0,0.0007147067507783052,-0.0008145005019587516
66.0,0.0007180086082272374,-0.0008091825688097429
67.0,0.0007248205778638714,-0.0008025518005146532
68.0,0.0007320838922304704,-0.0007950894193849698
69.0,0.0007368880452923798,-0.0007873557578132454
70.0,0.0007366697104298398,-0.0007799154143437096
71.0,0.0007299635501224572,-0.0007731749623506945
72.0,0.0007172500770022043,-0.0007672759551201361
73.0,0.0006999928684968653,-0.0007620709893678641
74.0,0.0006809826877921522,-0.00075719144273912
75.0,0.0006628327331235271,-0.0007522062438011551
76.0,0.0006479333679085866,-0.0007466621472000464
77.0,0.000637377525342501,-0.0007403164132940327
78.0,0.0006313770625755829,-0.0007330371649486058
79.0,0.000628695048482645,-0.0007250376510857713
80.0,0.0006267768456068535,-0.0007167667470182808
81.0,0.0006234374292200653,-0.0007086757861911476
82.0,0.000617058690216617,-0.0007012033388099567
83.0,0.0006071909878903756,-0.0006945713752423029
84.0,0.0005925142132576677,-0.0006881871260809169
85.0,0.0005774142227266014,-0.000683016303253716
86.0,0.0005629796262457877,-0.0006784596519713962
87.0,0.0005500687573158006,-0.0006741388389052528
88.0,0.0005393075892621877,-0.000669785360073276
89.0,0.0005302423705157798,-0.0006652072080820301
90.0,0.000522831676388161,-0.0006604291474076381
91.0,0.0005170630047538461,-0.0006554919477514321
92.0,0.0005126529177079316,-0.0006504218072784305
93.0,0.0005088430450199177,-0.0006452060673554969
94.0,0.0005050852971715631,-0.0006399700222505492
95.0,0.0005010426873836807,-0.00063484412833469
96.0,0.0004962607182078334,-0.0006299191592674805
97.0,0.0004904827653436159,-0.000625260684441978
98.0,0.00048357267168196014,-0.0006208668459634861
99.0,0.00047562200844231643,-0.0006166958662430322
100.0,0.00046661783185536287,-0.0006126300374892629
101.0,0.00045693162361888027,-0.0006086037260285079
102.0,0.0004467480709547567,-0.0006044912383593734
103.0,0.00043645654801297663,-0.0006002754691563895
104.0,0.00042612289561667574,-0.000595859630083154
105.0,0.00041616068037643336,-0.0005913108253364107
106.0,0.0004064270294224923,-0.0005865495024318686
107.0,0.00039728198996888094,-0.0005817212272224336
108.0,0.0003883381691003383,-0.0005767411207657381
109.0,0.000379787021710597,-0.0005717503617166052
110.0,0.0003711753346424718,-0.0005666859474207291
111.0,0.0003625702268822919,-0.0005616598914707865
112.0,0.00035355074119406153,-0.0005565876043721481
113.0,0.00034429562746986236,-0.0005515896442526589
114.0,0.0003344300230676072,-0.0005465750649124938
115.0,0.0003241541081719124,-0.0005416490944088276
116.0,0.0003131687645167616,-0.0005367338255867144
117.0,0.00030182150135830575,-0.0005319570454838726
118.0,0.0002899345079638698,-0.0005272401624724402
119.0,0.0002779549196194326,-0.0005227323706759677
120.0,0.00026569703709665367,-0.000518344065209047
121.0,0.000253669039427168,-0.0005142128209426089
122.0,0.00024186998027917955,-0.0005102702713751519
123.0,0.00023075396348668425,-0.0005066088492072384
124.0,0.00022037454517517336,-0.0005031749195277827
125.0,0.00021105374542534786,-0.0005000406893274433
126.0,0.00020286573015552726,-0.0004971901106043443
127.0,0.0001959926407636404,-0.0004946822169624084
128.0,0.00019036936007929274,-0.0004925062805453871
129.0,0.00018609002305716393,-0.0004907300026198049
130.0,0.00018403355736509297,-0.0004898035291041562
131.0,0.0001825810371119837,-0.0004889939393393982
132.0,0.00018187238794596758,-0.0004884331234548967
133.0,0.0001821792160382988,-0.00048826693873983354
134.0,0.0001834729919675836,-0.000488519116324794
135.0,0.00018576085881327233,-0.0004892151225700764
136.0,0.0001888998774299684,-0.0004903237554348998
137.0,0.00019284804147603798,-0.0004918441292804012
138.0,0.00019747735591351363,-0.0004937357150644643
139.0,0.00020270907068184135,-0.0004959672837623242
140.0,0.00020844448435892448,-0.0004984883175408084
141.0,0.00021464396883159236,-0.000501256451267643
142.0,0.0002212307377272752,-0.0005042150134433306
143.0,0.00022823113299688322,-0.0005073397376508867
144.0,0.00023557101098803206,-0.0005105777102400748
145.0,0.0002449945770822583,-0.0005146690556918744
146.0,0.0002535262857195721,-0.0005182865310775965
147.0,0.00026170772033169817,-0.0005216996845923738
148.0,0.00026967818693338183,-0.0005249889509603504
149.0,0.00027737860799896227,-0.0005281457253196962
150.0,0.00028467824629278826,-0.0005311371528548327
151.0,0.00029144353262813177,-0.0005339238723960187
152.0,0.000296051606053225,-0.000535769916591257
153.0,0.0003008817067520985,-0.0005378176758936022
154.0,0.000305318538407669,-0.000539773484091287
155.0,0.00030906469076788615,-0.0005415069645396669
156.0,0.00031200769297908074,-0.0005429778567416037
157.0,0.0003141256210853518,-0.0005441880857395996
158.0,0.0003154184514316065,-0.0005451383837545799
159.0,0.0003159493960419305,-0.0005458423645186018
160.0,0.0003158053859346147,-0.0005463197125358038
161.0,0.0003150872477462908,-0.0005465880581285329
162.0,0.0003139152369153124,-0.0005466648781780759
163.0,0.0003124112608744831,-0.0005465790182164389
164.0,0.0003106687528961109,-0.0005463529056570114
165.0,0.00030875747107095926,-0.000546013042078554
166.0,0.00030673945503296383,-0.0005455873808074132
167.0,0.00030466115720734373,-0.0005450991387755148
168.0,0.00030254738209204633,-0.0005445729366137684
169.0,0.00030042976592561395,-0.0005440328222081971
170.0,0.000298329319681793,-0.000543500030219981
171.0,0.00029625958345302504,-0.0005429957474466787
172.0,0.0002942361393347437,-0.0005425409943192979
173.0,0.00029226421310249586,-0.0005421501181088052
174.0,0.0002903487795375978,-0.0005418358504923859
175.0,0.00028849604339752907,-0.0005416058100406655
176.0,0.0002867182637839611,-0.0005414613196162883
177.0,0.0002850352061772876,-0.0005413982600343314
178.0,0.00028347414931344906,-0.0005414098640260862
179.0,0.0002820662270779957,-0.0005414824112646659
180.0,0.00028083354407646766,-0.000541602729218868
181.0,0.00027977836091210766,-0.000541759351984643
182.0,0.000278896236673727,-0.0005419420366775328
183.0,0.0002778539269735064,-0.0005420959249044097
184.0,0.0002771313320612391,-0.0005423089260223397
185.0,0.00027655268420231216,-0.0005425448548556823
186.0,0.00027604868020098574,-0.0005427905433127592
187.0,0.0002755695713278441,-0.0005430415291860239
188.0,0.0002750773147550312,-0.0005432981740423633
189.0,0.00027454381493161685,-0.0005435605601979581
190.0,0.00027394154356584873,-0.0005438303476880782
191.0,0.00027325648487230207,-0.0005441068213793425
192.0,0.0002724844710521711,-0.0005443899180778964
193.0,0.0002716325609585883,-0.0005446773274506429
194.0,0.00027072047548096413,-0.0005449658424499332
195.0,0.00026977695345870804,-0.0005452506188841462
196.0,0.00026884106450440396,-0.0005455245920364418
197.0,0.000267933202697319,-0.0005457842658276379
198.0,0.0002670679986188421,-0.0005460271401349713
199.0,0.00026624740200626514,-0.0005462524774887039
200.0,0.000265461314223565,-0.0005464620585080614
