beta_deg,Y_prime_hull,Y_prime_sail,N_prime_hull,N_prime_sail
-12.0,-0.0006286616951352901,0.00043404233684370906,0.0004367790319597728,0.00011096150691484166
-8.0,-0.0004475694462423201,0.0002656622669805283,0.0002537145760928381,6.821902509102704e-05
-4.0,-0.00022708076776175557,0.00012877674798238693,0.00012173728945039551,3.317655142318899e-05
0.0,-3.808852475285201e-09,1.3079563281230092e-08,3.768189307052841e-09,2.5447999972686675e-09
4.0,0.00022706173523479427,-0.00012880510215313793,-0.00012174065911937045,-3.3182035931076076e-05
8.0,0.0004475963090027122,-0.00026567775414462237,-0.00025372275522540127,-6.822192347864103e-05
12.0,0.0006285183065781358,-0.00043409251019563895,-0.0004367635475694638,-0.00011097163603516256
