# y+ ()           
# Time            	patch             	min               	max               	average           
5000              	floor	6.7609167854e-02	2.3894438625e+00	7.4731883513e-01
5000              	roof	2.3520784689e-01	1.2126255839e+00	5.6405058306e-01
5000              	cube_front	1.4928814541e-01	2.9609692255e+00	1.2753759151e+00
5000              	cube_rear	2.4767171987e-01	1.4435167176e+00	8.1904844044e-01
5000              	cube_top	1.5899799597e-01	1.9031055280e+00	9.0375853791e-01
5000              	cube_side_n	8.1496514986e-02	1.7323530113e+00	7.6563880265e-01
