xc,cp
-2.025045238095238176e+00,6.845164305946533669e-03
-2.021295238095238034e+00,3.311460905655347602e-03
-2.015297619047619282e+00,1.548212471970890737e-03
-2.009300000000000086e+00,8.192516487356343380e-04
-2.003302380952380890e+00,3.540299123086866661e-04
-1.997304761904761916e+00,5.644347527052120939e-05
-1.991307142857142942e+00,-1.393173206621470034e-04
-1.985307142857142937e+00,-2.740227682255297532e-04
-1.979309523809523963e+00,-3.685417856737171192e-04
-1.973311904761904989e+00,-4.374375749538149112e-04
-1.967314285714285793e+00,-4.906024370447740991e-04
-1.961316666666666597e+00,-5.336581348975405177e-04
-1.955319047619047845e+00,-5.702246167624236113e-04
-1.949321428571428649e+00,-6.029042417502475599e-04
-1.943323809523809675e+00,-6.334819613024041899e-04
-1.937323809523809448e+00,-6.630087281367301423e-04
-1.931326190476190696e+00,-6.921351320309329256e-04
-1.925328571428571500e+00,-7.211614451900989807e-04
-1.919330952380952526e+00,-7.501543947709253144e-04
-1.913333333333333330e+00,-7.791473443517488292e-04
-1.907335714285714356e+00,-8.081069303542295868e-04
-1.901338095238095383e+00,-8.369497438325084176e-04
-1.895340476190476187e+00,-8.655923758407225738e-04
-1.889340476190476181e+00,-8.941515989030743078e-04
-1.883342857142857207e+00,-9.227441855437746535e-04
-1.877345238095238233e+00,-9.512199996602698198e-04
-1.871347619047619260e+00,-9.794622687283550608e-04
-1.865350000000000064e+00,-1.007387583802176519e-03
-1.859352380952380868e+00,-1.034995944881731160e-03
-1.853354761904762116e+00,-1.062287351967019415e-03
-1.847357142857142920e+00,-1.089295168636383610e-03
-1.841357142857142914e+00,-1.116036076678994906e-03
-1.835359523809523719e+00,-1.142493394305685393e-03
-1.829361904761904967e+00,-1.168717166883968556e-03
-1.823364285714285771e+00,-1.194674030835501857e-03
-1.817366666666666797e+00,-1.220397349738625231e-03
-1.811369047619047601e+00,-1.245870441804173157e-03
-1.805371428571428627e+00,-1.271143352399656517e-03
-1.799373809523809653e+00,-1.296182717946732553e-03
-1.793376190476190679e+00,-1.321021902023744241e-03
-1.787376190476190452e+00,-1.345644222841522802e-03
-1.781378571428571478e+00,-1.370066362189237014e-03
-1.775380952380952504e+00,-1.394271638277715282e-03
-1.769383333333333530e+00,-1.418260051106957822e-03
-1.763385714285714334e+00,-1.442064964255311511e-03
-1.757388095238095138e+00,-1.465653014144427954e-03
-1.751390476190476386e+00,-1.489040882563482651e-03
-1.745392857142857190e+00,-1.512228569512474299e-03
-1.739392857142857185e+00,-1.535232756780572760e-03
-1.733395238095237989e+00,-1.558036762578609690e-03
-1.727397619047619237e+00,-1.580640586906583572e-03
-1.721400000000000041e+00,-1.603044229764492888e-03
-1.715402380952381067e+00,-1.625247691152339156e-03
-1.709404761904761871e+00,-1.647267652859295056e-03
-1.703407142857143119e+00,-1.669087433096186606e-03
-1.697409523809523924e+00,-1.690707031863016409e-03
