# Region            : cellZone slabA
# Cells             : 26
# Volume            : 7.139798445863e-09
# Time              	volAverage(p)
534                 	8.301005416678e+03
535                 	8.301005416630e+03
536                 	8.301005416515e+03
537                 	8.301005416602e+03
538                 	8.301005416490e+03
539                 	8.301005416503e+03
540                 	8.301005416577e+03
541                 	8.301005416741e+03
542                 	8.301005416522e+03
543                 	8.301005416499e+03
544                 	8.301005416693e+03
545                 	8.301005416711e+03
546                 	8.301005416518e+03
547                 	8.301005416260e+03
548                 	8.301005416777e+03
549                 	8.301005416674e+03
550                 	8.301005416480e+03
551                 	8.301005416660e+03
552                 	8.301005416629e+03
553                 	8.301005416681e+03
554                 	8.301005416792e+03
555                 	8.301005416577e+03
556                 	8.301005416331e+03
557                 	8.301005416428e+03
558                 	8.301005416572e+03
559                 	8.301005416651e+03
560                 	8.301005416531e+03
561                 	8.301005416455e+03
562                 	8.301005416718e+03
563                 	8.301005416696e+03
564                 	8.301005416486e+03
565                 	8.301005416639e+03
566                 	8.301005416744e+03
567                 	8.301005416493e+03
568                 	8.301005416425e+03
569                 	8.301005416639e+03
570                 	8.301005416891e+03
571                 	8.301005416727e+03
572                 	8.301005416360e+03
573                 	8.301005416320e+03
574                 	8.301005416558e+03
575                 	8.301005416814e+03
576                 	8.301005416875e+03
577                 	8.301005416605e+03
578                 	8.301005416335e+03
579                 	8.301005416463e+03
580                 	8.301005416454e+03
581                 	8.301005416814e+03
582                 	8.301005416829e+03
583                 	8.301005416594e+03
584                 	8.301005416334e+03
585                 	8.301005416543e+03
586                 	8.301005416428e+03
587                 	8.301005416622e+03
588                 	8.301005416997e+03
589                 	8.301005416605e+03
590                 	8.301005416369e+03
591                 	8.301005416326e+03
592                 	8.301005416596e+03
593                 	8.301005416796e+03
594                 	8.301005416643e+03
595                 	8.301005416492e+03
596                 	8.301005416474e+03
597                 	8.301005416628e+03
598                 	8.301005416663e+03
599                 	8.301005416662e+03
600                 	8.301005416608e+03
601                 	8.301005416278e+03
602                 	8.301005416746e+03
603                 	8.301005416577e+03
604                 	8.301005416792e+03
605                 	8.301005416560e+03
606                 	8.301005416586e+03
607                 	8.301005416556e+03
608                 	8.301005416559e+03
609                 	8.301005416696e+03
610                 	8.301005416583e+03
611                 	8.301005416489e+03
612                 	8.301005416648e+03
613                 	8.301005416666e+03
614                 	8.301005416600e+03
615                 	8.301005416599e+03
616                 	8.301005416414e+03
617                 	8.301005416420e+03
618                 	8.301005416771e+03
619                 	8.301005416781e+03
620                 	8.301005416580e+03
621                 	8.301005416576e+03
622                 	8.301005416504e+03
623                 	8.301005416584e+03
624                 	8.301005416703e+03
625                 	8.301005416676e+03
626                 	8.301005416427e+03
627                 	8.301005416371e+03
628                 	8.301005416460e+03
