# y+ ()             
# Time              	patch               	min                 	max                 	average             
200                 	walls	2.900890115783e+01	3.721972463215e+01	3.706764432433e+01
400                 	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
600                 	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
800                 	walls	2.900890115783e+01	3.721972463214e+01	3.706764432431e+01
1000                	walls	2.900890115783e+01	3.721972463213e+01	3.706764432430e+01
1200                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
1400                	walls	2.900890115783e+01	3.721972463213e+01	3.706764432429e+01
1600                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432430e+01
1800                	walls	2.900890115783e+01	3.721972463213e+01	3.706764432430e+01
2000                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432431e+01
2200                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432430e+01
2400                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
2600                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
2800                	walls	2.900890115783e+01	3.721972463213e+01	3.706764432429e+01
3000                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432431e+01
3200                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
3400                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
3600                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
3800                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432432e+01
4000                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432433e+01
4200                	walls	2.900890115783e+01	3.721972463212e+01	3.706764432429e+01
4400                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432432e+01
4600                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432431e+01
4800                	walls	2.900890115783e+01	3.721972463215e+01	3.706764432430e+01
5000                	walls	2.900890115782e+01	3.721972463214e+01	3.706764432432e+01
5200                	walls	2.900890115783e+01	3.721972463214e+01	3.706764432433e+01
